fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
n right chest	N right chest	CLEAR	chest, right, plain structural torso region ('N' cryptic prefix)	CLEAR	groupFile/Body	Medium		'chest' is plain torso anatomy; prefix does not erase it (rule 24)	P129
maid.necktie_left_inner_4	Maid.Necktie_Left_Inner_4	CLEAR	necktie, left, inner, numbered ('Maid' costume theme)	CLEAR	groupFile/Clothing	High		necktie is a recognized worn garment	P129
taurenmale_hd_bone_133	taurenmale_hd_bone_133	OPAQUE	character/model-prefixed generic numbered bone, no independent content	NOT_APPLICABLE		Low		matches the established 'taurenmale_hd_bone_NNN' -> OPAQUE precedent exactly	P129
stock00	Stock00	CLEAR	weapon stock, numbered	CLEAR	groupFile/Other	High		matches this tranche's own 'stock01'	P129
valvebiped.bip01_r_vulvaf	ValveBiped.Bip01_R_VulvaF	CLEAR	vulva, right, plain structural ValveBiped skeleton segment	CLEAR	groupFile/Body	Medium		no shape/state word; direct-pose structural sexual anatomy -> Body per current doctrine (Tranche 12 QA 8950c85). FUTURE_SEXUAL_BONES_MIGRATION_CANDIDATE.	P129
jacketopen	JacketOpen	CLEAR	jacket garment open	CLEAR	groupFile/Clothing	High		explicit jacket garment	P129
bipqwn rcalftwist1	BipQwn RCalfTwist1	CLEAR	calf twist, right, numbered ('BipQwn' internal namespace prefix)	CLEAR	groupFile/Legs	High		explicit calf anatomy; namespace prefix set aside (rule 24)	P129
bip_eye_ref_track_l	bip_eye_ref_track_l	CLEAR	eye reference/tracking control, left	CLEAR	groupFile/Face/Eyes	High		explicit eye anatomy	P129
frontr1	FrontR1	OPAQUE	bare positional word with side/number, no anatomical owner	NOT_APPLICABLE		Low		matches the exhaustive bare 'front N' -> OPAQUE precedent	P129
right_pants_string_2	right_pants_string_2	CLEAR	pants garment string/tie, right, numbered	CLEAR	groupFile/Clothing	High		'pants' is the explicit garment owner	P129
legthumb1_l	LegThumb1_L	CLEAR	big toe ('leg thumb'), left, numbered	CLEAR	groupFile/Toes/LeftToes	Medium		'leg thumb' is a recognized big-toe naming convention	P129
futa version 2	Futa Version 2	CLEAR	'futa' body-type preset, numbered variant	CLEAR	groupFile/Body Morphs	Medium		a body-type/appearance-preset switch	P129
muzzleattach_pos_00	MuzzleAttach_Pos_00	CLEAR	weapon muzzle attachment point, numbered	CLEAR	groupFile/Other	High		recognized weapon-attachment prop	P129
wakazashi.tassel_rear_3	Wakazashi.Tassel_Rear_3	CLEAR	a wakizashi sword with a tassel decoration, rear, numbered	CLEAR	groupFile/Other	Medium		'Wakazashi' (wakizashi) is a recognized weapon object; matches the kunai_tassel-style weapon-with-decoration pattern	P129
frily_21.l	Frily_21.L	CLEAR	frilly lace garment decoration, numbered, left	CLEAR	groupFile/Clothing	Medium		matches the established 'frily' garment-decoration family	P129
bip_tailc02	bip_tailC02	CLEAR	tail, center, structural, numbered	CLEAR	groupFile/Tail	High		explicit tail anatomy	P129
bellyinflatefeathers	BellyInflateFeathers	CLEAR	belly inflate, feathers variant	CLEAR	groupFile/Body Morphs	Medium		explicit 'inflate' state word	P129
rightchinside	RightChinSide	CLEAR	chin, right, inside	CLEAR	groupFile/Face/Lower Face	High		matches this tranche's own 'leftchinside'	P129
back left	Back Left	OPAQUE	bare positional+side descriptor, no anatomical owner	NOT_APPLICABLE		Low		matches direct sibling 'back right' -> OPAQUE/NOT_APPLICABLE exactly	P129
bone 1057	bone 1057	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		rule 27: bare numbered bone	P129
cape 1b	Cape 1b	CLEAR	cape garment, numbered variant	CLEAR	groupFile/Clothing	High		cape is a recognized worn garment	P129
shrinkfeet	ShrinkFeet	CLEAR	feet size shrink	CLEAR	groupFile/Body Morphs	High		explicit 'shrink' size/shape word	P129
shirt_neck_pull	shirt_neck_pull	CLEAR	shirt neck, pull action	CLEAR	groupFile/Clothing	High		explicit shirt garment	P129
ruby_head_c_jnt	Ruby_head_c_jnt	CLEAR	head, center, structural joint ('Ruby' character prefix)	CLEAR	groupFile/Body	Medium		plain structural head anatomy; character prefix set aside (rule 24)	P129
bip01_l_clavicle012	Bip01_L_Clavicle012	CLEAR	clavicle, structural ValveBiped skeleton segment, left, numbered	CLEAR	groupFile/Arms	High		ValveBiped skeletal clavicle convention -> Arms	P129
left_lipupout	Left_LipUpOut	CLEAR	lip up-out, left	CLEAR	groupFile/Face/Lower Face	High		explicit lip anatomy	P129
cloth_back_b_3_l	cloth_back_B_3_L	CLEAR	cloth garment, back, variant b, numbered, left	CLEAR	groupFile/Clothing	High		explicit 'cloth' garment word	P129
gibface	GibFace	CLEAR	a gore/fx face fragment ('gib')	CLEAR	groupFile/Other	High		settled Rule-23 grounded 'gib' fx-object term	P129
hat side left	hat side left	CLEAR	hat garment, side, left	CLEAR	groupFile/Clothing	High		hat is a recognized worn garment	P129
sack_top	Sack_Top	CLEAR	scrotum sack, top, plain structural/positional segment	CLEAR	groupFile/Body	Medium		no shape/state word; direct-pose structural sexual anatomy -> Body per current doctrine (Tranche 12 QA 8950c85). FUTURE_SEXUAL_BONES_MIGRATION_CANDIDATE.	P129
arm right finger 3 c	arm right finger 3 c	CLEAR	finger 3 (middle), right arm, variant c	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger anatomy	P129
c_dred_l2_03	C_Dred_L2_03	CLEAR	dreadlock hair, left, numbered ('C_' model prefix)	CLEAR	groupFile/Hair	Medium		matches the established 'c_dred' -> Hair sibling family	P129
