fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
bip_hand_rotate1_r	bip_Hand_Rotate1_R	CLEAR	right hand, rotate function, numbered	CLEAR	groupFile/Arms/RightArm	High		plain hand-rotation rig control	P36
bipmar lcalftwist1	BipMar LCalfTwist1	CLEAR	"left calf twist bone, variant 1, within an internal ""BipMar"" namespace"	CLEAR	groupFile/Legs	High		"ordinary twist-bone anatomy, not corrective (rule 3); explicit ""CalfTwist"" content grounds this regardless of the namespace"	P36
head eye corner leftb	head eye corner leftb	CLEAR	eye corner, left, variant b	CLEAR	groupFile/Face/Eyes	High		plain eye-region anatomy	P36
cape1_middle3	CAPE1_MIDDLE3	CLEAR	a cape garment, numbered, middle position, numbered	CLEAR	groupFile/Clothing	High		plain garment item	P36
bip_fthumb03_l	Bip_FThumb03_L	CLEAR	left thumb, numbered segment	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy	P36
tape_r_02	Tape_R_02	CLEAR	a tape accessory, right, numbered	CLEAR	groupFile/Other	Medium	exact context of the tape object is not fully certain	recognized generic real-world object	P36
vag open wide2	vag open wide2	CLEAR	"vaginal region, ""open""/""wide"" state, numbered"	CLEAR	groupFile/Body Morphs	High		explicit shape/state deformation words on genital anatomy	P36
front 2_2	Front 2_2	OPAQUE	"a positional label (""front"") with numbers, no object named"	NOT_APPLICABLE		Low		position label only, no object	P36
liplower_l3	lipLower_L3	CLEAR	lower lip, left, numbered	CLEAR	groupFile/Face/Lower Face	High		matches Master's exact lipLower_L* precedent	P36
c_arl_a01	C_ARL_A01	OPAQUE	"cryptic abbreviation (""ARL""), no grounding for any expansion, numbered variant"	NOT_APPLICABLE		Low	"zero Master/corpus precedent for ""ARL"""	matches the settled c_arr_a01 precedent	P36
flm-arma-swordb-bl	Flm-ArmA-SwordB-BL	CLEAR	"a sword weapon prop, within the internal ""Flm-ArmA"" namespace"	CLEAR	groupFile/Other	High		"""Sword"" is grounded content independent of the Flm-ArmA namespace prefix (rule 24)"	P36
bip_tailc13	bip_tailC13	CLEAR	tail, variant c, numbered	CLEAR	groupFile/Tail	High		tail is the clear object	P36
mar-rig-eye-l	Mar-Rig-Eye-L	CLEAR	"eye control, within the internal ""Mar-Rig"" namespace, left"	CLEAR	groupFile/Face/Eyes	High		"explicit ""Eye"" content grounds this regardless of the Mar-Rig namespace prefix (rule 24)"	P36
hip_foot_r	hip_foot_R	CLEAR	a hip+foot combined element, right	NEEDS_CONTEXT		Medium	"""hip"" and ""foot"" are two different anatomical regions and the compound does not establish which governs"	mixed-region compound, matches the leg+finger precedent pattern	P36
bottle_bone_fr_01	bottle_bone_fr_01	CLEAR	a bottle prop bone, numbered	CLEAR	groupFile/Other	High		recognized real-world object prop	P36
unused.003	unused.003	CLEAR	a self-declared unused placeholder, numbered	CLEAR	groupFile/Useless	High		"self-declared ""unused"" (rule 15)"	P36
saberon_bone45	saberon_Bone45	OPAQUE	a generic numbered bone under a named-character prefix; no anatomical content in the number itself	NOT_APPLICABLE		Low	character/model prefix is not itself semantic ownership (rule 24); the bare numbered bone carries no anatomical specificity	matches the settled saberon_boneNN precedent	P36
rtoepinky02	rToePinky02	CLEAR	right little toe, numbered	CLEAR	groupFile/Toes/RightToes	High		"explicit ""Toe"" content disambiguates the digit, unlike the bare ""pinky"" hand-vs-foot ambiguity"	P36
brows-lower	brows-lower	CLEAR	eyebrows, lower/downward pose	CLEAR	groupFile/Face/Upper Face	High		plain eyebrow-posing control	P36
moustache_l_25	Moustache_L_25	CLEAR	a moustache, left side, numbered	CLEAR	groupFile/Face/Lower Face	High		matches the moustache_r precedent	P36
toy_bone_03	toy_bone_03	CLEAR	a bone-shaped toy (recognized real-world object), numbered	CLEAR	groupFile/Other	High		"""toy"" disambiguates ""bone"" as a toy object, not skeletal anatomy"	P36
bip_fmiddle00_l	Bip_FMiddle00_L	CLEAR	left middle finger, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy	P36
bikini_08	Bikini_08	CLEAR	a bikini garment, numbered variant	CLEAR	groupFile/Clothing	High		plain garment item	P36
bip01_r_hand007	Bip01_R_Hand007	CLEAR	right hand, numbered sub-bone	CLEAR	groupFile/Arms/RightArm	High		plain anatomical term	P36
25	25	OPAQUE	bare number, no words at all	NOT_APPLICABLE		Low	a number alone carries no semantic content	no interpretable content	P36
pouch_0	pouch_0	CLEAR	a pouch accessory, numbered	CLEAR	groupFile/Clothing	High		worn/carried pouch accessory	P36
c ujacketa spo	C uJacketA Spo	CLEAR	"a jacket garment, variant A, center, ""Spo"" (likely ""spare"")"	CLEAR	groupFile/Clothing	High		explicit garment ownership	P36
thick thigs	Thick Thigs	CLEAR	"thigh, ""thick"" shape descriptor (""Thigs"" is an obvious misspelling of ""thighs"")"	CLEAR	groupFile/Body Morphs	High		explicit shape descriptor on anatomy, obvious misspelling accepted	P36
cloth_back_b_2_r	cloth_back_B_2_R	CLEAR	a cloth/garment control, back, variant b, numbered, right	CLEAR	groupFile/Clothing	High		"explicit garment (""cloth"") ownership"	P36
bipfin r finger1	BipFin R Finger1	CLEAR	"right finger 1, within an internal ""BipFin"" namespace"	CLEAR	groupFile/Arms/RightArm/RightFingers	High		"explicit ""Finger"" content grounds this regardless of the BipFin prefix (rule 24)"	P36
key.white_60	Key.White_60	CLEAR	a physical keyboard/piano key, white key, numbered	CLEAR	groupFile/Other	High		"matches the established period-separated ""Key.<label>"" physical-prop series"	P36
upper_arm.l.001	upper_arm.L.001	CLEAR	left upper arm, numbered	CLEAR	groupFile/Arms/LeftArm	High		plain arm anatomy	P36
generichuman_l_lolipjnt	GenericHuman_l_loLipJnt	CLEAR	"lower lip, left, on a ""GenericHuman"" rig-template prefix"	CLEAR	groupFile/Face/Lower Face	High		"explicit ""lower lip"" content grounds this regardless of the GenericHuman template prefix (rule 24)"	P36
suprised eyes left	Suprised Eyes Left	CLEAR	"left eye, surprised expression (""Suprised"" is an obvious misspelling of ""surprised"")"	CLEAR	groupFile/Face/Eyes	High		obvious misspelling accepted	P36
bip001-l-hand	Bip001-L-Hand	CLEAR	left hand	CLEAR	groupFile/Arms/LeftArm	High		plain hand anatomy	P36
jacket right b	jacket right b	CLEAR	a jacket garment, right, variant b	CLEAR	groupFile/Clothing	High		plain garment item	P36
shrink_01	Shrink_01	CLEAR	"a ""shrink"" deformation function, numbered"	NEEDS_CONTEXT		Medium	the owning object/body part is not named	function/deformation word is clear, object/owner unknown	P36
