fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
bobcut.side_right_1_2	Bobcut.Side_Right_1_2	CLEAR	a bob-cut hairstyle, side-right, numbered	CLEAR	groupFile/Hair	High		matches the settled bobcut sibling precedent	P68
necklace 2b	necklace 2b	CLEAR	a necklace (jewelry accessory), numbered	CLEAR	groupFile/Clothing	High		worn jewelry/accessory term	P68
bjalt	BJAlt	OPAQUE	a cryptic abbreviation ("BJ") with an "alt" variant qualifier, no recoverable anatomical or functional content	NOT_APPLICABLE		Low		no readable content, no grounding found	P68
office_bedframe_dishevelled	Office_BedFrame_Dishevelled	CLEAR	a bed frame (environment/furniture prop), disheveled state	CLEAR	groupFile/Other	High		recognized environment/furniture prop	P68
cloth_front_a_2	cloth_front_A_2	CLEAR	a generic cloth/garment control, front, numbered	CLEAR	groupFile/Clothing	Medium		generic clothing term (rule 8)	P68
sidebutton	SideButton	CLEAR	a garment button accessory, side	CLEAR	groupFile/Clothing	Medium		worn garment-fastener accessory	P68
pjcmcollarup55l	pJCMCollarUp55L	CLEAR	a joint-corrective-morph (JCM) for a collar, up, numbered, left	CLEAR	groupFile/Correctives	High		"JCM" is a recognized joint-corrective-morph rigging convention (positive corrective purpose)	P68
hat_left_1_jiggle	Hat_Left_1_jiggle	CLEAR	a hat garment, left, jiggle-physics, numbered	CLEAR	groupFile/Clothing	High		worn headgear accessory	P68
vag_open_2	VAG_OPEN_2	CLEAR	genital anatomy, open state, numbered	CLEAR	groupFile/Body	High		plain structural genital anatomy	P68
bip_clockcollarfront_r	bip_ClockCollarFront_R	CLEAR	a "clock collar" costume element, front, right	CLEAR	groupFile/Clothing	Medium		worn costume-collar accessory	P68
egg.root	Egg.Root	CLEAR	an environment prop root/anchor node	CLEAR	groupFile/Other	Medium		matches the settled egg.wall sibling precedent (verified this tranche)	P68
creaseass	CreaseASS	CLEAR	a skin crease/wrinkle shape control on the buttock	CLEAR	groupFile/Body Morphs	Medium		explicit skin-texture appearance descriptor (rule 7)	P68
overpass_swingset_seat_model	overpass_swingset_seat_model	CLEAR	a swingset seat (environment prop)	CLEAR	groupFile/Other	High		recognized environment prop	P68
lsmalltoe1 2	lsmalltoe1 2	CLEAR	left small toe, numbered	CLEAR	groupFile/Toes/LeftToes	High		plain toe anatomy, verified LeftToes subpath	P68
pussparent.002_r.011	PussParent.002_R.011	CLEAR	genital rig-parent node, right, numbered	CLEAR	groupFile/Body	Medium		plain structural genital anatomy	P68
bone._r.001	Bone._R.001	OPAQUE	generic numbered bone, no anatomical content, right	NOT_APPLICABLE		Low		matches the settled Bone### precedent	P68
nippokedouble05	NipPokeDouble05	CLEAR	a nipple "poke" appearance/state control, double, numbered	CLEAR	groupFile/Body Morphs	Medium		matches the settled nippokejoke sibling precedent (verified this tranche)	P68
mot14_rightarm	MOT14_RightArm	CLEAR	right arm, bare	CLEAR	groupFile/Arms	High		plain arm anatomy	P68
bone-l-calf-twist	Bone-L-Calf-Twist	CLEAR	left calf twist	CLEAR	groupFile/Legs	High		plain leg anatomy despite the generic "bone" wrapper	P68
bas.back_2_jiggle	BAS.Back_2_jiggle	CLEAR	a back jiggle-physics control, numbered	CLEAR	groupFile/Body	Medium		jiggle-physics is a dynamics mechanism on plain structural back anatomy	P68
object36	Object36	OPAQUE	generic placeholder object name, no referent	NOT_APPLICABLE		Low		matches the settled Object### placeholder precedent	P68
l_rear_holster_0u_4v	l_rear_holster_0u_4v	CLEAR	a holster (worn gear accessory), left, rear, numbered	CLEAR	groupFile/Clothing	Medium		matches the settled holster-accessory sibling precedent (verified this tranche)	P68
ス横先.l	ス横先.L	OPAQUE	a cryptic Japanese fragment ("side tip") with no reliably grounded owner or object, left	NOT_APPLICABLE		Low		generic function/location terms alone do not establish a region (rule 10); too vague to resolve	P68
key.white_44	Key.White_44	CLEAR	a keyboard-prop key, "white" variant, numbered	CLEAR	groupFile/Other	High		matches the settled Key.<label> coherent series precedent	P68
browmidneutral	BrowMidNeutral	CLEAR	eyebrow, middle, neutral state	CLEAR	groupFile/Face/Upper Face	High		explicit eyebrow feature	P68
rachel head nostril left 1	Rachel head nostril left 1	CLEAR	nostril, left, numbered	CLEAR	groupFile/Face/Mid Face	High		nostril is a mid-face (nose) feature	P68
bobcut.right_3_jiggle	Bobcut.Right_3_jiggle	CLEAR	a bob-cut hairstyle, right, jiggle-physics, numbered	CLEAR	groupFile/Hair	High		matches the settled bobcut sibling precedent	P68
leftearbottom	LeftEarBottom	CLEAR	left ear, bottom	CLEAR	groupFile/Face/Ears	High		plain ear anatomy	P68
upperlip_curlin	UpperLip_CurlIN	CLEAR	upper lip, curl inward	CLEAR	groupFile/Face/Lower Face	High		lip is a mouth/lower-face feature	P68
bip01_l_forearm010	Bip01_L_Forearm010	CLEAR	left forearm, numbered	CLEAR	groupFile/Arms	High		plain arm anatomy	P68
teeth none lower2	Teeth None Lower2	CLEAR	lower teeth, "none" state, numbered	CLEAR	groupFile/Face/Lower Face	High		teeth are a mouth-region feature	P68
bip chin01 l	bip chin01 l	CLEAR	chin control, left, numbered	CLEAR	groupFile/Face/Lower Face	High		chin is a jaw/mouth-region feature	P68
bh01.l	Bh01.L	OPAQUE	cryptic fragment ("Bh"), no recoverable anatomical or functional content, numbered, left	NOT_APPLICABLE		Low		matches the settled Bh01.r sibling precedent (verified current ledger value)	P68
middleman dummy	middleman dummy	OPAQUE	a placeholder rig node ("dummy"), no independently grounded anatomical or functional content	NOT_APPLICABLE		Low		matches the settled bare "dummy" placeholder precedent (verified current ledger value)	P68
bone020	Bone020	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		matches the settled Bone### precedent	P68
sharp nipple	Sharp Nipple	CLEAR	nipple anatomy, "sharp" shape	CLEAR	groupFile/Body Morphs	High		explicit shape descriptor (rule 7)	P68
hose_15	Hose_15	CLEAR	a hose (equipment/prop object), numbered	CLEAR	groupFile/Other	Medium		recognized prop-object term	P68
eyeclashfix	EyeClashFix	CLEAR	an eye-region corrective control ("clash" fix)	CLEAR	groupFile/Correctives	High		explicit "Fix" repair-purpose language on the eye region (rule 5)	P68
unused.021	unused.021	CLEAR	a self-declared unused/duplicate placeholder, numbered	CLEAR	groupFile/Useless	High		explicit self-declared "unused" marker (rule 15)	P68
left middle finger 1 grip 2	Left middle finger 1 grip 2	CLEAR	left middle finger, segment 1, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy, verified LeftFingers subpath	P68
clav_left	clav_left	CLEAR	left clavicle	CLEAR	groupFile/Arms	High		plain arm/clavicle anatomy	P68
l forearmrollb spo	L ForearmrollB Spo	PARTIAL	left forearm roll, undecoded trailing qualifier ("Spo")	CLEAR	groupFile/Arms	Medium	"Spo" is an actual undecoded token	matches the settled forearmroll-Spo sibling precedent (verified this tranche)	P68
flm-rig-hole-v2	Flm-Rig-Hole-V2	CLEAR	a "Hole" element under the internal Flm-Rig namespace, numbered	CLEAR	groupFile/Body	Medium		matches the settled Qwn-Rig-Hole/Brk-Rig-Hole/Mar-Rig-Hole template precedent (verified current ledger values); "Hole" retains meaningful genital-region content despite the namespace	P68
unused head neck upper attached_head head neck lower	unused head neck upper attached_head head neck lower	CLEAR	a self-declared unused/duplicate placeholder	CLEAR	groupFile/Useless	High		explicit self-declared "unused" marker (rule 15)	P68
l deltoidb spo	L DeltoidB Spo	PARTIAL	left deltoid (shoulder muscle), undecoded trailing qualifier ("Spo")	CLEAR	groupFile/Arms	Medium	"Spo" is an actual undecoded token	matches the settled deltoid-Spo sibling precedent (verified this tranche)	P68
hokage hat right 3b	hokage hat right 3b	CLEAR	a "hokage hat" costume headgear, right, numbered	CLEAR	groupFile/Clothing	High		worn headgear accessory	P68
headfur.l	HeadFur.L	CLEAR	head fur (creature hair covering), left	CLEAR	groupFile/Hair	Medium		matches the settled headfur.r sibling precedent (verified this tranche)	P68
squeeze	Squeeze	OPAQUE	a bare verb, no anatomical or functional object named	NOT_APPLICABLE		Low		no reliable core referent	P68
waist size	Waist Size	CLEAR	a waist size shape control	CLEAR	groupFile/Body Morphs	High		explicit shape/size descriptor (rule 7)	P68
cum-flat-left	cum-flat-left	CLEAR	a "cum" (fluid) flat shape control, left	CLEAR	groupFile/Body Morphs	Medium		matches the settled balloon/body-fluid flat-shape-control sibling naming pattern	P68
body size	Body Size	CLEAR	a body size shape control	CLEAR	groupFile/Body Morphs	High		explicit shape/size descriptor (rule 7)	P68
muscule	Muscule	CLEAR	a muscle-tone/definition control (apparent misspelling of "muscle")	CLEAR	groupFile/Body Morphs	Medium		matches the settled muclesdefine/muscle-tone-definition precedent; literal spelling preserved as written (rule 12)	P68
unused073	unused073	CLEAR	a self-declared unused/duplicate placeholder, numbered	CLEAR	groupFile/Useless	High		explicit self-declared "unused" marker (rule 15)	P68
lipsraisel+lipsraiser	LipsRaiseL+LipsRaiseR	CLEAR	lips raise, both sides	CLEAR	groupFile/Face/Lower Face	High		lip is a mouth/lower-face feature	P68
bip_front_cloth_a_01	bip_front_cloth_a_01	CLEAR	a generic cloth/garment control, front, numbered	CLEAR	groupFile/Clothing	Medium		generic clothing term (rule 8)	P68
head n rolls right a	head n rolls right a	CLEAR	head, "N" rolls, right, variant	CLEAR	groupFile/Body	Medium		bare head/neck rotation control, no specific facial feature named	P68
window_urban_sash_48_88_full_gib07	window_urban_sash_48_88_full_gib07	CLEAR	a window/sash environment prop, debris ("gib") variant, numbered	CLEAR	groupFile/Other	High		matches the settled sibling window_urban_sash precedent	P68
nostrilsright	NostrilsRight	CLEAR	nostrils, right	CLEAR	groupFile/Face/Mid Face	High		nostril is a mid-face (nose) feature	P68
blink happy eye	Blink Happy Eye	CLEAR	an eye blink, "happy" state	CLEAR	groupFile/Face/Eyes	High		explicit eye-region feature	P68
legpeopledifferencefinger3_r	LegPeopleDifferenceFinger3_R	CLEAR	a control naming both "Leg" and "Finger", right, numbered	NEEDS_CONTEXT		Medium	"Leg" and "Finger" name two materially different anatomical owners with no way to tell which governs	matches the settled Leg+Finger mixed-region precedent	P68
bip01_r_upperarm007	Bip01_R_UpperArm007	CLEAR	right upper arm, numbered	CLEAR	groupFile/Arms	High		plain arm anatomy	P68
