fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
r_front_holster_0u_0v	r_front_holster_0u_0v	CLEAR	a front holster, right	CLEAR	groupFile/Clothing	High		matches the rule 16 worn-equipment holster default	P30
flex_fat_middle	Flex_Fat_Middle	OPAQUE	generic "flex" category term with a size qualifier, no specific object	NOT_APPLICABLE		Low		matches the flex_noise/flex_thin precedent; generic technical category term	P30
object002	Object002	OPAQUE	generic placeholder object name, no referent	NOT_APPLICABLE		Low		numbered generic placeholder	P30
v_weapon.right_pinky02	v_weapon.Right_Pinky02	CLEAR	right pinky finger, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		matches the established v_weapon finger precedent	P30
bip01_l_toe	Bip01_L_Toe	CLEAR	left toe, standard naming	CLEAR	groupFile/Toes/LeftToes	High		toe digit routes to the verified LeftToes subpath (rule 18)	P30
type2fit	Type2FIT	OPAQUE	a "type 2 fit" label, no object named	NOT_APPLICABLE		Low		no anatomical or object content beyond a generic type/fit label	P30
blink-right	Blink-Right	CLEAR	blink, right	CLEAR	groupFile/Face/Eyes	High		plain eye expression control	P30
cervixup	CervixUp	CLEAR	cervix "up" soft-tissue state	CLEAR	groupFile/Body Morphs	High		direction word on genital soft tissue with no ordinary skeletal joint	P30
bip_stone _l_finger_globe_2_	Bip_STONE _L_Finger_Globe_2_	PARTIAL	left finger with an undecoded "globe" qualifier, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	Medium	"globe" is rule 22's own documented undecoded-token example	finger is the clear anatomical owner; "globe" is an actual undecoded token per rule 22	P30
browsinnerdownright	BrowsInnerDownRight	CLEAR	eyebrows inner down, right	CLEAR	groupFile/Face/Upper Face	High		plain eyebrow expression control; sibling of browsinnerdownleft	P30
legdead	LegDead	CLEAR	leg, "dead" (limp) pose state	CLEAR	groupFile/Legs	Medium		leg is the clear anatomical owner; "dead" describes a pose state, not a shape morph	P30
head nostril lower right 1	head nostril lower right 1	CLEAR	nostril, lower, right, variant 1	CLEAR	groupFile/Face/Mid Face	High		plain nose/mid-face anatomy; sibling of the left variant	P30
strap_right	strap_right	CLEAR	a bare strap accessory, right	NEEDS_CONTEXT		Medium	no owner named; a bare strap is the same kind of object regardless of owner (rule 25)	bare accessory noun, ownership unresolved	P30
key.3	Key.3	CLEAR	a keyboard-prop key, 3	CLEAR	groupFile/Other	High		matches the coherent "Key.<label>" keyboard-prop series	P30
fringe 17 jb	fringe 17 JB	PARTIAL	a "fringe", numbered, variant JB	NEEDS_CONTEXT		Low	"fringe" has materially different core senses (hair bangs / decorative garment trim) with no disambiguating content	bare multi-sense word, no grounding to pick a reading	P30
