fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
forearmtwist1left	ForearmTwist1Left	CLEAR	forearm twist, left, numbered	CLEAR	groupFile/Arms	High		Plain structural arm anatomy.	P105	
fronthair normal b joint	fronthair normal b joint	CLEAR	front hair strand, variant b, joint	CLEAR	groupFile/Hair	High		Explicit hair content.	P105	
fa_forehead_left_inn	fa_forehead_left_inn	CLEAR	forehead mechanism, left, inner	CLEAR	groupFile/Face/Upper Face	High		Explicit forehead mechanism.	P105	
fa_squint_right_out	fa_squint_right_out	CLEAR	eye squint mechanism, right, outer	CLEAR	groupFile/Face/Eyes	High		Explicit eye mechanism.	P105	
baselarger	BaseLarger	OPAQUE	'base'+'larger', no object identified	NOT_APPLICABLE		Low		Rule 27: neither 'base' nor 'larger' names what is being enlarged.	P105	
boobsie2	boobsie2	CLEAR	breast anatomy, numbered	CLEAR	groupFile/Body Morphs	High		Explicit breast anatomy.	P105	
unused r jacketc spo	unused r jacketc spo	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		Self-declared 'unused' placeholder (rule 15).	P105	
wep_belt_bullet12	WEP_Belt_Bullet12	CLEAR	a weapon belt-fed ammunition round, numbered	CLEAR	groupFile/Other	High		WEP prefix + recognized ammunition object.	P105	
rshouldern	RShoulderN	CLEAR	shoulder anatomy, right, cryptic 'N' suffix	CLEAR	groupFile/Arms	Medium		'Shoulder' grounds arm anatomy regardless of the undecoded suffix; mirrors LShoulderN from this tranche's earlier batch.	P105	
ckspine1bend90	CKSpine1Bend90	CLEAR	a joint-corrective-morph for spine bend, numbered	CLEAR	groupFile/Correctives	High		'CK' prefix matches the established Joint-Corrective-Morph convention.	P105	
asshole_2	Asshole_2	CLEAR	anus anatomy, numbered	CLEAR	groupFile/Body Morphs	Medium		Bare genital-word + number matches the corrected bare-genital-domain Body Morphs template.	P105	
key.rightcommand	Key.RightCommand	CLEAR	a keyboard-key-style control (right command key)	CLEAR	groupFile/Other	Medium		'RightCommand' is a specific keyboard-key name, resolving the ambiguous 'Key' reading to a literal input/UI-key object.	P105	
r_deltoid_helper	r_deltoid_helper	CLEAR	deltoid muscle helper bone, right	CLEAR	groupFile/Arms	High		Explicit shoulder-muscle (deltoid) anatomy despite 'helper' qualifier.	P105	
frily_root_2.l	Frily_Root_2.L	CLEAR	a frill/ruffle garment trim, root anchor, numbered, left	CLEAR	groupFile/Clothing	High		Accepted misspelling (Frily->Frilly); 'root' describes structural anchor, not ownership.	P105	
veil_middle_2	VEIL_MIDDLE_2	CLEAR	a veil garment, middle position, numbered	CLEAR	groupFile/Clothing	High		Explicit garment (veil) content.	P105	
facial_bone_uprlip_l02	Facial_Bone_UprLip_L02	CLEAR	upper lip bone ('UprLip'=Upper Lip), left, numbered	CLEAR	groupFile/Face/Lower Face	High		Explicit lip mechanism.	P105	
asslower	AssLower	CLEAR	buttock anatomy, lower position	CLEAR	groupFile/Body	High		'Lower' is a positional qualifier, not a shape/size descriptor, so the plain 'Ass'->Body default applies (rule 26 override requires an actual shape/state word).	P105	
bikini_string.back	Bikini_String.Back	CLEAR	bikini string component, back position	CLEAR	groupFile/Clothing	High		Explicit garment (bikini) content.	P105	
fan.front_1	Fan.Front_1	CLEAR	a fan object, front position, numbered	NEEDS_CONTEXT		Low		'Fan' is a recognizable object (rule 22 unnamed-owner pattern) with no stated prop-vs-decoration ownership.	P105	
sternum depth 	Sternum Depth 	CLEAR	a sternum-depth shape control	CLEAR	groupFile/Body Morphs	High		Explicit shape/depth descriptor on chest anatomy.	P105	
toothup	TOOTHUP	CLEAR	a tooth-up mouth mechanism	CLEAR	groupFile/Face/Lower Face	High		Explicit mouth/teeth mechanism.	P105	
hatplume_4	HatPlume_4	CLEAR	a hat plume decoration, numbered	CLEAR	groupFile/Clothing	High		Explicit garment/headwear (hat) content.	P105	
h_l_ring1	h_L_Ring1	CLEAR	ring finger, left, numbered ('h'=hand)	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		Explicit finger anatomy and side.	P105	
shell.wall_52	Shell.Wall_52	PARTIAL	an object combining 'shell' and 'wall', numbered -- unresolved as in the other Shell.Wall/Egg.Wall members	NEEDS_CONTEXT		Low		Matches the established unresolved Shell.Wall/Egg.Wall pattern (rule 22 PARTIAL test).	P105	
row_chair010	row_chair010	CLEAR	a row-seating chair prop, numbered	CLEAR	groupFile/Other	High		Matches the row_chair019 sibling precedent (Other, furniture prop).	P105	
right_16	right_16	OPAQUE	bare side marker plus number, no object named	NOT_APPLICABLE		Low		Rule 27: generic side+number alone identifies no controlled referent.	P105	
hyper anus open	hyper anus open	CLEAR	anus anatomy, hyper-open state	CLEAR	groupFile/Body Morphs	High		Explicit genital anatomy plus explicit state descriptor (open).	P105	
leg left thigh adj b	leg left thigh adj b	CLEAR	thigh adjustment, left, variant b	CLEAR	groupFile/Legs	High		Explicit leg/thigh anatomy.	P105	
creepy	Creepy	OPAQUE	bare adjective, no object named	NOT_APPLICABLE		Low		Rule 27: no animator-useful referent from a bare quality adjective.	P105	
r_lat_helper	r_lat_helper	CLEAR	latissimus dorsi (back muscle) helper bone, right	CLEAR	groupFile/Body	Medium		Mirrors l_lat_helper established this tranche; structural torso muscle anatomy.	P105	
tente_b_5_l	tente_b_5_L	CLEAR	tentacle anatomy ('tente'=variant spelling of tenta), variant b, numbered, left	CLEAR	groupFile/Other	Medium		Matches settled Rule 18 tentacle precedent (near-identical spelling to the established tenta_ family).	P105	
exsad	EXSad	CLEAR	a whole-face sad expression ('EX'=Expression prefix)	CLEAR	groupFile/Face/Expressions	High		Matches the established 'Exp'/'Expression'-prefixed whole-face-preset convention.	P105	
moustache_r_5	Moustache_R_5	CLEAR	moustache facial hair, right, numbered	CLEAR	groupFile/Hair	High		Matches the corrected bare/numbered moustache -> Hair precedent (Tranche 9).	P105	
