fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
wep_fireselect	WEP_FireSelect	CLEAR	a weapon fire-select function	CLEAR	groupFile/Other	High		recognized weapon-part object	P55
left_butt	Left_Butt+left_butt	CLEAR	buttock, left	CLEAR	groupFile/Body	High		plain structural anatomy	P55
rkakato03n	RKakato03N	CLEAR	"heel (Japanese ""kakato""), right, numbered"	CLEAR	groupFile/Legs	Medium		"matches the settled ""kakato""=heel Japanese-term precedent"	P55
row_chair012	row_chair012	CLEAR	a chair, row-numbered	CLEAR	groupFile/Other	High		recognized furniture object	P55
second_arms_r_1	Second_Arms_R_1	CLEAR	"an extra (""second"") arm, right, numbered"	CLEAR	groupFile/Arms	High		limb count does not change destination (rule 19); ordinary structural anatomy	P55
key.n	Key.N	CLEAR	a keyboard-prop key, N key	CLEAR	groupFile/Other	High		matches the settled period-separated Key.<label> coherent keyboard-prop series	P55
c_dred_c2_07	C_Dred_C2_07	CLEAR	"dreadlocks (""Dred""), variant, numbered"	CLEAR	groupFile/Hair	Medium		recognized hairstyle abbreviation	P55
rsmalltoe4 2	rsmalltoe4 2	CLEAR	small toe (pinky toe), right, numbered	CLEAR	groupFile/Toes/RightToes	High		ordinary toe anatomy, verified RightToes subpath	P55
tails4	Tails4	CLEAR	tail, numbered	CLEAR	groupFile/Tail	High		explicit tail anatomy	P55
flm-armb-belt-lb	Flm-ArmB-Belt-LB	CLEAR	"a ""belt"" element within the internal ""Flm-ArmB"" namespace, variant LB"	CLEAR	groupFile/Clothing	Medium		"internal namespace set aside (rule 24); ""belt"" is grounded clothing content"	P55
helena head neck upper	Helena head neck upper	CLEAR	neck, upper, on a named-character head prefix	CLEAR	groupFile/Body	High		"character prefix set aside; ""neck"" is plain structural anatomy"	P55
l_wrist_upper_b_helper	l_wrist_upper_b_helper	CLEAR	left wrist, upper, structural helper	CLEAR	groupFile/Arms	High		ordinary structural anatomy; helper is neutral (rule 4)	P55
polysurface43_8147	polySurface43_8147	OPAQUE	a generic mesh-name artifact, no anatomical content	NOT_APPLICABLE		Low		technical DCC-artifact naming	P55
wep_cylinder_drum	WEP_Cylinder_Drum	CLEAR	a weapon revolver cylinder/drum	CLEAR	groupFile/Other	High		recognized weapon-part object	P55
