fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
belt_14	belt_14	CLEAR	"a ""belt"" (clothing accessory)"	CLEAR	groupFile/Clothing	High		plain worn accessory item	P51
bone 1038	bone 1038	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P51
bone022	Bone022	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P51
key.black_8	Key.Black_8	CLEAR	a keyboard-prop key, black key series, index 8	CLEAR	groupFile/Other	High		matches the settled Key.Black_N/Key.White_N coherent keyboard-prop series (rule 23)	P51
bhr45	BhR45	OPAQUE	"cryptic abbreviation (""Bh""), right, numbered; no grounding for any expansion"	NOT_APPLICABLE		Low		ungrounded abbreviation, matches the bh001.r/fh15.r pattern	P51
head_skinny	head_skinny	CLEAR	"head shape descriptor (""skinny"")"	CLEAR	groupFile/Body Morphs	High		explicit shape/size descriptor	P51
bh001.r	Bh001.R	OPAQUE	"cryptic abbreviation (""Bh""), right, numbered; no grounding for any expansion"	NOT_APPLICABLE		Low		ungrounded abbreviation	P51
bip_tie_4_l	bip_Tie_4_L	CLEAR	"a ""tie"" (necktie/fastening accessory), numbered, left"	CLEAR	groupFile/Clothing	High		worn accessory item	P51
bip_tentacle.001	Bip_Tentacle.001	CLEAR	"a ""tentacle"" appendage, numbered"	CLEAR	groupFile/Other	High		species-neutral anatomical word with settled rule-18 precedent (tentacle -> Other)	P51
sakura_costume_1_f	sakura_costume_1_F	CLEAR	"a ""costume"" element under a character prefix, variant 1, female"	CLEAR	groupFile/Clothing	High		"character prefix set aside (rule 24); ""costume"" is meaningful grounded content"	P51
arm left lower 1	arm left lower 1	CLEAR	left lower arm (forearm), variant 1	CLEAR	groupFile/Arms	High		ordinary structural anatomy	P51
upperlip_middle	upperLip_middle	CLEAR	upper lip, middle	CLEAR	groupFile/Face/Lower Face	High		plain mouth/lip anatomy	P51
object48	Object48	OPAQUE	generic placeholder object name, no referent	NOT_APPLICABLE		Low		generic placeholder object name	P51
