fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
flm-armb-foot-la	Flm-ArmB-Foot-LA	CLEAR	foot anatomy, Flm-ArmB namespace, left, variant A	CLEAR	groupFile/Legs	High		Matches the settled Flm-ArmB-Foot-* sub-family (100% consistent Legs regardless of suffix).	P102	
bip01_r_clavicle011	Bip01_R_Clavicle011	CLEAR	clavicle structural bone, right, numbered	CLEAR	groupFile/Arms	High		Structural clavicle anatomy routes to Arms (current post-6bb1f4e Master collar/clavicle precedent).	P102	
bone38	Bone38	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low		Bare numbered bone, no recoverable referent.	P102	
page_curl_3	page_curl_3	CLEAR	a page-curl animation function, numbered variant	NEEDS_CONTEXT		Low		'Page curl' is a specific, stable function with one reading (rule 22 unnamed-owner-function pattern, parallel to jiggle/squish), but the owning prop (a book?) is unstated and no taxonomy precedent exists.	P102	
fh14.r	Fh14.R	OPAQUE	cryptic 'Fh' code, numbered, side	NOT_APPLICABLE		Low		Matches the established cryptic 'Fh##.side' family precedent.	P102	
cloth_back_b_2_l	cloth_back_B_2_L	CLEAR	cloth simulation control, back, variant B, numbered, left	CLEAR	groupFile/Clothing	High		Explicit cloth/garment content.	P102	
right_pants_string_1	right_pants_string_1	CLEAR	pants drawstring, right, numbered	CLEAR	groupFile/Clothing	High		Explicit garment (pants) content.	P102	
bip_head11_r	bip_head11_r	CLEAR	head-adjacent structural bone, numbered, sided	CLEAR	groupFile/Body	Medium		Standard bip head bone naming despite unusual side marker; plain structural head/body anatomy.	P102	
anus-extreme-backward-out	anus-extreme-backward-out	CLEAR	an anus shape/state control, extreme backward-out position	CLEAR	groupFile/Body Morphs	High		Explicit genital anatomy plus explicit state/position descriptors (extreme/backward/out).	P102	
arm left finger 5 c	arm left finger 5 c	CLEAR	pinky finger, left, variant c	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		Explicit finger anatomy and side.	P102	
torso pipe b r 2a	torso pipe B R 2a	CLEAR	a pipe/tube object located at the torso, variant B, right, numbered	NEEDS_CONTEXT		Low		'Pipe' is a recognizable object (rule 22 unnamed-owner pattern); 'torso' may describe location rather than owner (rule 11); no precedent resolves mechanical-prop vs. anatomy-adjacent reading.	P102	
