fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
shorten_7	shorten_7	CLEAR	"a ""shorten"" function, numbered"	NEEDS_CONTEXT		Low	owning object for the shorten action is not stated	function word with one stable reading	P58
bip_l_horn	bip_l_horn	CLEAR	a horn, left	CLEAR	groupFile/Other	High		species-neutral anatomical word with settled rule-18 precedent (horn -> Other)	P58
stalk_2	Stalk_2	CLEAR	"a ""stalk"" shape/object, numbered"	NEEDS_CONTEXT		Low	owning object/context for the stalk is not stated	recognizable object/shape term even without a named owner	P58
fringe 13 jb	fringe 13 JB	CLEAR	a hair fringe, numbered	CLEAR	groupFile/Hair	Medium		recognized hairstyle element	P58
grapple1	grapple1	CLEAR	a grapple/grappling hook (tool/weapon), numbered	CLEAR	groupFile/Other	Medium		recognized handheld equipment	P58
front bar 7_2	Front bar 7_2	CLEAR	a bar (object), front, numbered	CLEAR	groupFile/Other	Medium		recognized mechanical/environment object	P58
bhl444	BhL444	OPAQUE	"cryptic abbreviation (""Bh""), left, numbered; no grounding for any expansion"	NOT_APPLICABLE		Low		matches the settled bh001.r/bhr45 pattern	P58
l bust03 sec	l bust03 sec	CLEAR	bust (breast), left, numbered, secondary/section	CLEAR	groupFile/Body	High		plain structural anatomy	P58
face-facialblockchin	Face-FacialBlockChin	CLEAR	chin, facial block variant	CLEAR	groupFile/Face/Lower Face	High		explicit lower-face anatomy	P58
centerbone	CenterBone	OPAQUE	"a ""center""+""bone"" compound, no anatomical content"	NOT_APPLICABLE		Low		generic technical bone label with a positional adjective	P58
bip_ear3_l	bip_Ear3_L	CLEAR	ear, numbered, left	CLEAR	groupFile/Face/Ears	High		localized ear anatomy	P58
l_wrist_upper_a_helper	l_wrist_upper_a_helper	CLEAR	left wrist, upper, structural helper	CLEAR	groupFile/Arms	High		ordinary structural anatomy; helper is neutral (rule 4)	P58
r3	R3	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no interpretable content	P58
asin	Asin	OPAQUE	"cryptic fragment (""Asin""), no recoverable anatomical or functional content"	NOT_APPLICABLE		Low		no reliable core referent	P58
left thumb 0 grip 2	Left thumb 0 grip 2	CLEAR	left hand thumb, grip, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		ordinary finger anatomy, verified LeftFingers subpath	P58
cop.hat	Cop.Hat	CLEAR	a hat (police costume)	CLEAR	groupFile/Clothing	High		recognized worn clothing item	P58
valvebiped.bip01_l_middle03	ValveBiped.Bip01_L_Middle03	CLEAR	left hand middle finger, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	Medium		coherent sibling series with bip02/bip04_l_middle establishes the middle-finger reading	P58
fio-rig-eye-r	Fio-Rig-Eye-R	CLEAR	"an ""eye"" element within the internal ""Fio-Rig"" namespace, right"	CLEAR	groupFile/Face/Eyes	Medium		"internal namespace set aside (rule 24); ""eye"" is grounded localized content"	P58
bag_bone_s_02	bag_bone_s_02	CLEAR	a bag (real object), variant s, numbered	CLEAR	groupFile/Other	Medium		recognized carried/worn object, no specific worn-accessory qualifier established	P58
valvebiped.chain_aligned5	ValveBiped.chain_aligned5	PARTIAL	"a ""chain"", aligned, numbered"	NEEDS_CONTEXT		Medium	"""chain"" has materially different core senses (jewelry chain / physics-simulation chain / mechanical chain)"	matches the settled chain00_00/valvebiped.chain_aligned2 precedent	P58
arm left feathers	Arm Left Feathers	CLEAR	feathers (covering material), left arm	CLEAR	groupFile/Arms	Medium		"""arm"" is the explicit anatomical owner; feathers describe a covering, not a wing designation"	P58
cape_9_r	cape_9_R	CLEAR	a cape, numbered, right	CLEAR	groupFile/Clothing	High		recognized worn clothing item	P58
