fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
earright1	EarRight1	CLEAR	ear anatomy, right, numbered	CLEAR	groupFile/Face/Ears	High		Explicit ear anatomy.	P108	
bone 1004	bone 1004	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low		Bare numbered bone, no recoverable referent.	P108	
left thumb 1	Left thumb 1	CLEAR	thumb finger, left, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		Explicit finger anatomy and side.	P108	
teetn_lower_2	Teetn_Lower_2	CLEAR	lower teeth mechanism ('Teetn'=misspelling of Teeth), numbered	CLEAR	groupFile/Face/Lower Face	High		Accepted misspelling; explicit teeth/mouth mechanism.	P108	
blink3r	Blink3R	CLEAR	eye blink, numbered, right	CLEAR	groupFile/Face/Eyes	High		Explicit eye/blink mechanism.	P108	
right_u_vag_2	right_u_vag_2	CLEAR	vagina anatomy, right, numbered	CLEAR	groupFile/Body Morphs	Medium		Bare genital-word + side + number matches this Master's Body-Morphs-dominant genital-domain routing.	P108	
bip_cape_3_r	bip_Cape_3_R	CLEAR	cape garment, numbered, right	CLEAR	groupFile/Clothing	High		Explicit garment (cape) content.	P108	
flm-armb-belt-f1	Flm-ArmB-Belt-F1	CLEAR	a belt garment, Flm-ArmB namespace, 'F1' qualifier	CLEAR	groupFile/Clothing	High		Matches the settled Flm-ArmB-Belt-* sub-family.	P108	
lbrow_middle_raise	lbrow_middle_raise	CLEAR	brow raise mechanism, middle, left	CLEAR	groupFile/Face/Upper Face	High		Explicit brow mechanism.	P108	
ascot.bottom_2	Ascot.Bottom_2	CLEAR	an ascot neckwear garment, bottom position, numbered	CLEAR	groupFile/Clothing	High		Explicit garment (ascot) content.	P108	
key.white_38	Key.White_38	PARTIAL	a bare 'Key', color variant white, numbered -- same ambiguity as other Key entries	NEEDS_CONTEXT		Low		Materially different core readings (pose-key control vs. prop key object) compete.	P108	
left little finger 1 expansion 1	Left little finger 1 expansion 1	CLEAR	pinky finger, left, numbered, expansion variant	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		Explicit finger anatomy and side.	P108	
r_shoulder_rear_helper	r_shoulder_rear_helper	CLEAR	shoulder anatomy, rear, right, helper	CLEAR	groupFile/Arms	High		Explicit shoulder anatomy despite helper qualifier.	P108	
right index intermediate	Right Index Intermediate	CLEAR	index finger intermediate phalanx, right	CLEAR	groupFile/Arms/RightArm/RightFingers	High		Explicit finger anatomy and side.	P108	
apron a3	Apron a3	CLEAR	apron garment, variant a3	CLEAR	groupFile/Clothing	High		Explicit garment (apron) content.	P108	
todd_body.qc_skeleton	todd_body.qc_skeleton	OPAQUE	a technical build/QC-file skeleton reference marker, no animator-facing content	NOT_APPLICABLE		Low		Rule 27: technical build reference, no recoverable animator-useful referent.	P108	
leftfingerbase	LeftFingerBase	CLEAR	a base/anchor for the left finger set	CLEAR	groupFile/Arms/LeftArm/LeftFingers	Medium		Explicit 'Finger' anatomy and side; 'Base' describes structural anchor.	P108	
pupil 2 off	Pupil 2 off	CLEAR	pupil control, numbered, off state	CLEAR	groupFile/Face/Eyes	High		Explicit eye (pupil) mechanism.	P108	
lidubberopenr	LidUbberOpenR	CLEAR	upper eyelid open mechanism ('Ubber'=misspelling of Upper), right	CLEAR	groupFile/Face/Eyes	High		Accepted misspelling; explicit eyelid mechanism.	P108	
def-ribcage.t.l.001	DEF-ribcage.T.L.001	CLEAR	ribcage structural bone, numbered ('DEF' deform-rig prefix set aside)	CLEAR	groupFile/Body	High		Rule 24: 'DEF' rig-namespace prefix set aside; explicit torso/ribcage anatomy.	P108	
l ulid c	L Ulid C	CLEAR	upper eyelid control ('Ulid'=Upper Lid), left, variant C	CLEAR	groupFile/Face/Eyes	Medium		Matches the established 'Ulid' sibling pattern.	P108	
bip01_l_thigh003	Bip01_L_Thigh003	CLEAR	thigh structural bone, left, numbered	CLEAR	groupFile/Legs	High		Standard bip thigh bone.	P108	
cape right 4	cape right 4	CLEAR	cape garment, right, numbered	CLEAR	groupFile/Clothing	High		Explicit garment (cape) content.	P108	
leftfinge31	LeftFinge31	CLEAR	finger anatomy ('Finge'=truncated Finger), left, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		Recognizable truncation of 'Finger'; matches leftfinge33/43 precedent.	P108	
maid.necktie_left_outer_2	Maid.Necktie_Left_Outer_2	CLEAR	a necktie garment (maid costume theme), left, outer, numbered	CLEAR	groupFile/Clothing	High		Explicit garment (necktie) content.	P108	
head dummy	head dummy	CLEAR	head anatomy, placeholder/dummy qualifier	CLEAR	groupFile/Body	Medium		'Head' is explicit anatomical content despite the 'dummy' qualifier.	P108	
bone17	Bone17	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low		Bare numbered bone, no recoverable referent.	P108	
gb_heatbox04	gb_heatbox04	OPAQUE	cryptic 'heatbox' technical term, numbered	NOT_APPLICABLE		Low		No grounding for 'heatbox' in this corpus.	P108	
r femorisc spo	R FemorisC Spo	CLEAR	femur/thigh muscle anatomy ('femoris'), right, variant C	CLEAR	groupFile/Legs	High		'Femoris' (Latin: thigh/femur) is a recognized anatomical term.	P108	
chainback_r	ChainBack_R	PARTIAL	'chain', back, right -- materially different core readings (jewelry / physics-sim / mechanical chain)	NEEDS_CONTEXT		Low		Rule 22 PARTIAL example word ('chain'); 'back' describes location, not which kind of chain.	P108	
bone014	Bone014	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low		Bare numbered bone, no recoverable referent.	P108	
arm right shoulder adjust a	arm right shoulder adjust a	CLEAR	shoulder anatomy, right, variant a	CLEAR	groupFile/Arms	High		Explicit shoulder anatomy.	P108	
upperlipmidpush	UpperlipMidPush	CLEAR	upper lip mid-push mechanism	CLEAR	groupFile/Face/Lower Face	High		Explicit lip mechanism.	P108	
bipflm lthightwist1	BipFlm LThighTwist1	CLEAR	thigh twist, left, numbered (Flm namespace prefix set aside)	CLEAR	groupFile/Legs	High		Rule 24: namespace prefix set aside; plain structural thigh anatomy.	P108	
chain_23	chain_23	PARTIAL	'chain' with no anchor word, numbered -- materially different core readings	NEEDS_CONTEXT		Low		Rule 22 PARTIAL example word ('chain').	P108	
head nostril 2	head nostril 2	CLEAR	nostril mechanism, numbered	CLEAR	groupFile/Face/Mid Face	High		Nose/nostril mechanism localizes to Mid Face.	P108	
finger_ring_right_0	finger_ring_right_0	CLEAR	ring finger, right, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		Explicit finger anatomy and side.	P108	
genitals scrotum	genitals scrotum	CLEAR	scrotum anatomy	CLEAR	groupFile/Body Morphs	Medium		Explicit genital anatomy, matches this Master's Body-Morphs-dominant genital-domain routing.	P108	
apron e1	Apron e1	CLEAR	apron garment, variant e1	CLEAR	groupFile/Clothing	High		Explicit garment (apron) content.	P108	
right middle finger 1	Right middle finger 1	CLEAR	middle finger, right, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		Explicit finger anatomy and side.	P108	
facial_lod1_r_eyecornerouterupper	FACIAL_LOD1_R_EyeCornerOuterUpper	CLEAR	eye-corner mechanism, outer, upper, right	CLEAR	groupFile/Face/Eyes	High		Explicit eye mechanism, mirrors the left-side sibling from this tranche.	P108	
bip_l_root_cloth	bip_l_root_cloth	CLEAR	cloth simulation root anchor, left	CLEAR	groupFile/Clothing	High		Explicit cloth/garment content.	P108	
bip_kneemid_r	bip_kneeMid_R	CLEAR	knee anatomy, mid, right	CLEAR	groupFile/Legs	High		Explicit knee anatomy.	P108	
_left_z_up	_left_z_up	OPAQUE	a generic axis-transform operation, left, no controlled subject named	NOT_APPLICABLE		Low		Rule 27: matches the scale_z_up/scale_z_down example category -- generic transform+axis, no recoverable referent.	P108	
moustache_l_24	Moustache_L_24	CLEAR	moustache facial hair, left, numbered	CLEAR	groupFile/Hair	High		Matches the corrected bare/numbered moustache -> Hair precedent.	P108	
foot_b_l	Foot_B_L	CLEAR	whole-foot anatomy, variant b, left	CLEAR	groupFile/Legs	High		Whole-foot naming matches the Foot1_L/R live-Master precedent routing to Legs.	P108	
tailright2_2	TailRight2_2	CLEAR	tail anatomy, right, numbered	CLEAR	groupFile/Tail	High		Explicit tail anatomy.	P108	
left_vag_d_1	left_vag_d_1	CLEAR	vagina anatomy, left, variant d, numbered	CLEAR	groupFile/Body Morphs	Medium		Bare genital-word + side + number matches this Master's Body-Morphs-dominant genital-domain bare-sided template.	P108	
r dlipin b	R Dlipin B	CLEAR	a lip mechanism, inward, variant D, right, variant B	CLEAR	groupFile/Face/Lower Face	Medium		'Dlipin' parses as 'D'(variant prefix)+'lip'+'in', matching this corpus's established single-letter-prefix + anatomical-word convention (e.g. D_bicepsMucle_L).	P108	
l eyebag a	L Eyebag A	CLEAR	under-eye bag anatomy, left, variant a	CLEAR	groupFile/Face/Eyes	Medium		Plain descriptive 'eyebag' naming (no 'fa_' namespace) reads as ordinary eye-region anatomy, distinct from the fa_eyebag_*-specific Expressions exception.	P108	
bow left d 4	bow left d 4	PARTIAL	a 'bow', left, variant d, numbered -- materially different core readings	NEEDS_CONTEXT		Low		Rule 22 PARTIAL example word ('bow').	P108	
l_shoulder_rear_helper	l_shoulder_rear_helper	CLEAR	shoulder anatomy, rear, left, helper	CLEAR	groupFile/Arms	High		Mirrors r_shoulder_rear_helper from this tranche; explicit shoulder anatomy.	P108	
bone 1095	bone 1095	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low		Bare numbered bone, no recoverable referent.	P108	
arm left elbow ctr3	arm left elbow ctr3	CLEAR	elbow anatomy, left, numbered	CLEAR	groupFile/Arms	High		Explicit elbow anatomy.	P108	
body_b	body_b	CLEAR	generic body reference, variant b	CLEAR	groupFile/Body	High		Plain structural body anatomy.	P108	
maid.necktie_left_inner_1	Maid.Necktie_Left_Inner_1	CLEAR	a necktie garment (maid costume theme), left, inner, numbered	CLEAR	groupFile/Clothing	High		Matches Maid.Necktie sibling precedent established this tranche.	P108	
alignthin	AlignThin	OPAQUE	a generic 'align'+'thin' function, no owning object named	NOT_APPLICABLE		Low		Rule 27: neither word identifies a specific controlled referent.	P108	
anime angry  l	Anime angry  L	CLEAR	a whole-face angry expression, left variant	CLEAR	groupFile/Face/Expressions	High		Matches the established 'anime angry' whole-face-emotion precedent.	P108	
bone 1036	bone 1036	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low		Bare numbered bone, no recoverable referent.	P108	
rough_small_8	rough_small_8	OPAQUE	generic 'rough'+'small' texture/size descriptors, no owning object	NOT_APPLICABLE		Low		Matches the established rough_small_6 OPAQUE precedent.	P108	
shell.wall_50	Shell.Wall_50	PARTIAL	an object combining 'shell' and 'wall', numbered -- unresolved pattern	NEEDS_CONTEXT		Low		Matches the established unresolved Shell.Wall pattern.	P108	
lwing12	LWing12	CLEAR	wing anatomy, left, numbered	CLEAR	groupFile/Wings	High		Explicit wing anatomy.	P108	
bag 02	Bag 02	CLEAR	a bag accessory, numbered	CLEAR	groupFile/Clothing	High		Explicit worn accessory (bag) content.	P108	
vag inner open wide1	vag inner open wide1	CLEAR	vagina anatomy, inner, open, wide, numbered	CLEAR	groupFile/Body Morphs	High		Explicit genital anatomy plus explicit shape/state descriptors.	P108	
jiggle_belt1	jiggle_belt1	CLEAR	belt garment jiggle physics, numbered	CLEAR	groupFile/Clothing	High		Explicit garment (belt) content.	P108	
tears 3	Tears 3	CLEAR	tear/crying control, numbered	CLEAR	groupFile/Face/Eyes	High		Tear/crying controls are a localized eye-region mechanism.	P108	
veil_l_1	VEIL_L_1	CLEAR	veil garment, left, numbered	CLEAR	groupFile/Clothing	High		Explicit garment (veil) content.	P108	
penis2_00002	penis2_00002	CLEAR	penis anatomy, numbered	CLEAR	groupFile/Body Morphs	Medium		Bare genital-word + number matches the corrected bare-genital-domain Body Morphs template.	P108	
calf_twist_l_01	calf_twist_l_01	CLEAR	calf twist, left, numbered	CLEAR	groupFile/Legs	High		Explicit calf anatomy.	P108	
