fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
cloth_collar_2_r	cloth_collar_2_R	CLEAR	a garment collar segment, numbered, right	CLEAR	groupFile/Clothing	High		explicit cloth/collar garment content	P56
f15	F15	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no interpretable content	P56
bip_center_cloth	bip_center_cloth	CLEAR	a generic cloth control, center	CLEAR	groupFile/Clothing	High		matches rule 22's generic-cloth-control CLEAR example	P56
head masseter right	Head Masseter Right	CLEAR	masseter (specific jaw muscle), right, on a head location prefix	CLEAR	groupFile/Face/Lower Face	High		a real, specific named jaw muscle	P56
frontthigh.l	FrontThigh.L	CLEAR	front thigh, left	CLEAR	groupFile/Legs	High		ordinary structural anatomy	P56
v_weapon.left_middle01	v_weapon.Left_Middle01	CLEAR	left hand middle finger, numbered, on a viewmodel-weapon prefix	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		matches the settled v_weapon finger-taxonomy precedent	P56
rightfrontpad	RightFrontPad	CLEAR	a pad (bare accessory), front, right	NEEDS_CONTEXT		Medium	no owner/mount is named for the pad	bare decorative/protective-accessory noun with no named owner (rule 25)	P56
bone44	Bone44	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P56
urethrashape2	UrethraShape2	CLEAR	urethra, shape descriptor, numbered	CLEAR	groupFile/Body Morphs	High		explicit shape descriptor on genital anatomy	P56
valvebiped.bip01_r_finger1_twist_1	ValveBiped.Bip01_R_Finger1_Twist_1	CLEAR	right hand finger, twist, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		ordinary finger anatomy, verified RightFingers subpath	P56
bone143	Bone143	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P56
key.black_7	Key.Black_7	CLEAR	a keyboard-prop key, black key series, index 7	CLEAR	groupFile/Other	High		matches the settled Key.Black_N coherent keyboard-prop series	P56
strings root	strings root	CLEAR	strings (bare accessory), root/anchor	NEEDS_CONTEXT		Medium	no owner/mount is named for the strings	bare decorative-accessory noun with no named owner (rule 25)	P56
unused.043	unused.043	CLEAR	a self-declared unused placeholder, numbered	CLEAR	groupFile/Useless	High		"explicit self-declared ""unused"" marker"	P56
canine_spine3	Canine_Spine3	CLEAR	spine, numbered, on a creature (canine) prefix	CLEAR	groupFile/Body	High		explicit anatomical spine literal; species-neutral (rule 18)	P56
arm left cloth 1a	arm left cloth 1a	CLEAR	a generic cloth control on the left arm, variant 1a	CLEAR	groupFile/Clothing	High		matches rule 22's generic-cloth-control CLEAR example	P56
lock_clasp2	Lock_Clasp2	CLEAR	a garment clasp/lock fastener, numbered	CLEAR	groupFile/Clothing	Medium		"""clasp"" grounds this as a garment/jewelry fastening mechanism"	P56
strings 4	strings 4	CLEAR	strings (bare accessory), numbered	NEEDS_CONTEXT		Medium	no owner/mount is named for the strings	bare decorative-accessory noun with no named owner (rule 25)	P56
r bust02 sec	r bust02 sec	CLEAR	bust (breast), right, numbered, secondary/section	CLEAR	groupFile/Body	High		plain structural anatomy	P56
c_dred_r1_03	C_Dred_R1_03	CLEAR	"dreadlocks (""Dred""), variant, numbered"	CLEAR	groupFile/Hair	Medium		recognized hairstyle abbreviation	P56
sword2 tip	Sword2 Tip	CLEAR	a sword (weapon), tip, numbered	CLEAR	groupFile/Other	High		recognized weapon object	P56
door_l	Door_L	CLEAR	a door, left	CLEAR	groupFile/Other	High		matches the settled Door2 real-world-object precedent	P56
flm-arma-foot-l5	Flm-ArmA-Foot-L5	CLEAR	"a ""foot"" element within the internal ""Flm-ArmA"" namespace, left, numbered"	CLEAR	groupFile/Legs	Medium		"internal namespace set aside (rule 24); ""foot"" is grounded content"	P56
brk-rig-eye-lb	Brk-Rig-Eye-LB	CLEAR	"an ""eye"" element within the internal ""Brk-Rig"" namespace, variant LB"	CLEAR	groupFile/Face/Eyes	Medium		"internal namespace set aside; ""eye"" is grounded localized content"	P56
bip kneetwisttopout r	bip kneetwisttopout r	CLEAR	right knee, twist, top-out	CLEAR	groupFile/Legs	High		ordinary rig anatomy; twist is not corrective evidence	P56
eyes wide left	eyes wide left	CLEAR	eyes, wide, left	CLEAR	groupFile/Face/Eyes	High		localized eye action	P56
unused head neck lower attached_ssx h #2 head neck lower a.001	unused head neck lower attached_ssx h #2 head neck lower a.001	CLEAR	a self-declared unused neck control	CLEAR	groupFile/Useless	High		"explicit self-declared ""unused"" marker"	P56
hip right	hip right	CLEAR	right hip joint/articulation, explicitly sided	CLEAR	groupFile/Legs	High		matches Rule 26's hip/pelvis boundary (explicitly sided hip -> Legs)	P56
toplip2.l	TopLip2.L	CLEAR	top lip, left, numbered	CLEAR	groupFile/Face/Lower Face	High		explicit mouth/lip anatomy	P56
unused neck lower	unused neck lower	CLEAR	a self-declared unused neck control	CLEAR	groupFile/Useless	High		"explicit self-declared ""unused"" marker"	P56
face-elfears	Face-ElfEars	CLEAR	ears, elf style	CLEAR	groupFile/Face/Ears	High		species/style-neutral ear anatomy	P56
belt.root	Belt.Root	CLEAR	a belt, root/anchor	CLEAR	groupFile/Clothing	High		explicit worn clothing accessory	P56
unusedbone177	unusedbone177	CLEAR	a self-declared unused bone	CLEAR	groupFile/Useless	High		"explicit self-declared ""unused"" marker"	P56
unused duplicate duplicate unused.002	unused duplicate duplicate unused.002	CLEAR	a self-declared unused/duplicate placeholder, numbered	CLEAR	groupFile/Useless	High		matches rule 15's own documented example exactly	P56
helper_elbow_l	helper_elbow_L	CLEAR	left elbow, structural helper	CLEAR	groupFile/Arms	High		ordinary structural anatomy; helper is neutral (rule 4)	P56
toy_bone_10	toy_bone_10	CLEAR	a bone-shaped toy (recognized real-world object), numbered	CLEAR	groupFile/Other	High		matches the settled toy_bone_01 precedent	P56
shirt butt big	Shirt Butt Big	CLEAR	a shirt (garment) fit deformation over a large buttock	CLEAR	groupFile/Clothing	Medium		object-specific garment-fit deformation stays with the garment (rule 8)	P56
