fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
bone_pillow_top	bone_pillow_top	CLEAR	a pillow (recognized real-world object), top	CLEAR	groupFile/Other	Medium		names a recognized real-world prop object, matching the Pillow precedent	P26
bip_clockcollarfront_l	bip_ClockCollarFront_L	CLEAR	a "Clock Collar" costume accessory, front, left	CLEAR	groupFile/Clothing	High		matches the established bip_ClockCollar* named-costume precedent	P26
tail04n	Tail04N	CLEAR	tail, numbered	CLEAR	groupFile/Tail	High		plain tail anatomy	P26
wep_stock_rfi	WEP_Stock_RFI	CLEAR	a weapon stock part	CLEAR	groupFile/Other	High		weapon part, matching the established weapons-to-Other precedent	P26
flipoutleftdown	FlipOutLeftDown	CLEAR	a "flip out" function, left, down, object unstated	NEEDS_CONTEXT		Medium	the acted-upon object/body part is not named	function itself is recognizable; owning object is not named	P26
d_tricepsmucle_r	D_tricepsMucle_R	CLEAR	right triceps muscle (misspelled "Mucle"=Muscle)	CLEAR	groupFile/Arms	High		obvious misspelling; plain arm-muscle anatomy	P26
flm-visor-l3	Flm-Visor-L3	CLEAR	a visor (worn headwear), left, numbered	CLEAR	groupFile/Clothing	High		"Visor" is grounded content independent of the Flm namespace prefix (rule 24); sibling of Flm-Visor-R2	P26
earring.left_4	Earring.Left_4	CLEAR	earring (jewelry), left, numbered	CLEAR	groupFile/Clothing	High		worn jewelry accessory	P26
plane05	Plane05	OPAQUE	a generic geometric "plane" primitive, numbered	NOT_APPLICABLE		Low		matches the plane06/plane07 precedent; no anatomical or functional specificity	P26
pussy.ring_left_middle	Pussy.Ring_Left_Middle	CLEAR	a genital piercing ring, left, middle	CLEAR	groupFile/Clothing	Medium		matches the pussy.ring_right_middle precedent; explicit anatomical anchor for a piercing routes to Clothing (rule 25)	P26
wrinkles-9	wrinkles-9	CLEAR	a "wrinkles" appearance function, numbered, no object named	NEEDS_CONTEXT		Medium	could describe skin wrinkles or garment-cloth wrinkles; no body part or garment is named	appearance function is clear; owning object/region is not established	P26
leg left knee adj. 2	leg left knee adj. 2	CLEAR	left leg knee adjustment, numbered	CLEAR	groupFile/Legs	High		plain leg/knee anatomy	P26
bip_r_finger_a_02	bip_r_finger_a_02	CLEAR	right finger, variant a, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain finger anatomy	P26
rlid_lower_raise	Rlid_lower_raise	CLEAR	right lower eyelid raise	CLEAR	groupFile/Face/Eyes	High		plain eyelid posing control	P26
leyeball	LEyeball	CLEAR	left eyeball	CLEAR	groupFile/Face/Eyes	High		plain eye anatomy	P26
bip_tailc14	bip_tailC14	CLEAR	tail, numbered	CLEAR	groupFile/Tail	High		plain tail anatomy	P26
f_l_eyeblack	f_L_EyeBlack	CLEAR	left eye "black" (dark eye-area shading control)	CLEAR	groupFile/Face/Eyes	Medium		plain eye-region anatomy/effect control	P26
facial_bone_lowrlip_r01	Facial_Bone_LowrLip_R01	CLEAR	lower lip (misspelled "Lowr"=Lower), right, numbered	CLEAR	groupFile/Face/Lower Face	High		obvious truncation of "Lower"; plain lip anatomy	P26
bulb_small	bulb_small	CLEAR	a small bulb (recognized real-world object)	CLEAR	groupFile/Other	Medium		names a recognized real-world prop object	P26
valvebiped.bip01_pack1	ValveBiped.Bip01_Pack1	CLEAR	a pack/backpack (worn item), numbered	CLEAR	groupFile/Clothing	Medium		worn accessory	P26
brownmoveleft	BrownMoveLeft	CLEAR	eyebrow ("Brown" read as "Brow") movement, left	CLEAR	groupFile/Face/Upper Face	Medium	reading "Brown" as "Brow" plus a stray letter	plausible typo of "Brow," matching the anatomical context of a movement control	P26
wep_charger	WEP_Charger	CLEAR	a weapon charging-handle part	CLEAR	groupFile/Other	High		weapon part, matching the established weapons-to-Other precedent	P26
bip_penis-ball-0.r	bip_penis-ball-0.R	CLEAR	penis and testicle, right, numbered	CLEAR	groupFile/Body	High		plain structural genital anatomy	P26
bip01-l-foot001	Bip01-L-Foot001	CLEAR	left foot, numbered	CLEAR	groupFile/Legs	High		plain foot anatomy	P26
eyewinkle	EyeWinkle	CLEAR	eye wrinkle (misspelled "Winkle"=Wrinkle)	CLEAR	groupFile/Face/Eyes	Medium	reading "Winkle" as "Wrinkle"	plausible typo, matching an eye-area appearance control	P26
g12	G12	OPAQUE	bare alphanumeric code, no object/function word	NOT_APPLICABLE		Low		no interpretable content	P26
topn	TopN	CLEAR	a top (clothing garment), variant N	CLEAR	groupFile/Clothing	Medium		plain garment item	P26
ruby_lf_ringcup_jnt	Ruby_lf_ringCup_jnt	PARTIAL	a "ring cup" joint, left, on a character named Ruby	NEEDS_CONTEXT		Low	the "ringCup" compound does not resolve to a known object	unresolved relation between "ring" and "cup," no coherent combined reading	P26
lowerinleft	LowerInLeft	CLEAR	a "lower, in" function, left, object unstated	NEEDS_CONTEXT		Medium	the acted-upon body part (lip, eyelid, etc.) is not named	directional function is clear; owning region is not established	P26
loweroutright	LowerOutRight	CLEAR	a "lower, out" function, right, object unstated	NEEDS_CONTEXT		Medium	the acted-upon body part is not named	directional function is clear; owning region is not established; parallels lowerinleft	P26
hat_left_2	Hat_Left_2	CLEAR	hat (clothing), left, numbered	CLEAR	groupFile/Clothing	High		worn accessory	P26
