fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
shell.wall_39	Shell.Wall_39	CLEAR	a numbered wall-shell prop panel	CLEAR	groupFile/Other	Medium	a minority of Shell.Wall_N siblings are OPAQUE with no stated distinguishing reason	matches the majority Shell.Wall_N sibling pattern, all CLEAR/CLEAR/Other	P86	
eye right surprised 	eye Right Surprised 	CLEAR	a right eye 'surprised' expression control	CLEAR	groupFile/Face/Eyes	High		compounded with the specific feature 'eye' -> Eyes	P86	
second_arms_l_1	Second_Arms_L_1	CLEAR	a left secondary arm-set root control, segment 1	CLEAR	groupFile/Arms	High		matches direct sibling Second_Arms_R_1, CLEAR/CLEAR/Arms	P86	
ascot.top_7	Ascot.Top_7	CLEAR	a numbered ascot-top garment control	CLEAR	groupFile/Clothing	High		matches Ascot.Top_3/5/9 sibling series, all CLEAR/CLEAR/Clothing	P86	
bip elbowbacktopbase l	bip elbowbacktopbase l	CLEAR	a left elbow-back-top-base control	CLEAR	groupFile/Arms	High		matches direct sibling 'bip elbowbacktop l', CLEAR/CLEAR/Arms	P86	
tissue_top	tissue_top	PARTIAL	a 'tissue' (biological / paper) control, top variant	NEEDS_CONTEXT		High	materially different core readings remain plausible	matches direct sibling tissue_botttom, PARTIAL/NEEDS_CONTEXT	P86	
bip_tentacle.010	Bip_Tentacle.010	CLEAR	a numbered tentacle segment	CLEAR	groupFile/Other	High		settled Rule 18 tentacle precedent, matches extensive Bip_Tentacle sibling series	P86	
sneer_right	sneer_right	CLEAR	a right sneer (lip/mouth) expression control	CLEAR	groupFile/Face/Lower Face	Medium		'sneer' is a mouth/lip movement, matches the 'grit'->Lower Face localized-mouth-expression pattern	P86	
bip01 op1.r	Bip01 Op1.R	OPAQUE	a cryptic 'Op' code, right side, numbered	NOT_APPLICABLE		High		matches 'bip01 op2.l'/'bip01 op2.r' sibling series, both OPAQUE/NOT_APPLICABLE	P86	
hoppy	Hoppy	OPAQUE	a bare ungrounded word with no anatomical/functional content	NOT_APPLICABLE		Medium		no sibling series or recognized convention grounds this term (rule 23)	P86	
head_b_r	Head_B_R	CLEAR	a right-side structural head control, variant B	CLEAR	groupFile/Body	High		matches head_b_l/head_b sibling series, all CLEAR/CLEAR/Body	P86	
ltoemid02	lToeMid02	CLEAR	a left middle-toe bone, segment 02	CLEAR	groupFile/Toes/LeftToes	High		matches rtoemid01/02, ltoemid01/03 sibling series, all CLEAR/CLEAR/LeftToes or RightToes	P86	
leotoarddef-slideaside	LeotoardDef-SlideAside	CLEAR	a leotard garment slide-aside control	CLEAR	groupFile/Clothing	High		matches LeotoardAlt2/3-SlideAside sibling series, all CLEAR/CLEAR/Clothing	P86	
rarmj	RArmJ	CLEAR	a right arm joint control	CLEAR	groupFile/Arms	High		matches direct sibling LArmJ, CLEAR/CLEAR/Arms	P86	
wing_right_5_2	Wing_Right_5_2	CLEAR	a numbered right wing control	CLEAR	groupFile/Wings	High		matches direct sibling Wing_Right_5_1, CLEAR/CLEAR/Wings	P86	
c_dred_r2_07	C_Dred_R2_07	CLEAR	a dreadlock hair strand control, numbered	CLEAR	groupFile/Hair	High		matches extensive C_Dred_R2 sibling family, all CLEAR/CLEAR/Hair	P86	
c hipw spo	C HipW Spo	CLEAR	a center hip-width control, variant Spo	CLEAR	groupFile/Body	Medium	'W' abbreviation not independently confirmed	central unsided hip anchor (rule 26), 'W'/'spo' qualifiers do not block the core hip reading	P86	
rightclav	RightClav	CLEAR	a right clavicle control	CLEAR	groupFile/Arms	High		matches extensive clavicle sibling family, all CLEAR/CLEAR/Arms	P86	
grit right	grit right	CLEAR	a right 'grit' (teeth-gritting) mouth expression control	CLEAR	groupFile/Face/Lower Face	High		direct sibling 'grit left', CLEAR/CLEAR/Face/Lower Face	P86	
bobcut.side_right_1_1	Bobcut.Side_Right_1_1	CLEAR	a bob-cut hairstyle control, side-right, numbered	CLEAR	groupFile/Hair	High		matches extensive Bobcut sibling family, all CLEAR/CLEAR/Hair	P86	
bipmar r foretwist1	BipMar R ForeTwist1	CLEAR	a right forearm twist bone on the BipMar rig namespace, numbered	CLEAR	groupFile/Arms	High		matches direct sibling 'bipmar l foretwist', CLEAR/CLEAR/Arms	P86	
right_7	Right_7+right_7	OPAQUE	a bare positional label with no object named	NOT_APPLICABLE		High		matches sibling side_right_7, OPAQUE/NOT_APPLICABLE	P86	
fbx_weapon_murasaki_3	fbx_weapon_murasaki_3	CLEAR	a numbered weapon prop for the Murasaki character	CLEAR	groupFile/Other	High		matches fbx_weapon_rinko_3_r/fbx_weapon_asagi_3 sibling family, all CLEAR/CLEAR/Other	P86	
key.f	Key.F	CLEAR	a lettered key prop in the Key.<label> series	CLEAR	groupFile/Other	High		coherent Key.<label> series (rule 23)	P86	
foot_fingerbase2_l	foot_fingerbase2_L	CLEAR	a left toe-base bone, numbered	CLEAR	groupFile/Toes/LeftToes	High		matches direct sibling foot_fingerbase_r, CLEAR/CLEAR/RightToes	P86	
dust_cover	Dust_cover	CLEAR	a weapon dust-cover mechanism control	CLEAR	groupFile/Other	High		recognized weapon hardware part (rule 16)	P86	
levator05_r	levator05_R	PARTIAL	a right 'levator' muscle control, numbered (ambiguous which levator muscle)	NEEDS_CONTEXT		High	materially different core readings remain plausible	matches extensive levator sibling family, all PARTIAL/NEEDS_CONTEXT	P86	
chain_30	chain_30	PARTIAL	a 'chain' (jewelry/physics/mechanical), numbered	NEEDS_CONTEXT		High	materially different core readings for 'chain' remain plausible	matches the majority chain_N sibling pattern, PARTIAL/NEEDS_CONTEXT	P86	
bh41	Bh41	OPAQUE	a bare cryptic alphanumeric code	NOT_APPLICABLE		Medium		matches bare cryptic-code OPAQUE precedent (BhR43/45/444 family)	P86	
tenta_b_6_r	tenta_b_6_R	CLEAR	a numbered tentacle segment, right	CLEAR	groupFile/Other	High		settled Rule 18 tentacle precedent, matches extensive tenta_b sibling series	P86	
bip_ring_root_0_r	bip_ring_root_0_R	CLEAR	a right ring-finger root control, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		direct sibling bip_ring_root_0_l, CLEAR/CLEAR/LeftFingers	P86	
head_nostril_1_r	head_nostril_1_R	CLEAR	a right nostril control, numbered	CLEAR	groupFile/Face/Mid Face	High		direct sibling head_nostril_1_l, CLEAR/CLEAR/Face/Mid Face	P86	
shirt_full_tie_left_4	Shirt_Full_Tie_Left_4	CLEAR	a left shirt-full-tie garment control, numbered	CLEAR	groupFile/Clothing	High		matches extensive Shirt_Full_Tie sibling family, all CLEAR/CLEAR/Clothing	P86	
flm-armb-float-a5	Flm-ArmB-Float-A5	CLEAR	a 'float' rig control in the Flm-ArmB internal namespace, no owner named	NEEDS_CONTEXT		High		matches extensive flm-armb-float sibling family, all CLEAR/NEEDS_CONTEXT	P86	
kondishn	kondishn	OPAQUE	a bare ungrounded phonetic-spelling token	NOT_APPLICABLE		Medium		no sibling series or recognized convention grounds this term (rule 23)	P86	
bone middle 06	bone middle 06	OPAQUE	a generic numbered bone with an unqualified positional word	NOT_APPLICABLE		Medium	sibling 'bone middle 4' was classified CLEAR/CLEAR/Fingers without a clearly stated distinguishing reason	matches majority 'bone middle 07'/'bone middle 3' pattern, OPAQUE/NOT_APPLICABLE	P86	
opt_hand_left_pinky1	OPT_Hand_Left_Pinky1	CLEAR	a left pinky-finger bone, segment 1	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		direct sibling OPT_Hand_Left_Pinky2, CLEAR/CLEAR/LeftFingers	P86	
jacket_collar_back	jacket_collar_back	CLEAR	a jacket back-collar garment control	CLEAR	groupFile/Clothing	High		explicit garment neckline component (rule 8)	P86	
head masseter lower left	Head Masseter Lower Left	CLEAR	a left lower-masseter (jaw muscle) control	CLEAR	groupFile/Face/Lower Face	High		direct sibling 'head masseter lower right'/LeftLwrMasseter, CLEAR/CLEAR/Face/Lower Face	P86	
neutralr	NeutralR	CLEAR	a whole-face 'neutral' expression preset, right	CLEAR	groupFile/Face/Expressions	Medium		bare whole-state word with no compounded facial feature, matches the bare-emotion-word-to-Expressions pattern	P86	
generichuman_l_upplidjnt	GenericHuman_l_uppLidJnt	CLEAR	a left upper-eyelid joint control	CLEAR	groupFile/Face/Eyes	High		ordinary eyelid mechanism (rule 12)	P86	
record1	record1	CLEAR	a numbered vinyl-record prop	CLEAR	groupFile/Other	Medium		recognized generic prop object (rule 16)	P86	
earright5	EarRight5	CLEAR	a numbered right ear control	CLEAR	groupFile/Face/Ears	High		matches direct sibling EarRight6, CLEAR/CLEAR/Face/Ears	P86	
jiggle.tassle_front_06	Jiggle.Tassle_Front_06	CLEAR	a jiggle-physics tassel control, front, numbered	NEEDS_CONTEXT		Medium	owner not established; a minority sibling (front_02) is Clothing without a stated distinguishing reason	matches the majority Jiggle.Tassle sibling pattern, CLEAR/NEEDS_CONTEXT	P86	
ballsfix	BallsFix	CLEAR	a testicle corrective-fix control	CLEAR	groupFile/Correctives	High		explicit stated repair/fix purpose (rule 5)	P86	
body-hands-shrink	Body-Hands-Shrink	CLEAR	a hand-shrink shape control	CLEAR	groupFile/Body Morphs	High		explicit body-shape size word (rule 7)	P86	
object06	Object06	OPAQUE	a generic numbered placeholder object	NOT_APPLICABLE		High		matches extensive Object0# sibling series, all OPAQUE/NOT_APPLICABLE	P86	
bip_stone _r_finger_globe_2_02	Bip_STONE _R_Finger_Globe_2_02	PARTIAL	a right finger-globe control on the Stone rig namespace, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		matches extensive Bip_STONE finger-globe sibling family, all PARTIAL/CLEAR/RightFingers or LeftFingers	P86	
l_widen	L_widen	CLEAR	a left-side 'widen' shape function, no owner named	NEEDS_CONTEXT		Medium	owner not established	shape function stable (rule 22) but no anchor object	P86	
wep_40mm_nade	WEP_40mm_Nade	CLEAR	a 40mm grenade weapon prop	CLEAR	groupFile/Other	High		recognized weapon/ammunition prop (rule 16)	P86	
def-thigh.r	DEF-thigh.R	CLEAR	a right thigh deformation-rig bone	CLEAR	groupFile/Legs	High		matches extensive DEF-thigh sibling series, all CLEAR/CLEAR/Legs	P86	
nostril close left	Nostril Close Left	CLEAR	a left nostril-close control	CLEAR	groupFile/Face/Mid Face	High		direct sibling 'Nostril Close Right', CLEAR/CLEAR/Face/Mid Face	P86	
r_front_holster_0u_6v	r_front_holster_0u_6v	CLEAR	a right front-holster control, UV-indexed	CLEAR	groupFile/Clothing	High		matches extensive front_holster sibling family, all CLEAR/CLEAR/Clothing	P86	
pants thick thigs	Pants Thick Thigs	CLEAR	a pants thigh-thickness fit control	CLEAR	groupFile/Clothing	High		object-specific garment fit control stays with the garment (rule 8)	P86	
gun_base	gun_base	CLEAR	a weapon base/mount control	CLEAR	groupFile/Other	High		recognized weapon part (rule 16)	P86	
pussypucker	PussyPucker	CLEAR	a vaginal pucker shape control	CLEAR	groupFile/Body Morphs	High		matches direct analog PussyGrip and the vagina/anus Body-Morphs family (rule 7)	P86	
tailleft4_6	TailLeft4_6	CLEAR	a numbered left tail segment	CLEAR	groupFile/Tail	High		matches TailLeft4_1/3/5 sibling series, all CLEAR/CLEAR/Tail	P86	
sash 1c	Sash 1c	CLEAR	a numbered sash garment control	CLEAR	groupFile/Clothing	High		matches extensive sash sibling family, all CLEAR/CLEAR/Clothing	P86	
