fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
smirk_left	smirk_Left	CLEAR	a smirk (smug half-smile mouth expression), left	CLEAR	groupFile/Face/Lower Face	Medium		bare mouth-expression word family, extending the settled smile/frown mouth-specific precedent	P59
right little finger 1 grip 1	Right little finger 1 grip 1	CLEAR	right hand little finger, grip, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		ordinary finger anatomy	P59
front 3_1	Front 3_1	OPAQUE	"a positional label (""front""), numbered; no object named"	NOT_APPLICABLE		Low		position label only, no object	P59
fa_under_chin_center	fa_under_chin_center	CLEAR	chin, under, center	CLEAR	groupFile/Face/Lower Face	High		explicit chin anatomy	P59
vaginaopen3	VaginaOpen3	CLEAR	vagina, open state, numbered	CLEAR	groupFile/Body Morphs	High		matches the settled soft-tissue-open-state precedent	P59
veil_r_4	VEIL_R_4	CLEAR	a veil, right, numbered	CLEAR	groupFile/Clothing	High		recognized worn clothing item (rule 25)	P59
cape1_right3	CAPE1_RIGHT3	CLEAR	a cape, right, numbered	CLEAR	groupFile/Clothing	High		recognized worn clothing item	P59
wall narrow a	WALL NARROW A	CLEAR	a wall (environment object), narrow, variant a	CLEAR	groupFile/Other	Medium		recognized environment/structure object	P59
bent over	Bent Over	CLEAR	"a ""bent over"" body posture"	NEEDS_CONTEXT		Low	which body part/whole-body group owns this posture control is not stated	stable pose concept but no specific anatomical owner named	P59
31	31	OPAQUE	bare number, no object or function named	NOT_APPLICABLE		Low		no interpretable content	P59
bottle_bone_br_01	bottle_bone_br_01	CLEAR	a bottle (real object), variant br, numbered	CLEAR	groupFile/Other	High		recognized real-world prop object	P59
size1	size1	CLEAR	"a ""size"" function, numbered"	NEEDS_CONTEXT		Low	owning object for the size adjustment is not stated	function word with one stable reading	P59
bip_l_neck_a	bip_l_neck_a	CLEAR	neck, left variant, letter a	CLEAR	groupFile/Body	High		neck is central/torso structural anatomy	P59
topshoulderfixtop	TopShoulderFixTop	CLEAR	a shoulder-fix corrective, top	CLEAR	groupFile/Correctives	Medium		"""fix"" names an explicit corrective purpose"	P59
balloon-flat-left	balloon-flat-left	CLEAR	a belly-ballooning shape effect, flat state, left	CLEAR	groupFile/Body Morphs	Medium		"matches the settled ""balloon"" belly-shape-effect precedent"	P59
valvebiped.l_thigh	Valvebiped.L_thigh	CLEAR	left thigh	CLEAR	groupFile/Legs	High		plain structural anatomy	P59
maid.bow_left_lower_1	Maid.Bow_Left_Lower_1	CLEAR	a decorative bow on a maid costume, left, lower, numbered	CLEAR	groupFile/Clothing	Medium		"costume-context (""maid"") resolves the otherwise multi-sense ""bow"" to a decorative garment ribbon"	P59
adjust_shoulder_r	adjust_shoulder_R	CLEAR	shoulder adjustment, right	CLEAR	groupFile/Arms	High		ordinary structural anatomy	P59
l_knee_front_upper_helper	l_knee_front_upper_helper	CLEAR	left knee, front, upper, structural helper	CLEAR	groupFile/Legs	High		ordinary structural anatomy	P59
cornerlip_l	cornerlip_L	CLEAR	lip corner, left	CLEAR	groupFile/Face/Lower Face	High		explicit mouth/lip anatomy	P59
corner_left_drop	corner_left_drop	CLEAR	"a ""corner"" being lowered, left"	NEEDS_CONTEXT		Low	which corner (mouth vs eye) is not stated	"""drop"" is a stable action reading even without the corner's owner named"	P59
c glabella	C Glabella	CLEAR	glabella (the smooth area between the eyebrows), variant c	CLEAR	groupFile/Face/Upper Face	High		specific recognized anatomical term	P59
fa_adams_apple	fa_adams_apple	CLEAR	Adam's apple (throat cartilage)	CLEAR	groupFile/Body	High		specific recognized anatomical term, throat/neck structure	P59
foreskinstretch	foreskinstretch	CLEAR	foreskin, stretch (shape deformation)	CLEAR	groupFile/Body Morphs	Medium		genital anatomy with an explicit shape-change qualifier	P59
smile-left	Smile-Left	CLEAR	a smile (mouth expression), left	CLEAR	groupFile/Face/Lower Face	High		"matches the settled bare-""smile""-is-mouth-specific precedent (Tranche 5 QA)"	P59
34	34	OPAQUE	bare number, no object or function named	NOT_APPLICABLE		Low		no interpretable content	P59
brows-full-upset	Brows-Full-Upset	CLEAR	eyebrows, full, upset	CLEAR	groupFile/Face/Upper Face	High		explicit eyebrow anatomy	P59
pcylinder10	pCylinder10	CLEAR	a cylinder (generic real geometric object), numbered	CLEAR	groupFile/Other	Medium		"matches the settled Box10/Box22 ""genericity is not opacity"" precedent (Tranche 2 QA)"	P59
cape1_middle2	CAPE1_MIDDLE2	CLEAR	a cape, middle, numbered	CLEAR	groupFile/Clothing	High		recognized worn clothing item	P59
taurenmale_hd_bone_69	taurenmale_hd_bone_69	OPAQUE	generic numbered bone on a creature prefix, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P59
nipplechain.right	NippleChain.Right	CLEAR	a nipple chain (jewelry accessory), right	CLEAR	groupFile/Clothing	High		explicit named worn accessory	P59
belt_18	belt_18	CLEAR	a belt, numbered	CLEAR	groupFile/Clothing	High		explicit worn clothing accessory	P59
window_urban_sash_48_88_full_gib04	window_urban_sash_48_88_full_gib04	CLEAR	an urban window sash gib (breakable debris chunk), numbered	CLEAR	groupFile/Other	Medium		recognized environment/prop debris object	P59
sparks	Sparks	CLEAR	a sparks visual effect	CLEAR	groupFile/Other	High		recognized effect/prop object	P59
mourh corner spread	mourh corner spread	CLEAR	"mouth corner spread (misspelled ""mourh"")"	CLEAR	groupFile/Face/Lower Face	High		explicit mouth anatomy, literal preserved per rule 12	P59
bip_anusbottom	bip_AnusBottom	CLEAR	anus, bottom portion	CLEAR	groupFile/Body	Medium		structural positional anatomy, not a state/deformation	P59
box09	Box09	CLEAR	a box (generic real object), numbered	CLEAR	groupFile/Other	High		matches the settled Box10/Box22 precedent	P59
tail 8 jb	tail 8 JB	CLEAR	tail, numbered, jb	CLEAR	groupFile/Tail	High		explicit tail anatomy	P59
bone111	Bone111	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P59
bip_back_jacket_r	bip_back_jacket_R	CLEAR	a jacket, back, right	CLEAR	groupFile/Clothing	High		explicit worn clothing item	P59
bip01_spine1_017	Bip01_Spine1_017	CLEAR	spine, numbered segment	CLEAR	groupFile/Body	High		explicit anatomical spine literal	P59
fbx_asagi_face_shy	fbx_asagi_face_shy	CLEAR	"a ""shy"" whole-face expression, on a named-character face prefix"	CLEAR	groupFile/Face/Expressions	High		bare whole-face emotion word with no localized feature named	P59
object033_008	Object033_008	OPAQUE	"a generic ""object"" placeholder, numbered; no real-world shape or anatomical content named"	NOT_APPLICABLE		Low		bare generic technical label, unlike a named real shape (box/cylinder)	P59
leftfootball	LeftFootBall	CLEAR	ball of the foot, left	CLEAR	groupFile/Legs	High		specific recognized foot-anatomy term	P59
unused npc	unused npc	CLEAR	a self-declared unused NPC control	CLEAR	groupFile/Useless	High		"explicit self-declared ""unused"" marker"	P59
back 1	Back 1	CLEAR	back (body part), numbered	CLEAR	groupFile/Body	Medium		central torso anatomy	P59
bip01_l_upperarm009	Bip01_L_UpperArm009	CLEAR	left upper arm, numbered segment	CLEAR	groupFile/Arms	High		ordinary structural anatomy	P59
t7	T7	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no interpretable content	P59
bip_breat_04_l	bip_breat_04_l	CLEAR	"breast (misspelled ""breat""), numbered, left"	CLEAR	groupFile/Body	High		plain structural anatomy, literal preserved per rule 12	P59
cloth right 7	cloth right 7	CLEAR	cloth, right, numbered	CLEAR	groupFile/Clothing	High		explicit cloth/garment content	P59
cc_backtoe.l	cc_backtoe.l	CLEAR	back toe, left	CLEAR	groupFile/Toes/LeftToes	High		explicit toe anatomy	P59
checkleft	CheckLeft	OPAQUE	"cryptic fragment (""check""), left; no recoverable anatomical or functional content"	NOT_APPLICABLE		Low		"no reliable core referent; ""check"" alone names no object or grounded function"	P59
teethdowndown	TeethDownDown	CLEAR	teeth, lowered further (repeated intensifier)	CLEAR	groupFile/Face/Lower Face	High		explicit teeth/mouth anatomy	P59
wep_belt_bullet8	WEP_Belt_Bullet8	CLEAR	a weapon belt bullet round, numbered	CLEAR	groupFile/Other	High		recognized ammunition object	P59
torso flange 1a	torso flange 1a	CLEAR	torso, flange (rim protrusion), variant	CLEAR	groupFile/Body	Medium		explicit torso anatomy	P59
upper_raise	upper_raise	CLEAR	"an ""upper"" raise function"	NEEDS_CONTEXT		Low	owning object for the raise action is not stated	function word with one stable reading	P59
bip_horn_02	bip_horn_02	CLEAR	a horn, numbered	CLEAR	groupFile/Other	High		species-neutral anatomical word, settled rule-18 precedent	P59
veil_l_3	VEIL_L_3	CLEAR	a veil, left, numbered	CLEAR	groupFile/Clothing	High		recognized worn clothing item	P59
bone122	Bone122	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P59
moustache_r_21	Moustache_R_21	CLEAR	a moustache (facial hair), right, numbered	CLEAR	groupFile/Hair	High		facial hair is classified under Hair	P59
left_12	left_12	OPAQUE	"a positional label (""left""), numbered; no object named"	NOT_APPLICABLE		Low		position label only, no object	P59
leg right thigh adjuster	Leg Right Thigh Adjuster	CLEAR	right thigh, adjuster	CLEAR	groupFile/Legs	High		ordinary structural anatomy	P59
head nostril left a	head nostril left a	CLEAR	nostril, left, variant a	CLEAR	groupFile/Face/Mid Face	Medium		nose/nostril region maps to the Mid Face subgroup	P59
buttcorrector	ButtCorrector	CLEAR	a buttock corrective control	CLEAR	groupFile/Correctives	High		explicit corrector naming	P59
bip_fmiddle01_r	Bip_FMiddle01_R	CLEAR	middle finger, right, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	Medium		"digit name (""middle"") standardly implies a hand finger absent a toe qualifier"	P59
skull_05	skull_05	CLEAR	skull, numbered	CLEAR	groupFile/Body	High		central skeletal head structure	P59
siderighstrappointinward	SideRighStrapPointInward	CLEAR	a strap (worn accessory), side, right, pointing inward	CLEAR	groupFile/Clothing	Medium		recognized worn accessory item	P59
