fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
cockveinspulsate	CockVeinsPulsate	CLEAR	penis-vein pulsing state morph	CLEAR	groupFile/Body Morphs	High		explicit pulsing/state deformation word	P13
arm right finger 4	arm right finger 4	CLEAR	ring finger, right arm	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain finger anatomy	P13
pullasidepantyleft	PullAsidePantyLeft	CLEAR	panty garment, pull-aside action, left	CLEAR	groupFile/Clothing	High		explicit named garment action	P13
bip kneein l	bip kneein l	CLEAR	knee-in alignment bone, left	CLEAR	groupFile/Legs	Medium		ordinary leg-alignment control; no explicit repair/fix word (rule 5)	P13
fit dick	Fit Dick	CLEAR	penis fit/size-shape morph	CLEAR	groupFile/Body Morphs	Medium		"fit/size adjustment is a shape-morph function; ""fit"" alone is not repair evidence (rule 5)"	P13
cumflate+	Cumflate+	CLEAR	"a semen/ejaculation ""inflate"" morph"	CLEAR	groupFile/Body Morphs	Medium		explicit inflate deformation word	P13
bipfio	BipFio	OPAQUE	a bare rig-name/character prefix with no further anatomical content	NOT_APPLICABLE		Low		prefix root only, no anatomical specificity	P13
bone thumb 04	bone thumb 04	CLEAR	thumb anatomy, unsided, numbered	CLEAR	groupFile/Fingers	Medium		plain unsided finger anatomy; side-neutral Fingers destination (rule 11)	P13
djshortsfit	DJShortsFIT	CLEAR	shorts garment, fit variant	CLEAR	groupFile/Clothing	High		explicit named garment	P13
microphone_5	Microphone_5	CLEAR	a microphone prop, numbered	CLEAR	groupFile/Other	High		plain prop object	P13
buttspread.l2	ButtSpread.L2	CLEAR	buttock spread shape/state, left, numbered	CLEAR	groupFile/Body Morphs	High		explicit state/shape deformation word	P13
row_chair011	row_chair011	CLEAR	a chair prop, numbered	CLEAR	groupFile/Other	High		plain environment/prop object	P13
browshappy	BrowsHappy	CLEAR	eyebrow happy expression	CLEAR	groupFile/Face/Upper Face	High		plain eyebrow expression	P13
rightthighupperjigglecontrol	RightThighUpperJiggleControl	CLEAR	right thigh jiggle-physics control, upper	CLEAR	groupFile/Legs	High		structural thigh jiggle-chain control (ordinary posing on soft tissue, rule 6)	P13
belt.l3	Belt.L3	CLEAR	belt garment, left, numbered	CLEAR	groupFile/Clothing	High		explicit named garment	P13
r_fin_front_a	r_fin_front_a	CLEAR	a creature fin, right, front, variant a	NEEDS_CONTEXT		Low	fin anatomy is clear but no established Master destination convention for fins is known	anatomy clear, destination convention unestablished	P13
bone45	Bone45	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P13
apron a1	Apron a1	CLEAR	apron garment, variant	CLEAR	groupFile/Clothing	High		explicit named garment	P13
head earring left a 1_jiggle	head earring left a 1_jiggle	CLEAR	earring jewelry, left, jiggle physics	CLEAR	groupFile/Clothing	High		worn jewelry/accessory item	P13
glass_d4_d	glass_d4_d	PARTIAL	"a ""glass"" object, cryptic suffix; drinking glass, eyeglasses, and window glass all compete"	NEEDS_CONTEXT		Low	"""glass"" has multiple materially different senses not resolved by the literal"	multi-sense ambiguity	P13
shaftbiggerinflate	ShaftBiggerInflate	CLEAR	"penis-shaft ""bigger"" inflate morph"	CLEAR	groupFile/Body Morphs	High		explicit inflate/size deformation word	P13
bas.rear_left_3_jiggle	BAS.Rear_Left_3_jiggle	CLEAR	buttock jiggle-physics chain, left, numbered	CLEAR	groupFile/Body	Medium		structural buttock jiggle-chain control (ordinary posing on soft tissue, rule 6)	P13
bip_lowerlipmiddle_l	bip_LowerLipMiddle_L	CLEAR	lower lip, middle, left	CLEAR	groupFile/Face/Lower Face	High		explicit lip anatomy	P13
cigarette_base	Cigarette_Base	CLEAR	a cigarette prop, base	CLEAR	groupFile/Other	High		plain prop object	P13
