fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
unusedbone137	unusedbone137	CLEAR	self-declared unused bone	CLEAR	groupFile/Useless	High		self-declared unused	P12
funnell	FunnelL+funnell	PARTIAL	"a ""funnel"" object, left"	NEEDS_CONTEXT		Low	"""funnel"" is a recognizable object but its type (prop vs. soft-tissue jiggle helper) is unresolved"	recognizable object, kind unresolved	P12
lipssmilebig	lipssmilebig	CLEAR	lip smile expression, big variant	CLEAR	groupFile/Face/Lower Face	High		plain mouth-region expression	P12
bip01_l_thigh011	Bip01_L_Thigh011	CLEAR	left thigh, numbered sub-bone	CLEAR	groupFile/Legs	High		plain anatomy, numbering alone is not corrective evidence	P12
brows-upper	brows-upper	CLEAR	eyebrow, upper	CLEAR	groupFile/Face/Upper Face	High		plain eyebrow anatomy	P12
head eyeball target	head eyeball target	CLEAR	eye look-at/aim target control	CLEAR	groupFile/Face/Eyes	High		plain eye-tracking control	P12
bra2	Bra2	CLEAR	bra garment, numbered	CLEAR	groupFile/Clothing	High		explicit named garment	P12
bipbrk r foretwist1	BipBrk R ForeTwist1	CLEAR	right forearm twist bone, numbered	CLEAR	groupFile/Arms/RightArm	High		plain arm twist anatomy	P12
labiamajoramiddlepull	LabiaMajoraMiddlePull	CLEAR	"labia majora, middle, ""pull"" deformation"	CLEAR	groupFile/Body Morphs	High		explicit pull/state deformation of genital anatomy (parallels R-Titty-Pull precedent)	P12
waist shape	Waist Shape	CLEAR	waist shape morph	CLEAR	groupFile/Body Morphs	High		"explicit ""shape"" word"	P12
mot00_hips	MOT00_Hips	CLEAR	central/unsided hips-pelvis root anchor	CLEAR	groupFile/Body	Medium		central unsided hip-pelvis anchor per Rule 26	P12
unusedopt-hand-*-metacarpal04.1.l	unusedopt-hand-*-metacarpal04.1.l	CLEAR	self-declared unused hand control	CLEAR	groupFile/Useless	High		self-declared unused	P12
left_frown	Left_Frown+Left_frown	CLEAR	frown expression, left	CLEAR	groupFile/Face/Lower Face	High		plain mouth-region expression	P12
