fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
sk_r_f_leg_3	SK_R_F_leg_3	CLEAR	leg, right, numbered, under a skeleton-prefix namespace	CLEAR	groupFile/Legs	Medium		"explicit ""leg"" content grounds this regardless of the SK_/F prefix tokens (rule 24)"	P33
tenta_b_2_r	tenta_b_2_R	CLEAR	tentacle appendage, right, numbered	NEEDS_CONTEXT		Medium	no existing group among the Master's valid destinations is confirmed as the right home for tentacle anatomy	matches the settled tentacle/creature-appendage precedent from Tranche 3	P33
valvebiped.bip01_r_fingerbase2	ValveBiped.Bip01_R_FingerBase2	CLEAR	right finger base, segment 2	CLEAR	groupFile/Arms/RightArm/RightFingers	High		standard ValveBiped finger-naming convention	P33
bip01_head011	Bip01_Head011	CLEAR	head, numbered sub-bone	CLEAR	groupFile/Body	High		bare structural head defaults to Body (rule 13)	P33
armoir	Armoir	CLEAR	"an armoire (wardrobe/cabinet) prop (""Armoir"" is an obvious misspelling of ""Armoire"")"	CLEAR	groupFile/Other	High		recognized real-world furniture object	P33
key 4	Key 4	OPAQUE	"a bare numbered ""Key"" preset marker with no named object or content"	NOT_APPLICABLE		Low		"matches the settled space-separated ""Key N"" keyframe/preset-marker series"	P33
kata_rt_r__prot_x0__offset	kata_rt_r__prot_x0__offset	PARTIAL	"a ""kata"" element, right, with a protrusion/offset parameter"	NEEDS_CONTEXT		Low	"Japanese ""kata"" has multiple materially different core senses (shoulder / form-pattern / one-side) and no disambiguating content is present"	real word with competing readings, no grounding favors one	P33
right ring finger 1 grip 1	Right ring finger 1 grip 1	CLEAR	right ring finger, segment 1, grip pose	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain finger anatomy with a grip-pose qualifier	P33
26	26	OPAQUE	bare number, no words at all	NOT_APPLICABLE		Low	a number alone carries no semantic content	no interpretable content	P33
liplowerouter_r	LipLowerOuter_R	CLEAR	lower lip, outer part, right	CLEAR	groupFile/Face/Lower Face	High		plain lip anatomy	P33
balls detail 1	Balls Detail 1	CLEAR	testicle detail morph, variant 1	CLEAR	groupFile/Body Morphs	High		matches the settled BallsDetail4 calibration precedent	P33
skimpy	Skimpy	CLEAR	"a ""skimpy"" (revealing) outfit style descriptor"	CLEAR	groupFile/Clothing	Medium	no explicit garment noun is present	real English word most naturally describing a clothing style	P33
right knee d	Right knee D	CLEAR	right knee, variant D	CLEAR	groupFile/Legs	High		plain knee anatomy	P33
row_chair018	row_chair018	CLEAR	a chair prop, part of a row, numbered	CLEAR	groupFile/Other	High		recognized real-world furniture object	P33
