fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
bow right d 4	bow right d 4	PARTIAL	"a ""bow"" object, right, numbered; decorative bow / archery bow / other senses compete"	NEEDS_CONTEXT		Low	"""bow"" has materially different core senses not resolved by the literal (rule 25)"	multi-sense ambiguity	P14
v_weapon.m3_chamber	v_weapon.M3_CHAMBER	CLEAR	viewmodel weapon mechanism (M3 chamber)	CLEAR	groupFile/Other	High		plain weapon-mechanism control	P14
analopenlarge	AnalOpenLarge	CLEAR	anal-open shape morph, large variant	CLEAR	groupFile/Body Morphs	High		explicit state/shape deformation word	P14
jiggle1	Jiggle1	CLEAR	"a secondary-motion ""jiggle"" control, numbered, owning object unstated"	NEEDS_CONTEXT		Medium	jiggle function is clear but no owning object is named	function clear, owner unnamed (rule 22 jiggle example)	P14
row_chair002	row_chair002	CLEAR	a chair prop, numbered	CLEAR	groupFile/Other	High		plain environment/prop object	P14
belt_21	belt_21	CLEAR	belt garment, numbered	CLEAR	groupFile/Clothing	High		explicit named garment	P14
unused bip01_r_foretwist2	unused Bip01_R_ForeTwist2	CLEAR	self-declared unused forearm-twist control	CLEAR	groupFile/Useless	High		self-declared unused	P14
unused b_r_leg3helper	unused b_r_leg3helper	CLEAR	self-declared unused leg helper control	CLEAR	groupFile/Useless	High		self-declared unused	P14
longear_bone_r_05	longear_bone_r_05	CLEAR	long-ear (creature ear) anatomy, right, numbered	CLEAR	groupFile/Face/Ears	High		plain ear anatomy	P14
bip_bobby_r_finger_globe_1_01	Bip_BOBBY_R_Finger_Globe_1_01	CLEAR	"right finger anatomy (knuckle/pad ""globe""), under a named-character prefix, numbered"	CLEAR	groupFile/Arms/RightArm/RightFingers	Medium		explicit finger anatomy independent of the character-name prefix (rule 24)	P14
jacket_border_4_l	jacket_border_4_L	CLEAR	jacket garment border, left, numbered	CLEAR	groupFile/Clothing	High		explicit named garment	P14
bow left c 2	bow left c 2	PARTIAL	"a ""bow"" object, left, numbered; decorative bow / archery bow / other senses compete"	NEEDS_CONTEXT		Low	"""bow"" has materially different core senses not resolved by the literal (rule 25)"	multi-sense ambiguity	P14
suprised eyes right	Suprised Eyes Right	CLEAR	surprised eye expression, right	CLEAR	groupFile/Face/Eyes	High		plain eye expression	P14
