fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
topexposed	TOPEXPOSED	CLEAR	a "top" (shirt) garment, exposed state	CLEAR	groupFile/Clothing	High		explicit garment term	P70
wep_stock_para_retract	WEP_Stock_Para_Retract	CLEAR	a weapon stock (paratrooper, retracting)	CLEAR	groupFile/Other	High		matches the settled wep_stock_para sibling precedent	P70
arm left elbow adj. 3	arm left elbow adj. 3	CLEAR	left elbow, adjustment, numbered	CLEAR	groupFile/Arms	High		plain arm anatomy	P70
bone191	Bone191	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		matches the settled Bone### precedent	P70
bip_pigtail_l_1	bip_pigtail_L_1	CLEAR	a pigtail hairstyle, left, numbered	CLEAR	groupFile/Hair	High		matches the settled bip_pigtail_l_0 sibling precedent	P70
bip facetempleloin l	bip facetempleloin l	PARTIAL	temple (head/face region), left, undecoded trailing fragment ("loin")	CLEAR	groupFile/Face/Upper Face	Medium	"loin" is an actual undecoded token	temple is grounded upper-face/head content despite the undecoded trailing fragment	P70
eyeswide-left	EyesWide-Left	CLEAR	eyes wide, left	CLEAR	groupFile/Face/Eyes	High		matches the settled eyeswide-right sibling precedent	P70
genitals_inner_middle_right	Genitals_Inner_Middle_Right	CLEAR	genital anatomy, inner, middle, right	CLEAR	groupFile/Body	High		plain structural genital anatomy	P70
lipsbottomcurlout	lipsbottomcurlout	CLEAR	bottom lips, curl outward	CLEAR	groupFile/Face/Lower Face	High		lip is a mouth/lower-face feature	P70
bip chin	bip chin	CLEAR	chin, bare	CLEAR	groupFile/Face/Lower Face	High		chin is a jaw/mouth-region feature	P70
arm left elbow twist1	arm left elbow twist1	CLEAR	left elbow twist, numbered	CLEAR	groupFile/Arms	High		plain arm anatomy	P70
ehh r	Ehh R	CLEAR	an "eh" mouth-shape/viseme sound, right	CLEAR	groupFile/Face/Lower Face	Medium		mouth-shape/phoneme control is a localized lower-face mechanism	P70
dyng w 03	dyng w 03	CLEAR	a "dyng" (jiggle-physics) function, numbered	NEEDS_CONTEXT		Medium	no owning object named for the jiggle-physics function	matches the settled "dyng" jiggle-physics project convention; owner unresolved	P70
crush-4	crush-4	CLEAR	a "crush" (compression/deformation) function, numbered, no owning object named	NEEDS_CONTEXT		Medium	no owning body part or object named for the crush function	stable function word, owner unresolved	P70
bip_teeth_top_r	bip_teeth_top_r	CLEAR	top teeth, right	CLEAR	groupFile/Face/Lower Face	High		teeth are a mouth-region feature	P70
valvebiped.bip01_l_ring02	ValveBiped.Bip01_L_Ring02	CLEAR	left ring finger, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy, verified LeftFingers subpath	P70
flm-arma-swordb-il	Flm-ArmA-SwordB-IL	CLEAR	a "SwordB" weapon element within the internal Flm-ArmA namespace, variant IL	CLEAR	groupFile/Other	Medium		matches the settled Flm-ArmA-SwordA/SwordB weapon-grounded sibling precedent	P70
