fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
ulip_3	ULip_3	CLEAR	upper lip, numbered	CLEAR	groupFile/Face/Lower Face	Medium		"U"=upper abbreviation, localized mouth mechanism	P138
bobby_bone_necklace_02	BOBBY_Bone_NeckLace_02	CLEAR	necklace accessory (character prefix), numbered	CLEAR	groupFile/Clothing	High		garment accessory	P138
hat front right	hat front right	CLEAR	hat, positional, right	CLEAR	groupFile/Clothing	High		garment accessory	P138
testes_f	testes_f	CLEAR	testicle anatomy, variant	CLEAR	groupFile/Body	Medium		no shape/state word; direct-pose structural sexual anatomy per current doctrine; FUTURE_SEXUAL_BONES_MIGRATION_CANDIDATE	P138
glutes width	Glutes Width	CLEAR	glutes width/proportion	CLEAR	groupFile/Body Morphs	High		explicit shape/size descriptor	P138
object33	Object33	OPAQUE	generic placeholder object name	NOT_APPLICABLE		High		no independent content	P138
rtoethumb03	rToeThumb03	CLEAR	big-toe equivalent, right, numbered	CLEAR	groupFile/Toes	High		toe anatomy	P138
helperbody1	helperBody1	CLEAR	generic body helper bone, numbered	CLEAR	groupFile/Body	Medium		plain structural body anatomy	P138
loincloth back 1e	loincloth back 1e	CLEAR	loincloth garment, positional, variant	CLEAR	groupFile/Clothing	High		garment item	P138
cape2_right4	CAPE2_RIGHT4	CLEAR	cape garment, right, numbered	CLEAR	groupFile/Clothing	High		garment item	P138
secret_move	Secret_move	OPAQUE	generic "move" function, no named subject	NOT_APPLICABLE		Medium		no recoverable referent (rule 27)	P138
corpuswider	CorpusWider	CLEAR	body/corpus widen	CLEAR	groupFile/Body Morphs	Medium		explicit shape/size change	P138
jiggle03a	Jiggle03a	CLEAR	jiggle function, numbered variant	NEEDS_CONTEXT		Medium		stable jiggle function (rule 22), owner unstated	P138
r_thumb1b_00001	r_thumb1b_00001	CLEAR	right thumb, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger anatomy	P138
bip_r_cloth_a	bip_r_cloth_a	CLEAR	cloth-sim bone, right, variant	CLEAR	groupFile/Clothing	High		garment cloth-sim bone	P138
leg right stc	leg right StC	CLEAR	right leg, suffix	CLEAR	groupFile/Legs	Medium		explicit leg content survives suffix	P138
front 4	Front 4	OPAQUE	bare positional "front", numbered, no owning object	NOT_APPLICABLE		High		no recoverable referent	P138
taurenmale_hd_bone_91	taurenmale_hd_bone_91	OPAQUE	character-prefixed generic numbered bone	NOT_APPLICABLE		High		no independent content beyond model prefix + number	P138
left little finger 3 grip 2	Left little finger 3 grip 2	CLEAR	left little finger, grip pose, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		explicit finger anatomy	P138
au17	AU17	CLEAR	Facial Action Unit 17 (FACS convention)	CLEAR	groupFile/Face/Expressions	High		established bare-AU-number convention	P138
wep_m203_charger	WEP_M203_Charger	CLEAR	weapon charger mechanism	CLEAR	groupFile/Other	High		recognized weapon prop	P138
lankle	LAnkle	CLEAR	left ankle	CLEAR	groupFile/Legs	High		plain structural leg anatomy	P138
ivy.earring_right_jiggle	Ivy.Earring_Right_jiggle	CLEAR	earring jiggle-physics (character prefix), right	CLEAR	groupFile/Clothing	High		garment accessory physics	P138
lower_right_drop	lower_right_drop	OPAQUE	generic directional "drop" function, no named subject	NOT_APPLICABLE		Medium		no recoverable referent (rule 27)	P138
vag wide	Vag wide	CLEAR	vaginal anatomy, wide	CLEAR	groupFile/Body Morphs	High		explicit shape descriptor	P138
nasolabiallower_l	NasolabialLower_L	CLEAR	nasolabial fold, lower, left	CLEAR	groupFile/Face/Mid Face	Medium		grounded anatomical nose-to-cheek term	P138
bone 86	bone 86	OPAQUE	generic numbered bone	NOT_APPLICABLE		High		no independent content	P138
collarrightmidlower	CollarRightMidLower	CLEAR	structural clavicle bone, right, mid-lower	CLEAR	groupFile/Arms	Medium		direct mirror of existing Master-resident sibling CollarLeftMidLower (groupFile/Arms)	P138
finger_middle_left_1	finger_middle_left_1	CLEAR	left middle finger, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		explicit finger anatomy	P138
just_like_cap	Just_like_Cap	OPAQUE	vague shape-resemblance description, no specific referent	NOT_APPLICABLE		Low		no recoverable animator-useful referent	P138
valvebiped.bip01_l_index01	ValveBiped.Bip01_L_Index01	CLEAR	left index finger bone	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		explicit finger anatomy	P138
wep_belt_bullet9	WEP_Belt_Bullet9	CLEAR	weapon ammo-belt bullet, numbered	CLEAR	groupFile/Other	High		recognized weapon prop	P138
gag_r_03	Gag_R_03	CLEAR	mouth-gag restraint accessory, right, numbered	CLEAR	groupFile/Clothing	Low		worn restraint item	P138
unused_opt_face_root	unused_OPT_Face_Root	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared unused overrides other content (rule 15)	P138
strings 2	strings 2	CLEAR	a string accessory, numbered	NEEDS_CONTEXT		Medium		recognizable object, owner unresolved (rule 22)	P138
(thicc) legs (pants) 	(THICC) Legs (PANTS) 	CLEAR	pants garment, thick-leg fit	CLEAR	groupFile/Clothing	Medium		explicit garment qualifier, garment-fit adjustment stays with the garment (rule 8)	P138
randomkicks1	RandomKicks1	PARTIAL	"kicks" = footwear slang vs kicking-motion trigger	NEEDS_CONTEXT		Medium	materially different core readings	unresolved kicks polysemy, matches sibling randomkicks2	P138
bip forearmtwisttop l	bip forearmtwisttop l	CLEAR	forearm twist, top segment, left	CLEAR	groupFile/Arms	High		plain structural arm anatomy	P138
buttexpose	ButtExpose	CLEAR	buttock exposure/appearance state	CLEAR	groupFile/Body Morphs	Medium		explicit appearance/exposure state	P138
leftfrontpad	LeftFrontPad	CLEAR	a padding accessory, positional, left	CLEAR	groupFile/Clothing	Low		worn protective/decorative pad	P138
lowerinright	LowerInRight	OPAQUE	generic directional operation, no named subject	NOT_APPLICABLE		Medium		no recoverable referent (rule 27)	P138
bip01_l_upperarm017	Bip01_L_UpperArm017	CLEAR	upper arm bone, left, numbered	CLEAR	groupFile/Arms	High		plain structural arm anatomy	P138
