fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
bone 1048	bone 1048	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P53
neck01n	Neck01N	CLEAR	neck, numbered segment	CLEAR	groupFile/Body	High		ordinary structural anatomy	P53
c_tier_c00	C_TieR_C00	CLEAR	"a ""tie"" (necktie/fastening accessory), right, variant C00"	CLEAR	groupFile/Clothing	Medium		worn accessory item	P53
row_chair007	row_chair007	CLEAR	a chair, row-numbered	CLEAR	groupFile/Other	High		recognized furniture object	P53
thin lower details	Thin Lower Details	CLEAR	lower-body thinness shape detail	CLEAR	groupFile/Body Morphs	High		"matches the settled ""emaciated lower details""-style shape-descriptor precedent"	P53
clothesfitsuit	ClothesFitSuit	CLEAR	clothes fit, suit	CLEAR	groupFile/Clothing	High		explicit clothing/garment content	P53
lthumb	LThumb	CLEAR	left thumb	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		ordinary finger anatomy, verified LeftFingers subpath	P53
19	19	OPAQUE	bare number, no words at all	NOT_APPLICABLE		Low		a number alone carries no semantic content	P53
rthightwist2	rThighTwist2	CLEAR	right thigh, twist, numbered	CLEAR	groupFile/Legs	High		ordinary rig anatomy; twist is not corrective evidence (rule 3)	P53
r_neck_32	r_neck_32	CLEAR	neck, right, numbered	CLEAR	groupFile/Body	High		ordinary structural anatomy	P53
bone178	Bone178	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P53
downshort	DownShort	CLEAR	"a ""down""+""short"" combined state descriptor"	NEEDS_CONTEXT		Low	owning object (e.g. hair) is not named	direction and length are each stable descriptive words even without a named object	P53
spring	Spring	PARTIAL	"a ""spring"""	NEEDS_CONTEXT		Low	"""spring"" has materially different core senses (mechanical spring object / physics-simulation spring-dynamics function)"	genuinely competing core readings	P53
