fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
shaftrootfold	ShaftRootFold	CLEAR	penis shaft, root, fold deformation	CLEAR	groupFile/Body Morphs	Medium		explicit fold/shape descriptor on genital soft tissue	P27
nostrils_widen_r	nostrils_widen_r	CLEAR	nostril widen shape change, right	CLEAR	groupFile/Body Morphs	Medium		explicit shape descriptor, matching the facesmall/eye-iris-small appearance-descriptor precedent	P27
bone_legfl1	Bone_LegFL1	CLEAR	leg, front-left, numbered	CLEAR	groupFile/Legs	Medium		plain leg anatomy	P27
pcylinder13	pCylinder13	OPAQUE	a generic default polygon-cylinder placeholder name, numbered	NOT_APPLICABLE		Low		matches the pCube/pPlane DCC-default-geometry precedent	P27
adjust_elbowcap_l	adjust_elbowcap_L	CLEAR	left elbow cap adjustment	CLEAR	groupFile/Arms	High		plain elbow anatomy	P27
knotsmall3	KnotSmall3	CLEAR	a bare knot accessory, small, numbered	NEEDS_CONTEXT		Medium	no owner named; a bare knot is the same kind of object regardless of owner (rule 25)	bare accessory noun, ownership unresolved	P27
palmrukaz1	PalmRUkaz1	CLEAR	right palm, numbered	CLEAR	groupFile/Arms/RightArm	Medium	"Ukaz" does not resolve to a grounded word	"Palm" + "R" (right) establishes the anatomical owner regardless of the undecoded "Ukaz" fragment	P27
loincloth front 1e	loincloth front 1e	CLEAR	loincloth (clothing), front, variant 1e	CLEAR	groupFile/Clothing	High		plain garment item	P27
torso.001	torso.001	CLEAR	torso, numbered	CLEAR	groupFile/Body	High		plain structural torso anatomy	P27
shell.wall_8	Shell.Wall_8	CLEAR	a "shell" structure's wall segment, numbered	CLEAR	groupFile/Other	High		names a recognized environment/prop object; matches the Shell.Wall series	P27
腕捩1.r	腕捩1.R	CLEAR	arm twist (Japanese "腕"=arm, "捩"=twist), right, numbered	CLEAR	groupFile/Arms	Medium	relies on Japanese anatomical-term recognition	twist is not corrective evidence (rule 3); plain arm anatomy	P27
stare 2	Stare 2	CLEAR	a stare (eye expression), numbered	CLEAR	groupFile/Face/Eyes	High		plain eye expression control	P27
bip_hatback	bip_HatBack	CLEAR	hat (clothing), back position	CLEAR	groupFile/Clothing	High		worn accessory	P27
rope_5	Rope_5	CLEAR	a bare rope accessory, numbered	NEEDS_CONTEXT		Medium	no owner named; a bare rope is the same kind of object regardless of owner (rule 25)	bare accessory noun, ownership unresolved	P27
wep_base	WEP_Base	CLEAR	a weapon base part	CLEAR	groupFile/Other	High		weapon part, matching the established weapons-to-Other precedent	P27
loincloth back 1d	loincloth back 1d	CLEAR	loincloth (clothing), back, variant 1d	CLEAR	groupFile/Clothing	High		plain garment item	P27
bip_cape_3_l	bip_Cape_3_L	CLEAR	cape (clothing), left, numbered	CLEAR	groupFile/Clothing	High		plain garment item	P27
bip01_r_hand004	Bip01_R_Hand004	CLEAR	right hand, numbered	CLEAR	groupFile/Arms/RightArm	High		plain hand anatomy, explicitly sided	P27
thighforward	ThighForward	CLEAR	thigh, forward posing	CLEAR	groupFile/Legs	High		plain structural leg posing	P27
lower_body_d	lower_body_d	CLEAR	a "lower body" region control, variant d	NEEDS_CONTEXT		Medium	"lower body" could mean the legs/hips specifically or a broader torso-lower region; not established which	region word is clear; the specific destination (Legs vs. Body) is not established	P27
heavy lower details	Heavy Lower Details	CLEAR	lower-body weight/appearance descriptor, "heavy"	CLEAR	groupFile/Body Morphs	Medium		explicit weight/size descriptor on the character's own body	P27
momo_md_r__prot_x50__offset	momo_md_r__prot_x50__offset	CLEAR	thigh (Japanese "momo") control, right, numbered, offset	CLEAR	groupFile/Legs	Medium	relies on Japanese anatomical-term recognition (momo=thigh)	plain structural thigh anatomy, matching the established Japanese-term precedent	P27
bone28	Bone28	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P27
leg left ste	leg left StE	PARTIAL	left leg control with an undecoded "StE" qualifier	CLEAR	groupFile/Legs	Medium	"StE" does not resolve to a grounded word (parallel to the settled "StC"/"StB" leg-qualifier examples)	leg is the clear anatomical owner; "StE" is an undecoded token, not a competing region	P27
bipmar rcalftwist	BipMar RCalfTwist	CLEAR	right calf twist bone	CLEAR	groupFile/Legs	High		twist is not corrective evidence (rule 3); plain leg anatomy	P27
unused duplicate duplicate unused.008	unused duplicate duplicate unused.008	CLEAR	self-declared unused/duplicate placeholder, numbered	CLEAR	groupFile/Useless	High		explicit, repeated self-declaration of unused/duplicate (rule 15)	P27
pupils-glaresizesmall-l	Pupils-GlareSizeSmall-L	CLEAR	pupil glare size, small, left	CLEAR	groupFile/Face/Eyes	High		plain eye anatomy/effect control	P27
unused bip01_l_foretwist2	unused Bip01_L_ForeTwist2	CLEAR	self-declared unused forearm-twist control, left, numbered	CLEAR	groupFile/Useless	High		self-declared "unused" takes priority over the anatomical referent (rule 15)	P27
bip001-l-foretwist	Bip001-L-ForeTwist	CLEAR	left forearm twist bone	CLEAR	groupFile/Arms	High		twist is not corrective evidence (rule 3); plain forearm anatomy	P27
back.bow_left_1	Back.Bow_Left_1	CLEAR	a decorative bow on the back of a costume, left, numbered	CLEAR	groupFile/Clothing	Medium	"Back" as a position rather than an explicit garment name is a weaker grounding than a named costume	positional context grounds "bow" as a decorative garment accessory	P27
bip chinfront	bip chinfront	CLEAR	chin, front, unsided	CLEAR	groupFile/Face/Lower Face	High		plain lower-face anatomy	P27
loincloth_back_3	Loincloth_back_3	CLEAR	loincloth (clothing), back, numbered	CLEAR	groupFile/Clothing	High		plain garment item	P27
facerig	FaceRig	CLEAR	a face-related rig marker	CLEAR	groupFile/Face	Medium		"face" remains grounded content despite the generic "rig" suffix (rule 24 style)	P27
rotator	Rotator+rotator	OPAQUE	a generic "rotator" mechanism, no object named	NOT_APPLICABLE		Low		no reliable object or anatomical referent for a bare rotation mechanism	P27
vagopen06	VagOpen06	CLEAR	vaginal open state, numbered	CLEAR	groupFile/Body Morphs	High		state language on genital soft tissue with no ordinary skeletal joint, matching the Vag Open precedent	P27
r_trap_helper	r_trap_helper	CLEAR	right trapezius muscle, helper control	CLEAR	groupFile/Body	Medium		trapezius is a back/torso muscle rather than part of the arm's own kinematic chain	P27
