fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
protrusion-topclothed	Protrusion-topclothed	CLEAR	a body-shape protrusion effect, top-clothed state	CLEAR	groupFile/Body Morphs	Medium		'protrusion' is a body-shape/deformation term (matches current-ledger protrusion-bottomnude precedent); 'clothed' is a state qualifier, not a named specific garment, so ownership stays with the body shape	P94	
wideh	WideH	PARTIAL	a 'wide' shape descriptor, undecoded owner 'H'	NEEDS_CONTEXT		Low	could plausibly be Wide Hips (Body Morphs) or a mid-face wide-cheeks reading; no disambiguation	matches live-Master split between WideHips (Body Morphs) and Mouth-WideCheeks (Mid Face)	P94	
bip01 forearm.r	Bip01 Forearm.R	CLEAR	right forearm anatomy	CLEAR	groupFile/Arms	High		matches live-Master ValveBiped.Bip01_Forearm_R precedent	P94	
wep_bipod	WEP_Bipod	CLEAR	a weapon bipod mechanism part	CLEAR	groupFile/Other	High		recognized weapon-part prop	P94	
penis-fore-full	Penis-Fore-Full	CLEAR	penis foreskin anatomy, full state	CLEAR	groupFile/Body	High		plain structural genital anatomy	P94	
bip01_r_upperarm018	Bip01_R_UpperArm018	CLEAR	right upper-arm anatomy, numbered segment	CLEAR	groupFile/Arms	High		plain structural arm anatomy	P94	
arms-clothes-fit	Arms-Clothes-Fit	CLEAR	an arm-sleeve garment fit adjustment	CLEAR	groupFile/Clothing	High		explicit worn-garment fit content	P94	
right hand	Right Hand	CLEAR	a right hand-region control	CLEAR	groupFile/Arms	High		hand-region control with no specific finger named defaults to plain Arms (rule 10)	P94	
bone.022	Bone.022	OPAQUE	generic numbered technical bone	NOT_APPLICABLE		Medium	no anatomical/functional content	matches settled Bone### precedent	P94	
morecum	MoreCum	CLEAR	a cum/fluid-effect quantity control	CLEAR	groupFile/Other	Medium		matches the fluid/effect-object convention (rule 7), similar to Condom_DripLiquid	P94	
bone-l-upperarm-twist	Bone-L-UpperArm-Twist	CLEAR	left upper-arm twist anatomy	CLEAR	groupFile/Arms	High		ordinary twist-bone anatomy, not corrective (rule 3)	P94	
vag_size	vag_size	CLEAR	vaginal size shape control	CLEAR	groupFile/Body Morphs	High		explicit shape/size descriptor on genital anatomy	P94	
scale_z_down	scale_z_down	OPAQUE	a bare axis-scale technical label, no named object	NOT_APPLICABLE		Low	'scale'+axis is a vague technical label, matching the leftright/updown axis-label precedent	matches valvebiped.leftright-style vague axis-label OPAQUE precedent	P94	
ci	CI	OPAQUE	bare 2-character alphanumeric code	NOT_APPLICABLE		Low	no readable content	matches settled bare-cryptic-code precedent	P94	
def-upper_arm.r	DEF-upper_arm.R	CLEAR	right upper-arm anatomy, DEF (deform-bone) naming convention	CLEAR	groupFile/Arms	High		explicit arm anatomy grounds this regardless of the 'DEF' rig-naming convention prefix	P94	
nasolabialupper_r	NasolabialUpper_R	CLEAR	right upper nasolabial-fold anatomy	CLEAR	groupFile/Face/Mid Face	High		matches extensive live-Master nasolabial family (56 hits), all groupFile/Face/Mid Face	P94	
arm left finger 1a ctr	arm left finger 1a ctr	CLEAR	a left hand finger control, numbered, variant A	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		explicit finger digit anatomy	P94	
valvebiped.bip01_r_ring01	ValveBiped.Bip01_R_Ring01	CLEAR	right ring-finger digit, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit ring-finger anatomy, matches ValveBiped finger-naming convention	P94	
scale_z_up	scale_z_up	OPAQUE	a bare axis-scale technical label, no named object	NOT_APPLICABLE		Low	'scale'+axis is a vague technical label, matching the leftright/updown axis-label precedent	matches direct sibling scale_z_down (this batch)	P94	
paulinggib008	paulinggib008	CLEAR	a gore/giblet fx object, Pauling character namespace, numbered	CLEAR	groupFile/Other	Medium		'gib' is a Rule-23-grounded gore/fx-object term in this corpus; character-name prefix set aside (rule 24)	P94	
bone48	Bone48	OPAQUE	generic numbered skinning bone	NOT_APPLICABLE		Medium	no anatomical/functional content	matches settled Bone### precedent	P94	
arch_056_1	Arch_056_1	PARTIAL	an 'arch' structure, numbered, owner unresolved	NEEDS_CONTEXT		Low	could denote a foot arch (anatomy) or an architectural archway (prop); no disambiguation	materially different competing readings compete	P94	
l_knee_front_lower_helper	l_knee_front_lower_helper	CLEAR	left knee anatomy, front-lower, helper qualifier	CLEAR	groupFile/Legs	High		explicit knee anatomy; helper does not imply Correctives (rule 3)	P94	
head_a_t	Head_A_T	CLEAR	head anatomy, undecoded variant codes A/T	CLEAR	groupFile/Body	Medium		bare structural head anatomy defaults to Body absent a specific facial feature (rule 13), matches l_head_3/m_head_1 sibling pattern	P94	
