fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
ball	Ball	CLEAR	testicle ('ball')	CLEAR	groupFile/Body Morphs	High		matches the extensive live-Master bare 'ball'/'Ball.L' family (Body Morphs)	P118
bone047	Bone047	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no anatomical or functional word		P118
bip_l_foot_ring_01	bip_l_foot_ring_01	CLEAR	left foot, structural deformation ring, numbered	CLEAR	groupFile/Legs	Medium	'ring' function inferred by analogy to other bip_-prefixed structural ring/helper conventions	'bip_' prefix marks this as a skeletal/structural bone, distinguishing it from the ungrounded bare 'foot_ring_2_l' PARTIAL precedent this tranche	P118
hinge.top_cover	Hinge.Top_Cover	CLEAR	a mechanical hinge for a top cover	CLEAR	groupFile/Other	Medium		recognized generic mechanical object	P118
l_eyeball_loc	L_Eyeball_Loc	CLEAR	left eyeball locator	CLEAR	groupFile/Face/Eyes	High		eye anatomy	P118
fin_top_b_b	fin_top_b_b	CLEAR	a fin, lettered	CLEAR	groupFile/Other	High		settled fin -> Other precedent	P118
leftbrowsad	Leftbrowsad	CLEAR	left brow, sad state	CLEAR	groupFile/Face/Upper Face	High		brow is an Upper Face mechanism	P118
midtoe2_r	midToe2_r	CLEAR	right mid-toe, numbered	CLEAR	groupFile/Toes/RightToes	High		direct toe anatomy naming	P118
l ujacketb c phy	L uJacketB c Phy	CLEAR	a jacket garment control, left, variant B, physics variant c	CLEAR	groupFile/Clothing	Medium		garment simulation control, matching direct sibling 'r ujacketb c phy'	P118
cockskinforward	CockSkinForward	CLEAR	penis skin, forward (shape/position)	CLEAR	groupFile/Body Morphs	High		explicit genital shape change	P118
front_open2	front_open2	PARTIAL	a 'front open' -- materially different competing readings (garment front opening / door / other mechanism), numbered	NEEDS_CONTEXT		Low	no qualifier identifies what opens	rule 22 PARTIAL test	P118
roxyfits	RoxyFITS	CLEAR	a garment fit adjustment, 'Roxy' character prefix set aside	CLEAR	groupFile/Clothing	Medium		matches the established 'fits'=clothing-fit reading (rule 24)	P118
bone._r.002	Bone._R.002	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no anatomical or functional word		P118
unused b_l_armroll4helper	unused b_l_armroll4helper	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' marker (rule 15)	P118
strings 11 jb	strings 11 JB	PARTIAL	'strings' -- materially different competing readings, numbered	NEEDS_CONTEXT		Low	no qualifier resolves which kind of strings this is	matches the settled 'strings'-family PARTIAL precedent	P118
right_stretch	right_stretch	CLEAR	a stretch mechanism, right, limb unstated	NEEDS_CONTEXT		Medium	which limb/segment this stretch mechanism serves is unstated	matches the settled 'stretcher'/'stretch' function-word precedent this tranche	P118
bip_l_foot_middle_02	bip_l_foot_middle_02	CLEAR	left foot middle toe, numbered	CLEAR	groupFile/Toes/LeftToes	High		direct toe anatomy naming	P118
eye-closed-left	eye-closed-left	CLEAR	left eye, closed state	CLEAR	groupFile/Face/Eyes	High		eyelid mechanism	P118
h9	H9+h9	OPAQUE	bare cryptic 'H9' code, no function word	NOT_APPLICABLE		Low	no recoverable animator-useful referent (rule 27)	unlike the H3Jiggle family, no 'jiggle'/function word is present	P118
bip01_head012	Bip01_Head012	CLEAR	head bone, numbered	CLEAR	groupFile/Body	High		plain structural head anatomy	P118
fa_up_lid_right_mid	fa_up_lid_right_mid	CLEAR	upper eyelid, right, mid variant	CLEAR	groupFile/Face/Eyes	High		eyelid mechanism	P118
topthoathbulge	Topthoathbulge	CLEAR	upper throat bulge (accepted 'thoath' misspelling of throat)	CLEAR	groupFile/Body Morphs	High		explicit deformation/bulge state	P118
shaft-tall	shaft-tall	PARTIAL	a bare 'shaft' -- materially different competing readings (penis shaft / weapon shaft / mechanical shaft), tall variant	NEEDS_CONTEXT		Low	lacks the qualifier the Master's own genital-shaft precedent always includes	matches the settled 'shaft' PARTIAL precedent	P118
bolthandle	BoltHandle+boltHandle	CLEAR	a firearm bolt handle	CLEAR	groupFile/Other	High		recognized weapon component	P118
strapnarrower	StrapNarrower	CLEAR	a strap object, narrowing action	NEEDS_CONTEXT		Low	mount/owner is not stated	recognizable accessory object with unnamed owner (rule 22/25)	P118
turret	turret	CLEAR	a turret (vehicle/weapon-mounted)	CLEAR	groupFile/Other	High		recognized generic prop	P118
bone132	Bone132	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no anatomical or functional word		P118
jacket_border_1_l	jacket_border_1_L	CLEAR	jacket garment border, left, numbered	CLEAR	groupFile/Clothing	High		garment control	P118
bip_l_lipmid0	bip_l_lipmid0	CLEAR	left mid-lip bone, numbered	CLEAR	groupFile/Face/Lower Face	High		lip is a Lower Face mechanism	P118
bulgexl2	BulgeXL2	CLEAR	a body bulge, extra-large variant, numbered	CLEAR	groupFile/Body Morphs	Medium		explicit shape/deformation change, no garment qualifier	P118
bone 1035	bone 1035	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no anatomical or functional word		P118
arm right shoulder 1 ctr	arm right shoulder 1 ctr	CLEAR	right shoulder, 'ctr' variant, numbered	CLEAR	groupFile/Arms/RightArm	Medium	'ctr' qualifier undecoded	plain structural arm/shoulder anatomy regardless of undecoded qualifier (rule 24)	P118
r dlid c	R Dlid C	CLEAR	lower-eyelid control, right, variant c ('D'=down)	CLEAR	groupFile/Face/Eyes	Medium	'D' inferred as 'down', not explicit	eyelid mechanism, matching direct sibling 'l dlid c'	P118
cockbighead	CockBigHead	CLEAR	penis glans size increase	CLEAR	groupFile/Body Morphs	High		explicit genital shape change	P118
left thumb 2 grip 2	Left thumb 2 grip 2	CLEAR	left thumb, segment 2, grip variant 2	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain sided finger anatomy	P118
door_l_poor	Door_L_Poor	CLEAR	a door object, left, 'poor' condition state	CLEAR	groupFile/Other	Medium		recognized generic environment object	P118
polysurface92	polySurface92	OPAQUE	DCC-default primitive mesh name	NOT_APPLICABLE		Low	construction residue	DCC-default-identifier boundary	P118
