fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
head-tall	head-tall	CLEAR	a head-height/tallness shape control	CLEAR	groupFile/Body Morphs	Medium		Explicit shape/size descriptor (tall) on head anatomy.	P110	
opt_acs_osage_l12	OPT_acs_osage_l12	PARTIAL	an 'osage' (dangling-physics) accessory chain, left, numbered -- unclear whether hair-physics or accessory-physics	NEEDS_CONTEXT		Low		Matches the established opt_acs_osage_l13 unresolved pattern.	P110	
bip01_l_thigh008	Bip01_L_Thigh008	CLEAR	thigh structural bone, left, numbered	CLEAR	groupFile/Legs	High		Standard bip thigh bone.	P110	
l shouldersub spo	L ShoulderSub Spo	CLEAR	shoulder anatomy, sub variant, left	CLEAR	groupFile/Arms	High		Explicit shoulder anatomy.	P110	
facial_bone_uprlip_r02	Facial_Bone_UprLip_R02	CLEAR	upper lip bone ('UprLip'=Upper Lip), right, numbered	CLEAR	groupFile/Face/Lower Face	High		Matches Facial_Bone_UprLip_L02 precedent.	P110	
bhl49	BhL49	OPAQUE	cryptic 'Bh' code, numbered, side	NOT_APPLICABLE		Low		Matches the established cryptic 'Bh##.*' family precedent.	P110	
bip_pinky_root_0_l	bip_pinky_root_0_L	CLEAR	pinky finger root anchor, numbered, left	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		Explicit finger anatomy and side.	P110	
throb-front	throb-front	OPAQUE	a generic 'throb' effect, front position, no owning object named	NOT_APPLICABLE		Low		Rule 27: no owning object stated for the throb effect.	P110	
taurenmale_hd_bone_63	taurenmale_hd_bone_63	OPAQUE	character/model-name prefix plus generic numbered bone, no independent content	NOT_APPLICABLE		Low		Matches the established 'character-prefix + generic numbered bone' OPAQUE precedent.	P110	
unused spine lower	unused spine lower	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		Self-declared 'unused' placeholder (rule 15).	P110	
bone.009	Bone.009	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low		Bare numbered bone, no recoverable referent.	P110	
open aaa	Open AAA	OPAQUE	'open'+'AAA', no recoverable owning object	NOT_APPLICABLE		Low		Rule 27: 'AAA' has no grounding in this corpus and 'open' names no subject.	P110	
mar-rig-hole-v1	Mar-Rig-Hole-V1	CLEAR	a meaningful but taxonomy-unresolved 'Hole' element, Mar-Rig namespace, numbered	NEEDS_CONTEXT		Medium		Matches the settled Rig-Hole family majority pattern (mar-rig-hole-a, brk-rig-hole-v2, etc., all CLEAR/NEEDS_CONTEXT).	P110	
penisbuldgeleotard1	PenisBuldgeLeotard1	CLEAR	a leotard garment shape-deformation reacting to penis bulge, numbered	CLEAR	groupFile/Clothing	High		'Leotard' is the explicit garment owner; object-specific deformation stays with the garment (rule 8).	P110	
bigbite	BigBite	CLEAR	a biting mouth expression, exaggerated	CLEAR	groupFile/Face/Lower Face	High		Explicit mouth (bite) mechanism.	P110	
pb_r_cmy01_bhair_10	pb_R_CMY01_BHair_10	CLEAR	a back/body hair strand control, right, numbered	CLEAR	groupFile/Hair	Medium		'BHair' explicit hair content grounds this regardless of the cryptic prefix codes (rule 24), matches the pb_L_CMY01_FHair_05 sibling pattern.	P110	
right ring finger 1 grip 2	Right ring finger 1 grip 2	CLEAR	ring finger, right, numbered, grip variant	CLEAR	groupFile/Arms/RightArm/RightFingers	High		Explicit finger anatomy and side.	P110	
right.001	Right.001	OPAQUE	bare side marker plus number, no object named	NOT_APPLICABLE		Low		Rule 27: generic side+number alone identifies no controlled referent.	P110	
gag_r_07	Gag_R_07	PARTIAL	'gag', right, numbered -- materially different core readings (worn mouth-gag prop / gagging facial mechanism)	NEEDS_CONTEXT		Low		No disambiguating content resolves which sense of 'gag' applies (rule 22 PARTIAL test).	P110	
liplowerraise	LipLowerRaise	CLEAR	lower lip raise mechanism	CLEAR	groupFile/Face/Lower Face	High		Explicit lip mechanism.	P110	
genitals_outer_middle_right	Genitals_Outer_Middle_Right	CLEAR	genital anatomy, outer, middle, right	CLEAR	groupFile/Body Morphs	Medium		Matches the genitals_outer_* sibling precedent.	P110	
center	Center+center	OPAQUE	bare generic positional term 'center', no object named	NOT_APPLICABLE		Low		Rule 27: generic positional label alone identifies no controlled referent.	P110	
skinforward	SkinForward	OPAQUE	a generic 'skin'+'forward' shift, no specific object named	NOT_APPLICABLE		Low		Rule 27: 'skin' alone does not identify a specific anatomical object.	P110	
toilet covert	Toilet covert	CLEAR	a toilet prop object	CLEAR	groupFile/Other	High		Recognized non-anatomical prop object.	P110	
fin-rig-hat-hood-f	Fin-Rig-Hat-Hood-F	CLEAR	a hat/hood garment, Fin-Rig namespace, variant F	CLEAR	groupFile/Clothing	High		Rule 24: 'Fin-Rig' namespace prefix set aside; explicit garment (hat/hood) content.	P110	
hokage hat right 2a	hokage hat right 2a	CLEAR	a hat garment (Hokage theme), right, variant	CLEAR	groupFile/Clothing	High		Explicit garment/headwear (hat) content.	P110	
