fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
wep_paddle1	WEP_Paddle1	CLEAR	weapon/prop item: a paddle	CLEAR	groupFile/Other	High		"WEP_ prefix names a weapon/prop; ""paddle"" is the object"	P11
lower_02	Lower_02	OPAQUE	"a relative-position adjective (""lower"") with no named object"	NOT_APPLICABLE		Low	"""lower"" alone does not specify what is lower"	positional adjective with no object	P11
rootrifle	ROOTRifle	CLEAR	root bone of a rifle prop	CLEAR	groupFile/Other	High		weapon-prop root bone	P11
collar back	collar back	CLEAR	garment collar, back position	CLEAR	groupFile/Clothing	Medium		matches the Master's bare spatial-collar naming pattern (collar back/front/left/right), which is Clothing	P11
expansionanuswidth	ExpansionAnusWidth	CLEAR	anus width expansion morph	CLEAR	groupFile/Body Morphs	High		explicit shape/size expansion of anatomy	P11
bip_tailc18	bip_tailC18	CLEAR	tail bone, numbered variant	CLEAR	groupFile/Tail	High		plain tail anatomy	P11
box_face_14_m	Box_Face_14_M	PARTIAL	"ambiguous between an actual facial control and a technical ""box"" placeholder object, variant 14, M"	NEEDS_CONTEXT		Low	"""Box"" prefix leaves object type genuinely unresolved"	competing readings: facial control vs placeholder box object	P11
madbrownleft1	MadBrownLeft1	PARTIAL	"an emotion/expression word (""Mad"") combined with an unclear qualifier (""Brown""), left, variant 1"	NEEDS_CONTEXT		Low	"""Mad"" is a recognizable expression word but ""Brown"" and the controlled object are not established"	recognizable emotion word, unclear compound	P11
taurenmale_hd_bone_130	taurenmale_hd_bone_130	OPAQUE	a generic numbered bone in the TaurenMale_HD model/variant series; anatomical region/function unknown	NOT_APPLICABLE		Low	"the numbered suffix carries no anatomical specificity, and ""HD"" is an ungrounded model/variant tag with no confirmed anatomical meaning"	matches settled taurenmale_hd_bone_* precedent	P11
bone 1087	bone 1087	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P11
squinch_both	Squinch_Both	CLEAR	a squint/squinch eye expression, both eyes	CLEAR	groupFile/Face/Eyes	Medium		recognized eye-expression term	P11
bip_chest_1_r	bip_Chest_1_r	CLEAR	chest bone, right, numbered	CLEAR	groupFile/Body	High		plain torso anatomy	P11
page4_a	Page4_A	CLEAR	a book/page prop, page 4 variant A	CLEAR	groupFile/Other	Medium		matches the coherent Page<N>_<letter> prop naming series	P11
jiggle03b	Jiggle03b	CLEAR	"a secondary-motion ""jiggle"" control, numbered/lettered, owning object unstated"	NEEDS_CONTEXT		Medium	jiggle function is clear but no owning object is named	function clear, owner unnamed (per rule 22 jiggle example)	P11
throat-upper-widen	throat-upper-widen	CLEAR	"throat, upper region, ""widen"" shape change"	CLEAR	groupFile/Body Morphs	High		explicit shape/state deformation word on the throat	P11
openzippervagopen	OpenZipperVagOpen	CLEAR	a vaginal-open morph tied to an open-zipper (garment) state	NEEDS_CONTEXT		Low	"mixes a clothing-state token (""zipper"") with a body-morph token (""vag open""); no single owner is established between the two"	mixed clothing-state/body-morph literal	P11
additions	additions	OPAQUE	fully generic word with no anatomical or functional content	NOT_APPLICABLE		Low		no recoverable referent	P11
taurenmale_hd_bone_88	taurenmale_hd_bone_88	OPAQUE	a generic numbered bone in the TaurenMale_HD model/variant series; anatomical region/function unknown	NOT_APPLICABLE		Low	"the numbered suffix carries no anatomical specificity, and ""HD"" is an ungrounded model/variant tag with no confirmed anatomical meaning"	matches settled taurenmale_hd_bone_* precedent	P11
chain_18	chain_18	PARTIAL	"a ""chain"" object, numbered; jewelry chain vs. rig/physics chain not established"	NEEDS_CONTEXT		Low	"""chain"" is a real recognizable object but its kind (costume jewelry vs. technical chain) is unresolved"	recognizable object, kind unresolved	P11
left little finger 2 grip 2	Left little finger 2 grip 2	CLEAR	left little (pinky) finger, segment 2, grip pose 2	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy	P11
bone 1021	bone 1021	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P11
bone004	Bone004	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P11
third_arms_r_ring3	Third_Arms_R_Ring3	CLEAR	"ring finger 3 of a ""third"" (extra) right arm"	CLEAR	groupFile/Arms/RightArm/RightFingers	Medium		extra-limb finger anatomy; limb count does not change destination (rule 19)	P11
object43	Object43	OPAQUE	fully generic placeholder name, no content	NOT_APPLICABLE		Low		generic placeholder object name	P11
wrist	Wrist	CLEAR	wrist joint, unsided	CLEAR	groupFile/Arms	High		plain unsided joint anatomy; side-neutral Arms destination used per rule 11	P11
bip01_tail	bip01_tail	CLEAR	tail root bone	CLEAR	groupFile/Tail	High		plain tail anatomy	P11
crow_1.body	Crow_1.Body	CLEAR	a crow creature prop, body part/root	CLEAR	groupFile/Other	Medium		companion/creature prop object, not the character's own anatomy	P11
bipfio lcalftwist1	BipFio LCalfTwist1	CLEAR	left calf twist bone, numbered	CLEAR	groupFile/Legs	High		plain leg twist anatomy	P11
lipul	lipul	CLEAR	"upper lip, left side (compact ""lip""+direction+side shorthand paralleling lipUpper_L1..4 / LipUpperOuter_L / LipUpperInner_L)"	CLEAR	groupFile/Face/Lower Face	Medium		matches the settled lipul/lipur coherent shorthand template (lipdl/lipdr vs lipul/lipur paralleling lipLower_*/lipUpper_*)	P11
mawopenbad	MawOpenbad	CLEAR	"a creature ""maw"" (mouth) open control; the trailing ""bad"" qualifier does not resolve whether this is a posing control or a shape morph"	NEEDS_CONTEXT		Low	"maw-open function is clear, but posing-vs-morph and the ""bad"" qualifier leave the destination unresolved"	function clear, mechanism/destination unresolved	P11
bip_front_jacket_r	bip_front_jacket_R	CLEAR	jacket garment, front, right	CLEAR	groupFile/Clothing	High		explicit named garment	P11
teeth_bot_l	teeth_bot_l	CLEAR	bottom teeth, left	CLEAR	groupFile/Face/Lower Face	Medium		mouth-region hard anatomy	P11
valvebiped.leftright	ValveBiped.LeftRight	OPAQUE	"a technical rig control (""LeftRight""); no anatomical object or specific function is named"	NOT_APPLICABLE		Low		vague axis/mirror-style label, no anatomical content	P11
armcloth_left_3	ArmCloth_Left_3	CLEAR	arm sleeve/cloth garment, left, numbered	CLEAR	groupFile/Clothing	High		explicit garment cloth	P11
valvebiped.polysurface1	ValveBiped.polySurface1	OPAQUE	a generic mesh-name artifact (polySurface), no anatomical content	NOT_APPLICABLE		Low		technical mesh-name artifact	P11
topleftbone	TopLeftBone	OPAQUE	"a positional label (""top left"") with a generic ""bone"" suffix and no anatomical noun"	NOT_APPLICABLE		Low		position label only, no object	P11
l_calf_00002	l_calf_00002	CLEAR	left calf, numbered variant	CLEAR	groupFile/Legs	High		plain leg anatomy	P11
bottle5	bottle5	CLEAR	a bottle prop, numbered	CLEAR	groupFile/Other	High		plain prop object	P11
valvebiped.bip01_l_foot01	ValveBiped.Bip01_L_Foot01	CLEAR	left foot bone, numbered	CLEAR	groupFile/Legs	High		plain foot/leg anatomy	P11
thyroid	thyroid	CLEAR	thyroid/throat-cartilage anatomy	CLEAR	groupFile/Body	Medium		plain structural torso/neck anatomy	P11
bip_penis-ball-1.r	bip_penis-ball-1.R	CLEAR	genital (testicle) anatomy, right, numbered	CLEAR	groupFile/Body	High		structurally named genital anatomy	P11
bip_lowerlipmiddle_r	bip_LowerLipMiddle_R	CLEAR	lower lip, middle, right	CLEAR	groupFile/Face/Lower Face	High		explicit lip anatomy	P11
arm left finger knuckle index	arm left finger knuckle index	CLEAR	index finger knuckle, left arm	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy	P11
brows-full-neutral	Brows-Full-Neutral	CLEAR	eyebrow pose, full/neutral state	CLEAR	groupFile/Face/Upper Face	Medium		eyebrow expression control	P11
right_arm_twist1_end	right_arm_twist1_end	CLEAR	right arm twist bone, end joint, numbered	CLEAR	groupFile/Arms/RightArm	High		plain arm twist anatomy	P11
bottle4_cap	bottle4_cap	CLEAR	a bottle cap prop, numbered	CLEAR	groupFile/Other	High		plain prop object	P11
leg_bone_correct_l_02	leg_bone_correct_l_02	CLEAR	a leg-bone deformation correction control, left, numbered	CLEAR	groupFile/Correctives	High		"explicit ""correct"" repair-purpose language"	P11
cup.attach_left	Cup.Attach_Left	PARTIAL	"a ""cup"" object attachment point, left; whether this is a bra cup or an object cup is unresolved"	NEEDS_CONTEXT		Low	"""cup"" has multiple materially different senses (garment cup vs. object cup) not resolved by the literal"	ambiguous object kind	P11
shoulder_left	Shoulder_Left	CLEAR	shoulder joint, left	CLEAR	groupFile/Arms/LeftArm	High		plain shoulder anatomy	P11
