fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
i10	I10	OPAQUE	cryptic 1-letter+number code, no content	NOT_APPLICABLE		Low	matches the established ungrounded cryptic-fragment precedent		P116
unused.019	unused.019	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' marker (rule 15)	P116
cloth left 8	cloth left 8	CLEAR	cloth/garment, left, numbered	CLEAR	groupFile/Clothing	High		garment control	P116
browrlower	BrowRLower	CLEAR	brow, right, lower variant	CLEAR	groupFile/Face/Upper Face	High		brow is an Upper Face mechanism	P116
left thumb 0 expansion 1	Left thumb 0 expansion 1	CLEAR	left thumb, expansion variant	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain sided finger anatomy	P116
sign05	sign05	CLEAR	a sign/placard prop, numbered	CLEAR	groupFile/Other	High		recognized generic environment object	P116
lol fuck you	LOL FUCK YOU	OPAQUE	joke/meme text with no controllable referent	NOT_APPLICABLE		Low	no recoverable animator-useful referent (rule 27)		P116
wep_fx_light_barrel2	WEP_FX_Light_Barrel2	CLEAR	a weapon light-barrel effect, numbered	CLEAR	groupFile/Other	High		'wep_' weapon-effect convention	P116
dick_short	dick_short	CLEAR	penis, short (shape/size)	CLEAR	groupFile/Body Morphs	High		explicit genital shape/size change	P116
bobcut.left_3	Bobcut.Left_3	CLEAR	Bobcut hairstyle, left, numbered	CLEAR	groupFile/Hair	High		named hairstyle	P116
flm-armb-arm-li	Flm-ArmB-Arm-LI	CLEAR	arm anatomy, Flm-ArmB namespace, 'LI' qualifier	CLEAR	groupFile/Arms	Medium		matches the corrected Flm-ArmB-Arm-* family (namespace set aside, rule 24)	P116
polysurface4	polySurface4	OPAQUE	DCC-default primitive mesh name	NOT_APPLICABLE		Low	construction residue	DCC-default-identifier boundary	P116
cape2_right41	CAPE2_RIGHT41	CLEAR	cape garment, right, numbered	CLEAR	groupFile/Clothing	High		worn garment	P116
glasses 2 	Glasses 2 	CLEAR	glasses accessory, numbered	CLEAR	groupFile/Clothing	High		worn accessory	P116
third_arms_r_thumb1	Third_Arms_R_Thumb1	CLEAR	right thumb, on an additional/third arm set	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain sided finger anatomy; 'third' denotes an additional limb set, not a different taxonomy category	P116
lkneej	LKneeJ	CLEAR	left knee joint	CLEAR	groupFile/Legs	High		plain structural leg anatomy	P116
tentacletopleft3	TentacleTopLeft3	CLEAR	a tentacle, numbered	CLEAR	groupFile/Other	High		settled tentacle -> Other precedent	P116
penis balls right	penis balls right	CLEAR	penis/testicles, right	CLEAR	groupFile/Body Morphs	High		matches this Master's extensive genital-domain Body Morphs convention	P116
lbuttsmack	LButtSmack	CLEAR	left buttock smack (impact reaction)	CLEAR	groupFile/Body Morphs	High		exact match to the live-Master 'Ass-Smack-L'/'Butt-Smack-L' precedent (Body Morphs)	P116
bone059	Bone059	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no anatomical or functional word		P116
r_ear2_00001	r_ear2_00001	CLEAR	right ear, numbered	CLEAR	groupFile/Face/Ears	High		ear anatomy	P116
