fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
bow right c 2	bow right c 2	PARTIAL	"a ""bow"" object, right, variant C, numbered"	NEEDS_CONTEXT		Medium	"""bow"" has materially different core senses (decorative bow / archery bow / ship's bow)"	bare multi-sense word, no grounding to pick a reading	P42
bone pinky 08	bone pinky 08	CLEAR	pinky-finger anatomy, numbered segment, no side marker	CLEAR	groupFile/Fingers	High		side-neutral finger anatomy uses the bare Fingers destination (rule 11)	P42
bone 1019	bone 1019	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P42
opt_acs_osage_l15	OPT_acs_osage_l15	OPAQUE	"cryptic ""OPT_acs_osage"" code, left, index 15; ""acs""/""osage"" semantic meaning unresolved"	NOT_APPLICABLE		Low		"matches the settled OPT_acs_year precedent -- ""acs"" abbreviation ungrounded; ""osage"" also has zero Master/corpus grounding"	P42
upperleg_left	upperleg_left	CLEAR	upper-leg (thigh) anatomy, left	CLEAR	groupFile/Legs	High		plain structural leg anatomy	P42
gentle_8	gentle_8	OPAQUE	"a quality/intensity adjective (""gentle"") with no named object, numbered"	NOT_APPLICABLE		Low		matches the settled gentle_2/gentle_5 precedent -- adjective alone, no object	P42
leg left boot tassle 6a	leg left boot tassle 6a	CLEAR	a boot tassel (worn garment accessory), leg/left, variant 6a	CLEAR	groupFile/Clothing	High		plain worn garment accessory	P42
cape_10_r	cape_10_R	CLEAR	a cape (worn garment), right, variant 10	CLEAR	groupFile/Clothing	High		plain worn garment	P42
key.white_45	Key.White_45	CLEAR	a white piano/keyboard-style key prop, numbered	CLEAR	groupFile/Other	High		"matches the rule-23 documented coherent ""Key.White_N"" keyboard-prop series"	P42
nozzle	Nozzle	CLEAR	a nozzle (mechanical/weapon prop object)	CLEAR	groupFile/Other	High		recognized mechanical/prop object	P42
big_earring.l	Big_Earring.L	CLEAR	a large earring (worn jewelry), left	CLEAR	groupFile/Clothing	High		plain worn jewelry accessory	P42
c_prop_standc	C_Prop_StandC	CLEAR	"a stand prop, variant C (explicit ""prop"" designation)"	CLEAR	groupFile/Other	Medium		explicit prop/object designation	P42
cape_14_l	cape_14_L	CLEAR	a cape (worn garment), left, variant 14	CLEAR	groupFile/Clothing	High		plain worn garment	P42
prf_asagi_costume_1_aos	prf_asagi_costume_1_aos	CLEAR	a costume, variant 1 (character-name prefix set aside)	CLEAR	groupFile/Clothing	Medium		"""costume"" is meaningful, independently-grounded content despite the character/model prefix (rule 24)"	P42
balls_drain	balls_drain	CLEAR	"testicle (""balls"") drain/deflate state control"	CLEAR	groupFile/Body Morphs	Medium		explicit deflate/state action on soft-tissue genital anatomy (rule 7)	P42
door_4	door_4	CLEAR	a door prop, numbered	CLEAR	groupFile/Other	High		matches the finalized Door2 calibration precedent	P42
ebouterlowererl	EBOuterLowererL	CLEAR	"an eyebrow (""EB"") outer-lowerer muscle control, left"	CLEAR	groupFile/Face/Upper Face	High		matches the EBInnerLowerer precedent -- established eyebrow-muscle abbreviation	P42
bikini_06	Bikini_06	CLEAR	a bikini (worn garment), numbered	CLEAR	groupFile/Clothing	High		plain worn garment	P42
bone.007	Bone.007	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P42
bobby_bone_necklace_12	BOBBY_Bone_NeckLace_12	CLEAR	a necklace (worn jewelry), numbered (character/model prefix set aside)	CLEAR	groupFile/Clothing	High		"""necklace"" is meaningful, independently-grounded content despite the prefix (rule 24)"	P42
c_dred_c1_02	C_Dred_C1_02	CLEAR	"a dreadlock (""dred"") hairstyle element, variant C1, numbered"	CLEAR	groupFile/Hair	Medium		"""dred"" is a recognized dreadlock-hairstyle abbreviation"	P42
second_arms_l_ring3	Second_Arms_L_Ring3	CLEAR	"an extra (""second"") left arm, ring finger, segment 3"	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		matches the settled Tranche 3 second_arms/third_arms finger-numbered precedent; limb count does not change destination (rule 19)	P42
tenta_8_l	tenta_8_L	CLEAR	tentacle anatomy, left, segment 8	NEEDS_CONTEXT		Medium	no existing Master group is confirmed as the right home for tentacle anatomy	matches the settled tentacle-anatomy precedent	P42
equipment 02	EQUIPMENT 02	CLEAR	a generic equipment/gear item, numbered	NEEDS_CONTEXT		Medium	whether this is worn equipment (Clothing) or carried/mechanical gear (Other) is not established	"""equipment"" is a real, singular object-category word even without a specific item named"	P42
