fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
v_weapon.root28	v_weapon.Root28	CLEAR	a root attachment bone on a viewmodel weapon rig, numbered	CLEAR	groupFile/Other	Medium		weapon-rig utility bone	P60
loincloth_back_1	Loincloth_back_1	CLEAR	a loincloth, back, numbered	CLEAR	groupFile/Clothing	High		explicit worn clothing item	P60
bip_chains	bip_chains	PARTIAL	"""chains"" (plural)"	NEEDS_CONTEXT		Medium	"""chains"" has materially different core senses (jewelry / physics-simulation / mechanical)"	matches the settled bare-multi-sense-chain precedent	P60
headband tail left f	headband tail left f	CLEAR	a headband's tail/ribbon end, left, variant f	CLEAR	groupFile/Clothing	High		matches the settled headband-tail precedent	P60
dyng b 01	dyng b 01	CLEAR	"a jiggle-physics function (""dyng"" convention), variant b, numbered"	NEEDS_CONTEXT		Low	owning object for the jiggle-physics function is not stated	"""dyng"" is a grounded convention per the corpus-evidence rule (rule 23)"	P60
strap_b.01	Strap_B.01	CLEAR	a strap (ownerless decorative accessory), variant b, numbered	NEEDS_CONTEXT		Medium	owning garment/object for the strap is not stated	matches rule 25's bare-ownerless-accessory pattern	P60
left index finger 2 grip 1	Left index finger 2 grip 1	CLEAR	left hand index finger, grip, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		ordinary finger anatomy	P60
compressmiddle	CompressMiddle	CLEAR	"a ""compress"" function, middle position"	NEEDS_CONTEXT		Low	owning object for the compress action is not stated	function word with one stable reading	P60
wep_top_peq2	WEP_Top_PEQ2	CLEAR	a PEQ laser-sight box (weapon attachment), top, numbered	CLEAR	groupFile/Other	Medium		recognized weapon accessory	P60
ejector	Ejector	CLEAR	a shell ejector (weapon mechanism)	CLEAR	groupFile/Other	High		recognized weapon mechanism	P60
casterc_0	CasterC_0	CLEAR	a caster (wheel), variant c, numbered	CLEAR	groupFile/Other	Medium		recognized mechanical object	P60
pupil 1 off	Pupil 1 off	CLEAR	pupil, numbered, off (toggle state)	CLEAR	groupFile/Face/Eyes	High		explicit eye anatomy	P60
stomachbulgemedium	StomachBulgeMedium	CLEAR	stomach bulge, medium size	CLEAR	groupFile/Body Morphs	High		structural belly shape-state control	P60
tail_up_b	tail_up_b	CLEAR	tail, up, variant b	CLEAR	groupFile/Tail	High		explicit tail anatomy	P60
polysurface237	polySurface237	OPAQUE	a generic Maya default mesh-naming artifact, numbered; no real-world shape or anatomical content named	NOT_APPLICABLE		Low		bare technical mesh label, unlike a named real shape (box/cylinder)	P60
veil_r_1	VEIL_R_1	CLEAR	a veil, right, numbered	CLEAR	groupFile/Clothing	High		recognized worn clothing item	P60
+left_foot_d	+left_foot_D	CLEAR	foot, left, variant d	CLEAR	groupFile/Legs	High		plain structural anatomy	P60
left middle proximal	Left Middle Proximal	CLEAR	left hand middle finger, proximal joint	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		ordinary finger anatomy	P60
polysurface55	polySurface55	OPAQUE	a generic Maya default mesh-naming artifact, numbered; no real-world shape or anatomical content named	NOT_APPLICABLE		Low		bare technical mesh label	P60
flex_noise_02	Flex_Noise_02	CLEAR	a procedural noise function on a flex/shape controller, numbered	NEEDS_CONTEXT		Low	owning object for the flex-noise function is not stated	stable function reading even without a named owner	P60
pupils-glareneutral-r	Pupils-GlareNeutral-R	CLEAR	pupils, glare-neutral state, right	CLEAR	groupFile/Face/Eyes	High		explicit eye anatomy	P60
apron f3	Apron f3	CLEAR	an apron, variant f3	CLEAR	groupFile/Clothing	High		recognized worn clothing item	P60
valvebiped.bip01_r_index01	ValveBiped.Bip01_R_Index01	CLEAR	right hand index finger, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		ordinary finger anatomy	P60
eyes-suspicious-r	Eyes-Suspicious-R	CLEAR	eyes, suspicious expression, right	CLEAR	groupFile/Face/Eyes	High		localized eye expression (explicit feature named)	P60
body tone upper details	Body Tone Upper Details	CLEAR	body skin/muscle tone, upper region, detail control	CLEAR	groupFile/Body	Medium		general body texture/tone control	P60
wep_clipazine	WEP_Clipazine	CLEAR	a magazine/clip (ammunition feed device)	CLEAR	groupFile/Other	High		recognized weapon component	P60
valvebiped.bip01_nutguard1	ValveBiped.Bip01_NutGuard1	CLEAR	a groin/crotch protective guard (worn armor), numbered	CLEAR	groupFile/Clothing	High		recognized worn protective equipment	P60
thigh02	thigh02	CLEAR	thigh, numbered	CLEAR	groupFile/Legs	High		plain structural anatomy	P60
r_outer_raiser	R_outer_raiser	CLEAR	"a ""raiser"" function, outer, right"	NEEDS_CONTEXT		Low	owning object for the raiser action is not stated	function word with one stable reading	P60
liplower_r2	lipLower_R2	CLEAR	lower lip, right, numbered	CLEAR	groupFile/Face/Lower Face	High		explicit mouth/lip anatomy	P60
neck_thin	neck_thin	CLEAR	neck, thin (shape deformation)	CLEAR	groupFile/Body Morphs	Medium		shape-state control on structural neck anatomy	P60
15	15	OPAQUE	bare number, no object or function named	NOT_APPLICABLE		Low		no interpretable content	P60
moustache_r_11	Moustache_R_11	CLEAR	a moustache (facial hair), right, numbered	CLEAR	groupFile/Hair	High		facial hair is classified under Hair	P60
bip_cape_1_r	bip_Cape_1_R	CLEAR	a cape, right, numbered	CLEAR	groupFile/Clothing	High		recognized worn clothing item	P60
rear clasp	Rear Clasp	CLEAR	a clasp (garment fastener), rear	CLEAR	groupFile/Clothing	Medium		recognized garment fastener	P60
