fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
bip01_l_upperarm016	Bip01_L_UpperArm016	CLEAR	left upper arm, numbered sub-bone 016	CLEAR	groupFile/Arms/LeftArm	High		plain anatomical term, matches the corrected Bip01_R_UpperArm016 calibration precedent	P34
palmlsred1	PalmLSred1	CLEAR	"palm anatomy, side/variant qualifiers (""LS""/""red"") unresolved"	CLEAR	groupFile/Arms	Medium	"exact side and ""red""/numbered qualifier are not fully established"	"""Palm"" is the dominant anatomical content; matches Master's side-explicit LeftPalm/RightPalm -> bare Arms precedent"	P34
tenta_6_r	tenta_6_R	CLEAR	tentacle appendage, right, numbered	NEEDS_CONTEXT		Medium	no existing group among the Master's valid destinations is confirmed as the right home for tentacle anatomy	matches the settled tentacle/creature-appendage precedent from Tranche 3	P34
generichuman_c_upplipjnt	GenericHuman_c_uppLipJnt	CLEAR	"upper lip, center, on a ""GenericHuman"" rig-template prefix"	CLEAR	groupFile/Face/Lower Face	High		"explicit ""upper lip"" content grounds this regardless of the GenericHuman template prefix (rule 24)"	P34
body-r-ass-down	Body-R-Ass-Down	CLEAR	right buttock, downward pose	CLEAR	groupFile/Body	High		"plain structural buttock anatomy; ""down"" alone is a posing direction, not a sufficient Body-Morphs trigger (rule 7)"	P34
cock-defined	cock-defined	CLEAR	"penis, ""defined"" shape/appearance descriptor"	CLEAR	groupFile/Body Morphs	High		explicit shape/appearance descriptor on genital anatomy	P34
moustache_r_2	Moustache_R_2	CLEAR	a moustache, right side, numbered	CLEAR	groupFile/Face/Lower Face	High		matches the moustache_r precedent	P34
opt_as_l_upleg_a	OPT_AS_L_UpLeg_A	CLEAR	left upper leg (thigh), variant A (optional control)	CLEAR	groupFile/Legs	Medium	"the ""AS"" token is unexplained"	"explicit ""UpLeg"" content is dominant, matches the opt_as_r_armtwist_b pattern"	P34
roottrans	rootTrans	CLEAR	root transform/translation control	CLEAR	groupFile/Body	High		matches Master's exact root_transform/rootTransform/RootTransform precedent	P34
top_mid	TOP_MID	PARTIAL	"a ""top""+""mid"" compound; could be a top garment, mid position, or a pure position label"	NEEDS_CONTEXT		Low	"both tokens are positional in nature, but ""top"" could alternatively name a garment; no disambiguating content"	materially different core readings compete	P34
key.p	Key.P	CLEAR	a physical keyboard key, letter P	CLEAR	groupFile/Other	High		"matches the established period-separated ""Key.<label>"" physical-prop series"	P34
r_shoulder_twist_a_helper	r_shoulder_twist_a_helper	CLEAR	right shoulder twist bone, variant a, helper	CLEAR	groupFile/Arms/RightArm	High		"ordinary twist-bone anatomy, not corrective (rule 3); ""helper"" is not corrective evidence by itself (rule 4)"	P34
h_r_middle1	h_R_Middle1	CLEAR	right middle finger, segment 1	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger content, matches ValveBiped middle-finger naming convention	P34
thicken/beam	Thicken/beam	PARTIAL	"a ""thicken"" deformation applied to a ""beam"" object"	NEEDS_CONTEXT		Low	"whether this is a body-morph or a prop/technical ""beam"" control is not established"	"function word is real (rule 7's own list) but the object (""beam"") does not match any anatomical or clearly-established prop category"	P34
student.left_3	Student.Left_3	OPAQUE	"after setting aside the ""Student"" character/costume prefix, only a bare side marker and number remain, with no anatomical or functional content"	NOT_APPLICABLE		Low		character/costume prefix set aside (rule 24); no recoverable referent remains	P34
rightinhandpinky	RightInHandPinky	CLEAR	right pinky finger, curled/positioned in-hand	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain finger anatomy with a pose descriptor	P34
l_neck_30	l_neck_30	CLEAR	neck, numbered, left	CLEAR	groupFile/Body	High		plain structural neck anatomy	P34
left index finger 2	Left index finger 2	CLEAR	left index finger, segment 2	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy	P34
strap_l_2	Strap_L_2	CLEAR	a strap accessory, left, numbered	NEEDS_CONTEXT		Medium	no owner is named for the strap accessory	matches rule 25's own Strap_B.02 bare-accessory-no-owner example	P34
clit.barbell_rear	Clit.Barbell_Rear	CLEAR	a clitoral piercing (barbell) jewelry accessory, rear position	CLEAR	groupFile/Clothing	High		worn body-jewelry accessory, matches earring/nipplechain worn-accessory pattern	P34
earring.ring_4	Earring.Ring_4	CLEAR	an earring accessory, ring style, numbered	CLEAR	groupFile/Clothing	High		worn jewelry accessory	P34
tailwing_02	tailwing_02	CLEAR	a combined tail+wing appendage element, numbered	NEEDS_CONTEXT		Medium	"""Tail"" and ""Wing"" are two different established destination groups and the compound does not establish which governs"	mixed-region compound, matches the leg+finger precedent pattern	P34
bas.side_left_1	BAS.Side_Left_1	OPAQUE	"within the already-unreliable BAS. namespace, ""side_left"" supplies no further anatomical or functional content beyond position/side markers"	NOT_APPLICABLE		Low		matches the established BAS. cryptic-prefix precedent -- no grounded content beyond position markers	P34
needlearm	needlearm	CLEAR	"""needle""-thin arm shape descriptor"	CLEAR	groupFile/Body Morphs	High		matches the settled ThinArms Body-Morphs precedent	P34
sperm.tail_7	Sperm.Tail_7	CLEAR	a sperm-cell prop with its own tail, numbered	CLEAR	groupFile/Other	Medium		matches the sperm.tail_5 precedent	P34
taurenback	taurenBack	CLEAR	"back, on a ""Tauren"" creature model"	CLEAR	groupFile/Body	High		"explicit ""Back"" content grounds this regardless of the species/character prefix (rule 18/24)"	P34
bulge big	Bulge Big+Bulge big	CLEAR	"a ""big"" bulge-size morph"	CLEAR	groupFile/Body Morphs	High		matches the established Bulge-family Body Morphs precedent	P34
l beltc a phy	L BeltC a Phy	CLEAR	a belt garment, variant C, left, physics-simulated	CLEAR	groupFile/Clothing	High		matches the established L CollarC a Phy clothing physics-sim pattern	P34
rightmasseter	RightMasseter	CLEAR	right masseter (jaw/chewing) muscle	CLEAR	groupFile/Face/Mid Face	High		matches Master's exact bare L_Masseter/R_Masseter precedent	P34
level2_east	Level2_East	OPAQUE	a technical level/geography tag with no anatomical or recognizable object content	NOT_APPLICABLE		Low		no recoverable referent	P34
leftlwrmasseter	LeftLwrMasseter	CLEAR	left lower masseter (jaw/chewing) muscle	CLEAR	groupFile/Face/Lower Face	High		matches Master's exact DEF-LeftMasseterLow precedent	P34
lower_scale__group	lower_scale__group	OPAQUE	"a generic ""lower scale"" organizational grouping node, no specific anatomical content"	NOT_APPLICABLE		Low	"the ""_group"" suffix indicates a rig-organizational container rather than a specific control"	matches the settled generic organizational rig-node precedent (e.g. skeleton_grp)	P34
