fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
l_inner_raiser	L_inner_raiser	CLEAR	"an ""inner raiser"" control, left"	NEEDS_CONTEXT		Medium	owning object/body part for the raise action is not stated	"""raiser"" is a stable function word (rule 22) even without a named object"	P43
second_arms_r_ring4	Second_Arms_R_Ring4	CLEAR	"an extra (""second"") right arm, ring finger, segment 4"	CLEAR	groupFile/Arms/RightArm/RightFingers	High		matches the settled second_arms/third_arms finger-numbered precedent; limb count does not change destination (rule 19)	P43
ulip_4	ULip_4	CLEAR	upper-lip anatomy, numbered variant 4	CLEAR	groupFile/Face/Lower Face	Medium		"""U""+""Lip"" matches the established upper-lip shorthand template (cf. lipUpper_L/R series)"	P43
cape2_left4	CAPE2_LEFT4	CLEAR	a cape (worn garment), variant 2, left, numbered	CLEAR	groupFile/Clothing	High		plain worn garment	P43
fan.top_2	Fan.Top_2	PARTIAL	"a ""fan"" object, top-positioned, numbered"	NEEDS_CONTEXT		Medium	"""fan"" has materially different core senses (handheld fan accessory vs. mechanical/ventilation fan)"	bare multi-sense word, no grounding to pick a reading	P43
page3_c	Page3_C	CLEAR	a lettered page-key prop, page 3, letter C	CLEAR	groupFile/Other	High		"matches the rule-23 documented coherent ""Page<N>_<letter>"" series"	P43
awidth	AWidth	CLEAR	"a ""width"" size/shape control, variant A"	NEEDS_CONTEXT		Medium	owning body part for the width control is not stated	"""width"" is a real shape/size descriptor even without a named object"	P43
wep_bipod_legl	WEP_Bipod_LegL	CLEAR	a weapon bipod leg, left	CLEAR	groupFile/Other	High		recognized weapon-part object	P43
bip hiptwistfront l	bip hiptwistfront l	CLEAR	left hip-twist, front position, explicitly sided structural hip control	CLEAR	groupFile/Legs	High		explicitly left-sided hip joint/articulation; twist/front qualifiers do not change the destination (rule 26)	P43
rfoot0	rFoot0	CLEAR	right foot anatomy, numbered	CLEAR	groupFile/Legs	High		plain structural foot anatomy	P43
bip shoulderblade r	bip shoulderblade r	CLEAR	shoulder blade (scapula) anatomy, right	CLEAR	groupFile/Arms	High		explicit shoulder-girdle anatomy	P43
level2_north	Level2_North	CLEAR	a level/waypoint reference, north direction (matches the accepted level5_south precedent)	NEEDS_CONTEXT		Medium	"owning system/category for the ""Level"" reference is not established"	matches the accepted level5_south precedent -- a level/waypoint + compass-direction reference is a stable core reading under rule 22	P43
left_chain	Left_chain	PARTIAL	"a ""chain"", left"	NEEDS_CONTEXT		Medium	"""chain"" has materially different core senses (jewelry chain / physics-simulation chain / mechanical chain)"	bare multi-sense word, no grounding to pick a reading	P43
tie_03	Tie_03	PARTIAL	"a ""tie"" object, numbered"	NEEDS_CONTEXT		Medium	"""tie"" has materially different core senses (necktie garment vs. a tying/binding restraint mechanism)"	bare multi-sense word, no grounding to pick a reading	P43
taurenmale_hd_bone_121	taurenmale_hd_bone_121	OPAQUE	a generic numbered bone in the TaurenMale_HD model/variant series; anatomical region/function unknown	NOT_APPLICABLE		Low		matches settled taurenmale_hd_bone_* precedent	P43
cn	CN	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no readable content	P43
bulgeanimsmall2	BulgeAnimSmall2	CLEAR	a small animated body-shape bulge control, numbered	CLEAR	groupFile/Body Morphs	High		explicit shape/size descriptor (bulge, small)	P43
arm right adjuster	Arm Right Adjuster	CLEAR	right arm adjuster (rig control)	CLEAR	groupFile/Arms	High		ordinary arm rig control	P43
eyeballs-smallpupils-l	Eyeballs-SmallPupils-L	CLEAR	small-pupil eyeball control, left	CLEAR	groupFile/Face/Eyes	High		explicit eye-feature control	P43
