fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
r femorisb spo	R FemorisB Spo	CLEAR	femoris (thigh muscle), right, variant B, physics qualifier	CLEAR	groupFile/Legs	High		thigh-muscle anatomy	P114
legs-kneesock-fit	Legs-Kneesock-Fit	CLEAR	knee-sock garment fit adjustment	CLEAR	groupFile/Clothing	High		garment-specific fit control stays with the garment (rule 8)	P114
pb_l_cmy01_fhair_03	pb_L_CMY01_FHair_03	CLEAR	facial/front hair, left, numbered, cryptic 'CMY01' variant	CLEAR	groupFile/Hair	Medium	'CMY01' code undecoded	'FHair' grounds hair content; undecoded variant code does not erase it (rule 24)	P114
pincer left root	Pincer Left Root	PARTIAL	a 'Pincer' -- materially different competing readings (anatomical claw / mechanical gripper / weapon part), left, structural root	NEEDS_CONTEXT		Low	'root' establishes a structural anchor but does not resolve which kind of pincer this is	matches the settled rule-20 Pincer PARTIAL precedent	P114
bone003	Bone003	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no anatomical or functional word		P114
foreskin_bottom	foreskin_bottom	CLEAR	foreskin, bottom	CLEAR	groupFile/Body Morphs	High		matches the extensive live-Master foreskin family (Body Morphs)	P114
flm-arma-swordb-jl	Flm-ArmA-SwordB-JL	CLEAR	a sword, Flm-ArmA namespace, variant B, 'JL' qualifier	CLEAR	groupFile/Other	Medium	'JL' suffix undecoded	'Sword' is grounded weapon content regardless of namespace prefix (rule 24); undecoded suffix does not erase it	P114
pbg-rig-face	PBG-Rig-Face	CLEAR	a face-related control within an internal 'PBG-Rig' namespace	NEEDS_CONTEXT		Low	specific facial mechanism/subgroup is not stated	'Face' is grounded content once the namespace prefix is set aside (rule 24), matching the Rig-Hole family's namespace-set-aside/NEEDS_CONTEXT pattern	P114
fulleyesopen	FullEyesOpen	CLEAR	eyes fully open state	CLEAR	groupFile/Face/Eyes	High		eyelid mechanism	P114
book_back_m	Book_Back_M	CLEAR	a book prop, back, variant M	CLEAR	groupFile/Other	High		recognized generic prop	P114
h10	H10+h10	OPAQUE	bare cryptic 'H10' code, no function word	NOT_APPLICABLE		Low	no recoverable animator-useful referent (rule 27) -- unlike the H3Jiggle family this tranche, no 'jiggle'/function word is present		P114
toplid_l2	toplid_L2	CLEAR	upper eyelid, left, numbered	CLEAR	groupFile/Face/Eyes	High		eyelid mechanism	P114
wep_stock_underfolding	WEP_StocK_Underfolding	CLEAR	a weapon stock underfolding mechanism	CLEAR	groupFile/Other	High		'wep_' weapon convention	P114
shoulder_orb_right	SHOULDER_ORB_RIGHT	CLEAR	a shoulder-orb armor piece, right	CLEAR	groupFile/Clothing	Medium		worn shoulder-armor accessory	P114
