fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
robe1	ROBE1	CLEAR	robe garment, numbered	CLEAR	groupFile/Clothing	High		robe is a recognized worn garment	P130
right_footd	right_footD	CLEAR	foot, right, variant d	CLEAR	groupFile/Legs	High		explicit foot anatomy	P130
bip_stone_l_foretwist	Bip_STONE_L_ForeTwist	CLEAR	forearm twist, left ('Stone' model prefix)	CLEAR	groupFile/Arms	High		explicit forearm anatomy; model prefix set aside (rule 24)	P130
eye-surprised-left	eye-surprised-left	CLEAR	surprised eye expression, left	CLEAR	groupFile/Face/Eyes	Medium		'eye' is explicitly named, localizing this to Eyes rather than the whole-face 'Surprise' precedent	P130
barbel2_l	Barbel2_L	CLEAR	barbel (fish sensory appendage), left, numbered	CLEAR	groupFile/Other	Medium		species-neutral anatomical appendage term, matches the tentacle/fin/horn -> Other precedent pattern (rule 18)	P130
bip_spine_panty_rightalt	bip_spine_panty_rightalt	CLEAR	panty garment, rigged to spine attachment, right, alternate	CLEAR	groupFile/Clothing	Medium		'panty' is the explicit garment owner; 'spine' describes the rig attachment point, not ownership	P130
unusedbone051	unusedbone051	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' -> Useless (rule 15)	P130
glansbigger	GlansBigger	CLEAR	penis glans size increase	CLEAR	groupFile/Body Morphs	High		explicit size word	P130
object033_005	Object033_005	OPAQUE	generic placeholder object name, numbered	NOT_APPLICABLE		Low		matches the exhaustive object### -> OPAQUE precedent	P130
book turnpage4	Book TurnPage4	CLEAR	a book prop, turn-page function, numbered	CLEAR	groupFile/Other	Medium		recognized book/document prop function	P130
pjcmnecktwist22l	pJCMNeckTwist22L	CLEAR	neck joint-corrective-morph, twist, numbered, left	CLEAR	groupFile/Correctives	High		'pJCM' is the established Joint-Corrective-Morph convention	P130
org-palm.01.r	ORG-palm.01.R	CLEAR	palm, structural ORG-rig deformation bone, numbered, right	CLEAR	groupFile/Arms	Medium		matches this tranche's own 'org-palm.03.l'	P130
shoulder_bone_correct_r_03	shoulder_bone_correct_r_03	CLEAR	shoulder joint corrective (bend/gap compensation), right, numbered	CLEAR	groupFile/Correctives	High		matches this tranche's own 'shoulder_bone_correct_r_01'	P130
necklace 2a	necklace 2a	CLEAR	necklace accessory, numbered	CLEAR	groupFile/Clothing	High		necklace is a recognized worn accessory	P130
kargathbladefist_bone104	kargathbladefist_Bone104	OPAQUE	character/model-prefixed generic numbered bone, no independent content	NOT_APPLICABLE		Low		matches the established 'kargathbladefist_bone100' -> OPAQUE precedent exactly	P130
pcube2	pCube2	OPAQUE	DCC-default primitive mesh name	NOT_APPLICABLE		Low		settled DCC-default-name boundary	P130
jiggleroot1	JiggleRoot1	CLEAR	a jiggle-physics chain's structural root anchor, numbered, owning object unstated	NEEDS_CONTEXT		Medium	the jiggling object is not named	'jiggle' is an established stable CLEAR function; 'root' denotes the structural anchor of that chain	P130
cloth front left 1	cloth front left 1	CLEAR	cloth garment, front, left, numbered	CLEAR	groupFile/Clothing	High		explicit 'cloth' garment word	P130
maid.necktie_right_inner_1	Maid.Necktie_Right_Inner_1	CLEAR	necktie, right, inner, numbered ('Maid' costume theme)	CLEAR	groupFile/Clothing	High		matches this tranche's own 'maid.necktie_left_inner_4'	P130
bip_l_cloth_b_06	bip_l_cloth_b_06	CLEAR	cloth garment, left, variant b, numbered	CLEAR	groupFile/Clothing	High		explicit 'cloth' garment word	P130
botrightbone	BotRightBone	OPAQUE	cryptic bone label, no anatomical content	NOT_APPLICABLE		Low	'Bot' does not decode to any established convention	rule 27: generic bone label with no recoverable anatomical referent	P130
c_dred_c2_06	C_Dred_C2_06	CLEAR	dreadlock hair, center, numbered ('C_' model prefix)	CLEAR	groupFile/Hair	Medium		matches the established 'c_dred' -> Hair sibling family	P130
