fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
polysurface90	polySurface90	OPAQUE	DCC-default primitive geometry placeholder	NOT_APPLICABLE		Low	primitive type does not describe what the mesh became	matches the settled polySurface DCC-default-placeholder precedent	P98	
object033_007	Object033_007	OPAQUE	generic DCC placeholder object name, numbered	NOT_APPLICABLE		Low	no interpretable content	matches the extensive settled Object033_### placeholder precedent	P98	
nip1 areo	Nip1 Areo	CLEAR	nipple areola shape control, numbered	CLEAR	groupFile/Body Morphs	Medium		matches live-Master Body-Nipples-Areola-Shrink precedent, groupFile/Body Morphs	P98	
toy_bone_06	toy_bone_06	CLEAR	a toy prop bone, numbered	CLEAR	groupFile/Other	Medium		matches direct current-ledger sibling toy_bone_16, recognized real-world prop object	P98	
ascot.bottom_3	Ascot.Bottom_3	CLEAR	an ascot neckwear garment, bottom portion, numbered	CLEAR	groupFile/Clothing	Medium		'ascot' is a recognized worn neckwear garment	P98	
boon_hinge_right	boon_hinge_right	CLEAR	a hinge mechanical object, right, undecoded 'Boon' qualifier	CLEAR	groupFile/Other	Medium		matches live-Master bare 'Hinge'->Other precedent, distinct from the garment-specific 'headphonehinge'->Clothing template	P98	
shoulder_bone_correct_l_03	shoulder_bone_correct_l_03	CLEAR	a shoulder-region joint-corrective control, left, numbered	CLEAR	groupFile/Correctives	High		matches live-Master CorrectiveShoulderGap precedent; explicit 'correct' names a positive repair purpose (section 12)	P98	
c_tiel_c01	C_TieL_C01	PARTIAL	a 'tie' fastening reference, undecoded L/C codes, numbered	NEEDS_CONTEXT		Low	'Tie' establishes a fastening concept but the owning object (hair vs garment) is unresolved	matches direct current-ledger sibling c_tiel_c05/c11, PARTIAL/NEEDS_CONTEXT	P98	
backbottom	BackBottom	OPAQUE	bare 'back'/'bottom' positional labels with no owning object	NOT_APPLICABLE		Low	position words alone name no anatomical feature or object	matches settled bare-positional-label-no-object precedent	P98	
object35	Object35	OPAQUE	generic DCC placeholder object name	NOT_APPLICABLE		Low	no interpretable content	matches the extensive settled Object## placeholder precedent	P98	
ebinnerlowererl	EBInnerLowererL	CLEAR	an inner-lower eyebrow control, left	CLEAR	groupFile/Face/Upper Face	High		'EB' is a recognized eyebrow abbreviation; brow anatomy is Upper Face	P98	
ascot.bottom_10	Ascot.Bottom_10	CLEAR	an ascot neckwear garment, bottom portion, numbered	CLEAR	groupFile/Clothing	Medium		matches direct sibling ascot.bottom_3 (this batch)	P98	
assfatshortsbod	AssFatShortsBod	CLEAR	a garment-owned buttock-fat accommodation control, shorts	CLEAR	groupFile/Clothing	Medium		explicit 'Shorts' garment content grounds this as a garment-owned body-shape-accommodation control (matches PantiesStomachInflate->Clothing precedent)	P98	
bulgeanimbig2	BulgeAnimBig2	CLEAR	a genital bulge shape-animation control, big variant, numbered	CLEAR	groupFile/Body Morphs	High		matches direct current-ledger sibling long_bulge_full, explicit body-shape/size descriptor	P98	
foreskin-up	foreskin-up	CLEAR	penis foreskin anatomy, up state	CLEAR	groupFile/Body	High		plain structural genital anatomy	P98	
blinklmid2	BlinkLMid2	CLEAR	an eye-blink control, left, mid variant, numbered	CLEAR	groupFile/Face/Eyes	High		blink is an eye-specific function	P98	
key.white_46	Key.White_46	CLEAR	a white piano/instrument key prop, numbered	CLEAR	groupFile/Other	Medium		matches direct current-ledger sibling key.white_11/21/51	P98	
bone 70	bone 70	OPAQUE	generic numbered technical bone	NOT_APPLICABLE		Medium	no anatomical/functional content	matches settled Bone### precedent	P98	
armcloth_left_1	ArmCloth_Left_1	CLEAR	an arm-sleeve cloth simulation control, left, numbered	CLEAR	groupFile/Clothing	High		explicit worn-garment-cloth content	P98	
v_weapon.safety_pin	v_weapon.safety_pin	CLEAR	a weapon safety-pin mechanism part, viewmodel namespace	CLEAR	groupFile/Other	High		recognized weapon-part prop	P98	
flm-arma-swordb-g	Flm-ArmA-SwordB-G	CLEAR	a sword prop, Flm-ArmA namespace, variant B-G	CLEAR	groupFile/Other	High		matches direct current-ledger sibling flm-arma-sworda-h/m/swordb-cr1, explicit weapon content grounds this regardless of namespace (rule 24)	P98	
bone.003	Bone.003	OPAQUE	generic numbered technical bone	NOT_APPLICABLE		Medium	no anatomical/functional content	matches settled Bone### precedent	P98	
leg left thigh ctrl 3	leg left thigh ctrl 3	CLEAR	left leg thigh anatomy, control variant, numbered	CLEAR	groupFile/Legs	High		explicit thigh anatomy	P98	
ceiling_fan_02	Ceiling_fan_02	CLEAR	a ceiling-fan furniture/fixture prop, numbered	CLEAR	groupFile/Other	High		recognized real-world furniture/fixture object	P98	
key.white_36	Key.White_36	CLEAR	a white piano/instrument key prop, numbered	CLEAR	groupFile/Other	Medium		matches direct current-ledger sibling key.white_11/21/46/51	P98	
bottomlid_l3	bottomlid_L3	CLEAR	lower eyelid anatomy, left, numbered	CLEAR	groupFile/Face/Eyes	High		eyelid anatomy is an eye-specific feature	P98	
showingteeth	ShowingTeeth	CLEAR	a showing-teeth expression control	CLEAR	groupFile/Face/Lower Face	High		teeth anatomy is a lower-face feature	P98	
wep_loadinggate	WEP_LoadingGate	CLEAR	a weapon loading-gate mechanism part	CLEAR	groupFile/Other	High		recognized weapon-part prop	P98	
wep_belt_bullet11	WEP_Belt_Bullet11	CLEAR	a weapon ammunition-belt bullet prop, numbered	CLEAR	groupFile/Other	High		recognized ammunition prop	P98	
bip_r_foot_thumb	bip_r_foot_thumb	CLEAR	a right foot big-toe digit (hand-digit-naming template projected to the foot)	CLEAR	groupFile/Toes/RightToes	High		matches direct current-ledger sibling bip_l_foot_thumb/bip_r_foot_thumb_02	P98	
c_stm_b01	C_STM_B01	OPAQUE	cryptic 'STM' abbreviation, numbered	NOT_APPLICABLE		Low	no independent grounding for 'STM'	matches direct current-ledger sibling c_stm_a00/a01/b00, all OPAQUE/NOT_APPLICABLE	P98	
exp_sad	Exp_Sad	CLEAR	a sad whole-face expression preset	CLEAR	groupFile/Face/Expressions	High		matches the settled 'Exp'-prefixed whole-face-preset convention (expsmile/expsurprise)	P98	
fake_wheel_fr	fake_wheel_fr	CLEAR	a decorative (fake) wheel prop, front	CLEAR	groupFile/Other	Medium		matches live-Master Wheel/Wheel1-4 precedent	P98	
tailstopc1	TailsTopC1	CLEAR	tail anatomy, top section, variant C, numbered	CLEAR	groupFile/Tail	High		explicit tail anatomy	P98	
co	CO	OPAQUE	bare 2-character alphanumeric code	NOT_APPLICABLE		Low	no readable content	matches settled bare-cryptic-code precedent	P98	
urethracontroller	urethraController	CLEAR	a urethra shape controller	CLEAR	groupFile/Body Morphs	High		matches extensive live-Master urethra family (179 hits), all groupFile/Body Morphs	P98	
strappinch	StrapPinch	CLEAR	a strap-pinch fastening function control	NEEDS_CONTEXT		Low	'strap'/'pinch' name a stable mechanism even without a named owning garment	owning garment/object not stated	P98	
unusedf_c_faceroot	unusedf_C_FaceRoot	CLEAR	self-declared unused marker, face-root location	CLEAR	groupFile/Useless	High		matches settled 'unused*' precedent (rule 15)	P98	
bip_strands3_l	bip_Strands3_L	CLEAR	hair strands, left, numbered	CLEAR	groupFile/Hair	High		explicit hair content	P98	
head eyelash left 01	head eyelash left 01	CLEAR	left eyelash anatomy, numbered	CLEAR	groupFile/Face/Eyes	High		eyelash is an eye-region feature	P98	
veil_middle_4	VEIL_MIDDLE_4	CLEAR	a veil garment, middle section, numbered	CLEAR	groupFile/Clothing	High		matches extensive live-Master veil family (74 hits), all groupFile/Clothing	P98	
egg.wall0_10	Egg.Wall0_10	CLEAR	an egg-wall environment/prop panel, numbered	CLEAR	groupFile/Other	Low	unclear exact object, but 'wall' is a recognizable real-world structural object	matches direct current-ledger sibling egg.wall_16/26	P98	
valvebiped.bip01_pelvis.027	ValveBiped.Bip01_Pelvis.027	CLEAR	pelvis anatomy, numbered	CLEAR	groupFile/Body	High		matches extensive current-ledger ValveBiped.Bip01_Pelvis sibling series, all CLEAR/CLEAR/Body (rule 26 central branch)	P98	
