fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
crush-12	crush-12	CLEAR	"a ""crush"" action control, numbered"	NEEDS_CONTEXT		Medium	owning object/body part for the crush action is not stated	"""crush"" is a stable function word (rule 22) even without a named object"	P45
roar	ROAR	CLEAR	"a ""roar"" expression/action"	CLEAR	groupFile/Face/Expressions	Medium		recognized whole-face/mouth expression-action term	P45
fit underwear down - front/back	Fit Underwear Down - Front/Back	CLEAR	underwear (garment) fit-down adjustment, front/back	CLEAR	groupFile/Clothing	High		explicit named worn garment	P45
c ujacketb c phy	C uJacketB c Phy	CLEAR	a jacket (garment), variant B, sub-part C, physics-simulated	CLEAR	groupFile/Clothing	High		matches the L CollarA a Phy-style calibration precedent -- explicit physics-sim marker on a garment	P45
left little proximal	Left Little Proximal	CLEAR	"left pinky-finger (""little"") proximal-phalanx anatomy"	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		explicit anatomical digit + joint-position terms	P45
bone075	Bone075	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P45
ltoemid01	lToeMid01	CLEAR	left middle-toe anatomy, numbered	CLEAR	groupFile/Toes/LeftToes	High		plain toe anatomy	P45
lmiddle1	lMiddle1+lmiddle1	CLEAR	left middle-finger anatomy, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy	P45
rankle	RAnkle	CLEAR	right ankle anatomy	CLEAR	groupFile/Legs	High		plain structural leg anatomy	P45
gem_l	Gem_L	CLEAR	a gem (decorative accessory), left	NEEDS_CONTEXT		Medium	owner/mount for the gem accessory is not named	bare accessory noun with no owner (rule 25)	P45
bip_bobby_l_finger_globe_2_01	Bip_BOBBY_L_Finger_Globe_2_01	PARTIAL	"left finger anatomy with a genuinely undecoded qualifier (""Globe""), numbered"	CLEAR	groupFile/Arms/LeftArm/LeftFingers	Medium	"""Globe"" resists decoding in this finger-qualifier position"	matches the settled Tranche-3 Finger_Globe precedent -- owner (finger) is clear even though the modifier is not	P45
maid.bow_left_lower_2	Maid.Bow_Left_Lower_2	CLEAR	a decorative bow (maid-costume accessory), left, lower, numbered	CLEAR	groupFile/Clothing	Medium		"the ""maid"" costume context resolves ""bow"" to the decorative-accessory reading over archery/ship senses"	P45
dummy_fur_gen_bed_single_rich_b	Dummy_FUR_GEN_Bed_Single_Rich_B	CLEAR	"a bed (furniture prop), single, variant ""rich B"" (generator-style prefix/placeholder set aside)"	CLEAR	groupFile/Other	Medium		recognized furniture/prop object; generator-style prefix does not change this (rule 17)	P45
butt right_jiggle_root	Butt Right_jiggle_root	CLEAR	right buttock jiggle-physics root anchor	CLEAR	groupFile/Body	High		structural anchor/root on soft-tissue anatomy stays anatomical absent shape/state language (rule 6)	P45
bip_r_cloth_b_03	bip_r_cloth_b_03	CLEAR	a cloth garment segment, right, variant B, numbered	CLEAR	groupFile/Clothing	High		plain garment segment	P45
fur_gen_pillow_sitting_d_mesh	FUR_GEN_Pillow_Sitting_D_mesh	CLEAR	a pillow (furniture prop), sitting pose, variant D (generator-style prefix/suffix set aside)	CLEAR	groupFile/Other	High		matches the finalized Pillow calibration precedent	P45
bip_tailc17	bip_tailC17	CLEAR	tail anatomy, variant C, numbered	CLEAR	groupFile/Tail	High		plain tail anatomy	P45
valvebiped.pcube43	ValveBiped.pCube43	OPAQUE	a generic default-named primitive mesh (Maya pCube), numbered	NOT_APPLICABLE		Low		technical DCC-default geometry placeholder	P45
browrightdown	BrowRightDown	CLEAR	eyebrow-down action, right	CLEAR	groupFile/Face/Upper Face	High		plain eyebrow anatomy and action	P45
mila head neck upper	Mila head neck upper	CLEAR	head/neck anatomy, upper portion (character-name prefix set aside)	CLEAR	groupFile/Body	Medium		bare structural head/neck anatomy defaults to Body (rule 13-style); character prefix is not itself semantic ownership (rule 24)	P45
bone151	Bone151	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P45
bip_woolpelvis_2_r	bip_WoolPelvis_2_R	CLEAR	a wool garment covering the pelvis region, right, numbered	CLEAR	groupFile/Clothing	Medium		"""wool"" identifies fabric/garment material over the pelvis region"	P45
straps_l	straps_L	CLEAR	straps (accessory), left	NEEDS_CONTEXT		Medium	owner/mount for the strap accessory is not named	bare accessory noun with no owner (rule 25)	P45
flapleft	flapleft	PARTIAL	"a ""flap"" object, left"	NEEDS_CONTEXT		Medium	"""flap"" has materially different core senses (garment flap vs. anatomical flap vs. mechanical flap)"	bare multi-sense word, no grounding to pick a reading	P45
crow_3.ulna_r	Crow_3.Ulna_R	CLEAR	ulna (forelimb/shoulder-girdle bone) anatomy on a crow creature model, right	NEEDS_CONTEXT		Medium	"a shoulder-girdle/forelimb bone on a bird is not automatically Wings by elimination, and the literal does not itself say ""wing"""	matches rule 18's explicit caution against inferring Wings from bird species alone for ulna/clavicle/humerus-type bones	P45
helper bone 1	helper bone 1	OPAQUE	a generic helper bone, numbered, no functional/regional word	NOT_APPLICABLE		Low		"matches the generic numbered bone precedent despite the neutral ""helper"" qualifier (rule 4)"	P45
unused131	unused131	CLEAR	a self-declared unused placeholder, numbered	CLEAR	groupFile/Useless	High		"self-declared ""unused"" (rule 15)"	P45
wep_wick1	WEP_Wick1	CLEAR	a weapon/explosive wick, numbered	CLEAR	groupFile/Other	Medium		recognized real-world object in a weapon context	P45
nolipo	NoLipo+nolipo	CLEAR	"a ""no liposuction"" body-shape toggle (fuller-body appearance)"	CLEAR	groupFile/Body Morphs	Medium		"""lipo"" (liposuction) is a recognized body-shape term; explicit shape-state toggle (rule 7)"	P45
right_browinv	Right_BrowInV	CLEAR	an inverted eyebrow control, right	CLEAR	groupFile/Face/Upper Face	Medium		plain eyebrow anatomy with a variant qualifier	P45
valvebiped.l_foarm	Valvebiped.L_foarm	CLEAR	"standard biped forearm anatomy (obvious truncation of ""forearm""), left"	CLEAR	groupFile/Arms	High		obvious truncation/misspelling recognized	P45
sofa.cushon.one	sofa.cushon.one	CLEAR	"a sofa cushion (obvious misspelling of ""cushion""), furniture prop, numbered"	CLEAR	groupFile/Other	High		recognized furniture/prop object; obvious misspelling recognized	P45
tentaclebottom2	TentacleBottom2	CLEAR	tentacle anatomy, bottom portion, numbered	NEEDS_CONTEXT		Medium	no existing Master group is confirmed as the right home for tentacle anatomy	matches the settled tentacle-anatomy precedent	P45
stalk	Stalk	PARTIAL	"a ""stalk"" object"	NEEDS_CONTEXT		Low	"""stalk"" has materially different plausible readings (plant/decorative stalk vs. a creature-appendage stalk vs. other)"	bare multi-sense word, no grounding to pick a reading	P45
right_22	right_22	OPAQUE	bare side marker with a number, no object or function named	NOT_APPLICABLE		Low		matches the established bare-position-no-object pattern	P45
cuff.right	cuff.right	PARTIAL	"a ""cuff"" object, right"	NEEDS_CONTEXT		Medium	"""cuff"" has materially different core senses (garment wrist/ankle cuff vs. a restraint/handcuff)"	bare multi-sense word, no grounding to pick a reading	P45
strings 2 jb	strings 2 JB	CLEAR	strings (accessory), numbered, jiggle-bone tag	NEEDS_CONTEXT		Medium	owner/mount for the string accessory is not named	bare accessory noun with no owner (rule 25)	P45
poke02	Poke02	CLEAR	"a ""poke"" action control, numbered"	NEEDS_CONTEXT		Medium	owning object/body part for the poke action is not stated	"""poke"" is a stable function word (rule 22) even without a named object"	P45
ball.left	Ball.Left	PARTIAL	"a ""ball"" object, left"	NEEDS_CONTEXT		Medium	"""ball"" has materially different core senses (testicle anatomy vs. a literal ball prop/object)"	bare multi-sense word, no grounding to pick a reading	P45
comaneci_r__slerp_momo_r__i70_x0__offset	comaneci_r__slerp_momo_r__i70_x0__offset	PARTIAL	"thigh (Japanese ""momo"") anatomy with an unresolved compound qualifier (""comaneci"", ""slerp"", offset parameters), right"	NEEDS_CONTEXT		Low	"the exact relation between ""comaneci"" and the interpolation/offset parameters is not resolved"	owner (thigh) is grounded via Japanese anatomical term, but the compound relation among the remaining tokens resists decoding (rule 22), matching the momo_rt_l precedent	P45
genitals 01	genitals 01	CLEAR	genital anatomy, numbered	CLEAR	groupFile/Body	High		explicit genital anatomical term	P45
bip_ears5_r	bip_Ears5_R	CLEAR	ear anatomy, right, numbered	CLEAR	groupFile/Face/Ears	High		plain ear anatomy	P45
r ulid e	R Ulid E	CLEAR	upper eyelid anatomy, right, variant E	CLEAR	groupFile/Face/Eyes	High		matches the established ULid_L-style upper-eyelid shorthand	P45
teeth-upper	teeth-upper	CLEAR	upper teeth anatomy	CLEAR	groupFile/Face/Lower Face	High		matches the live-Master teeth/tooth precedent (135/138 -> Face/Lower Face)	P45
bow left 1e	bow left 1e	PARTIAL	"a ""bow"" object, left, numbered"	NEEDS_CONTEXT		Medium	"""bow"" has materially different core senses (decorative bow / archery bow / ship's bow)"	bare multi-sense word, no grounding to pick a reading	P45
