fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
cloth_collar_1_m	cloth_collar_1_M	CLEAR	a middle cloth-collar garment control, numbered	CLEAR	groupFile/Clothing	High		matches cloth_collar_1_l/r and cloth_collar_2_l/r sibling series, all CLEAR/CLEAR/Clothing	P88	
point_eyeball_l	Point_Eyeball_L	CLEAR	a left eyeball point/target control	CLEAR	groupFile/Face/Eyes	High		direct sibling Point_Eyeball_R, CLEAR/CLEAR/Face/Eyes	P88	
eyes sad right	eyes sad right	CLEAR	a right 'sad eyes' expression control	CLEAR	groupFile/Face/Eyes	High		compounded with the specific feature 'eyes' -> Eyes	P88	
tentaclebottompleft1	TentacleBottompLeft1	CLEAR	a numbered tentacle segment	CLEAR	groupFile/Other	High		settled Rule 18 tentacle precedent, matches extensive Tentacle sibling series	P88	
bottle1	bottle1	CLEAR	a numbered bottle prop	CLEAR	groupFile/Other	High		matches direct sibling bottle1_cap, CLEAR/CLEAR/Other	P88	
polysurface16	polySurface16	OPAQUE	a DCC-default primitive mesh identifier	NOT_APPLICABLE		High		DCC auto-generated primitive name, no independent semantic evidence (Section 5)	P88	
jiggle pelvis	jiggle pelvis	CLEAR	a pelvis jiggle-physics control	CLEAR	groupFile/Body	High		explicit owning body part named (pelvis, rule 25 contrast)	P88	
t1	T1	OPAQUE	a bare alphanumeric code (plausibly a thoracic-vertebra label, unconfirmed in this corpus)	NOT_APPLICABLE		Medium	no corroborating sibling series confirms a vertebra-label convention in this corpus	matches bare cryptic-code OPAQUE precedent absent corpus confirmation (rule 23), consistent with the C5 treatment	P88	
ballsrsqueshfront	ballsRsqueshfront	CLEAR	a right testicle squash shape control, front variant	CLEAR	groupFile/Body Morphs	High		matches ballsRsqueshbottom/side sibling series, all CLEAR/CLEAR/Body Morphs	P88	
cloth_bone_up_r_02	cloth_bone_up_r_02	CLEAR	a right cloth-bone control, up position, numbered	CLEAR	groupFile/Clothing	High		matches cloth_bone_up_r_03/04/06 sibling series, all CLEAR/CLEAR/Clothing	P88	
nostrilsuck	NostrilSuck	CLEAR	a nostril-suck control	CLEAR	groupFile/Face/Mid Face	High		matches extensive nostril sibling family, all CLEAR/CLEAR/Face/Mid Face	P88	
b8	B8	OPAQUE	a bare cryptic alphanumeric code	NOT_APPLICABLE		Medium		matches bare cryptic-code OPAQUE precedent	P88	
expansionvaginawidth	ExpansionVaginaWidth	CLEAR	a vagina-width expansion shape control	CLEAR	groupFile/Body Morphs	High		direct near-identical sibling WWExpansionVaginaWidth, CLEAR/CLEAR/Body Morphs	P88	
ball.right	Ball.Right	PARTIAL	a 'ball' (eyeball / testicle / prop ball), right	NEEDS_CONTEXT		High	materially different core readings remain plausible	direct sibling Ball.Left, PARTIAL/NEEDS_CONTEXT	P88	
valvebiped.barrels	ValveBiped.Barrels	CLEAR	a weapon barrels prop control	CLEAR	groupFile/Other	High		recognized weapon part (rule 16)	P88	
crane	Crane	PARTIAL	a 'crane' (bird / construction equipment / pose name), no anchor	NEEDS_CONTEXT		Medium	materially different core readings remain plausible	bare multi-sense word with no grounding to pick a reading (rule 22b)	P88	
pelvis_groin	pelvis_groin	CLEAR	a bare structural pelvis/groin control	CLEAR	groupFile/Body	High		ordinary structural anatomy (rule 6)	P88	
