fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
grip.002	grip.002	CLEAR	a grip object/handle, numbered	CLEAR	groupFile/Other	High		matches the live-Master bare 'Grip'/'grip' precedent (Other)	P113
anus close	Anus Close	CLEAR	anus closing state	CLEAR	groupFile/Body Morphs	High		explicit genital shape/state change	P113
right index finger 3	Right index finger 3	CLEAR	right index finger, segment 3	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain sided finger anatomy	P113
_right_y_down	_right_y_down	OPAQUE	a generic axis ('y') + direction label with no stated subject	NOT_APPLICABLE		Low	no recoverable animator-useful referent (rule 27) -- axis/direction alone does not identify what moves		P113
pupils-happyblink-l	Pupils-HappyBlink-L	CLEAR	pupil control, happy-blink variant, left	CLEAR	groupFile/Face/Eyes	High		eye/pupil mechanism	P113
cape2_left5	CAPE2_LEFT5	CLEAR	cape garment, left, numbered	CLEAR	groupFile/Clothing	High		worn garment	P113
right_smile	Right_Smile+Right_smile	CLEAR	smile expression, right	CLEAR	groupFile/Face/Lower Face	High		matches the settled Smile -> Lower Face precedent	P113
side_left_4	side_left_4	OPAQUE	a bare positional label with no owning object	NOT_APPLICABLE		Low	no recoverable animator-useful referent (rule 27)	matches the established bare 'side_left_N'/'side_right_N' cryptic-fragment precedent	P113
c_lur_b00	C_LUR_B00	OPAQUE	cryptic code, no content	NOT_APPLICABLE		Low	no recoverable animator-useful referent (rule 27)		P113
canin_pen_1	canin_pen_1	PARTIAL	'canine pen' -- materially different competing readings (a canine's penis vs. a pen/enclosure for a canine)	NEEDS_CONTEXT		Low	no corpus grounding resolves 'pen' in either direction	no qualifier or Master precedent disambiguates (rule 22 PARTIAL test)	P113
foreskin_left	foreskin_left	CLEAR	foreskin, left	CLEAR	groupFile/Body Morphs	High		matches the extensive live-Master foreskin family (49 hits, all Body Morphs; this genital region has no plain-Body destination in this Master)	P113
aerolaperk	aerolaPerk	CLEAR	areola perkiness (accepted 'aerola' misspelling of areola)	CLEAR	groupFile/Body Morphs	High		explicit breast/nipple shape-state change	P113
bipfin l finger2	BipFin L Finger2	CLEAR	left finger 2, 'BipFin' rig-namespace prefix set aside	CLEAR	groupFile/Arms/LeftArm/LeftFingers	Medium		plain sided finger anatomy regardless of the namespace prefix (rule 24)	P113
bip01_r_clavicle008	Bip01_R_Clavicle008	CLEAR	right clavicle bone, numbered	CLEAR	groupFile/Arms/RightArm	High		plain structural arm/shoulder anatomy	P113
window_urban_sash_48_88_full_gib11	window_urban_sash_48_88_full_gib11	CLEAR	a gore/fx debris object ('gib'), numbered	CLEAR	groupFile/Other	High		matches the settled 'gib'=gore/fx-object precedent	P113
fh18.r	Fh18.R	OPAQUE	cryptic 2-4 letter abbreviation+number+side fragment, no grounding	NOT_APPLICABLE		Low	'Fh' has no established expansion anywhere in the corpus	matches the established ungrounded Bh##.*/Fh##.* cryptic-fragment precedent	P113
kneefix	KneeFix+Kneefix	CLEAR	a knee corrective fix	CLEAR	groupFile/Correctives	High		explicit 'fix' establishes corrective purpose (rule 5)	P113
bone_eye_r	Bone_Eye_R+Bone_eye_R	CLEAR	right eye bone	CLEAR	groupFile/Face/Eyes	High		eye anatomy	P113
facial_lod1_r_eyecornerouterlower	FACIAL_LOD1_R_EyeCornerOuterLower	CLEAR	right eye, outer-lower corner, LOD1 variant	CLEAR	groupFile/Face/Eyes	High		eye-corner mechanism	P113
bipfio lcalftwist	BipFio LCalfTwist	CLEAR	left calf twist bone, 'BipFio' rig-namespace prefix set aside	CLEAR	groupFile/Legs	Medium		calf is plain leg anatomy regardless of namespace prefix (rule 24)	P113
thightwist2left	ThighTwist2Left	CLEAR	left thigh twist bone, numbered	CLEAR	groupFile/Legs	High		plain structural leg anatomy	P113
f14	F14	OPAQUE	cryptic 1-letter+number code, no content	NOT_APPLICABLE		Low	matches the established ungrounded 1-2-letter+number cryptic-fragment precedent		P113
wep_shell2	WEP_Shell2	CLEAR	a weapon shell casing, numbered	CLEAR	groupFile/Other	High		'wep_' weapon-effect convention	P113
orcmale_hd_fixed_bone55	orcmale_hd_fixed_Bone55	OPAQUE	character/model-prefixed generic numbered bone, no independent content	NOT_APPLICABLE		Low	matches the established character-prefix+generic-numbered-bone precedent		P113
unusedtransform1 cmn sl alison	unusedtransform1 cmn sl alison	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' marker (rule 15)	P113
v_weapon.lighter_flame5	v_weapon.lighter_flame5	CLEAR	a lighter-flame weapon effect, numbered	CLEAR	groupFile/Other	High		'v_weapon.' effect convention	P113
fitupperbody	FitUpperBody	CLEAR	upper-body garment fit adjustment	CLEAR	groupFile/Clothing	High		garment-specific fit control stays with the garment (rule 8)	P113
cape1_left1	CAPE1_LEFT1	CLEAR	cape garment, left, numbered	CLEAR	groupFile/Clothing	High		worn garment	P113
outfit anusopen	Outfit AnusOpen	CLEAR	an outfit/garment opening exposing the anus	CLEAR	groupFile/Clothing	Medium		explicit 'Outfit' establishes garment ownership of this opening feature	P113
bone066	Bone066	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no anatomical or functional word		P113
head forehead right fix	head forehead right fix	CLEAR	right forehead corrective fix	CLEAR	groupFile/Correctives	High		explicit 'fix' establishes corrective purpose	P113
disgustright	DisgustRight	CLEAR	disgust expression, right variant	CLEAR	groupFile/Face/Expressions	High		whole-face emotion word	P113
wep_stock_retract	WEP_Stock_Retract	CLEAR	a weapon stock retraction mechanism	CLEAR	groupFile/Other	High		'wep_' weapon convention	P113
hose_13	Hose_13	CLEAR	a hose/tubing object, numbered	CLEAR	groupFile/Other	High		matches the live-Master bare 'Hose'/'hose_N_L/R'/'hose_arm_l' family (33 hits, all Other -- mechanical tubing, not hosiery)	P113
h3jiggle04	H3Jiggle04	CLEAR	a jiggle-physics function on an unresolved 'H3' object, numbered	NEEDS_CONTEXT		Medium	'H3' prefix ungrounded; jiggled object unstated	matches the direct sibling h3jiggle02/03 this tranche	P113
bodyshape-portly	bodyshape-portly	CLEAR	portly (plump) overall body shape	CLEAR	groupFile/Body Morphs	High		explicit body-shape/size change	P113
rightarmbicep_helper	RightArmBicep_helper	CLEAR	right bicep helper bone	CLEAR	groupFile/Arms/RightArm	High		bicep is arm anatomy; 'helper' does not erase the anatomical owner (rule 4)	P113
wep_40mm_shell	WEP_40mm_Shell	CLEAR	a 40mm weapon shell (ammunition)	CLEAR	groupFile/Other	High		'wep_' weapon convention	P113
smile 4	Smile 4	CLEAR	smile expression, numbered	CLEAR	groupFile/Face/Lower Face	High		matches the settled Smile -> Lower Face precedent	P113
pelvis lower adj	pelvis lower adj	CLEAR	central pelvis, lower, adjustment variant	CLEAR	groupFile/Body	Medium	'adj' is a generic adjustment qualifier, not confirmed corrective purpose	central/unsided structural pelvis anchor -> Body (rule 26); 'adj' alone is not corrective evidence (rule 2)	P113
hose_08	Hose_08	CLEAR	a hose/tubing object, numbered	CLEAR	groupFile/Other	High		matches the live-Master bare Hose family (Other)	P113
tool_hospital_surgery_kit_b_mesh	TOOL_Hospital_Surgery_Kit_B_Mesh	CLEAR	a hospital surgery-kit tool prop	CLEAR	groupFile/Other	High		recognized generic prop/tool	P113
unused head.037	unused head.037	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' marker (rule 15)	P113
wep_m203_safety	WEP_M203_Safety	CLEAR	an M203 grenade-launcher safety mechanism	CLEAR	groupFile/Other	High		'wep_' weapon convention	P113
wep_pump	WEP_Pump	CLEAR	a weapon pump-action mechanism	CLEAR	groupFile/Other	High		'wep_' weapon convention	P113
streaks open r	Streaks open R	PARTIAL	'streaks' -- materially different competing readings (hair color streaks / light-vfx streaks / other texture streaks), open state, right	NEEDS_CONTEXT		Low	no Master precedent or qualifier resolves which kind of streak	bare word with no grounding and multiple unrelated senses (rule 22 PARTIAL test)	P113
boobflat.r	BoobFlat.R	CLEAR	breast flatten, right	CLEAR	groupFile/Body Morphs	High		explicit breast shape change	P113
music_gen_violin_a_mesh	MUSIC_GEN_Violin_A_Mesh	CLEAR	a violin instrument prop	CLEAR	groupFile/Other	High		recognized generic musical-instrument prop	P113
bip_stone_r_thightwist1	Bip_STONE_R_ThighTwist1	CLEAR	right thigh twist bone, 'STONE' model prefix set aside	CLEAR	groupFile/Legs	High		plain structural leg anatomy regardless of model prefix (rule 24)	P113
bow right 1c	bow right 1c	PARTIAL	a 'bow' -- materially different competing readings (decorative bow / archery bow / ship's bow), right, numbered	NEEDS_CONTEXT		Low	no qualifier resolves which sense applies	matches the settled 'bow' PARTIAL precedent (rule 22)	P113
