fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
bobby_bone_necklace_07	BOBBY_Bone_NeckLace_07	CLEAR	a necklace, under a named-character prefix, numbered	CLEAR	groupFile/Clothing	Medium		"explicit ""necklace"" jewelry owner named, independent of the character-name prefix (rule 24)"	P18
wing right c	wing right c	CLEAR	wing anatomy, right, variant c	CLEAR	groupFile/Wings	High		plain wing anatomy	P18
mar-rig-eggwhite1	Mar-Rig-Eggwhite1	OPAQUE	"a cryptic rig-name compound (""Eggwhite"") with no recoverable anatomical content"	NOT_APPLICABLE		Low		no recoverable referent	P18
bippbg l foretwist	BipPBG L ForeTwist	CLEAR	left forearm twist bone	CLEAR	groupFile/Arms/LeftArm	High		plain arm twist anatomy	P18
head masseter lower right	Head Masseter Lower Right	CLEAR	masseter (jaw-chewing muscle), lower, right	CLEAR	groupFile/Face/Lower Face	High		recognized, unambiguous jaw-muscle anatomical term	P18
bip_jacket_rightup	bip_jacket_rightup	CLEAR	jacket garment, right, up direction	CLEAR	groupFile/Clothing	High		explicit named garment	P18
arm right arm twist a	arm right arm twist a	CLEAR	arm twist bone, right, variant a	CLEAR	groupFile/Arms/RightArm	High		plain arm twist anatomy	P18
cloth_front_b_1	cloth_front_B_1	CLEAR	cloth garment, front, variant b, numbered	CLEAR	groupFile/Clothing	High		"explicit ""cloth"" garment word"	P18
front bar 7_1	Front bar 7_1	PARTIAL	"a ""bar"" object, front, numbered"	NEEDS_CONTEXT		Low	"""bar"" is recognizable but its kind (garment element, prop, or rig element) is unresolved"	recognizable object, kind unresolved	P18
bip_r_index_02	bip_r_index_02	CLEAR	index finger, right, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain finger anatomy	P18
blink3l	Blink3L	CLEAR	eye blink expression, numbered, left	CLEAR	groupFile/Face/Eyes	High		plain eye expression	P18
finger_1a	finger_1a	CLEAR	a generic finger, unsided, variant a	CLEAR	groupFile/Fingers	Medium		plain unsided finger anatomy; side-neutral Fingers destination (rule 11)	P18
def-foot.l.002	DEF-foot.L.002	CLEAR	foot anatomy, left, numbered, deform-bone marker	CLEAR	groupFile/Legs	High		"plain foot anatomy; ""DEF-"" is a technical deform-bone marker, not corrective evidence"	P18
adjust_waist_l	adjust_waist_L	CLEAR	waist adjustment, left	CLEAR	groupFile/Body	Medium		plain torso/waist anatomy	P18
bottom_1	bottom_1	OPAQUE	"a vague positional label (""bottom"") with no named object, numbered"	NOT_APPLICABLE		Low		positional label only, no object	P18
bench4	Bench4	CLEAR	a bench prop, numbered	CLEAR	groupFile/Other	High		plain environment/prop object	P18
bone 1031	bone 1031	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P18
earring.ring_right_3	Earring.Ring_Right_3	CLEAR	earring jewelry, right, numbered	CLEAR	groupFile/Clothing	High		worn jewelry/accessory item	P18
nutskinpushin	NutSkinPushIn	CLEAR	"testicle-skin ""push in"" deformation"	CLEAR	groupFile/Body Morphs	High		explicit push/state deformation word	P18
smdimport	SMDImport+smdimport	OPAQUE	a technical import-format artifact name (SMD), no anatomical content	NOT_APPLICABLE		Low		technical import-artifact name	P18
shirt_full_tie_right_4	Shirt_Full_Tie_Right_4	CLEAR	shirt garment, tie, right, numbered	CLEAR	groupFile/Clothing	High		explicit named garment	P18
top_7	Top_7	CLEAR	top garment, numbered	CLEAR	groupFile/Clothing	High		explicit named garment	P18
dummy	dummy	OPAQUE	a generic placeholder/dummy object, no content	NOT_APPLICABLE		Low		generic placeholder object name	P18
bip01_l_hand002	Bip01_L_Hand002	CLEAR	hand anatomy, left, numbered	CLEAR	groupFile/Arms/LeftArm	High		plain hand anatomy	P18
bippbg rcalftwist1	BipPBG RCalfTwist1	CLEAR	calf twist bone, right, under a character prefix	CLEAR	groupFile/Legs	High		plain leg twist anatomy	P18
zipper.boot_right	Zipper.Boot_Right	CLEAR	boot garment zipper, right	CLEAR	groupFile/Clothing	High		explicit named garment fastener	P18
r upper lid	R upper lid	CLEAR	upper eyelid, right	CLEAR	groupFile/Face/Eyes	High		plain eyelid anatomy	P18
flm-armb-arm-lf	Flm-ArmB-Arm-LF	CLEAR	"an ""Arm"" sub-label under the Flm-ArmB internal namespace; real anatomical content is not established, matching the established unreliability of this namespace"	NEEDS_CONTEXT		Low	"""Flm-ArmB"" is documented to contain unrelated sub-labels (Foot/Leg/Neck/Sword) regardless of their literal wording, so this sub-label's literal use of ""Arm"" does not by itself establish arm anatomy"	matches the established Flm-ArmB namespace-unreliability precedent	P18
malva	Malva	OPAQUE	a bare name (plant genus or character name) with no established connection to any specific taxonomy	NOT_APPLICABLE		Low		ungrounded bare name	P18
remote	Remote+remote	CLEAR	a remote-control prop	CLEAR	groupFile/Other	High		plain prop object	P18
angry eyes right	Angry Eyes Right	CLEAR	eye expression, angry, right	CLEAR	groupFile/Face/Eyes	High		plain eye expression	P18
_01	_01	OPAQUE	a bare numbered index, no content	NOT_APPLICABLE		Low		bare index, no content	P18
genital left 2	genital left 2	CLEAR	genital anatomy, left, numbered	CLEAR	groupFile/Body	High		structurally named genital anatomy	P18
blade.r	Blade.R	CLEAR	a blade weapon, right	CLEAR	groupFile/Other	High		plain weapon prop	P18
