fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
torso flange 1c	torso flange 1c	CLEAR	a torso-mounted flange mechanical/garment component, numbered	NEEDS_CONTEXT		Low	'torso' names placement, not the flange's actual owner/purpose (rule 14)	no owning garment/object is named	P99	
wep_button	WEP_Button	CLEAR	a weapon button control	CLEAR	groupFile/Other	High		recognized weapon-part prop	P99	
hokage hat right 1b	hokage hat right 1b	CLEAR	a Hokage-style hat garment, right, numbered	CLEAR	groupFile/Clothing	High		matches direct current-ledger sibling hokage hat family, explicit worn hat	P99	
cloth_front_a_3	cloth_front_A_3	CLEAR	a cloth simulation control, front, variant A, numbered	CLEAR	groupFile/Clothing	High		matches live-Master/ledger cloth-simulation precedent	P99	
back 2_1	Back 2_1	OPAQUE	a bare 'back' positional label, numbered	NOT_APPLICABLE		Low	'back' alone names a position, not a specific feature/object	matches settled bare-positional-label-no-object precedent	P99	
bodyshape-fitness-details	bodyshape-fitness-details	CLEAR	a fitness-detail full-body shape descriptor	CLEAR	groupFile/Body Morphs	High		matches extensive current-ledger bodyshape-* sibling family, all CLEAR/CLEAR/Body Morphs	P99	
g6	G6	OPAQUE	bare 2-character alphanumeric code	NOT_APPLICABLE		Low	no readable content	matches settled bare-cryptic-code precedent	P99	
canine_spine2	Canine_Spine2	CLEAR	canine spine anatomy, numbered	CLEAR	groupFile/Body	High		species-neutral spine anatomy (rule 18-style)	P99	
shirt_lift_full_2	shirt_lift_full_2	CLEAR	a shirt garment lift control, full state, numbered	CLEAR	groupFile/Clothing	High		explicit worn garment ('shirt')	P99	
collarfur2suitmh3	CollarFur2SuitMH3	CLEAR	a fur collar garment component, suit variant, numbered	CLEAR	groupFile/Clothing	Medium		'collar'+'fur'+'suit' names explicit worn garment content	P99	
sign01	sign01	CLEAR	a sign prop, numbered	CLEAR	groupFile/Other	Medium		recognized real-world prop object	P99	
wep_belt_bullet2	WEP_Belt_Bullet2	CLEAR	a weapon ammunition-belt bullet prop, numbered	CLEAR	groupFile/Other	High		recognized ammunition prop	P99	
torso sidebrace r	Torso sidebrace R	CLEAR	a side-brace support control, torso location, right	NEEDS_CONTEXT		Low	'torso' names placement, not the brace's actual owner/purpose (rule 14)	matches the current-ledger 'torso brace f l/b r/f r' sibling family, all CLEAR/NEEDS_CONTEXT	P99	
unusedhead	unusedHead	CLEAR	self-declared unused marker, head location	CLEAR	groupFile/Useless	High		matches settled 'unused*' precedent (rule 15)	P99	
au12	AU12	CLEAR	Facial Action Unit 12 (FACS convention)	CLEAR	groupFile/Face/Expressions	High		matches the settled bare-AU-number convention (AU1/4/6/13/15/18/26/27), all CLEAR/CLEAR/Face/Expressions	P99	
cord6	Cord6	CLEAR	a cord accessory, numbered	CLEAR	groupFile/Clothing	Medium		recognized worn cord/lace accessory, matches chain/cape-style bare-numbered-accessory precedent	P99	
wep_slide	WEP_Slide	CLEAR	a weapon slide mechanism part	CLEAR	groupFile/Other	High		recognized weapon-part prop	P99	
r_front_holster_0u_7v	r_front_holster_0u_7v	CLEAR	a front holster worn accessory, right, undecoded variant codes	CLEAR	groupFile/Clothing	High		matches direct current-ledger sibling r_front_holster_0u_8v/14v	P99	
squintouter_r	SquintOuter_R	CLEAR	an outer-squint eye expression, right	CLEAR	groupFile/Face/Eyes	High		matches extensive current-ledger fa_squint sibling family, all CLEAR/CLEAR/Face/Eyes	P99	
elbow fix.r	Elbow fix.R	CLEAR	right elbow corrective/adjustment control	CLEAR	groupFile/Arms	High		matches Skn_L/R_Knee_Fix-style precedent: anatomy word grounds destination despite the 'fix' qualifier	P99	
bobby_bone_necklace_04	BOBBY_Bone_NeckLace_04	CLEAR	a necklace jewelry accessory, Bobby character namespace, numbered	CLEAR	groupFile/Clothing	High		explicit worn jewelry accessory; character-name namespace set aside (rule 24)	P99	
bottom_2	bottom_2	OPAQUE	a bare 'bottom' positional label, numbered	NOT_APPLICABLE		Low	'bottom' alone names a position, not a specific feature/object	matches settled bare-positional-label-no-object precedent	P99	
bottomlipmid	BottomLipMid	CLEAR	bottom lip, mid position	CLEAR	groupFile/Face/Lower Face	High		lip anatomy is Lower Face	P99	
unusedopt_face_r_forehead	unusedOPT_Face_r_forehead	CLEAR	self-declared unused marker, forehead location	CLEAR	groupFile/Useless	High		matches settled 'unused*' precedent (rule 15)	P99	
body-torso-panel-shrink-remove	Body-Torso-Panel-Shrink-Remove	CLEAR	a torso garment-panel shrink/remove control	CLEAR	groupFile/Clothing	Medium		'panel' names an explicit garment component	P99	
headgear_r.001	Headgear_R.001	CLEAR	a headgear worn accessory, right, numbered	CLEAR	groupFile/Clothing	High		matches direct current-ledger sibling headgear_l	P99	
balls fix	Balls Fix	CLEAR	testicle shape control, corrective/adjustment qualifier	CLEAR	groupFile/Body Morphs	High		matches live-Master balls/Balls_R shape-family precedent; 'fix' does not divert anatomy destination absent a CK/JCM-style corrective marker	P99	
