fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
wep_fx_laser_rail	WEP_FX_Laser_Rail	CLEAR	a weapon laser-effect rail attachment control	CLEAR	groupFile/Other	High		matches extensive wep_fx sibling family (laser2/laser_micro/muzzle*/light1/flashlight_barrel), all CLEAR/CLEAR/Other	P84	
object024	Object024	OPAQUE	a generic numbered placeholder object	NOT_APPLICABLE		High		matches extensive Object0## sibling series, all OPAQUE/NOT_APPLICABLE	P84	
nipples_button	nipples_button	CLEAR	a nipple press/button control	CLEAR	groupFile/Body Morphs	Medium		matches nipple-family Body Morphs precedent (nippledown/nipplepoke/nipplesize), no skeletal joint (rule 7)	P84	
bip_bowtieupper_l	bip_BowtieUpper_L	CLEAR	a left bowtie garment control, upper section	CLEAR	groupFile/Clothing	High		matches bowtie sibling family (Bowtie.Bow_Left_1/2, bip_BowtieRoot, School_Bowtie), all CLEAR/CLEAR/Clothing	P84	
opt_hand_right_pinky1	OPT_Hand_Right_Pinky1	CLEAR	a right pinky-finger bone, segment 1	CLEAR	groupFile/Arms/RightArm/RightFingers	High		matches direct sibling OPT_Hand_Right_Pinky2, CLEAR/CLEAR/RightFingers	P84	
r forehead	R Forehead	CLEAR	a right forehead control	CLEAR	groupFile/Face/Upper Face	High		matches extensive forehead sibling family, all CLEAR/CLEAR/Face/Upper Face	P84	
earring.pendant_right_1	Earring.Pendant_Right_1	CLEAR	a right earring pendant control, numbered	CLEAR	groupFile/Clothing	High		matches Earring.Pendant_Left_1/Right_2/Right_2_jiggle sibling series, all CLEAR/CLEAR/Clothing	P84	
outfit buttspread	Outfit ButtSpread	CLEAR	a butt-spread shape control, outfit-qualified	CLEAR	groupFile/Body Morphs	High		matches ButtSpread.R/L2 sibling series, all CLEAR/CLEAR/Body Morphs (rule 7)	P84	
センター	センター	OPAQUE	a bare 'center' label with no object named	NOT_APPLICABLE		Medium		matches bare positional-label-no-owner OPAQUE precedent	P84	
shirt_lift_full_3	shirt_lift_full_3	CLEAR	a shirt-lift garment control, full variant, numbered	CLEAR	groupFile/Clothing	High		explicit garment lift function (rule 8)	P84	
window_urban_sash_48_88_full_gib08	window_urban_sash_48_88_full_gib08	CLEAR	a destructible window-sash gib fragment, numbered	CLEAR	groupFile/Other	High		direct exact-template sibling window_urban_sash_48_88_full_gib06, CLEAR/CLEAR/Other; 'gib' is a recognized Source-domain destructible-fragment convention (Section 5.B)	P84	
bottom_lift1	bottom_lift1	CLEAR	a lift function on an unnamed 'bottom', numbered	NEEDS_CONTEXT		High	owner not established	matches direct siblings bottom_lift/bottom_lift2, CLEAR/NEEDS_CONTEXT	P84	
emaciated upper details	Emaciated Upper Details	CLEAR	an emaciated-body shape detail control, upper	CLEAR	groupFile/Body Morphs	High		direct sibling 'emaciated lower details', CLEAR/CLEAR/Body Morphs	P84	
valvebiped.bip01_l_elbow_ctr	ValveBiped.Bip01_L_Elbow_CTR	CLEAR	a left elbow center control	CLEAR	groupFile/Arms	High		ordinary structural elbow anatomy (rule 6); bare Arms per rule 10 default	P84	
vag open wide	vag open wide	CLEAR	a vaginal open-wide shape control	CLEAR	groupFile/Body Morphs	High		matches direct sibling 'vag open wide2', CLEAR/CLEAR/Body Morphs	P84	
