fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
necklace 4	necklace 4	CLEAR	a necklace jewelry accessory, numbered	CLEAR	groupFile/Clothing	High		explicit worn jewelry accessory	P92	
r ring 01	r ring 01	CLEAR	a ring jewelry accessory, right, numbered	CLEAR	groupFile/Clothing	High		explicit worn jewelry accessory	P92	
leg left ankle adjust	leg left ankle adjust	CLEAR	left ankle anatomy, adjustment control	CLEAR	groupFile/Legs	High		explicit ankle/leg anatomy; 'adjust' does not imply Correctives (section 12)	P92	
lowerlidraiserl+lowerlidraiserr	LowerLidRaiserL+LowerLidRaiserR	CLEAR	lower eyelid raiser, combined left+right	CLEAR	groupFile/Face/Eyes	High		explicit eyelid anatomy/function	P92	
bip_stone _r_finger_globe_1_	Bip_STONE _R_Finger_Globe_1_	CLEAR	a right hand finger tip/globe shape, numbered, Stone model namespace	CLEAR	groupFile/Arms/RightArm/RightFingers	Medium		explicit finger anatomy grounds this regardless of the 'Stone'/'Globe' namespace/shape qualifiers (rule 24)	P92	
shell.wall_23	Shell.Wall_23	CLEAR	a wall/shell prop panel, numbered	CLEAR	groupFile/Other	Low	unclear if 'shell' denotes armor or environment geometry	'wall' is a recognizable real-world structural object; no character/clothing/body context present	P92	
smile-right	Smile-Right	CLEAR	a smile expression, right	CLEAR	groupFile/Face/Lower Face	High		matches established 'Smile' bare-word Lower Face precedent	P92	
object41	Object41	OPAQUE	generic DCC placeholder object name	NOT_APPLICABLE		Low	no interpretable content	matches the extensive settled Object## placeholder precedent	P92	
tasseld	TasselD	CLEAR	a tassel decorative accessory, variant D	CLEAR	groupFile/Clothing	Medium		tassel is a worn decorative accessory	P92	
valvebiped.bip01_l_butthelper	ValveBiped.Bip01_L_ButtHelper	CLEAR	buttock anatomy, left, helper qualifier	CLEAR	groupFile/Body	High		matches direct current-ledger sibling ValveBiped.Bip01_R_ButtHelper, CLEAR/CLEAR/Body (rules 4, 26)	P92	
stare~	Stare~	CLEAR	a staring gaze expression	CLEAR	groupFile/Face/Eyes	Medium		a stare is fundamentally an eye-focused gaze behavior	P92	
strings 3	strings 3	PARTIAL	bare 'strings', numbered, owning object unresolved	NEEDS_CONTEXT		Low	could be a clothing drawstring set or another string-like object	no owner named; materially different readings compete	P92	
valvebiped.polysurface24	ValveBiped.polySurface24	OPAQUE	DCC-default primitive geometry placeholder	NOT_APPLICABLE		Low	primitive type does not describe what the mesh became	matches the settled polySurface DCC-default-placeholder precedent	P92	
r_elbow_outer_upper_helper	r_elbow_outer_upper_helper	CLEAR	right elbow anatomy, outer-upper, helper qualifier	CLEAR	groupFile/Arms	High		explicit elbow anatomy; 'helper' does not imply Correctives (rules 3, 12)	P92	
pussy.ring_right_front	Pussy.Ring_Right_Front	CLEAR	a vaginal-ring shape control, right-front	CLEAR	groupFile/Body Morphs	High		matches extensive live-Master Pussy family (344 hits), all groupFile/Body Morphs	P92	
bip01_l_clavicle003	Bip01_L_Clavicle003	CLEAR	left clavicle anatomy, numbered	CLEAR	groupFile/Arms	High		clavicle/shoulder-girdle anatomy	P92	
wrist thickness	Wrist Thickness	CLEAR	a wrist-thickness shape/size adjustment	CLEAR	groupFile/Body Morphs	Medium		explicit shape/size descriptor on named anatomy, matches Width/Thickness body-shape-slider convention	P92	
fur_gen_pillow_sitting_h_mesh	FUR_GEN_Pillow_Sitting_H_mesh	CLEAR	a pillow prop mesh, sitting-pose variant	CLEAR	groupFile/Other	Medium		recognized real-world furniture/prop object	P92	
m_neck_5	m_neck_5	CLEAR	neck anatomy, model/central variant M, numbered	CLEAR	groupFile/Body	High		matches live-Master bare 'M_Neck' precedent, groupFile/Body	P92	
l_upper_leg_twist_a_helper	l_upper_leg_twist_a_helper	CLEAR	left upper-leg anatomy, twist, helper qualifier	CLEAR	groupFile/Legs	High		explicit leg anatomy; twist/helper do not imply Correctives (rule 3)	P92	
wep_stock_folding_slingloop	WEP_Stock_Folding_SlingLoop	CLEAR	a weapon sling-loop mechanism part, folding stock	CLEAR	groupFile/Other	High		recognized weapon-part prop	P92	
unused.028	unused.028	CLEAR	self-declared unused marker, numbered	CLEAR	groupFile/Useless	High		matches settled 'unused*' precedent (rule 15)	P92	
