fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
clipping shirt	Clipping Shirt	CLEAR	a shirt garment, clipping-related state/control	CLEAR	groupFile/Clothing	High		explicit garment ownership; whether a clip-fix or clip-state, it stays with the garment (rule 8)	P38
bone136	Bone136	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P38
root waist r	root waist r	CLEAR	waist, right, root bone	CLEAR	groupFile/Body	High		plain torso/waist anatomy	P38
testis_f_r	testis_f_R	CLEAR	"testis, explicit genital anatomy, right, qualifier (""f"") unresolved"	CLEAR	groupFile/Body	High		real anatomical term, matches the calibration regression-set genital-anatomy precedent	P38
unused b_r_ankle4helper	unused b_r_ankle4helper	CLEAR	a self-declared unused placeholder referencing an ankle helper	CLEAR	groupFile/Useless	High		"self-declared ""unused"" (rule 15), applies regardless of the anatomical content named"	P38
student.left_3_jiggle	Student.Left_3_jiggle	CLEAR	"a jiggle-physics function, left, numbered, on the ""Student"" character/costume model"	NEEDS_CONTEXT		Medium	the owning object/body part is not named beyond the character/costume prefix	function is clear (jiggle), object/owner unknown; character/costume prefix set aside (rule 24)	P38
lowlid_left1	lowLid_Left1	CLEAR	lower eyelid, left, numbered	CLEAR	groupFile/Face/Upper Face	High		matches Master's bottom/lower-lid precedent	P38
second_arms_r_ring1	Second_Arms_R_Ring1	CLEAR	"right ring finger, on a ""Second Arms"" extra-limb chain, numbered"	CLEAR	groupFile/Arms/RightArm/RightFingers	High		matches the settled Tranche 3 extra-limb finger-numbered precedent	P38
ventilation grid 2	Ventilation Grid 2	CLEAR	a ventilation grid prop, numbered	CLEAR	groupFile/Other	High		recognized real-world environment/mechanical object	P38
ス横先.r	ス横先.R	OPAQUE	"Japanese position phrase (""side-tip""/""side-end""), no anatomical or functional object named, right side"	NOT_APPLICABLE		Low	"""横先"" (side-tip) is a real position term, but no owning object is identified"	position phrase only, no object	P38
collar bone detail	Collar bone Detail	CLEAR	clavicle (collarbone), appearance/detail shape refinement	CLEAR	groupFile/Body Morphs	Medium		matches the established -Detail-suffix Body-Morphs pattern (BallsDetail4/BodyDetails)	P38
music_gen_guitar_lute_a_mesh.001	MUSIC_GEN_Guitar_Lute_A_Mesh.001	CLEAR	a guitar/lute musical-instrument prop mesh, numbered	CLEAR	groupFile/Other	High		recognized real-world object	P38
