fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
topthin	Topthin	CLEAR	a top (shirt) garment, thin fit	CLEAR	groupFile/Clothing	Medium		garment-fit adjustment stays with the garment (rule 8)	P134
canteen2	Canteen2	CLEAR	canteen prop, numbered	CLEAR	groupFile/Other	High		recognized prop object	P134
wakazashi.tassel_front_5	Wakazashi.Tassel_Front_5	CLEAR	sword tassel decoration, positional, numbered	CLEAR	groupFile/Other	Medium		decoration on a weapon prop stays with the weapon	P134
hmhm	hmhm	CLEAR	vocalized reaction, whole-face state	CLEAR	groupFile/Face/Expressions	Medium		matches established vocalized-exclamation whole-face precedent	P134
upperlipleft	UpperLipLeft	CLEAR	upper lip, left	CLEAR	groupFile/Face/Lower Face	High		localized mouth/lip mechanism	P134
bone 1025	bone 1025	OPAQUE	generic numbered bone	NOT_APPLICABLE		High		no independent content	P134
bip upperarmtwist1 r	bip upperarmtwist1 r	CLEAR	upper arm twist, right, numbered	CLEAR	groupFile/Arms	High		plain structural arm anatomy	P134
wep_foregrip_nojiggle_child2	WEP_Foregrip_NoJiggle_Child2	CLEAR	weapon foregrip, numbered	CLEAR	groupFile/Other	High		recognized weapon accessory	P134
valvebiped.bip01_l_thightwist	ValveBiped.Bip01_L_ThighTwist	CLEAR	ValveBiped left thigh twist bone	CLEAR	groupFile/Legs	High		plain structural leg anatomy	P134
knee	knee	CLEAR	knee anatomy	CLEAR	groupFile/Legs	High		bare structural knee anatomy	P134
bip01-l-thigh001	Bip01-L-Thigh001	CLEAR	thigh bone, left, numbered	CLEAR	groupFile/Legs	High		plain structural leg anatomy	P134
valvebiped.bip03_r_middle	ValveBiped.Bip03_R_Middle	CLEAR	ValveBiped right middle finger bone	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger anatomy	P134
object26	Object26	OPAQUE	generic placeholder object name	NOT_APPLICABLE		High		no independent content	P134
book1_top	Book1_Top	CLEAR	book prop, numbered	CLEAR	groupFile/Other	Medium		recognized prop object	P134
boobflat.l	BoobFlat.L	CLEAR	breast flatten, left	CLEAR	groupFile/Body Morphs	High		explicit shape/flatten function	P134
bip_tailc12	bip_tailC12	CLEAR	tail, variant, numbered	CLEAR	groupFile/Tail	High		tail anatomy	P134
arm_rotate1_l	Arm_Rotate1_L	CLEAR	left arm rotate, numbered	CLEAR	groupFile/Arms	High		structural arm mechanism	P134
r_widen	R_widen	CLEAR	a widen function, right	NEEDS_CONTEXT		Medium		stable shape function (rule 22), owner unstated	P134
eyelash storage	Eyelash storage	CLEAR	eyelash reference/storage bone	CLEAR	groupFile/Face/Eyes	Low		eyelash-related control	P134
frily_11.l	Frily_11.L	CLEAR	frilly garment decoration, numbered, left	CLEAR	groupFile/Clothing	High		garment decoration	P134
r ujacketb a phy	R uJacketB a Phy	CLEAR	jacket, physics variant, right	CLEAR	groupFile/Clothing	High		garment cloth-sim control	P134
hat-unlengthen	hat-unlengthen	CLEAR	hat, shorten/unlengthen	CLEAR	groupFile/Clothing	Medium		garment-specific deformation stays with the garment (rule 8)	P134
bone 705	bone 705	OPAQUE	generic numbered bone	NOT_APPLICABLE		High		no independent content	P134
narrowb	NarrowB	CLEAR	a narrow function, variant	NEEDS_CONTEXT		Medium		stable shape function (rule 22), owner unstated	P134
jiggle.tassle_front_09	Jiggle.Tassle_Front_09	CLEAR	tassel decoration jiggle-physics, positional, numbered	CLEAR	groupFile/Clothing	High		decorative accessory physics	P134
valvebiped.joint4	ValveBiped.joint4	OPAQUE	generic numbered joint	NOT_APPLICABLE		High		no specific anatomy named (rule 27)	P134
bas.rear_center_2	BAS.Rear_Center_2	OPAQUE	ungrounded "BAS" code with a bare position, no object	NOT_APPLICABLE		Medium		matches established bare-BAS-position majority pattern	P134
rknee	RKnee+rKnee+rknee	CLEAR	right knee anatomy	CLEAR	groupFile/Legs	High		plain structural leg anatomy	P134
face-aa	Face-Aa	CLEAR	whole-face preset state "Aa"	CLEAR	groupFile/Face/Expressions	Medium		established "Face-[Word]" whole-face-state template	P134
opt_hand_right_ring3	OPT_Hand_Right_Ring3	CLEAR	right ring finger, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger anatomy	P134
bone035	Bone035	OPAQUE	generic numbered bone	NOT_APPLICABLE		High		no independent content	P134
nippokedefault	NipPokeDefault	CLEAR	nipple poke/protrusion, default state	CLEAR	groupFile/Body Morphs	Medium		explicit shape/protrusion function	P134
loincloth_back_5	Loincloth_back_5	CLEAR	loincloth garment, positional, numbered	CLEAR	groupFile/Clothing	High		garment item	P134
head eyeball pupil right	head eyeball pupil right	CLEAR	pupil, right	CLEAR	groupFile/Face/Eyes	High		localized eye-feature control	P134
book root	Book Root	CLEAR	book prop root/anchor	CLEAR	groupFile/Other	Medium		recognized prop object	P134
shaft-chonk	shaft-chonk	CLEAR	penis shaft, thick/large (slang)	CLEAR	groupFile/Body Morphs	Medium		explicit size/girth slang descriptor	P134
grapple3	grapple3	CLEAR	grapple hook tool, numbered	CLEAR	groupFile/Other	High		recognized tool/weapon prop	P134
nippleshidden	NipplesHidden	CLEAR	nipples, hidden appearance state	CLEAR	groupFile/Body Morphs	Medium		explicit appearance/visibility state	P134
nippleshirtout	NippleShirtOut	CLEAR	shirt fabric reacting to nipple, "out" state	CLEAR	groupFile/Clothing	Low		garment-specific interaction effect stays with the garment (rule 8)	P134
pbg-rig-eye-lb	PBG-Rig-Eye-LB	CLEAR	eye control (PBG-Rig namespace set aside), suffix LB	CLEAR	groupFile/Face/Eyes	Medium		explicit eye content survives namespace prefix (rule 24)	P134
polysurface122	polySurface122	OPAQUE	DCC default primitive name	NOT_APPLICABLE		High		DCC-authoring residue, no independent evidence	P134
front-pull-center	front-pull-center	OPAQUE	generic directional pull operation, no named subject	NOT_APPLICABLE		Medium		no recoverable referent (rule 27)	P134
step	step	PARTIAL	"step" -- stair/step prop vs footstep-animation trigger vs UI step	NEEDS_CONTEXT		Low	materially different core readings	unresolved step polysemy	P134
csmileopen1	CSmileOpen1	CLEAR	smile open, variant, numbered	CLEAR	groupFile/Face/Lower Face	High		established bare "Smile" localized precedent	P134
flap.left	Flap.Left	CLEAR	a flap feature/accessory, left	NEEDS_CONTEXT		Low		recognizable feature, owner (garment vs wing) unresolved	P134
enginerf	EngineRF	CLEAR	vehicle/mechanical engine part	CLEAR	groupFile/Other	Low		recognized mechanical prop	P134
saberon_bone44	saberon_Bone44	OPAQUE	character-prefixed generic numbered bone	NOT_APPLICABLE		High		matches established saberon_bone## precedent	P134
c14	C14	OPAQUE	bare alphanumeric code	NOT_APPLICABLE		High		no recoverable referent	P134
head skull left	Head Skull Left	CLEAR	head/skull anatomy, left	CLEAR	groupFile/Body	High		bare structural head/skull default (rule 13)	P134
kata_rt_l__prot_x0__offset	kata_rt_l__prot_x0__offset	CLEAR	shoulder ("kata"=Japanese for shoulder), left, offset	CLEAR	groupFile/Arms	Medium		grounded via established Japanese-anatomical-loanword sibling-series precedent	P134
right middle finger 3 grip 2	Right middle finger 3 grip 2	CLEAR	right middle finger, grip pose, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger anatomy	P134
left index finger 1 grip 2	Left index finger 1 grip 2	CLEAR	left index finger, grip pose, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		explicit finger anatomy	P134
root hips_l	root hips_L	CLEAR	hip root/anchor, left	CLEAR	groupFile/Legs	Medium		explicitly sided structural hip anchor (rule 26)	P134
valvebiped.bip01_r_fingerbase1	ValveBiped.Bip01_R_FingerBase1	CLEAR	right finger base, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger anatomy	P134
wrinkles-8	wrinkles-8	CLEAR	skin wrinkles, numbered	NEEDS_CONTEXT		Medium		identifiable appearance concept, owning region unstated	P134
generichuman_r_upplipjnt	GenericHuman_r_uppLipJnt	CLEAR	upper lip joint, right (character prefix set aside)	CLEAR	groupFile/Face/Lower Face	High		localized mouth/lip mechanism	P134
level4_south	Level4_South	OPAQUE	generic hierarchy level + compass direction	NOT_APPLICABLE		Medium		no recoverable animator-useful referent (rule 27)	P134
finger_pinky_right_1	finger_pinky_right_1	CLEAR	right pinky finger, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger anatomy	P134
cloth middle 2	cloth middle 2	CLEAR	cloth-sim control, middle, numbered	CLEAR	groupFile/Clothing	High		garment cloth-sim control	P134
scale_y_up	scale_y_up	OPAQUE	generic axis-scale operation, no subject	NOT_APPLICABLE		High		no recoverable referent (rule 27)	P134
bip_buckethandle	bip_BucketHandle	CLEAR	bucket handle prop	CLEAR	groupFile/Other	Medium		recognized prop object	P134
hat_left_2_jiggle	Hat_Left_2_jiggle	CLEAR	hat jiggle-physics, left, numbered	CLEAR	groupFile/Clothing	High		garment accessory physics	P134
bow right 1g	bow right 1g	PARTIAL	"bow" = decorative bow/archery bow/ship's bow, right, variant	NEEDS_CONTEXT		Medium	materially different core readings (rule 22)	unresolved bow polysemy	P134
rfingers	RFingers	CLEAR	right-hand fingers, general reference	CLEAR	groupFile/Arms/RightArm/RightFingers	Medium		general finger-group reference control	P134
bip_gumsteethlower	bip_GumsTeethLower	CLEAR	lower gums/teeth	CLEAR	groupFile/Face/Lower Face	High		localized mouth mechanism	P134
hokage hat right 2c	hokage hat right 2c	CLEAR	hat accessory (character-theme prefix), right, variant	CLEAR	groupFile/Clothing	High		garment accessory	P134
boxb	BoxB	CLEAR	box object, variant	CLEAR	groupFile/Other	High		established Box## generic-object precedent	P134
left_smile	Left_Smile+Left_smile	CLEAR	smile expression, left	CLEAR	groupFile/Face/Lower Face	High		established bare "Smile" localized precedent	P134
bone169	Bone169	OPAQUE	generic numbered bone	NOT_APPLICABLE		High		no independent content	P134
unusedspine3	unusedSpine3	CLEAR	self-declared unused spine placeholder, numbered	CLEAR	groupFile/Useless	High		self-declared unused overrides other content (rule 15)	P134
fh17.r	Fh17.R	OPAQUE	cryptic ungrounded abbreviation+number+side code	NOT_APPLICABLE		High		matches established Fh##.* cryptic-code precedent	P134
arm left elbow adj. 2	arm left elbow adj. 2	CLEAR	left elbow adjustment, numbered	CLEAR	groupFile/Arms	Medium		ordinary structural arm adjustment	P134
leg left ankle ctr2	leg left ankle ctr2	CLEAR	left ankle, center, numbered	CLEAR	groupFile/Legs	High		plain structural leg anatomy	P134
(flex) bottom + foot	(FLEX) Bottom + Foot	CLEAR	foot-sole flex control, combined	CLEAR	groupFile/Legs	Medium		structural foot mechanism	P134
nyotengu head nostril left 2	Nyotengu head nostril left 2	CLEAR	nostril, left, numbered (character prefix set aside)	CLEAR	groupFile/Face/Mid Face	Medium		localized nose/midface mechanism	P134
smirkl+smirkr	SmirkL+SmirkR	CLEAR	smirk expression, combined left+right control	CLEAR	groupFile/Face/Lower Face	High		established bare "Smirk" localized precedent, combined-side control	P134
left little finger 1 grip 2	Left little finger 1 grip 2	CLEAR	left little finger, grip pose, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		explicit finger anatomy	P134
canin_pen_2	canin_pen_2	CLEAR	penis (canine species context), numbered	CLEAR	groupFile/Body	Medium	"pen" abbreviation grounded by species+genital context	no shape/state word; direct-pose structural sexual anatomy per current doctrine; FUTURE_SEXUAL_BONES_MIGRATION_CANDIDATE	P134
jiggleboob2	jiggleboob2	CLEAR	breast jiggle-physics function, numbered	CLEAR	groupFile/Body	Medium		direct-pose structural dynamic function, no shape/state word; FUTURE_SEXUAL_BONES_MIGRATION_CANDIDATE	P134
penis balls left	penis balls left	CLEAR	penis and testicles, left	CLEAR	groupFile/Body	Medium		no shape/state word; direct-pose structural sexual anatomy per current doctrine; FUTURE_SEXUAL_BONES_MIGRATION_CANDIDATE	P134
01	01	OPAQUE	pure numeric literal	NOT_APPLICABLE		High		no recoverable referent	P134
valvebiped.bip01_l_calftwist1	ValveBiped.Bip01_L_CalfTwist1	CLEAR	left calf twist bone, numbered	CLEAR	groupFile/Legs	High		plain structural leg anatomy	P134
l_front_holster_0u_4v	l_front_holster_0u_4v	CLEAR	weapon holster, front, left, coded variant	CLEAR	groupFile/Other	Medium		recognized weapon-equipment accessory	P134
bip_r_middle_sub	bip_r_middle_sub	CLEAR	right middle finger sub-bone	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger anatomy	P134
seat.base	Seat.Base	CLEAR	seat/furniture prop base	CLEAR	groupFile/Other	Medium		recognized furniture prop	P134
bone pinky 4	bone pinky 4	CLEAR	pinky finger, numbered, side-neutral	CLEAR	groupFile/Fingers	Medium		no side marker, side-neutral finger destination (rule 11)	P134
l_scapula_helper	l_scapula_helper	CLEAR	scapula (shoulder blade) helper, left	CLEAR	groupFile/Arms	High		structural shoulder anatomy	P134
wep_lever	WEP_Lever	CLEAR	weapon lever mechanism	CLEAR	groupFile/Other	High		recognized weapon mechanism	P134
