fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
chocker_acc	chocker_acc	CLEAR	a choker necklace accessory	CLEAR	groupFile/Clothing	High		matches live-Master Bip_Chocker/Choker family (9 hits), all groupFile/Clothing	P93	
pad2_5	pad2_5	CLEAR	a padding/pad accessory, numbered	CLEAR	groupFile/Clothing	Medium		recognized worn padding accessory	P93	
wheel_2.base	Wheel_2.Base	CLEAR	a wheel prop, numbered, base component	CLEAR	groupFile/Other	High		matches live-Master Wheel/Wheel1-4 precedent (35 hits), groupFile/Other	P93	
opt_hand_right_ring2	OPT_Hand_Right_Ring2	CLEAR	right hand ring-finger digit, numbered, OPT namespace	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit ring-finger anatomy grounds this regardless of 'OPT' namespace prefix (rule 24), matches live-Master DEF-RightHandRing2 precedent	P93	
l1	L1+l1	OPAQUE	bare side marker plus a bare number	NOT_APPLICABLE		Low	no independent grounding beyond a side+number label	matches settled bare-cryptic-code precedent	P93	
bh02.r	Bh02.R	OPAQUE	cryptic 2-letter abbreviation+number+side fragment	NOT_APPLICABLE		Low	no independent grounding for 'Bh'	matches settled Bh##.* cryptic-fragment precedent	P93	
bobcut.back_2_jiggle	Bobcut.Back_2_jiggle	CLEAR	a Bobcut hairstyle back section, jiggle-physics, numbered	CLEAR	groupFile/Hair	High		matches live-Master Bobcut.Bang_* family (48 hits), all groupFile/Hair	P93	
chest_a	chest_a	CLEAR	chest/torso anatomy, variant A	CLEAR	groupFile/Body	Medium		plain structural torso anatomy, no shape/cloth qualifier present, matches bare 'chest' default	P93	
al+ar	AL+AR	OPAQUE	bare 2-letter side-coded fragments, combined	NOT_APPLICABLE		Low	'AL'/'AR' carry no independent grounding	no Master/ledger precedent recovers this fragment	P93	
themask	TheMask	CLEAR	a mask worn accessory	CLEAR	groupFile/Clothing	Medium		mask is a worn face covering, matches maskbottom.l precedent	P93	
ckarmbendl	CKArmBendL	CLEAR	an arm-bend joint-corrective control, left, CK namespace	CLEAR	groupFile/Correctives	Medium		'CK' plausibly denotes 'Corrective Key' (matches the JCM/corrective-purpose pattern); matches live-Master hyphenated 'Arm-Bend-L/R'->Correctives naming convention rather than the underscore 'arm_bend_L'->Arms convention	P93	
bodyshape-thin	bodyshape-thin	CLEAR	a full-body thinness shape descriptor	CLEAR	groupFile/Body Morphs	High		matches extensive current-ledger bodyshape-* sibling family, all CLEAR/CLEAR/Body Morphs	P93	
oris01	oris01	OPAQUE	cryptic fragment, numbered	NOT_APPLICABLE		Low	no corpus-grounded convention establishes 'oris' as a semantic anatomical reference here	no Master/ledger precedent; avoiding unsupported Latin-anatomical-term inference	P93	
apron c1	Apron c1	CLEAR	an apron garment, variant C1	CLEAR	groupFile/Clothing	High		matches live-Master Apron/Apron-* precedent (20 hits)	P93	
bone 67	bone 67	OPAQUE	generic numbered technical bone	NOT_APPLICABLE		Medium	no anatomical/functional content	matches settled Bone### precedent	P93	
bip_cloth_c	bip_cloth_c	CLEAR	a cloth simulation bone, variant C	CLEAR	groupFile/Clothing	High		matches live-Master/ledger cloth-bone-simulation precedent	P93	
ballsr01	ballsR01	CLEAR	testicle ('balls') shape control, right, numbered	CLEAR	groupFile/Body Morphs	High		matches live-Master 'balls R'/'Balls_R'/'Balls_R_Jiggle' precedent (8 hits)	P93	
leg left sth	leg left StH	CLEAR	left leg anatomy, undecoded 'StH' suffix code	CLEAR	groupFile/Legs	Medium		explicit leg anatomy grounds this regardless of the undecoded suffix (rule 24), matches sibling 'leg left stg'/'leg right stb'	P93	
bip_stoolclothback_0_r	bip_StoolClothBack_0_R	CLEAR	a stool furniture cloth-covering prop, back, right, numbered	CLEAR	groupFile/Other	Medium		'stool' names a furniture/prop object; the cloth covering belongs to the furniture, not a worn garment	P93	
v_weapon.m3_parent	v_weapon.M3_PARENT	CLEAR	a viewmodel weapon parent bone, M3 variant	CLEAR	groupFile/Other	High		recognized weapon-prop rig control	P93	
sk_r_b_leg_6	SK_R_B_leg_6	CLEAR	right back-leg anatomy, numbered, SK model namespace	CLEAR	groupFile/Legs	Medium		explicit leg anatomy grounds this regardless of namespace/qualifier prefix (rule 24)	P93	
bone 80	bone 80	OPAQUE	generic numbered technical bone	NOT_APPLICABLE		Medium	no anatomical/functional content	matches settled Bone### precedent	P93	
jnt_right	jnt_right	OPAQUE	a generic 'joint' technical term plus a bare side marker	NOT_APPLICABLE		Low	'jnt' is generic rig plumbing (section 12) with no named anatomy/location	no anatomical content survives beyond the generic joint+side label	P93	
wardrobe	Wardrobe	CLEAR	a wardrobe furniture prop	CLEAR	groupFile/Other	High		recognized real-world furniture/prop object	P93	
belt front right b	belt front right b	CLEAR	a belt garment, front, right, variant B	CLEAR	groupFile/Clothing	High		explicit worn belt accessory	P93	
bip01_r_thigh008	Bip01_R_Thigh008	CLEAR	right thigh anatomy, numbered segment	CLEAR	groupFile/Legs	High		plain structural thigh anatomy	P93	
lipupper_r2	lipUpper_R2	CLEAR	upper lip anatomy, right, numbered	CLEAR	groupFile/Face/Lower Face	High		lip anatomy is Lower Face, matches lipupper_l4 sibling	P93	
bipmar r finger4	BipMar R Finger4	CLEAR	right hand finger 4 digit, Mar model namespace	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger digit anatomy; 'BipMar' namespace set aside (rule 24)	P93	
shaft	Shaft	CLEAR	a genital shaft anatomy reference	CLEAR	groupFile/Body	Medium		plain structural genital anatomy, matches Cock.Shaft-family precedent	P93	
left little finger 2 grip 1	Left little finger 2 grip 1	CLEAR	left pinky finger, grip variant, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		explicit finger digit anatomy	P93	
ashi_r_d__offset	ashi_r_d__offset	CLEAR	leg anatomy ('ashi'=Japanese for leg), right, variant D, offset control	CLEAR	groupFile/Legs	Medium		'ashi' is a Japanese anatomical term for leg/foot, matches the 'momo'=thigh grounded-loanword precedent (rule 23); 'd'/'offset' are undecoded variant qualifiers	P93	
bip_ass1_r	bip_Ass1_r+bip_ass1_R	CLEAR	buttock anatomy, right, numbered	CLEAR	groupFile/Body	High		buttock remains Body regardless of side/number marker (rule 26 override)	P93	
head eyelash left upper	head eyelash left upper	CLEAR	left upper eyelash anatomy	CLEAR	groupFile/Face/Eyes	High		eyelash is an eye-region feature	P93	
browmid_r	BrowMid_R	CLEAR	right mid-brow anatomy	CLEAR	groupFile/Face/Upper Face	High		brow anatomy is Upper Face	P93	
bolt_slide	Bolt_Slide	CLEAR	a weapon bolt-slide mechanism part	CLEAR	groupFile/Other	High		recognized weapon-part prop	P93	
capeflap1.r	CapeFlap1.R	CLEAR	a cape flap, numbered, right	CLEAR	groupFile/Clothing	High		cape is an explicit worn garment, matches live-Master cape N L/R precedent	P93	
music_gen_guitar_lute_b_ref_mesh	MUSIC_GEN_Guitar_Lute_B_REF_Mesh	CLEAR	a guitar/lute musical-instrument reference-mesh prop	CLEAR	groupFile/Other	High		recognized real-world instrument/prop object	P93	
bip_pad_r	bip_pad_r	CLEAR	a padding accessory, right	CLEAR	groupFile/Clothing	Medium		recognized worn padding accessory	P93	
right index distal	Right Index Distal	CLEAR	right index finger distal segment	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger digit anatomy	P93	
h7	H7+h7	OPAQUE	bare 2-character alphanumeric code	NOT_APPLICABLE		Low	no readable content	matches settled bare-cryptic-code precedent	P93	
blink up	Blink Up	CLEAR	an upward eye-blink expression	CLEAR	groupFile/Face/Eyes	High		blink is an eye-specific function	P93	
grapple4	grapple4	CLEAR	a grapple weapon/tool prop, numbered	CLEAR	groupFile/Other	High		recognized weapon/tool prop object	P93	
007	007	OPAQUE	a bare numeric literal with no other content	NOT_APPLICABLE		Low	pure numeric label, no anatomical/functional word	matches settled pure-numeric-literal precedent	P93	
tape_r_01	Tape_R_01	CLEAR	a tape wrap accessory, right, numbered	CLEAR	groupFile/Clothing	Medium		recognized worn wrap/accessory object	P93	
unusedbone221	unusedbone221	CLEAR	self-declared unused marker, numbered bone	CLEAR	groupFile/Useless	High		matches the extensive current-ledger unusedbone### sibling series, all CLEAR/CLEAR/Useless (rule 15)	P93	
sash 2a	Sash 2a	CLEAR	a sash garment accessory, variant 2A	CLEAR	groupFile/Clothing	High		recognized worn garment accessory	P93	
wrinkles-3	wrinkles-3	CLEAR	a wrinkle deformation control, numbered	NEEDS_CONTEXT		Low	'wrinkles' names a real deformation concept but the owning skin/garment/age context is not stated	no Master/ledger precedent names the owner	P93	
head eye brili left	head eye brili left	CLEAR	left eye 'brili' (brilliance/glint) control, head region	CLEAR	groupFile/Face/Eyes	Medium		'brili' plausibly abbreviates eye brilliance/sparkle; explicit 'eye' content grounds this regardless	P93	
valvebiped.bip01_vag_r_3	ValveBiped.Bip01_Vag_R_3	CLEAR	vaginal anatomy, right, numbered	CLEAR	groupFile/Body	High		matches extensive current-ledger ValveBiped.Bip01_Vag_L/R sibling series, all CLEAR/CLEAR/Body	P93	
office	Office+office	CLEAR	an office furniture/environment prop	CLEAR	groupFile/Other	Medium		recognized real-world furniture/environment object	P93	
eballlowerl+eballlowerr	EBAllLowerL+EBAllLowerR	CLEAR	lower eyeball control, combined left+right	CLEAR	groupFile/Face/Eyes	High		explicit eyeball anatomy	P93	
flipoutleftleft	FlipOutLeftLeft	CLEAR	a hair/style flip-out control, left	CLEAR	groupFile/Hair	Low	doubled 'left' token is unusual, but no other owner is named	'flip out' is a common hair-styling term absent a competing owner	P93	
switch/stem/umbrella	switch/stem/umbrella	CLEAR	an umbrella prop, switch/stem mechanism components	CLEAR	groupFile/Other	Medium		'umbrella' is the clear recognizable object; 'switch'/'stem' name its component mechanism	P93	
page2_g	Page2_G	CLEAR	a page/book prop, numbered, variant G	CLEAR	groupFile/Other	Low		'page' is a recognizable real-world prop object, matches chair/vase/carpet-style generic-object precedent	P93	
