fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
jiggle02b	Jiggle02b	CLEAR	"a secondary-motion ""jiggle"" control, numbered/lettered, owning object unstated"	NEEDS_CONTEXT		Medium	jiggle function is clear but no owning object is named	function clear, owner unnamed (rule 22 jiggle example)	P15
taurenmale_hd_bone_123	taurenmale_hd_bone_123	OPAQUE	a generic numbered bone in the TaurenMale_HD model/variant series; anatomical region/function unknown	NOT_APPLICABLE		Low		matches settled taurenmale_hd_bone_* precedent	P15
whistle	whistle	CLEAR	a whistle prop/instrument	CLEAR	groupFile/Other	High		plain prop object	P15
chair control	chair control	CLEAR	a chair prop control	CLEAR	groupFile/Other	High		plain environment/prop object	P15
cockring-tighten	cockring-tighten	CLEAR	"a worn penis-ring accessory, ""tighten"" action"	CLEAR	groupFile/Clothing	Medium		worn accessory item; the object itself (cockring) is a garment/accessory, not bare anatomy	P15
third_arms_r_middle4	Third_Arms_R_Middle4	CLEAR	"middle finger of a ""third"" (extra) right arm, numbered"	CLEAR	groupFile/Arms/RightArm/RightFingers	Medium		extra-limb finger anatomy; limb count does not change destination (rule 19)	P15
pb_l_cmy01_bhair_7	pb_L_CMY01_BHair_7	CLEAR	back-hair strand, left, numbered	CLEAR	groupFile/Hair	Medium		"""BHair"" (back hair) is explicit hair anatomy despite the cryptic prefix codes"	P15
bip01-pelvis001	Bip01-Pelvis001	CLEAR	pelvis anatomy, numbered	CLEAR	groupFile/Body	High		plain torso/pelvis anatomy	P15
shotguncartridge_fk_0	ShotgunCartridge_FK_0	CLEAR	a shotgun-cartridge prop, FK chain, numbered	CLEAR	groupFile/Other	High		plain weapon-ammunition prop	P15
unused.055	unused.055	CLEAR	self-declared unused control, numbered	CLEAR	groupFile/Useless	High		self-declared unused	P15
r_pbone_knee	r_pbone_knee	CLEAR	knee anatomy (physics bone), right	CLEAR	groupFile/Legs	High		plain knee anatomy	P15
leg right sta	leg right StA	CLEAR	"leg anatomy, right, ""StA"" suffix unresolved"	CLEAR	groupFile/Legs	Medium		core leg reading is clear despite the unexplained suffix (rule 22)	P15
head earring left a 1	head earring left a 1	CLEAR	earring jewelry, left, variant	CLEAR	groupFile/Clothing	High		worn jewelry/accessory item	P15
wep_foregrip_child3	WEP_Foregrip_Child3	CLEAR	weapon foregrip mechanism, numbered	CLEAR	groupFile/Other	High		plain weapon-mechanism control	P15
bone.016.r	Bone.016.r	OPAQUE	generic numbered bone, right, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P15
bip01_spine2_009	Bip01_Spine2_009	CLEAR	spine anatomy, numbered	CLEAR	groupFile/Body	High		plain torso anatomy	P15
r_rear_holster_0u_1v	r_rear_holster_0u_1v	CLEAR	holster, right, rear, cloth-sim grid coordinate suffix	CLEAR	groupFile/Clothing	High		worn equipment defaults to Clothing absent explicit weapon/prop-assembly ownership (rule 16)	P15
veil_l_4	VEIL_L_4	CLEAR	veil garment, left, numbered	CLEAR	groupFile/Clothing	High		explicit named garment	P15
bip_penis	bip_Penis	CLEAR	penis anatomy	CLEAR	groupFile/Body	High		structurally named genital anatomy	P15
right upperleg	Right UpperLeg	CLEAR	upper leg (thigh), right	CLEAR	groupFile/Legs	High		plain leg/thigh anatomy	P15
bip_leg.002	Bip_leg.002	CLEAR	leg anatomy, numbered	CLEAR	groupFile/Legs	High		plain leg anatomy	P15
object51	Object51	OPAQUE	generic placeholder object name, no content	NOT_APPLICABLE		Low		generic placeholder object name	P15
eyes happy left	eyes happy left	CLEAR	eye expression, happy, left	CLEAR	groupFile/Face/Eyes	High		plain eye expression	P15
unusedhairroot9	unusedhairroot9	CLEAR	self-declared unused hair-root control	CLEAR	groupFile/Useless	High		self-declared unused	P15
bip001-monioopp	Bip001-MonioOpp	OPAQUE	"cryptic suffix (""MonioOpp"") with no recoverable anatomical content"	NOT_APPLICABLE		Low		no recoverable referent beyond the generic Bip001 prefix	P15
wep_bolt_handle	WEP_Bolt_Handle	CLEAR	weapon bolt-handle mechanism	CLEAR	groupFile/Other	High		plain weapon-mechanism control	P15
eyelashoutlinehide	EyelashOutlineHide	CLEAR	eyelash outline visibility/appearance control	CLEAR	groupFile/Face/Eyes	High		plain eye-region control	P15
bone157	Bone157	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P15
unusedbone100	unusedbone100	CLEAR	self-declared unused bone, numbered	CLEAR	groupFile/Useless	High		self-declared unused	P15
bipflm l foretwist	BipFlm L ForeTwist	CLEAR	left forearm twist bone	CLEAR	groupFile/Arms/LeftArm	High		plain arm twist anatomy	P15
earpiece	Earpiece	CLEAR	a worn earpiece device/accessory	CLEAR	groupFile/Clothing	Medium		worn equipment defaults to Clothing (rule 16)	P15
asshole_1	Asshole_1	CLEAR	anus anatomy, structurally named, numbered	CLEAR	groupFile/Body	High		structurally named anatomy	P15
r_inner_lowerer	R_inner_lowerer	CLEAR	"an ""inner"" lowering function, right, target object unstated"	NEEDS_CONTEXT		Low	"lowering function is recognizable but ""inner"" does not specify a body part"	function recognizable, object unnamed	P15
up.r	up.r	OPAQUE	a bare direction word with a side marker, no object named	NOT_APPLICABLE		Low		direction+side alone, no object	P15
r dcor	R Dcor	OPAQUE	"cryptic term (""Dcor"") with no recoverable anatomical content, right"	NOT_APPLICABLE		Low		no recoverable referent	P15
shoulder_bone_correct_l_01	shoulder_bone_correct_l_01	CLEAR	a shoulder-bone deformation correction control, left, numbered	CLEAR	groupFile/Correctives	High		"explicit ""correct"" repair-purpose language"	P15
jacket_border_4_r	jacket_border_4_R	CLEAR	jacket garment border, right, numbered	CLEAR	groupFile/Clothing	High		explicit named garment	P15
thumb_right_2	thumb_right_2	CLEAR	thumb anatomy, right, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain finger anatomy	P15
