fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
unusedtransform11 cmn sl alison	unusedtransform11 cmn sl alison	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' marker is itself the complete stable reading (rule 15)	P111
left ring finger 2 grip 1	Left ring finger 2 grip 1	CLEAR	left ring finger, segment 2, grip variant 1	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain sided numbered finger anatomy	P111
page1_g	Page1_G	OPAQUE	ambiguous UI/page reference with a bare letter suffix	NOT_APPLICABLE		Low	no recoverable animator-useful referent	generic 'page' + bare suffix, no owner or function recoverable (rule 27)	P111
hand finger right 4b	hand finger right 4b	CLEAR	right hand finger 4, variant b	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain sided numbered finger anatomy	P111
sword_1	sword_1	CLEAR	a sword prop, numbered	CLEAR	groupFile/Other	High		recognized weapon prop (rule 16)	P111
valvebiped.bip01_l_finger3_twist_1	ValveBiped.Bip01_L_Finger3_Twist_1	CLEAR	left finger 3 twist bone	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		ValveBiped skeletal finger-twist convention	P111
leftdeltoid_helper	LeftDeltoid_helper	CLEAR	left deltoid (shoulder muscle) helper control	CLEAR	groupFile/Arms/LeftArm	High		deltoid is shoulder/arm anatomy; 'helper' qualifier does not erase the anatomical owner (rule 4)	P111
fa_under_chin_right_out	fa_under_chin_right_out	CLEAR	under-chin region, right, outward variant	CLEAR	groupFile/Face/Lower Face	High		chin/jaw region is a Lower Face mechanism	P111
bunnyearboneleft_1	BunnyEarBoneLeft_1	CLEAR	bunny-ear costume bone, left, numbered	CLEAR	groupFile/Face/Ears	High		matches the extensive live-Master Bunny_Ear_L/R numbered family (Face/Ears, 71 hits)	P111
h3jiggle02	H3Jiggle02	CLEAR	a jiggle-physics function on an unresolved 'H3' object, numbered	NEEDS_CONTEXT		Medium	cryptic 'H3' prefix has no grounding; jiggled object unstated	'jiggle' is a recognized dynamic-physics function (rule 22) even though its object is unstated	P111
key.black_5	Key.Black_5	CLEAR	a piano/keyboard black key, numbered 5	CLEAR	groupFile/Other	Medium		recognized generic keyboard-key object, part of a Key.Black/White numbered series this batch	P111
right little finger 2 grip 1	Right little finger 2 grip 1	CLEAR	right pinky finger, segment 2, grip variant 1	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain sided numbered finger anatomy	P111
r_thumb1a_00002	r_thumb1a_00002	CLEAR	right thumb, segment 1a, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain sided finger anatomy	P111
bh03.l	Bh03.L	OPAQUE	cryptic 2-4 letter abbreviation+number+side fragment, no grounding	NOT_APPLICABLE		Low	'Bh' has no established expansion anywhere in the corpus	matches the established ungrounded Bh##.*/Fh##.* cryptic-fragment precedent	P111
53	53	OPAQUE	pure numeric literal with zero other content	NOT_APPLICABLE		Low	no word content at all		P111
bip_neckring	bip_neckRing	CLEAR	a structural neck-region bone (deformation/twist ring), unsided	CLEAR	groupFile/Body	Medium	'ring' function not fully certain but the bip_ skeletal-bone prefix and neck anatomy are clear	'bip_' marks this as a skeletal bone (distinct from the unrelated jewelry prop 'mp_neck_rings' -> Other); ordinary structural neck anatomy (rule 6)	P111
tounge tip down	Tounge tip down	CLEAR	tongue tip, pointed down (accepted 'Tounge' misspelling)	CLEAR	groupFile/Face/Tongue	High		rule 12 accepted misspelling of tongue	P111
fa_nostril_left	fa_nostril_left	CLEAR	left nostril	CLEAR	groupFile/Face/Mid Face	High		nose/nostril is a Mid Face mechanism	P111
blink down	Blink Down	CLEAR	eyelid blink control, downward	CLEAR	groupFile/Face/Eyes	High		eyelid/blink mechanism	P111
crow_3.femur_l	Crow_3.Femur_L	CLEAR	left femur (thigh bone), 'Crow_3' model prefix set aside	CLEAR	groupFile/Legs	High		femur is plain leg anatomy regardless of character/model prefix (rule 24)	P111
muscle-up	muscle-up	CLEAR	a muscle bulge/definition-increase appearance control	CLEAR	groupFile/Body Morphs	Medium		matches the live-Master 'muscle_up' precedent (Body Morphs); a shape/appearance state, not a named anatomical segment	P111
pants small thigs	Pants Small Thigs	CLEAR	pants fit adjustment for small thighs (accepted 'Thigs' misspelling of thighs)	CLEAR	groupFile/Clothing	High		garment-specific fit/shape adjustment stays with the garment (rule 8)	P111
bobcut.side_left_2_1_jiggle	Bobcut.Side_Left_2_1_jiggle	CLEAR	Bobcut hairstyle, side left, numbered, jiggle physics	CLEAR	groupFile/Hair	High		named hairstyle with physics variant	P111
left_sneer	Left_sneer	CLEAR	sneer expression, left	CLEAR	groupFile/Face/Lower Face	High		matches the established sneer_right/right_sneer/leftsneer -> Lower Face precedent	P111
sidelockleft3	SideLockLeft3	CLEAR	a sidelock hair strand, left, numbered	CLEAR	groupFile/Hair	High		named hair-strand feature	P111
full nelson	Full Nelson	CLEAR	a named whole-body wrestling/restraint hold	NEEDS_CONTEXT		Medium	no anatomical owner or established whole-body-pose-preset destination exists in this taxonomy	ordinary English term for a recognizable pose/hold (rule 22 category F); no single anatomical region owns a whole-body pose, and no Master precedent exists for this literal	P111
penis_f_2	penis_f_2	CLEAR	penis flaccid-state variant, numbered	CLEAR	groupFile/Body Morphs	Medium	'f' abbreviation for 'flaccid' is inferred, not explicit	directly grounded by the live-Master sibling 'penis_flaccid' (Body Morphs, rule 23); a numbered state variant, not a structural segment name	P111
clip01	Clip01	CLEAR	a clip object/prop, numbered	CLEAR	groupFile/Other	High		matches the live-Master bare 'clip'/'Clip' precedent (Other)	P111
bip01_spine3_002	Bip01_Spine3_002	CLEAR	spine bone, segment 3, numbered variant	CLEAR	groupFile/Body	High		plain structural spine anatomy	P111
object031_004	Object031_004	OPAQUE	generic numbered placeholder object	NOT_APPLICABLE		Low	'Object' + number carries no content	matches the established generic 'Object###' placeholder precedent	P111
wep_caplock	WEP_CapLock	CLEAR	a caplock (percussion-cap firearm mechanism)	CLEAR	groupFile/Other	High		'wep_' weapon-prefix convention; recognized firearm mechanism/prop (rule 16)	P111
right_stomach_buldge	Right_stomach_buldge	CLEAR	right-side stomach bulge (accepted 'buldge' misspelling)	CLEAR	groupFile/Body Morphs	High		explicit shape/deformation state	P111
bip_tentacle.013	Bip_Tentacle.013	CLEAR	a tentacle, numbered	CLEAR	groupFile/Other	High		settled tentacle/tenta_ -> Other precedent (rule 18)	P111
asshool_1	Asshool_1	CLEAR	anus/asshole numbered variant (accepted misspelling, matches sibling 'Asshole_3' this batch)	CLEAR	groupFile/Body Morphs	Medium		matches the live-Master bare numbered/sided AssHole1.L/AssHole2.C/etc. family (9/9 hits, all Body Morphs)	P111
polysurface14	polySurface14	OPAQUE	DCC-default primitive mesh name	NOT_APPLICABLE		Low	construction residue, no independent semantic evidence	DCC-default-identifier boundary	P111
fit jumpsuit	fit jumpsuit	CLEAR	jumpsuit fit adjustment	CLEAR	groupFile/Clothing	High		garment fit control stays with the garment	P111
line01	Line01	OPAQUE	a bare numbered 'line' with no stated purpose	NOT_APPLICABLE		Low	no recoverable animator-useful referent (rule 27) -- could be a curve/spline/UI helper with no recoverable subject		P111
key.down	Key.DOWN	CLEAR	a keyboard key, DOWN	CLEAR	groupFile/Other	Medium		recognized generic keyboard-key object, part of this batch's Key.* series	P111
key.white_30	Key.White_30	CLEAR	a piano/keyboard white key, numbered 30	CLEAR	groupFile/Other	Medium		recognized generic keyboard-key object	P111
unusedheadneckupper	unusedheadneckupper	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' marker (rule 15)	P111
elbow fix.l	Elbow fix.L	CLEAR	a left elbow corrective fix	CLEAR	groupFile/Correctives	High		explicit 'fix' establishes corrective purpose (rule 5)	P111
flm-armb-float-b1	Flm-ArmB-Float-B1	CLEAR	a 'float' function in the Flm-ArmB internal namespace, variant B1	NEEDS_CONTEXT		Medium	object that floats is never named	matches the settled Flm-ArmB-Float sibling family (all CLEAR/NEEDS_CONTEXT)	P111
bip_l_ear0	bip_l_ear0	CLEAR	left ear bone, numbered	CLEAR	groupFile/Face/Ears	High		plain ear anatomy	P111
lowerblinkl+lowerblinkr	lowerBlinkL+lowerBlinkR	CLEAR	combined lower-eyelid blink control, left and right	CLEAR	groupFile/Face/Eyes	High		eyelid/blink mechanism	P111
rightsneer	RightSneer	CLEAR	sneer expression, right	CLEAR	groupFile/Face/Lower Face	High		matches the established sneer precedent	P111
valvebiped.bip01_lowerhead	ValveBiped.Bip01_LowerHead	CLEAR	lower-head structural bone	CLEAR	groupFile/Body	High		plain structural head/neck anatomy	P111
backhair c00 joint	backhair c00 joint	CLEAR	back-hair joint, numbered	CLEAR	groupFile/Hair	High		hair joint control	P111
calves thicc	Calves Thicc	CLEAR	calf muscle thickness/size increase (slang 'thicc')	CLEAR	groupFile/Body Morphs	High		explicit size/shape change	P111
eyelipdownleft	EyeLipDownLeft	CLEAR	upper/lower eyelid-crease control, downward, left	CLEAR	groupFile/Face/Upper Face	High		matches the extensive live-Master EyeLip family (bip_downEyeLip_L/R, bip_upEyeLip_L/R, etc. -- 82 hits, all Face/Upper Face)	P111
left ring finger 3	Left ring finger 3	CLEAR	left ring finger, segment 3	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain sided finger anatomy	P111
unusedright pupil fbu	unusedright pupil fbu	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' marker (rule 15)	P111
loonafits	LoonaFITS	CLEAR	a garment fit adjustment, 'Loona' character prefix set aside	CLEAR	groupFile/Clothing	Medium		'fits' is a clothing-fit reading matching this batch's 'fit jumpsuit'/'pants small thigs' pattern; character prefix set aside (rule 24)	P111
ruby_head_b_jnt	Ruby_head_b_jnt	CLEAR	head joint, variant b, 'Ruby' character prefix set aside	CLEAR	groupFile/Body	High		plain structural head anatomy regardless of character prefix (rule 24)	P111
asshole_3	Asshole_3	CLEAR	anus/asshole numbered variant	CLEAR	groupFile/Body Morphs	Medium		matches the live-Master bare numbered/sided AssHole1.L/AssHole2.C/etc. family (9/9 hits, all Body Morphs)	P111
shell	Shell+shell	PARTIAL	a 'shell' -- materially different competing readings (creature shell / ammunition shell / decorative shell)	NEEDS_CONTEXT		Low	no qualifier resolves which kind of shell this is	bare 'shell' has no live-Master grounding and no disambiguating token (rule 22 PARTIAL test)	P111
key.h	Key.H	CLEAR	a keyboard key, H	CLEAR	groupFile/Other	Medium		recognized generic keyboard-key object	P111
bip_chest_2_r	bip_Chest_2_r	CLEAR	chest bone, right, numbered	CLEAR	groupFile/Body	High		chest/torso is Body anatomy even when a sided variant exists	P111
lower 2 left	Lower 2 Left	OPAQUE	a bare 'lower' positional label with no stated body part or object	NOT_APPLICABLE		Low	no recoverable animator-useful referent (rule 27)	matches the established bare 'lower_NN' cryptic-fragment precedent	P111
wep_wick4	WEP_Wick4	CLEAR	a firearm wick/fuse component, numbered	CLEAR	groupFile/Other	High		'wep_' weapon-prefix convention; recognized firearm mechanism/prop	P111
v_weapon.left_pinky02	v_weapon.Left_Pinky02	CLEAR	left pinky finger, numbered, within a weapon-grip-pose namespace	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		'v_weapon.' prefix set aside (rule 24); remaining content is plain finger anatomy	P111
legmiddlefinger1_r	LegMiddleFinger1_R	CLEAR	right toe digit (cross-limb hand-finger-name-for-toe naming), numbered	CLEAR	groupFile/Toes/RightToes	Medium		matches the established cross-limb digit-naming template (Leg+hand-finger-name read as the corresponding toe digit)	P111
bip01 neck1	Bip01 Neck1	CLEAR	neck bone, numbered	CLEAR	groupFile/Body	High		plain structural neck anatomy	P111
loweroutleft	LowerOutLeft	OPAQUE	a bare 'lower'+'out' positional label with no stated body feature	NOT_APPLICABLE		Low	no recoverable animator-useful referent (rule 27) -- unlike sibling 'lowerblink' controls, no feature word is present		P111
rarmex	RArmEX	CLEAR	right arm, extra/helper bone variant	CLEAR	groupFile/Arms/RightArm	Medium	'EX' inferred as 'extra' by analogy, not explicit	matches the live-Master RForearmEx1/2, RightForeArm_extrabone family pattern (rule 24: undecoded suffix does not erase the grounded 'Arm' content)	P111
teeth-wide	Teeth-Wide	CLEAR	teeth spacing/appearance widened	CLEAR	groupFile/Face/Lower Face	High		teeth are a mouth/lower-face feature	P111
