fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
level4_east	Level4_East	CLEAR	an environment/level layout marker, numbered	CLEAR	groupFile/Other	Medium		recognized environment/layout prop term	P67
armhandsuitraisecenteronly	ArmHandSuitRaiseCenterOnly	CLEAR	an arm/hand raise posing control, center-only, with a "suit" context qualifier	CLEAR	groupFile/Arms	Medium		primary function is an arm/hand raise pose; "suit" is a context modifier, not a separate owning garment	P67
r_pucker	R_pucker	CLEAR	lip pucker, right	CLEAR	groupFile/Face/Lower Face	High		lip is a mouth/lower-face feature	P67
liplower_r3	lipLower_R3	CLEAR	lower lip, right, numbered	CLEAR	groupFile/Face/Lower Face	High		lip is a mouth/lower-face feature	P67
pincer right root	Pincer Right Root	CLEAR	a pincer (claw-hand-equivalent limb-end appendage), right, root	CLEAR	groupFile/Arms	Medium		whole limb-end appendage routes to the plain limb, not Fingers (rule 18)	P67
m01	M01	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no readable content	P67
bulge-2	Bulge-2	CLEAR	a bulge shape control, numbered	NEEDS_CONTEXT		Medium	no owning body region named for the bulge	matches the settled bulge-1/bulge-3 sibling precedent (verified current ledger values)	P67
riboon	riboon	CLEAR	a ribbon (accessory), apparent misspelling of "ribbon"	CLEAR	groupFile/Clothing	Medium		worn decorative-accessory term; literal spelling preserved as written (rule 12)	P67
leg fix side 90 r	Leg Fix Side 90 R	CLEAR	a leg joint corrective, side, numbered, right	CLEAR	groupFile/Correctives	High		explicit "Fix" repair-purpose language on a leg joint (rule 5)	P67
widex	WideX	CLEAR	a "wide" scaling/shape control along the X axis, no owning body part named	NEEDS_CONTEXT		Medium	no owning body part or garment named for the widening control	explicit shape-word content, but owner unresolved	P67
sk_l_f_leg_2	SK_L_F_leg_2	CLEAR	left leg, numbered	CLEAR	groupFile/Legs	High		plain leg anatomy	P67
doodad.bell_root_right	Doodad.Bell_Root_Right	CLEAR	a decorative bell accessory, root, right	CLEAR	groupFile/Clothing	Medium		worn decorative-accessory term	P67
bip01_spine3_017	Bip01_Spine3_017	CLEAR	spine, bare structural, numbered	CLEAR	groupFile/Body	High		bare structural spine anatomy	P67
arm right shoulder 1 ctr4	arm right shoulder 1 ctr4	CLEAR	right arm/shoulder, numbered	CLEAR	groupFile/Arms	High		plain arm anatomy	P67
rightnipple2	RightNipple2	CLEAR	right nipple, numbered	CLEAR	groupFile/Body	Medium		plain structural anatomy, no explicit shape/direction word	P67
right_shoulderc	right_shoulderC	CLEAR	right shoulder, variant	CLEAR	groupFile/Arms	High		plain arm anatomy	P67
ltoemid03	lToeMid03	CLEAR	left middle toe, numbered	CLEAR	groupFile/Toes/LeftToes	High		plain toe anatomy, verified LeftToes subpath	P67
elbowright	ElbowRight	CLEAR	right elbow	CLEAR	groupFile/Arms	High		plain arm anatomy	P67
palmlsred	PalmLSred	PARTIAL	left palm anatomy, undecoded qualifier ("Sred")	CLEAR	groupFile/Arms	Medium	"Sred" is an actual undecoded token	matches the settled palmrsred1 sibling precedent (verified this tranche)	P67
