fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
key 1	Key 1	OPAQUE	ambiguous bare numbered 'key', no descriptor	NOT_APPLICABLE		Low	the corpus's own 'key N - [description]' family shows bare 'key N' with no descriptor needs the descriptor to resolve its referent; majority of bare-no-descriptor siblings (6/9) are OPAQUE	matches the majority bare 'key N' OPAQUE precedent	P122
head eyelash left 02	head eyelash left 02	CLEAR	eyelash, left, numbered	CLEAR	groupFile/Face/Eyes	High		explicit eyelash/eye anatomy	P122
kublaribiped_penis_r6	KubLariBiped_Penis_R6	CLEAR	penis, structural rig-bone segment, right, numbered	CLEAR	groupFile/Body	Medium		'KubLariBiped' rig prefix set aside (rule 24); plain sided numbered penis segment, no shape/state word; direct-pose structural sexual anatomy -> Body per current doctrine (Tranche 12 QA 8950c85). FUTURE_SEXUAL_BONES_MIGRATION_CANDIDATE.	P122
r_fin_mid_b	r_fin_mid_b	CLEAR	fin, right, mid, variant b	CLEAR	groupFile/Other	High		settled fin -> Other precedent	P122
sweat drop bl	Sweat drop bL	CLEAR	anime-style 'sweat drop' embarrassment/reaction icon, variant bl	CLEAR	groupFile/Face/Expressions	Medium		matches sibling 'sweat drop fl'/'sweat drop fr' -> Face/Expressions (majority pattern; 'sweat drop br'->Other is a minor outlier)	P122
unusedoption 04	unusedoption 04	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' -> Useless (rule 15)	P122
bip_r_lipbottom0	bip_r_lipbottom0	CLEAR	lower lip, right, structural, numbered	CLEAR	groupFile/Face/Lower Face	High		explicit lip anatomy	P122
bippbg r foretwist	BipPBG R ForeTwist	CLEAR	forearm twist, right ('PBG' model prefix set aside)	CLEAR	groupFile/Arms	Medium		'PBG' is a model/character-variant prefix (rule 24); 'ForeTwist' is plain forearm-twist anatomy	P122
chain_10	chain_10	PARTIAL	chain (jewelry / physics-sim / mechanical), numbered	NEEDS_CONTEXT		Medium	materially different core senses of 'chain' remain unresolved	matches the settled chain PARTIAL precedent	P122
flm-armb-belt-rb	Flm-ArmB-Belt-RB	CLEAR	belt, right, within the internal Flm-ArmB namespace, suffix RB	CLEAR	groupFile/Clothing	Medium		matches the corrected Flm-ArmB-Belt->Clothing template	P122
def-brows_r	DEF-brows_R	CLEAR	eyebrow, structural DEF-rig deformation bone, right	CLEAR	groupFile/Face/Upper Face	High		'DEF' is an ordinary rig-deformation-bone prefix, not corrective evidence; 'brows' is explicit brow anatomy	P122
arm right elbow adj. 4	arm right elbow adj. 4	CLEAR	elbow adjustment, right arm, numbered	CLEAR	groupFile/Arms	High		explicit elbow anatomy	P122
student.right_1_jiggle	Student.Right_1_jiggle	CLEAR	a jiggle-physics function, right, numbered, on a 'Student' model (owning body part unstated)	NEEDS_CONTEXT		Medium	the jiggled body part is not named; 'Student' is a model name, not anatomy	jiggle is an established stable CLEAR function per rule 22, object unnamed	P122
wep_dustcover	WEP_DustCover	CLEAR	weapon dust cover	CLEAR	groupFile/Other	High		matches the extensive wep_* weapon-prop family precedent	P122
mortar	mortar	CLEAR	a mortar (weapon prop)	CLEAR	groupFile/Other	Medium		recognized weapon object	P122
nippleup	NippleUp	CLEAR	nipple raised/erect state	CLEAR	groupFile/Body Morphs	High		'up' denotes an explicit state change	P122
front bullet 6_1	Front bullet 6_1	CLEAR	weapon bullet prop, front, numbered	CLEAR	groupFile/Other	Medium		'bullet' is a recognized weapon component, matches wep-bullet family pattern	P122
cleavagenipslip	CleavageNipSlip	CLEAR	nipple exposure ('slip') through cleavage, an appearance/state effect	CLEAR	groupFile/Body Morphs	Medium		the control drives the nipple/breast visibility state, not the garment itself	P122
bip01_l_forearm003	Bip01_L_Forearm003	CLEAR	forearm, structural ValveBiped skeleton segment, left, numbered	CLEAR	groupFile/Arms	High		matches the majority bip01_[l/r]_forearm### -> Arms precedent	P122
gen_5	Gen_5	PARTIAL	'Gen' (generator / generic / genitals-abbreviated / generation), numbered	NEEDS_CONTEXT		Low	materially different core senses of 'Gen' remain unresolved; existing gen_1-4 siblings are themselves inconsistently classified (Body/OPAQUE/PARTIAL/Body Morphs), confirming no coherent template exists	rule 22 PARTIAL test: no disambiguating content	P122
bone_bed_07	bone_bed_07	OPAQUE	cryptic 'bone bed' code, no established grounding	NOT_APPLICABLE		Low		matches the majority bone_bed_NN OPAQUE precedent (8/11 siblings)	P122
bip01_r_clavicle013	Bip01_R_Clavicle013	CLEAR	clavicle, structural ValveBiped skeleton segment, right, numbered	CLEAR	groupFile/Arms	High		ValveBiped skeletal clavicle convention -> Arms	P122
cum-flat-front	cum-flat-front	CLEAR	cum/fluid-effect object, flat state, front	CLEAR	groupFile/Other	Medium		recognized fluid/effect object (rule 7 fluid/effect treatment)	P122
unusedbone071	unusedbone071	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' -> Useless (rule 15)	P122
rhoodear	RHoodear	CLEAR	hood garment with ear shaping, right	CLEAR	groupFile/Clothing	Medium		'hood' is a recognized worn garment	P122
wep_belt_bullet15	WEP_Belt_Bullet15	CLEAR	weapon belt bullet, numbered	CLEAR	groupFile/Other	High		matches the wep_* weapon-prop family precedent	P122
speakerssmall	SpeakersSMALL	CLEAR	a small speaker prop object	CLEAR	groupFile/Other	Medium		recognized prop object	P122
droppants	DropPants	CLEAR	pants garment removal/drop action	CLEAR	groupFile/Clothing	High		explicit garment ('pants') action	P122
tenta_b_7_r	tenta_b_7_R	CLEAR	tentacle, right, variant b, numbered	CLEAR	groupFile/Other	High		settled tentacle/tenta_ -> Other precedent	P122
