fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
car10	car10	CLEAR	a numbered car/vehicle prop	CLEAR	groupFile/Other	High		matches extensive car0# sibling family, all CLEAR/CLEAR/Other	P85	
def-thigh.l.005	DEF-thigh.L.005	CLEAR	a left thigh deformation-rig bone, numbered	CLEAR	groupFile/Legs	High		matches DEF-thigh.R.004/.02.L/.02.R/.L.004 sibling series, all CLEAR/CLEAR/Legs	P85	
right_cannon_muzzle	right_cannon_muzzle	CLEAR	a right weapon cannon-muzzle control	CLEAR	groupFile/Other	High		matches sibling cannon_root, CLEAR/CLEAR/Other (recognized weapon part, rule 16)	P85	
torso brace f r	Torso brace F R	CLEAR	a right torso-brace control, side F	NEEDS_CONTEXT		High		matches 'torso brace f l'/'torso brace b r' sibling family, all CLEAR/NEEDS_CONTEXT	P85	
nocomichairpuff	NoComicHairPuff	CLEAR	a hair-puff control, comic-style, negated/off variant	CLEAR	groupFile/Hair	High		explicit 'hair' naming (rule 8)	P85	
bip_r_foot_index_02	bip_r_foot_index_02	CLEAR	a right index-toe bone, segment 02	CLEAR	groupFile/Toes/RightToes	High		matches direct sibling bip_r_foot_index, CLEAR/CLEAR/RightToes	P85	
leftpectoral_helper	LeftPectoral_helper	CLEAR	a left pectoral helper control	CLEAR	groupFile/Body	High		matches rightpectoral_helper/rpectoral root sibling family, all CLEAR/CLEAR/Body	P85	
thehat	TheHat	CLEAR	a hat garment control	CLEAR	groupFile/Clothing	High		explicit worn headwear garment (rule 8)	P85	
d_forearmmucle01_l	D_ForearmMucle01_L	CLEAR	a left forearm muscle bone, numbered	CLEAR	groupFile/Arms	High		matches D_ForearmMucle02_R/01_R sibling series, all CLEAR/CLEAR/Arms	P85	
nostril open left	Nostril Open Left	CLEAR	a left nostril-open control	CLEAR	groupFile/Face/Mid Face	High		matches extensive nostril sibling family, all CLEAR/CLEAR/Face/Mid Face	P85	
pb_r_cmy01_bhair_1	pb_R_CMY01_BHair_1	CLEAR	a right hair-strand control, numbered	CLEAR	groupFile/Hair	High		matches extensive pb_R_CMY01_BHair/FHair sibling family, all CLEAR/CLEAR/Hair	P85	
bip_l_finger_a_02	bip_l_finger_a_02	CLEAR	a left finger bone, variant A, segment 02	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		direct sibling bip_l_finger_a_01, CLEAR/CLEAR/LeftFingers	P85	
adjust_knuckle_b_r	adjust_knuckle_B_R	CLEAR	a right finger-knuckle adjustment control, variant B	CLEAR	groupFile/Arms/RightArm/RightFingers	High		matches adjust_knuckle_a_l/b_l/c_l/c_r sibling series, all CLEAR/CLEAR/LeftFingers or RightFingers	P85	
bone_legml2	Bone_LegML2	CLEAR	a numbered leg bone, position code ML	CLEAR	groupFile/Legs	High		matches extensive Bone_Leg** sibling family, all CLEAR/CLEAR/Legs	P85	
arm left palm ctr	arm left palm ctr	CLEAR	a left palm center control	CLEAR	groupFile/Arms	Medium		palm is not an individual digit, no verified palm subpath exists (rule 10 default)	P85	
longear_bone_r_04	longear_bone_r_04	CLEAR	a right long-ear bone, numbered	CLEAR	groupFile/Face/Ears	High		matches extensive longear_bone sibling family, all CLEAR/CLEAR/Face/Ears	P85	
shirt_exposed_tie_right_2	Shirt_Exposed_Tie_Right_2	CLEAR	a right shirt-tie exposure garment control, numbered	CLEAR	groupFile/Clothing	High		matches extensive Shirt_Exposed_Tie sibling family, all CLEAR/CLEAR/Clothing	P85	
r_knee_rear_helper	r_knee_rear_helper	CLEAR	a right rear-knee helper control	CLEAR	groupFile/Legs	High		ordinary structural knee anatomy (rule 6)	P85	
bip chin00 r	bip chin00 r	CLEAR	a right chin control, numbered	CLEAR	groupFile/Face/Lower Face	High		matches chin0/'bip chin00 l'/'bip chin01 r/l' sibling series, all CLEAR/CLEAR/Face/Lower Face	P85	
armhandsuitraisemiddle	ArmHandSuitRaiseMiddle	CLEAR	an arm/hand-suit raise control, middle position	CLEAR	groupFile/Arms	Medium	sibling 'armhandsuitraisealtline' was classified PARTIAL/NEEDS_CONTEXT	matches direct sibling ArmHandSuitRaiseCenterOnly, CLEAR/CLEAR/Arms	P85	
hip_joint01	hip_joint01	CLEAR	a numbered hip joint control	CLEAR	groupFile/Body	High		direct sibling hip_joint02, CLEAR/CLEAR/Body; unsided central hip anchor (rule 26)	P85	
ball 2	ball 2	PARTIAL	a 'ball' (eyeball / testicle / prop ball), numbered	NEEDS_CONTEXT		High	materially different core readings remain plausible	matches 'ball l'/'ball 1' sibling series, both PARTIAL/NEEDS_CONTEXT	P85	
key.white_4	Key.White_4	CLEAR	a numbered white-key prop	CLEAR	groupFile/Other	High		coherent Key.White_N series (rule 23)	P85	
arm left shoulder 1 ctr4	arm left shoulder 1 ctr4	CLEAR	a left shoulder center control, numbered	CLEAR	groupFile/Arms	High		matches the consistent 'ctr' shoulder subfamily, all bare CLEAR/CLEAR/Arms	P85	
head forehead left fix	head forehead left fix	CLEAR	a left forehead corrective-fix control	CLEAR	groupFile/Correctives	High		explicit stated repair/fix purpose (rule 5)	P85	
leg left roll 2	leg left roll 2	CLEAR	a left leg roll control, numbered	CLEAR	groupFile/Legs	High		direct sibling 'leg left roll 1', CLEAR/CLEAR/Legs	P85	
bip001 luparmtwist	Bip001 LUpArmTwist	CLEAR	a left upper-arm twist bone	CLEAR	groupFile/Arms	High		ordinary twist bone, not corrective (rule 3); bare Arms per rule 10 default	P85	
cock.shaft_3	Cock.Shaft_3	CLEAR	a penis-shaft control, numbered	CLEAR	groupFile/Body	High		matches extensive Cock.Shaft sibling family, all CLEAR/CLEAR/Body	P85	
object45	Object45	OPAQUE	a generic numbered placeholder object	NOT_APPLICABLE		High		matches Object40/43/47/48/49 sibling series, all OPAQUE/NOT_APPLICABLE	P85	
crotch.front	Crotch.Front	CLEAR	a front crotch control	CLEAR	groupFile/Body	High		matches Crotch.Middle/Rear sibling series, all CLEAR/CLEAR/Body	P85	
bip_penis-ball-0.l	bip_penis-ball-0.L	CLEAR	a left testicle control, numbered	CLEAR	groupFile/Body	High		matches bip_penis-ball-1.r/0.r sibling series, all CLEAR/CLEAR/Body	P85	
anus-extreme-backward-down	anus-extreme-backward-down	CLEAR	an anus extreme-position shape control, backward-down	CLEAR	groupFile/Body Morphs	High		matches direct sibling 'anus-extreme-forward-out', CLEAR/CLEAR/Body Morphs	P85	
rshoulderj	RShoulderJ	CLEAR	a right shoulder joint control	CLEAR	groupFile/Arms	High		matches lshoulderj/lshoulderjb/rshoulderjb sibling series, all CLEAR/CLEAR/Arms	P85	
dlip_5	DLip_5	CLEAR	a numbered lip control, DLip series	CLEAR	groupFile/Face/Lower Face	High		matches extensive DLip/dlip sibling family, all CLEAR/CLEAR/Face/Lower Face	P85	
l_middle_metacarpal	l_middle_metacarpal	CLEAR	a left middle-finger metacarpal bone	CLEAR	groupFile/Arms/LeftArm/LeftCarpals	High		matches l_ring_metacarpal/l_index_metacarpal sibling series, all CLEAR/CLEAR/LeftCarpals	P85	
arm right elbow_roll	arm right elbow_roll	CLEAR	a right elbow roll control	CLEAR	groupFile/Arms	High		matches direct sibling 'arm left elbow_roll2', CLEAR/CLEAR/Arms	P85	
be2	Be2	OPAQUE	a bare cryptic alphanumeric code	NOT_APPLICABLE		Medium		matches bare cryptic-code OPAQUE precedent	P85	
unused b_l_leg3helper	unused b_l_leg3helper	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		explicit self-declared 'unused' marker (rule 15)	P85	
box_face_12_m	Box_Face_12_M	PARTIAL	a 'Box Face' (a geometric face/panel of a box object vs. a character's face), numbered, variant M	NEEDS_CONTEXT		Medium	no positive evidence resolves the 20-member template	settled Box_Face_##_M family precedent (Tranche 7 reconciliation)	P85	
unused bip01_lcalftwist1	unused Bip01_LCalfTwist1	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		explicit self-declared 'unused' marker (rule 15)	P85	
bip chinlo r	bip chinlo r	CLEAR	a right lower-chin control	CLEAR	groupFile/Face/Lower Face	High		matches 'bip chinlo l'/'bip chinlo' sibling series, all CLEAR/CLEAR/Face/Lower Face	P85	
finger_index_left_2	finger_index_left_2	CLEAR	a left index-finger bone, segment 2	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		direct sibling finger_index_left_1, CLEAR/CLEAR/LeftFingers	P85	
body-l-ass-spread	Body-L-Ass-Spread	CLEAR	a left buttock-spread shape control	CLEAR	groupFile/Body Morphs	High		matches ButtSpread sibling family, all CLEAR/CLEAR/Body Morphs	P85	
dyng y 02	dyng y 02	CLEAR	a dynamic-physics jiggle function, Y axis, no owner named, numbered	NEEDS_CONTEXT		High	owner not established	matches 'dyng y 03'/'dyng d 01/03' sibling series, all CLEAR/NEEDS_CONTEXT	P85	
weak	Weak	PARTIAL	a bare 'weak' state word (posture/state vs. muscle-shape reading)	NEEDS_CONTEXT		Medium	materially different core readings (pose vs. shape morph) remain plausible	unlike the thicc/tall size-adjective pattern, 'weak' is a state/strength descriptor with no clear owning system	P85	
jacket left back b	jacket left back b	CLEAR	a left jacket-back garment control, variant B	CLEAR	groupFile/Clothing	High		matches 'jacket left back a'/'jacket back middle b/c' sibling series, all CLEAR/CLEAR/Clothing	P85	
unused head.042	unused head.042	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		explicit self-declared 'unused' marker (rule 15)	P85	
wing_left_5_2	Wing_Left_5_2	CLEAR	a numbered left wing control	CLEAR	groupFile/Wings	High		matches extensive wing_left sibling family, all CLEAR/CLEAR/Wings	P85	
leg left thigh helper	leg left thigh helper	CLEAR	a left thigh helper control	CLEAR	groupFile/Legs	High		direct sibling 'leg right thigh helper', CLEAR/CLEAR/Legs	P85	
apron a2	Apron a2	CLEAR	a numbered apron garment control	CLEAR	groupFile/Clothing	High		matches extensive apron sibling family, all CLEAR/CLEAR/Clothing	P85	
opt_as_l_elbow	OPT_AS_L_Elbow	CLEAR	a left elbow control	CLEAR	groupFile/Arms	High		ordinary structural elbow anatomy, matches OPT_AS_R/L_Knee sibling pattern	P85	
flex_splat_02	Flex_SPLAT_02	CLEAR	a numbered splat (gore/impact-effect) control	CLEAR	groupFile/Other	Medium	sibling Flex_SPLAT_04 was classified CLEAR/NEEDS_CONTEXT	'splat' is a project-grounded Source-domain gore/impact-effect convention (Section 5.B), matching direct sibling Flex_SPLAT_01	P85	
open_eyes_both	Open_Eyes_Both	CLEAR	a both-eyes open control	CLEAR	groupFile/Face/Eyes	High		ordinary eyelid mechanism (rule 12)	P85	
tool_hospital_surgery_scalpel_a_mesh	TOOL_Hospital_Surgery_Scalpel_A_Mesh	CLEAR	a hospital-surgery scalpel tool prop, mesh variant A	CLEAR	groupFile/Other	High		matches direct sibling TOOL_Hospital_Surgery_Kit_A_Mesh, CLEAR/CLEAR/Other	P85	
ludicrous long barrel	Ludicrous long barrel	CLEAR	a weapon long-barrel prop, playfully named	CLEAR	groupFile/Other	Medium		recognized weapon part (rule 16); playful qualifier does not block the reading	P85	
fbx_rinko_face_none	fbx_rinko_face_none	CLEAR	a whole-face-preset 'none' state for the Rinko character	CLEAR	groupFile/Face/Expressions	High		direct instance of the established fbx_[character]_face_[state] whole-face-preset template (rule 12's own proof example)	P85	
elbowleft	ElbowLeft	CLEAR	a left elbow control	CLEAR	groupFile/Arms	High		ordinary structural elbow anatomy (rule 6)	P85	
nipplerightin	NippleRightIn	CLEAR	a right nipple inward shape control	CLEAR	groupFile/Body Morphs	High		matches nipple-family Body Morphs precedent (nippledown/nipplepoke), rule 7	P85	
c_dred_l2_00	C_Dred_L2_00	CLEAR	a dreadlock hair strand control, numbered	CLEAR	groupFile/Hair	High		matches extensive C_Dred_L2 sibling family, all CLEAR/CLEAR/Hair	P85	
r_fin_back_c	r_fin_back_c	CLEAR	a numbered back-fin segment, right	CLEAR	groupFile/Other	High		settled Rule 18 fin precedent, matches l_fin_back_a/b, r_fin_back_a/b, all CLEAR/CLEAR/Other	P85	
bip forearmtwistbottom l	bip forearmtwistbottom l	CLEAR	a left forearm twist bone, bottom segment	CLEAR	groupFile/Arms	High		direct sibling 'bip forearmtwistbottom r', CLEAR/CLEAR/Arms	P85	
bip faceeyeorbitup05 r	bip faceeyeorbitup05 r	CLEAR	a right eye-orbit control, numbered	CLEAR	groupFile/Face/Eyes	High		localized eye-socket mechanism (rule 12)	P85	
bra neck strap l	Bra neck strap L	CLEAR	a left bra neck-strap garment control	CLEAR	groupFile/Clothing	High		direct sibling 'bra neck strap r', CLEAR/CLEAR/Clothing	P85	
strap_2_l	strap_2_L	CLEAR	a numbered strap accessory, left side	NEEDS_CONTEXT		High	no owner/garment named	direct sibling strap_2_r, CLEAR/NEEDS_CONTEXT (rule 25)	P85	
kargathbladefist_bone100	kargathbladefist_Bone100	OPAQUE	a generic numbered bone tied only to a model/variant prefix	NOT_APPLICABLE		High		matches the extensive kargathbladefist_Bone## sibling series (bare numbered, no finger qualifier), all OPAQUE/NOT_APPLICABLE (rule 24)	P85	
unusedc faceroot	unusedc faceroot	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		explicit self-declared 'unused' marker (rule 15)	P85	
pcylinder2	pCylinder2	OPAQUE	a DCC-default primitive mesh identifier	NOT_APPLICABLE		High		matches extensive pCylinder## sibling series, all OPAQUE/NOT_APPLICABLE (Section 5)	P85	
abdomen2	abdomen2	CLEAR	a bare structural abdomen control, numbered	CLEAR	groupFile/Body	High		ordinary structural torso anatomy (rule 6); contrast the pJCM-prefixed abdomen correctives which carry an explicit corrective naming convention	P85	
bip collarback	bip collarback	CLEAR	a back-collar garment control	CLEAR	groupFile/Clothing	High		matches sibling bip_ClockCollarBack_L, CLEAR/CLEAR/Clothing	P85	
lpinkie0	lPinkie0+lpinkie0	CLEAR	a left pinky-finger bone, segment 0	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		matches rpinkie0/rpinkie1/lpinkie1 sibling series, all CLEAR/CLEAR/LeftFingers or RightFingers	P85	
arm right shoulder 1 ctr5	arm right shoulder 1 ctr5	CLEAR	a right shoulder center control, numbered	CLEAR	groupFile/Arms	Medium		ordinary structural shoulder anatomy; bare Arms per rule 10 default (consistent with the left-shoulder ctr subfamily)	P85	
arm right cloth 2b	arm right cloth 2b	CLEAR	a right cloth garment control, numbered	CLEAR	groupFile/Clothing	High		matches extensive 'arm right cloth' sibling family, all CLEAR/CLEAR/Clothing	P85	
chair rotation	chair rotation	CLEAR	a chair-rotation prop control	CLEAR	groupFile/Other	High		recognized furniture prop (rule 16), matches row_chair sibling family	P85	
bone_rrl2	bone_RRL2	CLEAR	a numbered leg bone, position code RRL	CLEAR	groupFile/Legs	Medium		matches the Bone_Leg** position-code family pattern (RR/RL/ML/MR/FL/FR), all CLEAR/CLEAR/Legs	P85	
spine lower ctr	spine lower ctr	CLEAR	a lower-spine center control	CLEAR	groupFile/Body	High		ordinary structural spine anatomy (rule 6)	P85	
wide 2	Wide 2	CLEAR	a 'wide' shape function, numbered, no owner named	NEEDS_CONTEXT		Medium	owner not established	shape function stable (rule 22) but no anchor object, unlike 'torso width'/'feet thickness'	P85	
face_forehead_r	Face_Forehead_R	CLEAR	a right forehead control	CLEAR	groupFile/Face/Upper Face	High		matches extensive forehead sibling family, all CLEAR/CLEAR/Face/Upper Face	P85	
boobs upward r	Boobs Upward R	CLEAR	a right breast upward shape control	CLEAR	groupFile/Body Morphs	High		matches Bikini/Shirt Boobs Upward sibling series, all CLEAR/CLEAR/Body Morphs	P85	
def-spine.026	DEF-spine.026	CLEAR	an anatomical spine deformation-rig bone, numbered	CLEAR	groupFile/Body	High		matches extensive DEF-spine sibling series, all CLEAR/CLEAR/Body	P85	
bip01_r_clavicle003	Bip01_R_Clavicle003	CLEAR	a right clavicle bone, numbered	CLEAR	groupFile/Arms	High		ordinary shoulder-girdle anatomy (rule 6); bare Arms per rule 10 default	P85	
valvebiped.joint14	ValveBiped.joint14	OPAQUE	a generic numbered rig joint with no functional or regional word	NOT_APPLICABLE		High		matches extensive ValveBiped.joint# sibling series, all OPAQUE/NOT_APPLICABLE	P85	
chainside_r	ChainSide_R	PARTIAL	a 'chain' side control (jewelry/mechanical/physics), right	NEEDS_CONTEXT		High	materially different core readings for 'chain' remain plausible	direct sibling ChainSide_L, PARTIAL/NEEDS_CONTEXT	P85	
valvebiped.bip01_r_ear03	ValveBiped.Bip01_R_Ear03	CLEAR	a right ear bone, numbered	CLEAR	groupFile/Face/Ears	High		matches ValveBiped.Bip01_R_Ear0/Ear01 sibling series, all CLEAR/CLEAR/Face/Ears	P85	
top_03	Top_03	CLEAR	a numbered top garment control	CLEAR	groupFile/Clothing	Medium	sibling top_04 was classified OPAQUE without a clearly stated distinguishing reason	matches direct sibling Top_01 and the corpus's 'Top'=garment convention (Topvoluptuous), CLEAR/CLEAR/Clothing	P85	
crush-9	crush-9	CLEAR	a 'crush' function control, numbered, no owner named	NEEDS_CONTEXT		High	owner not established	matches the majority crush- sibling pattern, CLEAR/NEEDS_CONTEXT	P85	
bikini_d	Bikini_d	CLEAR	a bikini garment control, variant D	CLEAR	groupFile/Clothing	High		matches Bikini_d_jiggle/Bikini_b sibling series, all CLEAR/CLEAR/Clothing	P85	
hood base	hood base	CLEAR	a hood garment base control	CLEAR	groupFile/Clothing	High		explicit worn headwear garment (rule 8)	P85	
shortfromtop	ShortFromTop	CLEAR	a 'shorten from top' length-adjustment function, no owner named	NEEDS_CONTEXT		Medium	owner not established	matches sibling 'shortfrombot' pattern (function stable, owner unresolved)	P85	
vagopensmall	VagOpenSmall	CLEAR	a vaginal open-small shape control	CLEAR	groupFile/Body Morphs	High		matches 'vag open wide'/'wide2' sibling family, all CLEAR/CLEAR/Body Morphs	P85	
l elbow spo	L Elbow Spo	CLEAR	a left elbow control, variant Spo	CLEAR	groupFile/Arms/LeftArm	High		matches direct sibling 'r elbow spo', CLEAR/CLEAR/Arms/RightArm	P85	
brownfrontup	BrownFrontUp	CLEAR	a front-eyebrow raise control ('Brown' is a spelling variant of 'Brow')	CLEAR	groupFile/Face/Upper Face	High		project-grounded 'Brown'->brow spelling convention (Section 5.B example)	P85	
side_right_8	side_right_8	OPAQUE	a bare positional label with no object named	NOT_APPLICABLE		High		matches bare positional-label-no-owner OPAQUE precedent (side_left_9 etc.)	P85	
unused142	unused142	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		explicit self-declared 'unused' marker (rule 15)	P85	
cape 3b	Cape 3b	CLEAR	a cape garment control, numbered variant B	CLEAR	groupFile/Clothing	High		matches Cape 3a/3c/3d sibling series, all CLEAR/CLEAR/Clothing	P85	
submesh_00_lod_1.2922	submesh_00_LOD_1.2922	OPAQUE	a DCC-default LOD submesh identifier	NOT_APPLICABLE		High		matches extensive submesh_00_lod_1.* sibling series, all OPAQUE/NOT_APPLICABLE	P85	
strings 11	strings 11	PARTIAL	a bare 'strings' object, numbered, no anchor	NEEDS_CONTEXT		High		matches 'strings 1'/'strings 1 jb' sibling series, both PARTIAL/NEEDS_CONTEXT	P85	
r string3 tip sec	r string3 tip sec	CLEAR	a right numbered string accessory, tip section	NEEDS_CONTEXT		High	no owner/garment named	direct sibling 'l string3 tip sec', CLEAR/NEEDS_CONTEXT	P85	
