fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
wep_stock_minimi_hinge	WEP_Stock_Minimi_Hinge	CLEAR	a weapon stock hinge (Minimi machine gun)	CLEAR	groupFile/Other	High		weapon part, matching the established weapons-to-Other precedent	P28
barbel3_r	Barbel3_R	CLEAR	a barbell (misspelled "Barbel"), numbered, right	CLEAR	groupFile/Other	Medium	reading "Barbel" as "Barbell"	plausible typo of a recognized gym-equipment object	P28
eyes close right	eyes close right	CLEAR	eyes close, right	CLEAR	groupFile/Face/Eyes	High		ordinary eye-posing control	P28
crow_1.phalanges2_r	Crow_1.Phalanges2_R	CLEAR	right phalanges (digit bones) on a crow model, numbered	NEEDS_CONTEXT		Medium	birds have phalanges in both the wing and the foot; bare "phalanges" does not establish which (rule 18)	digit-bone anatomy is clear; wing-vs-foot ownership is not established	P28
polysurface84	polySurface84	OPAQUE	a generic mesh-name artifact, no anatomical content	NOT_APPLICABLE		Low		technical mesh-name artifact	P28
bip_suitear2_l	bip_suitear2_L	CLEAR	a suit's "ear" (flap/tab feature), left, numbered	CLEAR	groupFile/Clothing	Medium	the exact meaning of "ear" on a suit is unclear	"suit" is the explicit garment owner regardless of the exact feature name	P28
f4	F4	OPAQUE	bare alphanumeric code, no object/function word	NOT_APPLICABLE		Low		no interpretable content	P28
upper_04	Upper_04	OPAQUE	a bare "upper" positional word, numbered, no object named	NOT_APPLICABLE		Low		positional description alone carries no semantic content	P28
l collarb a phy	L CollarB a Phy	CLEAR	left clothing collar, variant B, sub-part a, physics-simulated	CLEAR	groupFile/Clothing	High		matches the settled "L CollarC a Phy"-style physics-sim clothing-collar precedent	P28
pussyopenwedgieexposed	PussyOpenWedgieExposed	CLEAR	vaginal open state, contextualized by a wedgie/exposure trigger	CLEAR	groupFile/Body Morphs	Medium		genital state is the primary anatomical subject; the wedgie/exposure wording is only the triggering context (rule 8)	P28
eye_up_r	Eye_up_R	CLEAR	right eye up (posing)	CLEAR	groupFile/Face/Eyes	High		ordinary eye-posing control	P28
openfront	OpenFront	CLEAR	an "open front" function, object unstated	NEEDS_CONTEXT		Medium	could describe a garment opening or an anatomical opening; no object is named	function itself is describable; owning object is not established	P28
helper_wrist_r	helper_wrist_R	CLEAR	right wrist helper control	CLEAR	groupFile/Arms	High		"helper" is not corrective/exclusionary evidence (rule 4); plain wrist anatomy	P28
key.pipe	Key.Pipe	CLEAR	a keyboard-prop key, Pipe	CLEAR	groupFile/Other	High		matches the coherent "Key.<label>" keyboard-prop series	P28
lipscronersraise	LipsCronersRaise	CLEAR	lips corners raise (misspelled "Croners"=Corners) expression	CLEAR	groupFile/Face/Lower Face	High		matches the established LipsCronersRaise corpus precedent (a confirmed misspelling variant)	P28
bone.001_l.041	Bone.001_L.041	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P28
belt root	BELT ROOT	CLEAR	belt (clothing), root	CLEAR	groupFile/Clothing	High		plain garment item; root/hierarchy designation does not change destination (rule 6)	P28
strapsnarrowermore	StrapsNarrowerMore	CLEAR	a bare straps accessory, narrower	NEEDS_CONTEXT		Medium	no owner named; a bare strap is the same kind of object regardless of owner (rule 25)	bare accessory noun, ownership unresolved	P28
page4_b	Page4_B	CLEAR	a keyboard-prop page key, B	CLEAR	groupFile/Other	High		matches the coherent "Page<N>_<letter>" series	P28
upperarm_twist_r_01	upperarm_twist_r_01	CLEAR	right upper-arm twist bone, numbered	CLEAR	groupFile/Arms	High		twist is not corrective evidence (rule 3); plain arm anatomy	P28
shell.wall_16	Shell.Wall_16	CLEAR	a "shell" structure's wall segment, numbered	CLEAR	groupFile/Other	High		names a recognized environment/prop object; matches the Shell.Wall series	P28
lower_leg	lower_leg	CLEAR	lower leg, plain structural	CLEAR	groupFile/Legs	High		plain leg anatomy	P28
midddlelowerfull	MidddleLowerFull	PARTIAL	an unresolved "middle lower full" relation	NEEDS_CONTEXT		Low	the compound relation does not parse as an ordinary phrase	unresolved relation between tokens, no coherent combined reading	P28
silencer01	silencer01	CLEAR	a weapon silencer/suppressor, numbered	CLEAR	groupFile/Other	High		weapon part, matching the established weapons-to-Other precedent	P28
bootsvoluptuous	Bootsvoluptuous	CLEAR	boots (clothing), voluptuous shape variant	CLEAR	groupFile/Clothing	High		object-specific shape descriptor stays with the garment (rule 8)	P28
cloth front middle 1	cloth front middle 1	CLEAR	cloth garment element, front, middle, numbered	CLEAR	groupFile/Clothing	High		plain garment item	P28
wep_stock_base	WEP_Stock_Base	CLEAR	a weapon stock base	CLEAR	groupFile/Other	High		weapon part, matching the established weapons-to-Other precedent	P28
arm left bracelet 03	arm left bracelet 03	CLEAR	bracelet (jewelry), left arm, numbered	CLEAR	groupFile/Clothing	High		worn jewelry accessory	P28
arm right finger knuckle pinky	arm right finger knuckle pinky	CLEAR	right pinky finger knuckle	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain finger anatomy	P28
muzzle in	Muzzle In	CLEAR	a weapon muzzle, retracted ("in") state	CLEAR	groupFile/Other	Medium		weapon part, matching the established weapons-to-Other precedent	P28
sadness_l	sadness_l	CLEAR	sadness expression, left	CLEAR	groupFile/Face/Expressions	High		whole-face expression state	P28
sash a 2	Sash A 2	CLEAR	a sash (clothing accessory), variant, numbered	CLEAR	groupFile/Clothing	High		worn accessory	P28
dyng m necklace 02	dyng m necklace 02	CLEAR	a "dyng" (dynamic/jiggle-physics) necklace, middle, numbered	CLEAR	groupFile/Clothing	High		"dyng" is a grounded jiggle-physics convention (rule 23); "necklace" is the clear object owner	P28
psphere1	pSphere1	OPAQUE	a generic default polygon-sphere placeholder name, numbered	NOT_APPLICABLE		Low		matches the pCube/pCylinder/pPlane DCC-default-geometry precedent	P28
valvebiped.bip01_tail01	ValveBiped.Bip01_Tail01	CLEAR	tail, standard ValveBiped naming, numbered	CLEAR	groupFile/Tail	High		plain tail anatomy	P28
fitnipples	FitNipples	CLEAR	a nipple "fit" state, object unstated	NEEDS_CONTEXT		Medium	could be a garment-interaction control or a body-state descriptor; not established which	"fit" does not clearly indicate garment ownership or a body-shape state on its own	P28
narrowy	NarrowY	CLEAR	a "narrow" shape function, object unstated	NEEDS_CONTEXT		Medium	the acted-upon object/body part is not named	shape function is clear; owning object is not established	P28
polysurface9	polySurface9	OPAQUE	a generic mesh-name artifact, no anatomical content	NOT_APPLICABLE		Low		technical mesh-name artifact	P28
leg right ankle roll	leg right ankle roll	CLEAR	right leg ankle roll	CLEAR	groupFile/Legs	High		roll is not corrective evidence (rule 3); plain leg anatomy	P28
_03	_03	OPAQUE	a bare numbered index, no content	NOT_APPLICABLE		Low		bare index, no content	P28
unusedbone104	unusedbone104	CLEAR	self-declared unused bone, numbered	CLEAR	groupFile/Useless	High		self-declared "unused" (rule 15)	P28
calf_twist_r_01	calf_twist_r_01	CLEAR	right calf twist bone, numbered	CLEAR	groupFile/Legs	High		twist is not corrective evidence (rule 3); plain leg anatomy	P28
unused 2	unused 2	CLEAR	self-declared unused placeholder, numbered	CLEAR	groupFile/Useless	High		self-declared "unused" (rule 15)	P28
bikini_string.l	Bikini_String.L	CLEAR	a bikini's string, left	CLEAR	groupFile/Clothing	High		object-specific garment component stays with the garment (rule 8)	P28
bathroom light	Bathroom light	CLEAR	a bathroom light fixture (recognized real-world object)	CLEAR	groupFile/Other	High		names a recognized real-world prop object	P28
head left earring 2	head left earring 2	CLEAR	earring (jewelry), head, left, numbered	CLEAR	groupFile/Clothing	High		worn jewelry accessory	P28
