fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
tounge curl down	Tounge curl down	CLEAR	tongue curl downward (accepted misspelling of 'tongue')	CLEAR	groupFile/Face/Tongue	High		accepted misspelling (rule 12)	P124
eyes-l-open-eye	Eyes-L-Open-Eye	CLEAR	eye open, left	CLEAR	groupFile/Face/Eyes	High		explicit eye anatomy	P124
trident_1	trident_1	CLEAR	a trident weapon prop, numbered	CLEAR	groupFile/Other	High		recognized weapon object	P124
first_loose_page3_m	First_Loose_Page3_M	CLEAR	a book/document page prop, numbered, variant m	CLEAR	groupFile/Other	Medium		matches the page_curl book-prop family pattern	P124
flipoutleftright	FlipOutLeftRight	OPAQUE	cryptic joke/gibberish pose-name, no recoverable referent	NOT_APPLICABLE		Low		matches the established 'flipoutrightright'-style ungrounded joke-name precedent	P124
head nasolabial bulge left	Head Nasolabial Bulge Left	CLEAR	nasolabial fold bulge, left (cheek/mid-face region)	CLEAR	groupFile/Face/Mid Face	Medium		nasolabial fold is a recognized mid-face/cheek anatomical region; matches this tranche's own 'leftnasolabialbulge'	P124
bip_r_horn_01	bip_r_horn_01	CLEAR	horn, right, structural, numbered	CLEAR	groupFile/Other	High		settled horn -> Other precedent	P124
backhair l01 joint	backhair l01 joint	CLEAR	back hair joint/bone, left, numbered	CLEAR	groupFile/Hair	High		explicit hair anatomy, structural joint	P124
null.007	Null.007	OPAQUE	a generic 'null' technical placeholder/locator, numbered	NOT_APPLICABLE		Low		rule 27: pure technical placeholder term with no anatomical/object content	P124
bow right 1e	bow right 1e	PARTIAL	bow (decorative bow / archery bow / ship's bow), right, variant 1e	NEEDS_CONTEXT		Medium	materially different core senses of 'bow' remain unresolved	matches the settled bow PARTIAL precedent	P124
rteethupup	RTeethUpUp	CLEAR	upper teeth, up (right)	CLEAR	groupFile/Face/Lower Face	High		explicit teeth/mouth anatomy	P124
pcylinder7	pCylinder7	OPAQUE	DCC-default primitive mesh name	NOT_APPLICABLE		Low		settled DCC-default-name boundary	P124
unused f_l_temple	unused f_l_temple	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' -> Useless (rule 15)	P124
bottomlip2.r.	BottomLip2.R.	CLEAR	bottom lip, right, numbered	CLEAR	groupFile/Face/Lower Face	High		explicit lip anatomy	P124
chin_left_2	chin_left_2	CLEAR	chin, left, numbered	CLEAR	groupFile/Face/Lower Face	High		explicit chin/mouth-region anatomy	P124
unused136	unused136	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' -> Useless (rule 15)	P124
earing_base_r	Earing_Base_R	CLEAR	earring base, right (accepted misspelling of 'earring')	CLEAR	groupFile/Clothing	High		earring is a recognized worn accessory	P124
bip collar r	bip collar r	CLEAR	clavicle/collar, structural bone, right	CLEAR	groupFile/Arms	High		'bip_' skeletal naming convention for clavicle -> Arms	P124
vein-smooth	vein-smooth	CLEAR	vein appearance smoothing	CLEAR	groupFile/Body Morphs	Medium		'smooth' denotes an appearance-adjustment state	P124
thicc thighs	Thicc thighs	CLEAR	thigh size/shape increase ('thicc')	CLEAR	groupFile/Body Morphs	High		explicit size/shape word	P124
fh17.l	Fh17.L	OPAQUE	cryptic 2-letter+number code with side marker, no grounding	NOT_APPLICABLE		Low		matches the established ungrounded 'Fh##'-style cryptic-code precedent	P124
browmiddle_right_down	browMiddle_Right_Down	CLEAR	eyebrow middle, right, down	CLEAR	groupFile/Face/Upper Face	High		explicit brow anatomy	P124
unusedhairroot7	unusedhairroot7	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' -> Useless (rule 15)	P124
second_arms_l_thumb2	Second_Arms_L_Thumb2	CLEAR	thumb, segment 2, left, on an alternate/extra arm set	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		matches the direct sibling second_arms_l_thumb3 -> LeftFingers	P124
lowerarm_roll_right_0	lowerarm_roll_right_0	CLEAR	lower arm roll, right, numbered	CLEAR	groupFile/Arms	High		explicit forearm anatomy	P124
mlid_l_1	MLid_L_1	CLEAR	eyelid, left, numbered	CLEAR	groupFile/Face/Eyes	Medium		'Lid' is explicit eyelid anatomy	P124
unused head neck upper attached_jhead head neck lower	unused head neck upper attached_jhead head neck lower	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' -> Useless (rule 15)	P124
mag d off	Mag D OFF	CLEAR	weapon magazine control, variant d, off state	CLEAR	groupFile/Other	Medium		'mag' is a recognized weapon-magazine component	P124
