fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
shoulder left	shoulder left	CLEAR	left shoulder	CLEAR	groupFile/Arms	High		ordinary structural anatomy	P54
r2ndnc	R2ndNc	OPAQUE	cryptic abbreviation, right, no grounding for any expansion	NOT_APPLICABLE		Low		matches the settled l1stnb/l2ndnb pattern	P54
valvebiped.hinge2	ValveBiped.hinge2	CLEAR	a hinge (mechanical object), numbered	CLEAR	groupFile/Other	High		recognized mechanical object	P54
bip01_r_upperarm010	Bip01_R_UpperArm010	CLEAR	right upper arm, numbered segment	CLEAR	groupFile/Arms	High		ordinary structural anatomy	P54
bip_r_foot_middle_01	bip_r_foot_middle_01	CLEAR	right foot, middle position, numbered	CLEAR	groupFile/Legs	High		ordinary structural anatomy	P54
hat_left_base	Hat_Left_Base	CLEAR	a hat, left, base	CLEAR	groupFile/Clothing	High		recognized worn clothing item	P54
penisbuldgeleotard2	PenisBuldgeLeotard2	CLEAR	a leotard (garment) bulge deformation from the penis, numbered	CLEAR	groupFile/Clothing	Medium		object-specific garment deformation stays with the garment (rule 8); leotard is the named primary object	P54
pussy-extreme-backward-down	pussy-extreme-backward-down	CLEAR	vagina, extreme backward-down direction	CLEAR	groupFile/Body	High		plain structural genital anatomy	P54
cape2_left41	CAPE2_LEFT41	CLEAR	a cape, left, numbered	CLEAR	groupFile/Clothing	High		recognized worn clothing item	P54
glass_back_d	glass_back_d	PARTIAL	"a ""glass"", back, variant d"	NEEDS_CONTEXT		Low	"""glass"" has materially different core senses (drinking glass / window glass / eyeglass lens)"	"matches rule 22's own documented ""glass"" PARTIAL example"	P54
anus_open_big	anus_open_big	CLEAR	anus, open state, large variant	CLEAR	groupFile/Body Morphs	High		matches the settled AnusGrip/AnusOpen soft-tissue-state precedent	P54
crotch.middle	Crotch.Middle	CLEAR	crotch, middle	CLEAR	groupFile/Body	High		plain structural genital-region anatomy	P54
c chin	C Chin	CLEAR	chin, variant C	CLEAR	groupFile/Face/Lower Face	High		explicit lower-face anatomy	P54
arm left wrist adjuster	Arm Left Wrist Adjuster	CLEAR	left wrist, adjustment	CLEAR	groupFile/Arms	High		ordinary structural anatomy	P54
level4_north	Level4_North	CLEAR	a level/waypoint reference, north direction (matches the accepted level5_south precedent)	NEEDS_CONTEXT		Medium	"owning system/category for the ""Level"" reference is not established"	matches the accepted level5_south precedent	P54
bip01_spine2_011	Bip01_Spine2_011	CLEAR	spine, numbered segment, on an explicit anatomical biped prefix	CLEAR	groupFile/Body	High		explicit anatomical spine literal per rule 14	P54
tenta_b_1_l	tenta_b_1_L	CLEAR	a tentacle, variant b, numbered, left	CLEAR	groupFile/Other	Medium		species-neutral anatomical word with settled rule-18 precedent (tentacle -> Other)	P54
book turnpage8	Book TurnPage8	CLEAR	a book, turn-page action, numbered	CLEAR	groupFile/Other	High		recognized real-world object	P54
