fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
rforward	RForward	OPAQUE	"bare directional word (""forward"") with a side marker, no object named"	NOT_APPLICABLE		Low	no anatomical or functional object stated for the direction to modify	no reliable referent, direction alone is not a function or object	P31
r1	R1+r1	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no recoverable referent	P31
key 7	Key 7	OPAQUE	"a bare numbered ""Key"" preset marker with no named object or content"	NOT_APPLICABLE		Low		"matches the settled space-separated ""Key N"" keyframe/preset-marker series, distinct from the period-separated ""Key.<label>"" physical-prop series"	P31
pole	Pole	CLEAR	"a generic ""pole"" prop object"	CLEAR	groupFile/Other	High		"recognized real-world object; matches the Master's own bare-""pole"" precedent (11/11 -> Other)"	P31
hair right ear 2	hair right ear 2	CLEAR	a hair strand/lock positioned near the right ear, numbered	CLEAR	groupFile/Hair	High		"hair-region strand, matches Master's ""hair...ear"" precedent (106/121 -> Hair)"	P31
cloth back middle 3	cloth back middle 3	CLEAR	a cloth/garment control, back-middle position, numbered	CLEAR	groupFile/Clothing	High		"explicit garment (""cloth"") ownership"	P31
shorthair_bone_11	shortHair_bone_11	CLEAR	a short-hair rig bone, numbered	CLEAR	groupFile/Hair	High		explicit hair ownership	P31
bone pinky 05	bone pinky 05	PARTIAL	"a ""pinky"" digit bone, numbered; no side marker and no hand/foot qualifier"	NEEDS_CONTEXT		Medium	pinky is used for both the little finger and the little toe in this Master's own naming (13 finger vs. 10 toe precedent); nothing in the literal distinguishes which	digit is clear but hand-vs-foot ownership is not established	P31
bottomlid_r3	bottomlid_R3	CLEAR	lower eyelid, right, numbered	CLEAR	groupFile/Face/Upper Face	High		matches Master's bottom/lower-lid precedent (100/109 -> Face/Upper Face)	P31
robin_head tounge end	Robin_Head Tounge End	CLEAR	"tongue tip/end control (""Tounge"" is an obvious misspelling of ""tongue""), on the ""Robin"" character model"	CLEAR	groupFile/Face/Tongue	High		"character-name prefix set aside (rule 24); ""tongue end"" is plain anatomy; obvious misspelling accepted per established buldge/bulge precedent"	P31
nosie4	Nosie4	PARTIAL	"an ambiguous fragment resembling either ""Nose"" or ""Noise"", numbered; no basis to prefer one reading"	NEEDS_CONTEXT		Low	"""Nosie"" is one letter-transposition away from BOTH ""Nose"" (anatomy) and ""Noise"" (a recognized technical/procedural qualifier elsewhere in this corpus, e.g. flex_noise_04); no grounding favors either"	materially different core readings compete; not a confident misspelling either way	P31
bip upperarmtwisttop r	bip upperarmtwisttop r	CLEAR	right upper-arm twist bone, top variant	CLEAR	groupFile/Arms/RightArm	High		ordinary twist-bone anatomy, not corrective (rule 3)	P31
bottle6_cap	bottle6_cap	CLEAR	a bottle prop, numbered, with a cap sub-part	CLEAR	groupFile/Other	High		recognized real-world object prop	P31
bip_bellcollar_root	bip_BellCollar_Root	CLEAR	"root bone of the ""Bell Collar"" costume accessory chain"	CLEAR	groupFile/Clothing	High		named costume accessory, matches the established bip_BellCollar_* family	P31
bld_gen_army_tent_big_a_top_a_mesh	BLD_GEN_Army_Tent_Big_A_Top_A_Mesh	CLEAR	an army tent prop mesh, variant/section labeled	CLEAR	groupFile/Other	High		recognized real-world object (tent)	P31
back_sword	Back_Sword	CLEAR	a sword weapon prop, positioned/mounted at the back	CLEAR	groupFile/Other	High		recognized weapon prop (rule 16); the weapon itself, not a holster, stays in Other	P31
head eyelash right 1	head eyelash right 1	CLEAR	right eyelash, numbered	CLEAR	groupFile/Face/Eyes	High		plain eye-region anatomy	P31
g1	G1	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no recoverable referent	P31
