fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
lower_leg01	lower_leg01	CLEAR	lower leg, plain structural, numbered	CLEAR	groupFile/Legs	High		plain leg anatomy	P23
uppelipraiserl	UppeLipRaiserL	CLEAR	upper lip raiser (misspelled "Uppe"=Upper), left	CLEAR	groupFile/Face/Lower Face	High		obvious typo of "Upper," matching the "buldge"="bulge" precedent; plain lip anatomy	P23
wing_right_2_2	Wing_Right_2_2	CLEAR	right wing, numbered	CLEAR	groupFile/Wings	High		literal explicitly names "wing"	P23
middle finger.001	Middle finger.001	CLEAR	middle finger, side-neutral, numbered	CLEAR	groupFile/Fingers	High		no side marker present; side-neutral Fingers destination applies (rule 11)	P23
balls-squish	balls-squish	CLEAR	testicle "squish" soft-tissue state	CLEAR	groupFile/Body Morphs	High		direction word on anatomy with no ordinary skeletal joint, matching the BallsDetail/AnusGrip precedent	P23
b3	B3	OPAQUE	bare alphanumeric code, no object/function word	NOT_APPLICABLE		Low		no interpretable content	P23
v_res_tre_remote_high	v_res_tre_remote_high	OPAQUE	cryptic compound, no recoverable anatomical or functional content	NOT_APPLICABLE		Low		no grounding for "res"/"tre" as words or a convention	P23
opt_hand_left_middle3	OPT_Hand_Left_Middle3	CLEAR	left hand middle finger, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy	P23
boobcoverage	Boobcoverage	CLEAR	breast coverage/exposure control	CLEAR	groupFile/Body Morphs	Medium	no specific garment is named as owner, so this is read as a body-side exposure control	breast-region state control, no named garment owner	P23
lassimpactmoveup2	LAssImpactMoveUp2	CLEAR	left buttock impact reaction, move-up, numbered	CLEAR	groupFile/Body Morphs	High		impact-reaction morph, matching the R-Ass-Smack precedent	P23
17	17	OPAQUE	bare number, no words at all	NOT_APPLICABLE		Low		a number alone carries no semantic content	P23
knot_small	knot_small	CLEAR	a bare knot accessory, small	NEEDS_CONTEXT		Medium	no owner named; a bare knot is the same kind of object regardless of owner (rule 25)	bare accessory noun, ownership unresolved	P23
crow_1.phalanges3_l	Crow_1.Phalanges3_L	CLEAR	left phalanges (digit bones) on a crow model, numbered	NEEDS_CONTEXT		Medium	birds have phalanges in both the wing and the foot; bare "phalanges" does not establish which (rule 18)	digit-bone anatomy is clear; wing-vs-foot ownership is not established	P23
unusedbone_6e	unusedbone_6E	CLEAR	self-declared unused bone, numbered	CLEAR	groupFile/Useless	High		self-declared "unused" (rule 15)	P23
v_weapon.left_index02	v_weapon.Left_Index02	CLEAR	left index finger, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		matches the established v_weapon finger precedent	P23
vwidthvo3vout	vwidthvo3vout	CLEAR	a "width" adjustment function, object abbreviation unresolved	NEEDS_CONTEXT		Medium	"v" is not grounded as a specific object under rule 23; "width" supplies a function but not full ownership	width function is recognizable; exact object is not established	P23
l knee spo	L Knee Spo	CLEAR	left knee, "spo" (likely "spare")	CLEAR	groupFile/Legs	High		knee is the clear anatomical owner regardless of "spo"	P23
lm05	LM05	OPAQUE	cryptic alphanumeric code, no recoverable content	NOT_APPLICABLE		Low		no grounding for "LM" as an abbreviation	P23
cape1_right5	CAPE1_RIGHT5	CLEAR	cape (clothing), right, numbered	CLEAR	groupFile/Clothing	High		plain garment item	P23
valvebiped.bip01_r_thumb01	ValveBiped.Bip01_R_Thumb01	CLEAR	right thumb, standard ValveBiped naming, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain finger anatomy	P23
nostril rise left	Nostril Rise Left	CLEAR	nostril rise, left	CLEAR	groupFile/Face/Mid Face	High		plain nose/mid-face anatomy	P23
fio-rig-strip-l2	Fio-Rig-Strip-L2	CLEAR	a "strip"-labeled control in the Fio-Rig internal namespace, left, numbered	NEEDS_CONTEXT		Medium	matches the established Fio-Rig-Strip-r2/r3 precedent -- internal rig-namespace label, not confirmed anatomy	consistent with the settled Fio-Rig-Strip family treatment	P23
l_outer_raise	l_outer_raise	CLEAR	an "outer raise" function, left, object unstated	NEEDS_CONTEXT		Medium	the acted-upon object/body part is not named	function itself is clear; owning object is not named	P23
wing_left_2_2	Wing_Left_2_2	CLEAR	left wing, numbered	CLEAR	groupFile/Wings	High		literal explicitly names "wing"	P23
l.worry	l.worry	CLEAR	worry expression, left	CLEAR	groupFile/Face/Expressions	High		whole-face expression state, matching the HurtR/SurpriseL precedent	P23
z_shift_6	z_shift_6	OPAQUE	generic axis-shift parameter, numbered, no object named	NOT_APPLICABLE		Low		matches the x_shift_9 precedent; technical parameter, no anatomical content	P23
zipper.top	Zipper.Top	CLEAR	zipper (garment hardware), top position	CLEAR	groupFile/Clothing	High		plain garment hardware	P23
bip01 clavicle.r	Bip01 Clavicle.R	CLEAR	right clavicle (shoulder-girdle bone)	CLEAR	groupFile/Arms	High		matches the established clavicle-to-Arms convention	P23
flex_thin_middle	Flex_Thin_Middle	OPAQUE	generic "flex" category term with a size qualifier, no specific object	NOT_APPLICABLE		Low		matches the flex_noise/flex_thin_top precedent; generic technical category term	P23
polysurface82	polySurface82	OPAQUE	a generic mesh-name artifact, no anatomical content	NOT_APPLICABLE		Low		technical mesh-name artifact	P23
reyeball	REyeball	CLEAR	right eyeball	CLEAR	groupFile/Face/Eyes	High		plain eye anatomy	P23
cellphone_control	Cellphone_control	CLEAR	a cellphone (recognized real-world object)	CLEAR	groupFile/Other	High		names a recognized real-world prop object	P23
plane06	Plane06	OPAQUE	a generic geometric "plane" primitive, numbered	NOT_APPLICABLE		Low		matches the plane07 precedent; no anatomical or functional specificity	P23
11	11	OPAQUE	bare number, no words at all	NOT_APPLICABLE		Low		a number alone carries no semantic content	P23
key 1 - eyeright	Key 1 - EyeRight	CLEAR	a numbered pose preset targeting the right eye	CLEAR	groupFile/Face/Eyes	Medium		matches the "Key N - description" preset series (rule 23's own documented example); descriptive suffix names the eye	P23
key.r	Key.R	CLEAR	a keyboard-prop key, R	CLEAR	groupFile/Other	High		matches the coherent "Key.<label>" keyboard-prop series	P23
key.black_41	Key.Black_41	CLEAR	a keyboard-prop key, black, numbered	CLEAR	groupFile/Other	High		matches the coherent "Key.Black_N" series (rule 23's own documented example)	P23
object49	Object49	OPAQUE	generic placeholder object name, no referent	NOT_APPLICABLE		Low		numbered generic placeholder	P23
left_18	left_18	OPAQUE	bare side marker with a number, no object named	NOT_APPLICABLE		Low		side marker alone carries no semantic content	P23
throat-widen	throat-widen	CLEAR	throat widen shape deformation	CLEAR	groupFile/Body Morphs	High		explicit shape/size descriptor on the character's own body	P23
key 3 - shirt	Key 3 - Shirt	CLEAR	a numbered pose preset targeting a shirt	CLEAR	groupFile/Clothing	Medium		matches the "Key N - description" preset series (rule 23's own documented example); descriptive suffix names a garment	P23
thumb_left_0	thumb_left_0	CLEAR	left thumb, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy	P23
blanket messy	Blanket messy	CLEAR	a blanket (recognized real-world object), messy variant	CLEAR	groupFile/Other	High		names a recognized real-world prop object	P23
brccurve	BRCCurve	OPAQUE	cryptic fragment ("BRC") plus a generic "curve" control, no anatomical content	NOT_APPLICABLE		Low		no grounding for "BRC" as an abbreviation or convention	P23
right_liplov	Right_LipLoV	PARTIAL	right lip control with an undecoded "LoV" qualifier	CLEAR	groupFile/Face/Lower Face	Medium	"LoV" does not resolve to a grounded word	lip is the clear anatomical owner; "LoV" is an undecoded token, not a competing region	P23
leg right roll 1	leg right roll 1	CLEAR	right leg roll bone, numbered	CLEAR	groupFile/Legs	High		roll is not corrective evidence (rule 3); plain leg anatomy	P23
bag_bone_sr_01	bag_bone_sr_01	CLEAR	a bag (clothing accessory) bone, side/right, numbered	CLEAR	groupFile/Clothing	Medium		worn accessory	P23
bip001 lcalftwist	Bip001 LCalfTwist	CLEAR	left calf twist bone	CLEAR	groupFile/Legs	High		twist is not corrective evidence (rule 3); plain leg anatomy	P23
