fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
fa_eyebag_right_mid	fa_eyebag_right_mid	CLEAR	an eyebag (under-eye) control, right, mid, 'fa_' face-prefix namespace	CLEAR	groupFile/Face/Expressions	High		matches direct current-ledger sibling fa_eyebag_left_mid/right_out/right_inn, all CLEAR/CLEAR/Face/Expressions (settled family-specific routing)	P100	
third_arms_l_ring1	Third_Arms_L_Ring1	CLEAR	a left ring-finger digit on a supernumerary ('third') arm, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		matches direct current-ledger sibling third_arms_l_middle3/second_arms_r_index3/l_middle3	P100	
cons_potion_healing_a_superior_glass_mesh.001	CONS_Potion_Healing_A_Superior_Glass_Mesh.001	CLEAR	a healing-potion consumable prop mesh, superior-glass variant, numbered	CLEAR	groupFile/Other	High		matches direct current-ledger sibling cons_potion_healing_a_mesh	P100	
eyes-l-squint	Eyes-L-Squint	CLEAR	a squint expression, left eye	CLEAR	groupFile/Face/Eyes	High		matches extensive current-ledger fa_squint/eye-l-squint sibling family	P100	
sakotsu_rt_r__const_kata_r__rot_sakotsu_r__x0	sakotsu_rt_r__const_kata_r__rot_sakotsu_r__x0	CLEAR	collarbone anatomy ('sakotsu'=Japanese for collarbone), right, constraint/rotation variant, X0	CLEAR	groupFile/Arms	High		matches direct current-ledger sibling sakotsu_rt_r_d__offset	P100	
l_front_holster_0u_11v	l_front_holster_0u_11v	CLEAR	a front holster worn accessory, left, undecoded variant codes	CLEAR	groupFile/Clothing	High		matches direct current-ledger sibling r_front_holster_0u_3v/7v/8v/14v (mirrored side)	P100	
g4	G4	OPAQUE	bare 2-character alphanumeric code	NOT_APPLICABLE		Low	no readable content	matches settled bare-cryptic-code precedent	P100	
head persona	head persona	CLEAR	head anatomy, undecoded 'persona' preset qualifier	CLEAR	groupFile/Body	Low	'persona' plausibly names a head-swap/preset selector, not independently confirmed	bare structural head anatomy defaults to Body absent a specific facial feature (rule 13)	P100	
bombcharm	BombCharm	CLEAR	a bomb-shaped charm decorative accessory	CLEAR	groupFile/Clothing	High		'charm' is a recognized worn decorative-jewelry term	P100	
bh04.l	Bh04.L	OPAQUE	cryptic 2-letter abbreviation+number+side fragment	NOT_APPLICABLE		Low	no independent grounding for 'Bh'	matches settled Bh##.* cryptic-fragment precedent	P100	
valvebiped.bip01_l_toe03	ValveBiped.Bip01_L_Toe03	CLEAR	left toe digit, numbered segment	CLEAR	groupFile/Toes/LeftToes	High		matches live-Master ValveBiped.Bip01_R_Toe03 sibling precedent	P100	
wep_shellholder_shell4	WEP_ShellHolder_Shell4	CLEAR	a weapon shell-holder mechanism part, numbered	CLEAR	groupFile/Other	High		matches direct current-ledger sibling wep_shellholder_shell1	P100	
ebinnerlowererr	EBInnerLowererR	CLEAR	an inner-lower eyebrow control, right	CLEAR	groupFile/Face/Upper Face	High		matches direct current-ledger sibling ebinnerlowererl, brow anatomy is Upper Face	P100	
temporalis02_l.001	temporalis02_L.001	CLEAR	temporalis (temple/jaw) muscle anatomy, left, numbered	CLEAR	groupFile/Face/Upper Face	Low		'temporalis' is a real anatomical muscle term associated with the temple region, matching the fa_temple Upper Face precedent	P100	
polysurface40	polySurface40	OPAQUE	DCC-default primitive geometry placeholder	NOT_APPLICABLE		Low	primitive type does not describe what the mesh became	matches the settled polySurface DCC-default-placeholder precedent	P100	
rightearbottom	RightEarbottom	CLEAR	right ear anatomy, bottom portion	CLEAR	groupFile/Face/Ears	High		explicit ear anatomy	P100	
hatcloth_bone_08	hatCloth_bone_08	CLEAR	a hat cloth-simulation bone, numbered	CLEAR	groupFile/Clothing	High		explicit 'hat' worn garment content	P100	
leftinhandpinky	LeftInHandPinky	CLEAR	a left in-hand pinky finger digit	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		explicit finger digit anatomy	P100	
wep_fx_rail_laser	WEP_FX_Rail_Laser	CLEAR	a weapon rail-mounted laser effect part	CLEAR	groupFile/Other	High		recognized weapon-part prop	P100	
unused b_r_armroll3helper	unused b_r_armroll3helper	CLEAR	self-declared unused marker, arm-roll location	CLEAR	groupFile/Useless	High		matches settled 'unused*' precedent (rule 15)	P100	
gag_r_08	Gag_R_08	CLEAR	a worn gag restraint accessory, right, numbered	CLEAR	groupFile/Clothing	High		matches direct current-ledger sibling gag_r_01/05, CLEAR/CLEAR/Clothing	P100	
unused.062	unused.062	CLEAR	self-declared unused marker, numbered	CLEAR	groupFile/Useless	High		matches settled 'unused*' precedent (rule 15)	P100	
earingl	EaringL	CLEAR	a left earring jewelry accessory (compact spelling)	CLEAR	groupFile/Clothing	High		explicit worn jewelry accessory	P100	
torch2	Torch2	CLEAR	a torch prop, numbered	CLEAR	groupFile/Other	High		recognized real-world prop object	P100	
spine lower.001	spine lower.001	CLEAR	spine anatomy, lower, numbered	CLEAR	groupFile/Body	High		plain structural spine anatomy	P100	
bone 703	bone 703	OPAQUE	generic numbered technical bone	NOT_APPLICABLE		Medium	no anatomical/functional content	matches settled Bone### precedent	P100	
left_smile2	Left_smile2	CLEAR	a smile expression, left, numbered	CLEAR	groupFile/Face/Lower Face	High		matches extensive live-Master Smile2/MouthSmile2 precedent	P100	
