fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
unused head neck upper attached_head root hips	unused head neck upper attached_head root hips	CLEAR	a self-declared unused/duplicate placeholder	CLEAR	groupFile/Useless	High		explicit self-declared "unused" marker (rule 15)	P61
right little finger 1 expansion 1	Right little finger 1 expansion 1	CLEAR	right little (pinky) finger, segment 1, "expansion" variant 1	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain finger anatomy, verified RightFingers subpath	P61
leg right ste	leg right StE	PARTIAL	right leg control, undecoded qualifier ("StE")	CLEAR	groupFile/Legs	Medium	"StE" is an actual undecoded token, matching the settled StB/StC/StF-on-leg pattern	leg owner is clear; qualifier is genuinely undecoded (rule 22 PARTIAL test)	P61
wep_charger_latch	WEP_Charger_Latch	CLEAR	a weapon charging-handle/latch part	CLEAR	groupFile/Other	High		recognized weapon-part prop (rule 16)	P61
object10	Object10	OPAQUE	generic placeholder object name, no referent	NOT_APPLICABLE		Low		matches the settled Object### placeholder precedent	P61
stomp-3	stomp-3	CLEAR	a "stomp" action, numbered variant; owning body part not stated	NEEDS_CONTEXT		Medium	no anatomical owner named for the stomp action	stable function word per rule 22, owner unresolved	P61
arm right feathers	Arm Right Feathers	CLEAR	feather covering on the right arm	CLEAR	groupFile/Arms	Medium		explicit "Arm" owner named for the feather covering	P61
frily_00.l	Frily_00.L	CLEAR	a "frilly" (obvious misspelling) garment trim, left, numbered	CLEAR	groupFile/Clothing	Medium		recognized garment-trim term, plain misspelling	P61
right thumb distal	Right Thumb Distal	CLEAR	right thumb, distal segment	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain finger anatomy, verified RightFingers subpath	P61
bip_stone_l_uparmtwist1	Bip_STONE_L_UpArmTwist1	CLEAR	upper-arm twist bone, left, numbered (under a "STONE" model/character prefix)	CLEAR	groupFile/Arms	High		character/model prefix set aside per rule 24; "UpArmTwist" is grounded arm anatomy	P61
r brooch a phy	r brooch a phy	CLEAR	a "brooch" (jewelry pin), right, physics-simulated, variant a	CLEAR	groupFile/Clothing	Medium		unambiguous worn-jewelry term (rule 25 -- not a multi-category bare noun)	P61
knot_big	knot_big	CLEAR	a "knot" accessory, size-qualified	NEEDS_CONTEXT		Medium	no owner named for the knot accessory	bare accessory noun, ownership unresolved (rule 25)	P61
r ujacketc a phy	R uJacketC a Phy	CLEAR	a jacket garment, right, variant C, physics-simulated	CLEAR	groupFile/Clothing	High		explicit "Jacket" garment term (rule 8)	P61
arm right finger 2 c	arm right finger 2 c	CLEAR	right arm, finger 2, variant c	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain finger anatomy, verified RightFingers subpath	P61
def-shoulder.r	DEF-shoulder.R	CLEAR	right shoulder bone (DEF- generic rig prefix)	CLEAR	groupFile/Arms	High		DEF- prefix carries no destination signal (rule 9); "shoulder" is plain arm anatomy	P61
undereye_left_in	underEye_left_IN	CLEAR	under-eye area, left, inward	CLEAR	groupFile/Face/Upper Face	Medium		bare UnderEye_L/R family (no "cheek" qualifier) is established Face/Upper Face, matching the corrected undereye_right_in precedent (verified current ledger value)	P61
genitals 05	genitals 05	CLEAR	genital anatomy, numbered	CLEAR	groupFile/Body	High		plain structural genital anatomy	P61
