fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
book coverpage turn3	Book CoverPage Turn3	CLEAR	a book prop, cover-page turn, numbered	CLEAR	groupFile/Other	High		recognized generic prop	P117
flowerchokerback	FlowerChokerBack	CLEAR	flower choker necklace, back	CLEAR	groupFile/Clothing	High		worn jewelry/accessory	P117
bikini small thigs	Bikini Small Thigs	CLEAR	bikini fit adjustment (accepted 'Thigs' misspelling of thighs)	CLEAR	groupFile/Clothing	Medium		garment-specific fit control stays with the garment (rule 8)	P117
penis shaft 7	penis shaft 7	CLEAR	penis shaft, numbered	CLEAR	groupFile/Body Morphs	High		matches the live-Master Cock.Shaft/genital-domain Body Morphs convention	P117
armslim	ArmSlim	CLEAR	arm slim (shape/size)	CLEAR	groupFile/Body Morphs	High		explicit shape/size change	P117
skull_07	skull_07	CLEAR	a skull-face preset/expression, numbered	CLEAR	groupFile/Face/Expressions	High		exact match to the live-Master bare 'skull_01/02/03' template (Face/Expressions), distinct from the bare 'Skull' structural-anatomy precedent (Body) this literal's shape does not match	P117
third_arms_r_index1	Third_Arms_R_Index1	CLEAR	right index finger, on an additional/third arm set	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain sided finger anatomy	P117
shouldersgonefix	ShouldersGONEFix	CLEAR	shoulders corrective fix	CLEAR	groupFile/Correctives	High		explicit 'fix' establishes corrective purpose (rule 5)	P117
armhandsuitraise	ArmHandSuitRaise	CLEAR	a suit-sleeve raise control tied to arm/hand movement	CLEAR	groupFile/Clothing	Medium		explicit 'suit' establishes garment ownership of this movement-linked control	P117
l thumb roll	l thumb roll	CLEAR	left thumb roll	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain sided finger anatomy	P117
unused b_l_shoulderarm1helper	unused b_l_shoulderarm1helper	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' marker (rule 15)	P117
gentle_7	gentle_7	OPAQUE	a bare mood/quality adjective with no owning object or feature	NOT_APPLICABLE		Low	no recoverable animator-useful referent (rule 27)	matches the established bare-adjective cryptic-fragment precedent	P117
legthumb2_l	LegThumb2_L	CLEAR	left toe digit (cross-limb hand-finger-name-for-toe naming), numbered	CLEAR	groupFile/Toes/LeftToes	Medium		matches the established cross-limb digit-naming template	P117
cloth middle 3 jb	cloth middle 3 JB	CLEAR	cloth/garment, middle, numbered	CLEAR	groupFile/Clothing	High		garment control	P117
tenta_b_6_l	tenta_b_6_L	CLEAR	a tentacle, numbered	CLEAR	groupFile/Other	High		settled tentacle -> Other precedent	P117
taurenmale_hd_bone_131	taurenmale_hd_bone_131	OPAQUE	character/model-prefixed generic numbered bone, no independent content	NOT_APPLICABLE		Low	matches the established character-prefix+generic-numbered-bone precedent		P117
bipbrk rcalftwist	BipBrk RCalfTwist	CLEAR	right calf twist bone, 'BipBrk' rig-namespace prefix set aside	CLEAR	groupFile/Legs	High		plain structural leg anatomy regardless of namespace prefix (rule 24)	P117
l_front_holster_0u_7v	l_front_holster_0u_7v	CLEAR	a holster, left front, variant	CLEAR	groupFile/Clothing	High		matches the live-Master holster family (Clothing)	P117
hroll	hroll	OPAQUE	cryptic 'H'+roll code, no established owner	NOT_APPLICABLE		Low	no recoverable animator-useful referent (rule 27)		P117
ahappy	AHappy	CLEAR	happy expression, whole face	CLEAR	groupFile/Face/Expressions	High		whole-face emotion word	P117
opt_as_l_hip	OPT_AS_L_Hip	CLEAR	left hip, explicitly sided	CLEAR	groupFile/Legs	Medium	'AS' qualifier undecoded	explicitly sided structural hip content -> Legs (rule 26)	P117
lhandn	LHandN	CLEAR	left hand, 'N' suffix unresolved	CLEAR	groupFile/Arms/LeftArm	Medium	'N' suffix undecoded	hand is grounded anatomy; undecoded suffix does not erase it (rule 24)	P117
finger_index_right_1	finger_index_right_1	CLEAR	right index finger, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain sided finger anatomy	P117
