fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
wep_magazine_bullet3	WEP_Magazine_Bullet3	CLEAR	a magazine/bullet ammunition prop, numbered	CLEAR	groupFile/Other	High		recognized weapon/ammunition object	P35
hat_right_base	Hat_Right_Base	CLEAR	a hat garment, right, base	CLEAR	groupFile/Clothing	High		plain garment item	P35
r collar 01	r collar 01	CLEAR	a garment collar, right, numbered	CLEAR	groupFile/Clothing	Medium		does not match the bare bip_collar_L/R clavicle template; garment collar reading is dominant	P35
blend_root	blend_root	OPAQUE	a generic blend-shape/morph-target organizational root node, no specific content	NOT_APPLICABLE		Low		matches the settled generic organizational rig-node precedent	P35
vagexpose	VagExpose	CLEAR	"vaginal region, ""expose"" state"	CLEAR	groupFile/Body Morphs	High		explicit anatomical open/state morphology, matches the AnusOpen/pussy_open precedent	P35
bip_chest_3_r	bip_Chest_3_r	CLEAR	chest, numbered, right	CLEAR	groupFile/Body	High		plain torso anatomy	P35
pupils-shapesnake-r	Pupils-ShapeSnake-R	CLEAR	pupil, snake-shaped, right	CLEAR	groupFile/Face/Eyes	High		explicit pupil-shape control	P35
c_dred_r2_01	C_Dred_R2_01	CLEAR	"a dreadlock hair strand (""Dred""), numbered"	CLEAR	groupFile/Hair	Medium	"abbreviation ""Dred"" for ""dreadlock"" is plausible but not corpus-confirmed"	matches the c_dred_l2_02 precedent	P35
pussy clitoris 1	pussy clitoris 1	CLEAR	clitoris, explicit genital anatomy, numbered	CLEAR	groupFile/Body	High		plain structural genital anatomy, matches the calibration regression-set precedent	P35
book1_r	Book1_R	CLEAR	a book prop, numbered, right	CLEAR	groupFile/Other	High		recognized real-world object	P35
bip_spine_0.004	bip_spine_0.004	CLEAR	spine, numbered sub-bone	CLEAR	groupFile/Body	High		explicit bip_ skeleton-prefix spine literal with no garment/hair-object noun (rule 14)	P35
eyes surprise	Eyes Surprise	CLEAR	eye, surprised expression	CLEAR	groupFile/Face/Eyes	High		plain eye expression control	P35
keychain.key_1	Keychain.Key_1	CLEAR	a keychain accessory, key component, numbered	CLEAR	groupFile/Clothing	High		matches the keychain.chain_2/_4 precedent	P35
