fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
anime angry r	Anime angry R	CLEAR	whole-face anger expression, right	CLEAR	groupFile/Face/Expressions	High		established "anime angry" whole-face template	P132
armpit_r	Armpit_R	CLEAR	armpit anatomy, right	CLEAR	groupFile/Arms	Medium		structural arm/torso-junction anatomy	P132
wp_ai_flashlight	WP_AI_Flashlight	CLEAR	weapon-mounted flashlight prop	CLEAR	groupFile/Other	High		recognized weapon accessory	P132
chest_l	Chest_L+chest_L	CLEAR	chest anatomy, left	CLEAR	groupFile/Body	High		plain structural chest anatomy	P132
l4	L4	OPAQUE	bare alphanumeric code	NOT_APPLICABLE		High		no recoverable referent	P132
bone195	Bone195	OPAQUE	generic numbered bone	NOT_APPLICABLE		High		no independent content	P132
r-eee	R-EEE	OPAQUE	cryptic ungrounded code	NOT_APPLICABLE		High		no recoverable referent	P132
r_holster_hook1	r_holster_hook1	CLEAR	weapon holster hook, right, numbered	CLEAR	groupFile/Other	Medium		recognized weapon-equipment accessory	P132
leftnipple5	LeftNipple5	CLEAR	nipple anatomy, left, numbered	CLEAR	groupFile/Body	Medium		no shape/state word; direct-pose structural sexual anatomy per current doctrine; FUTURE_SEXUAL_BONES_MIGRATION_CANDIDATE	P132
vagopen02	VagOpen02	CLEAR	vaginal opening, numbered	CLEAR	groupFile/Body Morphs	High		explicit opening/state function, matches VaginalOpen doctrine example	P132
box_face_06_m	Box_Face_06_M	PARTIAL	"Box Face" geometric-face-of-a-box vs character face, numbered, variant M	NEEDS_CONTEXT		Medium	unresolved 20-member template (established precedent)	matches established Box_Face_##_M majority	P132
lowerlip_mid	lowerLip_mid	CLEAR	lower lip, middle	CLEAR	groupFile/Face/Lower Face	High		localized mouth/lip mechanism	P132
foreskintipbigger	ForeskinTipBigger	CLEAR	foreskin tip, size increase	CLEAR	groupFile/Body Morphs	High		explicit size-increase function	P132
r_front_holster_0u_9v	r_front_holster_0u_9v	CLEAR	weapon holster, front, right, coded variant	CLEAR	groupFile/Other	Medium		recognized weapon-equipment accessory	P132
left_lidloraise	Left_LidLoRaise	CLEAR	lower eyelid raise, left	CLEAR	groupFile/Face/Eyes	High		localized eye mechanism	P132
l_front_holster_0u_3v	l_front_holster_0u_3v	CLEAR	weapon holster, front, left, coded variant	CLEAR	groupFile/Other	Medium		recognized weapon-equipment accessory	P132
spine05	Spine05	CLEAR	spine, numbered	CLEAR	groupFile/Body	High		plain structural spine anatomy	P132
bone 1032	bone 1032	OPAQUE	generic numbered bone	NOT_APPLICABLE		High		no independent content	P132
jacket_border_5_r	jacket_border_5_R	CLEAR	jacket border/trim, numbered, right	CLEAR	groupFile/Clothing	High		garment accessory	P132
penis shaft 5	penis shaft 5	CLEAR	penis shaft, numbered	CLEAR	groupFile/Body	Medium		no shape/state word; direct-pose structural sexual anatomy per current doctrine; FUTURE_SEXUAL_BONES_MIGRATION_CANDIDATE	P132
