fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
bip_giroscopex	bip_giroscopeX	OPAQUE	a technical gyroscope-style counter-rotation stabilizer bone, axis X	NOT_APPLICABLE		Medium		Gyroscope-style bones are typically non-anatomical physics-stabilization technical helpers, not body content.	P78	
risorius02_r	risorius02_R	CLEAR	the risorius muscle (real facial anatomy, pulls the mouth corner), numbered, right	CLEAR	groupFile/Face/Lower Face	High		'Risorius' is grounded anatomical terminology for a mouth-region muscle (Rule 12 foreign/specialist-language grounding).	P78	
hide_eyelashes	hide_eyelashes	CLEAR	an eyelash-visibility toggle	CLEAR	groupFile/Face/Eyes	High		Explicit eyelash anatomy, visibility function.	P78	
musclebispts	MuscleBispts	CLEAR	bicep muscle control points	CLEAR	groupFile/Arms	Medium		'Bis' plausibly abbreviates 'biceps', explicit arm-muscle content.	P78	
flex_sh3_long	Flex_SH3_LONG	CLEAR	a 'flex' (shape-key) mechanism, cryptic 'sh3' qualifier, 'long' state	NEEDS_CONTEXT		Low	'sh3' object/body-part reference unresolved	Flex/shape-change function is clear but the 'sh3' qualifier does not clearly identify a body part or object.	P78	
bow right bcd	bow right bcd	PARTIAL	a 'bow' (decorative ribbon-bow / archery bow / other sense), right, variant	NEEDS_CONTEXT		Low	materially different core senses compete	Matches the established multi-sense 'bow' precedent (this ledger).	P78	
penis shaft 6	penis shaft 6	CLEAR	penis shaft anatomy, numbered	CLEAR	groupFile/Body	High		Explicit genital anatomy.	P78	
unused_3	Unused_3	CLEAR	a self-declared unused control	CLEAR	groupFile/Useless	High		Explicit 'unused' declaration.	P78	
cape_adjust_bone	CAPE_ADJUST_BONE	CLEAR	a cape garment adjuster bone	CLEAR	groupFile/Clothing	High		Explicit worn garment.	P78	
taurenmale_hd_bone_82	taurenmale_hd_bone_82	OPAQUE	a generic numbered bone under a character/model-name prefix ('TaurenMale HD')	NOT_APPLICABLE		High		Matches the settled TaurenMale_HD_bone_78 precedent.	P78	
bone_bed_12	bone_bed_12	OPAQUE	a generic bone with an ungrounded 'bed' qualifier, numbered	NOT_APPLICABLE		Medium		Matches sibling bone_bed_06 precedent (this ledger).	P78	
lithe upper details	Lithe Upper Details	CLEAR	a 'lithe' (slender) body-shape descriptor, upper region	CLEAR	groupFile/Body Morphs	Medium		Explicit body-shape descriptor (Rule 12).	P78	
rustcylinder	rustCylinder	CLEAR	a rusted cylindrical prop object	CLEAR	groupFile/Other	Medium		'Rust' adds deliberate descriptive content beyond a bare DCC-default primitive name, matching the Rule 10 deliberately-named-generic-object exception.	P78	
bip_l_ring	bip_l_ring	CLEAR	left ring finger anatomy	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		Explicit finger anatomy.	P78	
eyes close tight	Eyes Close Tight	CLEAR	an eyes-close-tight action	CLEAR	groupFile/Face/Eyes	High		Explicit eye action.	P78	
bas.right_1	BAS.Right_1	OPAQUE	an internal 'BAS.' namespace position code with no function word	NOT_APPLICABLE		Medium		Matches established 'BAS.<position>' internal-namespace OPAQUE precedent.	P78	
right_6	Right_6+right_6	OPAQUE	a bare positional label with no owning object	NOT_APPLICABLE		High		Matches established 'bare positional label, no owner' OPAQUE precedent.	P78	
fa_eye_right	fa_eye_right	CLEAR	eye anatomy, right	CLEAR	groupFile/Face/Eyes	High		'fa_' is a common face-abbreviation prefix; eye is explicit.	P78	
right_outerbrowraise	Right_outerbrowraise	CLEAR	outer brow raise, right	CLEAR	groupFile/Face/Upper Face	High		Explicit brow anatomy.	P78	
wep_fx_laser	WEP_FX_Laser	CLEAR	a weapon laser effect	CLEAR	groupFile/Other	High		Recognized weapon effect.	P78	
medal	Medal	CLEAR	a medal decoration accessory	CLEAR	groupFile/Clothing	Medium		Worn decoration/accessory.	P78	
cockthickbase	CockThickBase	CLEAR	penis anatomy, thickness state, base	CLEAR	groupFile/Body Morphs	High		Explicit size descriptor on genital anatomy.	P78	
faceplate	Faceplate	PARTIAL	a 'faceplate' (worn armor/mask face-covering, or a machine/panel faceplate)	NEEDS_CONTEXT		Low	materially different core senses compete	No disambiguating context for which 'faceplate' sense applies.	P78	
unused.007	unused.007	CLEAR	a self-declared unused control	CLEAR	groupFile/Useless	High		Explicit 'unused' declaration.	P78	
head root hips	head root hips	PARTIAL	a technical anchor/hierarchy reference naming both head and hip regions	NEEDS_CONTEXT		Low	competing anatomical owners (head vs. hip) unresolved	No single anatomical owner is established between the head and hip references.	P78	
taurenmale_hd_bone_99	taurenmale_hd_bone_99	OPAQUE	a generic numbered bone under a character/model-name prefix ('TaurenMale HD')	NOT_APPLICABLE		High		Matches the settled TaurenMale_HD_bone_78 precedent.	P78	
submesh_00_lod_1.1781	submesh_00_LOD_1.1781	OPAQUE	a generic technical submesh/LOD (level-of-detail) reference, numbered	NOT_APPLICABLE		Medium		No anatomical content; 'LOD' is a generic technical mesh-detail term.	P78	
foot_pinky_1_l	foot_pinky_1_L	CLEAR	left foot pinky toe anatomy, numbered	CLEAR	groupFile/Toes/LeftToes	High		Explicit toe anatomy.	P78	
bow left 1f	bow left 1f	PARTIAL	a 'bow' (decorative ribbon-bow / archery bow / other sense), left, variant	NEEDS_CONTEXT		Low	materially different core senses compete	Matches the established multi-sense 'bow' precedent (this ledger).	P78	
v_weapon.root26	v_weapon.Root26	CLEAR	a weapon rig root/anchor bone, numbered	CLEAR	groupFile/Other	Low		Matches sibling v_weapon.root21 precedent (this ledger).	P78	
bip facelipridge1out l	bip facelipridge1out l	CLEAR	the lip ridge (philtrum-adjacent facial feature), numbered, outward, left	CLEAR	groupFile/Face/Lower Face	Medium		Explicit lip-adjacent facial anatomy.	P78	
temporalis02_l.002	temporalis02_L.002	CLEAR	the temporalis muscle (real facial/temple anatomy), numbered, left	CLEAR	groupFile/Face/Upper Face	Medium		'Temporalis' is grounded anatomical terminology for the temple region, matching the established temple-region destination.	P78	
unusedbone226	unusedbone226	CLEAR	a self-declared unused bone	CLEAR	groupFile/Useless	High		Explicit 'unused' declaration.	P78	
