fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
eyeslook left	EyesLook Left	CLEAR	eyes look direction, left	CLEAR	groupFile/Face/Eyes	High		explicit eye anatomy	P125
back_lengthen	back_lengthen	CLEAR	back proportion lengthen	CLEAR	groupFile/Body Morphs	High		explicit proportion/shape word	P125
unusedleft eye fbu	unusedleft eye fbu	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' -> Useless (rule 15)	P125
squintinner_l	SquintInner_L	CLEAR	inner eye squint, left	CLEAR	groupFile/Face/Eyes	High		explicit eye anatomy	P125
bone.root	bone.root	OPAQUE	generic bone+root combination, no anatomical qualifier	NOT_APPLICABLE		Low	no positive evidence this denotes the principal model root rather than a generic chain-root bone	matches the established caution against generic root/bone labels absent stronger evidence (rule 27)	P125
momo_r_d__offset	momo_r_d__offset	CLEAR	thigh (Japanese 'momo'), right, offset	CLEAR	groupFile/Legs	Medium		matches the grounded momo(thigh) Japanese-loanword sibling series	P125
bobcut.side_left_2_2_jiggle	Bobcut.Side_Left_2_2_jiggle	CLEAR	bob-cut hairstyle, side, left, numbered, jiggle	CLEAR	groupFile/Hair	High		explicit hairstyle anatomy	P125
lower_01	Lower_01	OPAQUE	bare positional word, no anatomical owner	NOT_APPLICABLE		Low		rule 27: generic positional descriptor with no recoverable subject	P125
v_weapon.right_index01	v_weapon.Right_Index01	CLEAR	index finger, right, numbered (weapon-grip finger control)	CLEAR	groupFile/Arms/RightArm/RightFingers	High		matches the established v_weapon.[side]_[finger] -> Fingers precedent	P125
bip_r_eyelash	bip_r_eyelash	CLEAR	eyelash, right, structural	CLEAR	groupFile/Face/Eyes	High		explicit eyelash anatomy	P125
bone141	Bone141	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		rule 27: bare numbered bone	P125
lowerlipdown-left	LowerLipDown-Left	CLEAR	lower lip down, left	CLEAR	groupFile/Face/Lower Face	High		explicit lip anatomy	P125
window_urban_sash_48_88_full_gib10	window_urban_sash_48_88_full_gib10	CLEAR	an urban-window-sash gore/fx fragment prop, numbered	CLEAR	groupFile/Other	High		exact match to the settled Rule-23 grounded 'gib' precedent's own worked example	P125
shiftedbodice	ShiftedBodice	CLEAR	bodice garment, shifted	CLEAR	groupFile/Clothing	High		'bodice' is a recognized worn garment	P125
student.back_1	Student.Back_1	CLEAR	back, plain structural torso segment, numbered ('Student' model prefix)	CLEAR	groupFile/Body	Low		'back' is a recognizable torso-region anatomical location; model prefix set aside (rule 24)	P125
bip01_spine3_018	Bip01_Spine3_018	CLEAR	spine, structural ValveBiped skeleton segment, numbered	CLEAR	groupFile/Body	High		plain structural spine bone	P125
bip_zipper_2	bip_zipper_2	CLEAR	zipper garment fastener, numbered	CLEAR	groupFile/Clothing	High		zipper is a recognized garment component	P125
right hand screw 1	Right hand screw 1	PARTIAL	a screw/fastener at the right hand -- unresolved whether an anatomical hand control or a mechanical rig-assembly fastener	NEEDS_CONTEXT		Low	materially different core readings compete	rule 22 PARTIAL test: no disambiguating content	P125
door1right	Door1Right	CLEAR	a door prop, numbered, right	CLEAR	groupFile/Other	High		recognized prop object	P125
wep_carryhandle_2	WEP_CarryHandle_2	CLEAR	weapon carry handle, numbered	CLEAR	groupFile/Other	High		matches the wep_* weapon-prop family precedent	P125
bow right b 3	bow right b 3	PARTIAL	bow (decorative bow / archery bow / ship's bow), right, variant b, numbered 3	NEEDS_CONTEXT		Medium	materially different core senses of 'bow' remain unresolved	matches the settled bow PARTIAL precedent	P125
right_14	right_14	OPAQUE	bare positional word with number, no anatomical owner	NOT_APPLICABLE		Low		rule 27: generic positional descriptor with no recoverable subject	P125
unusedspine	unusedspine	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared 'unused' -> Useless (rule 15)	P125
pussparent.002_l.009	PussParent.002_L.009	CLEAR	vagina parent/root bone, left, numbered -- plain structural segment	CLEAR	groupFile/Body	Medium		explicit 'Parent' structural-anchor terminology, no shape/state word; direct-pose structural sexual anatomy -> Body per current doctrine (Tranche 12 QA 8950c85; Tranche 13 Section 6/17). The live Master's own exact PussParent.002_L.001-.006 family sits at Body Morphs (22/22, per the Pussy Chitsu QA) -- flagged as a STRUCTURAL_BODY_VS_MORPH / stale-Master-precedent tension, not followed here, since current doctrine explicitly outranks a potentially-contaminated Master majority for this exact category. This also reconciles with, rather than contradicts, the calibration's own PussParent.002_L.008->Body value.	P125
temporalis02_r	temporalis02_R	CLEAR	temporalis (jaw-chewing muscle), right, numbered	CLEAR	groupFile/Face/Lower Face	High		recognized real anatomical jaw-muscle term	P125
