fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
unused jnt-067	unused jnt-067	CLEAR	a self-declared unused placeholder joint, numbered	CLEAR	groupFile/Useless	High		"self-declared ""unused"" (rule 15)"	P39
vag spread wide	vag spread wide	CLEAR	"vaginal region, ""spread""/""wide"" shape deformation"	CLEAR	groupFile/Body Morphs	High		explicit deformation-action and shape words on genital anatomy	P39
pants_front_down	pants_front_down	CLEAR	a pants garment, front, down	CLEAR	groupFile/Clothing	High		explicit garment ownership	P39
arm right finger knuckle thumb	arm right finger knuckle thumb	CLEAR	right thumb knuckle	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain finger anatomy	P39
r collarc spo	R CollarC Spo	CLEAR	"a clothing collar, variant C, right, ""Spo"" (likely ""spare"")"	CLEAR	groupFile/Clothing	High		matches the established L/R CollarC clothing pattern	P39
valvebiped.bip01_l_thumb02	ValveBiped.Bip01_L_Thumb02	CLEAR	left thumb, numbered segment	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		standard ValveBiped finger-naming convention	P39
aa13	AA13	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no recoverable referent	P39
toe_right_0	toe_right_0	CLEAR	toe, right, numbered	CLEAR	groupFile/Toes/RightToes	High		explicit toe content	P39
arm left roll 2	arm left roll 2	CLEAR	left arm roll bone, numbered	CLEAR	groupFile/Arms/LeftArm	High		ordinary roll-bone anatomy, not corrective (rule 3)	P39
object28	Object28	OPAQUE	generic placeholder object name, no referent	NOT_APPLICABLE		Low		matches the settled Object### placeholder precedent	P39
giraffe_reference	giraffe_reference	OPAQUE	"a generic ""reference"" marker on a giraffe creature model, no specific anatomical content"	NOT_APPLICABLE		Low		no recoverable referent beyond a generic technical reference marker	P39
hou 5_1	Hou 5_1	OPAQUE	"cryptic term (""Hou""), numbered, no confidently recoverable anatomical content"	NOT_APPLICABLE		Low	"resemblance to the established ""hoho"" (cheek) term is not strong enough to confidently assert"	ambiguous short fragment	P39
bone 1059	bone 1059	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P39
bip_neck_05	bip_neck_05	CLEAR	neck, numbered	CLEAR	groupFile/Body	High		plain structural neck anatomy	P39
rm04	RM04	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no recoverable referent	P39
one culture character left	One Culture Character Left	OPAQUE	"a character/model-set name reference (""One Culture Character""), left variant, no anatomical or functional content"	NOT_APPLICABLE		Low		no recoverable referent beyond a model/character-set name	P39
mch-eye.r.003	MCH-eye.R.003	CLEAR	"eye, right, numbered, on an ""MCH"" (mechanism) rig-bone prefix"	CLEAR	groupFile/Face/Eyes	High		"explicit ""eye"" content grounds this regardless of the recognized MCH rig-convention prefix"	P39
bipfio l foretwist	BipFio L ForeTwist	CLEAR	"left forearm twist bone, within an internal ""BipFio"" namespace"	CLEAR	groupFile/Arms/LeftArm	High		ordinary twist-bone anatomy, not corrective (rule 3)	P39
lassspread	LAssSpread	CLEAR	"left buttock, ""spread"" shape deformation"	CLEAR	groupFile/Body Morphs	High		explicit deformation-action word on anatomy, matches vag spread wide pattern	P39
headband tail right d_jiggle	headband tail right d_jiggle	CLEAR	a headband's tail/streamer jiggle-physics bone, right, variant d	CLEAR	groupFile/Clothing	High		matches the headband tail left d_jiggle precedent	P39
bone138	Bone138	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		bare numbered bone label	P39
bip_arm_rotate_l	bip_Arm_Rotate_L	CLEAR	left arm, rotate function	CLEAR	groupFile/Arms/LeftArm	High		plain arm-rotation rig control	P39
bip wristtwistbase l	bip wristtwistbase l	CLEAR	left wrist twist bone, base	CLEAR	groupFile/Arms/LeftArm	High		ordinary twist-bone anatomy, not corrective (rule 3)	P39
flex_sh3_arrange_01	Flex_SH3_ARRANGE_01	OPAQUE	"generic ""flex"" category term with an unresolved qualifier, no specific object"	NOT_APPLICABLE		Low		matches the settled flex_thin/flex_noise generic-technical-category precedent	P39
