fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
browouterraisel+browouterraiser	BrowOuterRaiseL+BrowOuterRaiseR	CLEAR	outer eyebrow raise, both sides	CLEAR	groupFile/Face/Upper Face	High		explicit eyebrow feature	P64
unusedbone030	unusedbone030	CLEAR	a self-declared unused/duplicate placeholder, numbered	CLEAR	groupFile/Useless	High		explicit self-declared "unused" marker (rule 15)	P64
arm_twist.r	arm_twist.r	CLEAR	right arm twist	CLEAR	groupFile/Arms	High		plain arm-posing control	P64
browrraisellower	BrowRRaiseLLower	CLEAR	eyebrow raise/lower, right	CLEAR	groupFile/Face/Upper Face	High		explicit eyebrow feature	P64
glasses_r	glasses_R	CLEAR	glasses (eyewear accessory), right	CLEAR	groupFile/Clothing	Medium		worn eyewear accessory	P64
left_lipupin	Left_LipUpIn	CLEAR	lip control, up/inward, left	CLEAR	groupFile/Face/Lower Face	High		lip is a mouth/lower-face feature	P64
facial_bone_lowrlip_l02	Facial_Bone_LowrLip_L02	CLEAR	lower lip, left, numbered	CLEAR	groupFile/Face/Lower Face	High		lip is a mouth/lower-face feature	P64
pantsclothfixlow	PantsClothFixLow	CLEAR	a pants garment cloth adjustment, low position	CLEAR	groupFile/Clothing	Medium		garment cloth control owned by the named "Pants"; not an anatomical joint corrective	P64
bunnyearboneleft_2	BunnyEarBoneLeft_2	CLEAR	a bunny-ear costume accessory bone, left, numbered	CLEAR	groupFile/Clothing	Medium		worn costume accessory, not anatomical ear	P64
lm01	LM01	OPAQUE	cryptic alphanumeric code, no recoverable content	NOT_APPLICABLE		Low		no readable content	P64
(flex) arms	(FLEX) Arms	CLEAR	arms, under a "(FLEX)" category prefix	CLEAR	groupFile/Arms	High		plain arm anatomy despite the category-label prefix	P64
pjcmthighback35r	pJCMThighBack35R	CLEAR	a joint-corrective-morph (JCM) for the thigh, back, numbered, right	CLEAR	groupFile/Correctives	High		"JCM" is a recognized joint-corrective-morph rigging convention (positive corrective purpose)	P64
object53	Object53	OPAQUE	generic placeholder object name, no referent	NOT_APPLICABLE		Low		matches the settled Object### placeholder precedent	P64
unused_6	Unused_6	CLEAR	a self-declared unused/duplicate placeholder, numbered	CLEAR	groupFile/Useless	High		explicit self-declared "unused" marker (rule 15)	P64
bone 1043	bone 1043	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		matches the settled Bone### precedent	P64
maid.bow_right_lower_2	Maid.Bow_Right_Lower_2	CLEAR	a maid costume bow accessory, right, lower, numbered	CLEAR	groupFile/Clothing	High		explicit worn-costume-accessory term	P64
pussparent.006	PussParent.006	CLEAR	genital rig-parent node, numbered	CLEAR	groupFile/Body	Medium		plain structural genital anatomy	P64
e5	E5	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no readable content	P64
knotsmall0	KnotSmall0	PARTIAL	a "knot" (rope, hair, or decorative-bow sense), small, numbered	NEEDS_CONTEXT		Low	"knot" has materially different plausible readings (rope/hair/decorative) with nothing to disambiguate	multi-sense bare word	P64
torso upperbrace f l	Torso upperbrace F L	CLEAR	a torso brace/support structure, front, left	CLEAR	groupFile/Body	Medium		named owner ("torso") is explicit; brace is a structural support on that owner	P64
bld_gen_army_tent_big_a_bottom_a_mesh.001	BLD_GEN_Army_Tent_Big_A_Bottom_A_Mesh.001	CLEAR	an army tent (environment prop), numbered	CLEAR	groupFile/Other	High		recognized environment prop	P64
pz	PZ	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no readable content	P64
front 1_1	Front 1_1	OPAQUE	a positional label ("front") with numbers, no object named	NOT_APPLICABLE		Low		matches the settled bare positional-label-no-object precedent	P64
jigglebutt_r	JiggleButt_R	CLEAR	a buttock jiggle-physics (dynamics) control, right	CLEAR	groupFile/Body	Medium		jiggle-physics is a dynamics mechanism, not an appearance/shape statement; buttock stays Body (rule 26)	P64
bip01_l_thigh013	Bip01_L_Thigh013	CLEAR	left thigh, numbered	CLEAR	groupFile/Legs	High		plain leg anatomy	P64
rightfinger	RightFinger	CLEAR	right finger, bare	CLEAR	groupFile/Arms/RightArm/RightFingers	High		plain finger anatomy, verified RightFingers subpath	P64
dead slider	Dead slider	OPAQUE	an unclear generic "slider" control with an ambiguous "dead" qualifier, no owning object named	NOT_APPLICABLE		Low		no reliable core referent or owning object; not an exact self-declared-unused marker (rule 15 requires the explicit term)	P64
buttflaptopnarrower	ButtFlapTopNarrower	CLEAR	a butt-flap garment element, top, "narrower" shape	CLEAR	groupFile/Clothing	High		explicit garment "flap" element	P64
head_a_r	Head_A_R	CLEAR	head, bare structural, variant A, right	CLEAR	groupFile/Body	Medium		bare head with no specific facial feature defaults to Body	P64
flm-arma-sworda-cr1	Flm-ArmA-SwordA-CR1	CLEAR	a "SwordA" weapon element within the internal Flm-ArmA namespace, numbered	CLEAR	groupFile/Other	Medium		matches the settled Flm-ArmA-SwordA weapon-grounded sibling precedent	P64
flm-arma-sworda-f	Flm-ArmA-SwordA-F	CLEAR	a "SwordA" weapon element within the internal Flm-ArmA namespace, variant F	CLEAR	groupFile/Other	Medium		matches the settled Flm-ArmA-SwordA weapon-grounded sibling precedent	P64
brows-l-up	Brows-L-Up	CLEAR	eyebrow raise, left	CLEAR	groupFile/Face/Upper Face	High		explicit eyebrow feature	P64
testicles l	TESTICLES L	CLEAR	testicle anatomy, left	CLEAR	groupFile/Body	High		plain structural genital anatomy	P64
valvebiped_bullet4	ValveBiped_Bullet4	CLEAR	a bullet (ammunition object), numbered	CLEAR	groupFile/Other	High		matches the settled valvebiped_bullet# sibling precedent (verified current ledger values)	P64
g14	G14	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no readable content	P64
eyes in	Eyes in	CLEAR	an eye-direction control, inward	CLEAR	groupFile/Face/Eyes	High		explicit eye-region feature	P64
pb_l_cmy01_bhair_1	pb_L_CMY01_BHair_1	CLEAR	a hair bone, left, numbered	CLEAR	groupFile/Hair	Medium		"BHair" is grounded hair content despite the surrounding cryptic namespace fragments	P64
pbg-rig-eye-l	PBG-Rig-Eye-L	CLEAR	eye anatomy under the PBG-Rig internal namespace, left	CLEAR	groupFile/Face/Eyes	High		matches the settled PBG-Rig/Brk-Rig-Eye template precedent (verified current ledger values)	P64
es3	ES3	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no readable content	P64
