fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
tentacletopleft1	TentacleTopLeft1	CLEAR	tentacle anatomy, top-left, numbered	CLEAR	groupFile/Other	High		Matches settled Rule 18 tentacle precedent.	P103	
canin_ball_r	canin_ball_r	PARTIAL	'canin'(canine)+'ball', right -- unclear whether a canine-tooth ball joint or testicle/creature anatomy	NEEDS_CONTEXT		Low		No Master precedent for this combination; materially different core readings compete (rule 22 PARTIAL test).	P103	
bow left 3f	bow left 3f	PARTIAL	a 'bow', left, variant 3f -- materially different core readings	NEEDS_CONTEXT		Low		Rule 22 PARTIAL example word ('bow').	P103	
ebinnerupperl+ebinnerupperr	EBInnerUpperL+EBInnerUpperR	CLEAR	eyebrow inner-upper mechanism, combined left+right ('EB'=Eyebrow)	CLEAR	groupFile/Face/Upper Face	High		Grounded 'EB'=Eyebrow abbreviation; explicit brow mechanism.	P103	
unused dogmeat_topteeth	unused dogmeat_topteeth	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		Self-declared 'unused' placeholder (rule 15).	P103	
root hips.002	root hips.002	CLEAR	central hip-pelvis structural root anchor, numbered	CLEAR	groupFile/Body	High		Rule 26: central/unsided hip-pelvis anchor routes to Body.	P103	
bip_chest_2_l	bip_Chest_2_l	CLEAR	chest anatomy, numbered, sided	CLEAR	groupFile/Body	High		Plain structural torso/chest anatomy.	P103	
ph06	PH06	OPAQUE	bare cryptic alphanumeric code	NOT_APPLICABLE		Low		No recoverable content.	P103	
car05_controller04	Car05_controller04	CLEAR	a car prop, numbered, controller numbered	CLEAR	groupFile/Other	High		Recognized vehicle prop object.	P103	
right_18	right_18	OPAQUE	bare side marker plus number, no object named	NOT_APPLICABLE		Low		Rule 27: generic side+number alone identifies no controlled referent.	P103	
earring.ring_left_2	Earring.Ring_Left_2	CLEAR	ring-style earring jewelry, left, numbered	CLEAR	groupFile/Clothing	High		Explicit jewelry content.	P103	
valvebiped.left_hand	ValveBiped.left_hand	CLEAR	hand structural bone, left	CLEAR	groupFile/Arms	High		Standard bone naming, plain hand anatomy.	P103	
hip001	hip001	CLEAR	central hip structural anchor, numbered, unsided	CLEAR	groupFile/Body	High		Rule 26: central/unsided hip anchor routes to Body.	P103	
grip.010	grip.010	CLEAR	a grip function, numbered	NEEDS_CONTEXT		Low		'Grip' is a stable function with no realistic competing sense (rule 22 unnamed-function pattern), but the gripped/gripping object is unstated.	P103	
tag2	tag2	CLEAR	a tag/label prop object, numbered	NEEDS_CONTEXT		Low		'Tag' is a recognizable object (rule 22 unnamed-owner pattern) with no stated owner (clothing tag vs. prop tag).	P103	
bip kneetwisttopoutbase l	bip kneetwisttopoutbase l	CLEAR	knee twist structural base, left	CLEAR	groupFile/Legs	High		Explicit knee anatomy, structural.	P103	
v_weapon.root20	v_weapon.Root20	CLEAR	a weapon root/anchor bone, numbered	CLEAR	groupFile/Other	High		Matches the established v_weapon.root## sibling family (multiple already CLEAR/CLEAR/Other in the current ledger).	P103	
wep_bullet6_round	WEP_Bullet6_Round	CLEAR	a bullet/ammunition round prop, numbered	CLEAR	groupFile/Other	High		WEP prefix + recognized ammunition object.	P103	
skull_11	skull_11	CLEAR	skull anatomy, numbered	CLEAR	groupFile/Body	High		Plain structural head/skull anatomy (rule 13).	P103	
bip chinfront00 r	bip chinfront00 r	CLEAR	chin-front mechanism, numbered, right	CLEAR	groupFile/Face/Lower Face	High		Explicit chin/jaw mechanism.	P103	
bip01_head018	Bip01_Head018	CLEAR	head structural bone, numbered	CLEAR	groupFile/Body	High		Standard bip head bone.	P103	
se_bones36	se_bones36	OPAQUE	cryptic 'SE' prefix, generic numbered bone	NOT_APPLICABLE		Low		No grounding for 'SE'; generic numbered bone with no anatomical content.	P103	
smileleft	SmileLeft	CLEAR	a smile mouth expression, left	CLEAR	groupFile/Face/Lower Face	High		Matches the settled bare-word 'Smile' -> Lower Face precedent.	P103	
helen_sh_headtipj	Helen_SH_HeadTipJ	CLEAR	head-tip joint (character prefix set aside)	CLEAR	groupFile/Body	Medium		Rule 24: character prefix set aside; explicit head anatomy.	P103	
bip001 lthightwist	Bip001 LThighTwist	CLEAR	thigh twist, left	CLEAR	groupFile/Legs	High		Plain structural thigh anatomy.	P103	
kargathbladefist_bone83	kargathbladefist_Bone83	OPAQUE	character/model-name prefix plus generic numbered bone, no independent content	NOT_APPLICABLE		Low		Matches the established 'character-prefix + generic numbered bone' OPAQUE precedent.	P103	
bone31	Bone31	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low		Bare numbered bone, no recoverable referent.	P103	
bone ring 06	bone ring 06	CLEAR	ring finger anatomy (numbered chain-style naming), side unspecified	NEEDS_CONTEXT		Low		'Ring' in a numbered bone-chain context most plausibly denotes the ring finger, but no side is stated and Fingers taxonomy is split by side.	P103	
valvebiped.bip01_headband	ValveBiped.Bip01_headband	CLEAR	a headband garment/accessory	CLEAR	groupFile/Clothing	High		Explicit garment (headband) content.	P103	
bip faceforehead03 l	bip faceforehead03 l	CLEAR	forehead anatomy, numbered, left	CLEAR	groupFile/Face/Upper Face	High		Explicit forehead mechanism.	P103	
tear r	Tear R	CLEAR	a tear/crying control, right	CLEAR	groupFile/Face/Eyes	High		Tear/crying controls are a localized eye-region mechanism.	P103	
rthickbutt	RThickButt	CLEAR	a thick-buttock shape control, right	CLEAR	groupFile/Body Morphs	High		Explicit size/shape descriptor ('thick') overrides the plain butt->Body default (rule 7 purpose-based hierarchy).	P103	
bone 708	bone 708	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low		Bare numbered bone, no recoverable referent.	P103	
wep_flashlight	WEP_Flashlight	CLEAR	a weapon-mounted flashlight accessory	CLEAR	groupFile/Other	High		WEP prefix + recognized weapon-accessory object.	P103	
key.t	Key.T	PARTIAL	a bare 'Key', variant T -- same ambiguity as other Key entries	NEEDS_CONTEXT		Low		Materially different core readings (pose-key control vs. prop key object) compete.	P103	
loincloth_back_4	Loincloth_back_4	CLEAR	loincloth garment, back, numbered	CLEAR	groupFile/Clothing	High		Explicit garment (loincloth) content.	P103	
bip01_spine3_009	Bip01_Spine3_009	CLEAR	spine structural bone, numbered	CLEAR	groupFile/Body	High		Standard bip spine bone.	P103	
cloth_bone_up_r_05	cloth_bone_up_r_05	CLEAR	cloth simulation bone, up position, right, numbered	CLEAR	groupFile/Clothing	High		Explicit cloth/garment content.	P103	
hootersarmdownfixr	HOOTERSArmDownFIXR	CLEAR	an arm-down-triggered corrective fix (breast-clipping context), right	CLEAR	groupFile/Correctives	Medium		Explicit 'FIX' wording satisfies the positive corrective-purpose requirement (rules 2-5).	P103	
r middle 01	r middle 01	CLEAR	middle finger, right, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		Explicit finger anatomy and side.	P103	
spike_09_m	Spike_09_M	CLEAR	a spike decoration/object, numbered, variant M	NEEDS_CONTEXT		Medium		'Spike' is a recognizable object with no stated owner (rule 22 unnamed-owner pattern).	P103	
wrap 1	wrap 1	CLEAR	a wrap-around object, numbered	NEEDS_CONTEXT		Low		'Wrap' is a recognizable object (bandage/garment wrap) with no stated owner.	P103	
bottle3_liquid	bottle3_liquid	CLEAR	a bottle prop with liquid content, numbered	CLEAR	groupFile/Other	High		Recognized prop object.	P103	
